date,Housing Inventory: Active Listing Count Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2017-08-01,-15.37,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2017-09-01,-13.61,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2017-10-01,-13.26,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2017-11-01,-12.0,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2017-12-01,-13.02,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-01-01,-13.31,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-02-01,-18.08,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-03-01,-14.51,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-04-01,-17.89,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-05-01,-21.25,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-06-01,-16.72,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-07-01,-13.11,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-08-01,-14.99,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-09-01,-14.43,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-10-01,-13.03,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-11-01,-11.74,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-12-01,-14.47,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-01-01,-13.83,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-02-01,-14.18,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-03-01,-20.06,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-04-01,-21.36,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-05-01,-14.35,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-06-01,-12.63,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-07-01,-13.84,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-08-01,-13.0,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-09-01,-15.96,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-10-01,-15.5,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-11-01,-14.65,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-12-01,-16.77,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-01-01,-14.45,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-02-01,-14.65,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-03-01,-18.25,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-04-01,-19.42,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-05-01,-33.83,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-06-01,-48.25,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-07-01,-52.53,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-08-01,-56.07,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-09-01,-62.94,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-10-01,-63.3,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-11-01,-58.43,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-12-01,-55.44,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-01-01,-57.04,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-02-01,-61.28,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-03-01,-65.45,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-04-01,-63.84,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-05-01,-54.64,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-06-01,-47.65,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-07-01,-36.89,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-08-01,-23.23,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-09-01,8.26,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-10-01,20.42,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-11-01,7.2,TN,"Morristown, TN",Morristown,"Housing Inventory: Active Listing Count Year-Over-Year in Morristown, TN (CBSA)",ACTLISCOUYY34100,Monthly,Not Seasonally Adjusted
2017-07-01,-0.98,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2017-08-01,-1.01,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2017-09-01,0.41,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2017-10-01,1.36,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2017-11-01,1.85,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2017-12-01,3.07,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-01-01,2.87,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-02-01,3.23,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-03-01,9.24,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-04-01,8.9,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-05-01,7.49,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-06-01,9.44,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-07-01,5.16,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-08-01,3.67,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-09-01,-0.65,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-10-01,-1.34,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-11-01,-0.69,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-12-01,0.83,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-01-01,0.11,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-02-01,0.5,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-03-01,-6.27,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-04-01,-8.25,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-05-01,-8.71,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-06-01,-9.0,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-07-01,-6.47,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-08-01,-6.33,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-09-01,-5.58,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-10-01,-6.44,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-11-01,-8.06,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-12-01,-10.9,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2020-01-01,-11.76,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2020-02-01,-13.93,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2020-03-01,-9.14,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2020-04-01,-7.73,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2020-05-01,-13.28,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2020-06-01,-20.84,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2020-07-01,-28.27,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2020-08-01,-34.81,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2020-09-01,-36.49,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2020-10-01,-39.01,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2020-11-01,-38.61,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2020-12-01,-38.8,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2021-01-01,-37.92,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2021-02-01,-42.19,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2021-03-01,-46.55,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2021-04-01,-50.65,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2021-05-01,-48.93,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2021-06-01,-39.68,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2021-07-01,-24.91,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2021-08-01,-9.37,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2021-09-01,-11.51,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2021-10-01,-19.35,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2021-11-01,-24.67,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",ACTLISCOUYY35380,Monthly,Not Seasonally Adjusted
2017-07-01,-8.11,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2017-08-01,-5.33,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2017-09-01,-5.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2017-10-01,-4.45,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2017-11-01,-5.23,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2017-12-01,-5.33,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2018-01-01,-5.91,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2018-02-01,-3.57,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2018-03-01,-3.04,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2018-04-01,0.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2018-05-01,0.91,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2018-06-01,3.89,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2018-07-01,5.39,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2018-08-01,3.92,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2018-09-01,7.55,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2018-10-01,9.62,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2018-11-01,12.46,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2018-12-01,13.24,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2019-01-01,14.02,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2019-02-01,10.63,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2019-03-01,11.28,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
2019-04-01,9.65,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOUYY35620,Monthly,Not Seasonally Adjusted
