date,Housing Inventory: Active Listing Count Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2018-08-01,16.81,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-09-01,17.27,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-10-01,19.44,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-11-01,21.24,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-12-01,28.42,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-01-01,31.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-02-01,33.22,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-03-01,29.37,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-04-01,24.33,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-05-01,20.36,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-06-01,16.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-07-01,10.37,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-08-01,6.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-09-01,3.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-10-01,3.97,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-11-01,-0.82,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-12-01,-4.09,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-01-01,-6.37,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-02-01,-9.11,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-03-01,-8.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-04-01,-10.66,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-05-01,-15.47,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-06-01,-28.82,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-07-01,-35.71,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-08-01,-39.02,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-09-01,-41.92,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-10-01,-46.77,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-11-01,-49.29,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-12-01,-51.88,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-01-01,-54.74,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-02-01,-64.35,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-03-01,-68.32,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-04-01,-69.67,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-05-01,-68.05,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-06-01,-58.98,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-07-01,-48.45,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-08-01,-37.31,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-09-01,-34.09,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-10-01,-33.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-11-01,-33.92,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Active Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",ACTLISCOUYY19100,Monthly,Not Seasonally Adjusted
2017-07-01,-20.1,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2017-08-01,-13.77,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2017-09-01,0.58,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2017-10-01,-6.12,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2017-11-01,-10.44,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2017-12-01,-16.35,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-01-01,-20.42,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-02-01,-16.26,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-03-01,-20.15,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-04-01,-18.94,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-05-01,-11.37,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-06-01,-8.89,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-07-01,-10.9,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-08-01,-16.3,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-09-01,-21.92,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-10-01,-18.88,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-11-01,-13.2,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-12-01,-11.92,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-01-01,-7.96,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-02-01,-15.79,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-03-01,-18.04,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-04-01,-28.13,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-05-01,-33.05,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-06-01,-26.02,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-07-01,-25.31,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-08-01,-20.06,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-09-01,-18.07,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-10-01,-13.67,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-11-01,-15.12,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-12-01,-12.34,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-01-01,-19.11,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-02-01,-20.83,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-03-01,-13.24,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-04-01,4.73,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-05-01,-0.18,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-06-01,-25.59,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-07-01,-34.31,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-08-01,-42.56,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-09-01,-46.58,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-10-01,-52.73,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-11-01,-55.31,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-12-01,-57.04,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-01-01,-55.87,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-02-01,-55.09,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-03-01,-57.54,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-04-01,-64.26,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-05-01,-61.25,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-06-01,-46.62,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-07-01,-40.09,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-08-01,-20.99,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-09-01,-19.92,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-10-01,-16.06,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-11-01,-7.18,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Active Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",ACTLISCOUYY23060,Monthly,Not Seasonally Adjusted
2017-07-01,23.43,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2017-08-01,23.63,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2017-09-01,17.36,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2017-10-01,13.26,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2017-11-01,17.42,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2017-12-01,17.5,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-01-01,18.4,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-02-01,20.06,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-03-01,15.51,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-04-01,5.61,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-05-01,1.55,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-06-01,9.36,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-07-01,11.22,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-08-01,7.53,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-09-01,10.65,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-10-01,10.27,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-11-01,11.18,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-12-01,18.2,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2019-01-01,15.28,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2019-02-01,15.94,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2019-03-01,13.43,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2019-04-01,13.39,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2019-05-01,13.07,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2019-06-01,3.99,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2019-07-01,-2.2,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2019-08-01,-3.95,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2019-09-01,-3.39,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2019-10-01,-2.23,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2019-11-01,-1.74,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
2019-12-01,-7.0,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Active Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",ACTLISCOUYY24220,Monthly,Not Seasonally Adjusted
