date,Housing Inventory: Average Listing Price Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2019-02-01,-16.74,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2019-03-01,-15.12,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2019-04-01,-14.25,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2019-05-01,-14.27,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2019-06-01,-11.99,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2019-07-01,-8.18,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2019-08-01,-4.58,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2019-09-01,-1.34,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2019-10-01,9.46,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2019-11-01,14.41,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2019-12-01,22.24,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2020-01-01,22.59,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2020-02-01,27.16,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2020-03-01,25.25,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2020-04-01,7.69,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2020-05-01,18.7,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2020-06-01,31.01,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2020-07-01,27.99,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2020-08-01,33.03,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2020-09-01,30.37,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2020-10-01,44.58,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2020-11-01,45.67,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2020-12-01,31.04,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2021-01-01,21.27,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2021-02-01,1.8,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2021-03-01,3.11,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2021-04-01,2.79,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2021-05-01,9.23,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2021-06-01,4.73,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2021-07-01,12.75,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2021-08-01,7.89,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2021-09-01,8.5,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2021-10-01,-8.16,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2021-11-01,-10.22,NV,"Reno, NV",Reno,"Housing Inventory: Average Listing Price Year-Over-Year in Reno, NV (CBSA)",AVELISPRIYY39900,Monthly,Not Seasonally Adjusted
2017-07-01,6.17,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2017-08-01,9.06,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2017-09-01,8.23,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2017-10-01,8.1,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2017-11-01,-2.34,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2017-12-01,3.67,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2018-01-01,5.22,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2018-02-01,2.58,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2018-03-01,-1.29,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2018-04-01,-1.31,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2018-05-01,5.48,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2018-06-01,6.41,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2018-07-01,7.89,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2018-08-01,6.54,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2018-09-01,2.51,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2018-10-01,1.14,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2018-11-01,3.55,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2018-12-01,6.49,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2019-01-01,8.69,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2019-02-01,12.13,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2019-03-01,14.29,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2019-04-01,11.8,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2019-05-01,10.48,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2019-06-01,-0.91,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2019-07-01,1.98,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2019-08-01,1.2,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2019-09-01,6.72,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2019-10-01,12.18,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2019-11-01,14.66,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2019-12-01,6.46,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2020-01-01,-0.29,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2020-02-01,2.4,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2020-03-01,4.11,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2020-04-01,4.78,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2020-05-01,2.92,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2020-06-01,7.32,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2020-07-01,4.89,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2020-08-01,10.67,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2020-09-01,10.09,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2020-10-01,5.45,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2020-11-01,3.04,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2020-12-01,5.98,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2021-01-01,13.95,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2021-02-01,14.92,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2021-03-01,9.85,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2021-04-01,13.94,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2021-05-01,12.55,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2021-06-01,15.88,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2021-07-01,22.69,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2021-08-01,13.49,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2021-09-01,21.93,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2021-10-01,11.89,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2021-11-01,11.83,KS,"Topeka, KS",Topeka,"Housing Inventory: Average Listing Price Year-Over-Year in Topeka, KS (CBSA)",AVELISPRIYY45820,Monthly,Not Seasonally Adjusted
2017-07-01,0.96,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2017-08-01,1.75,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2017-09-01,1.6,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2017-10-01,4.12,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2017-11-01,3.09,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2017-12-01,3.23,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2018-01-01,1.86,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2018-02-01,0.42,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2018-03-01,3.12,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2018-04-01,3.22,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2018-05-01,2.07,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2018-06-01,-0.32,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2018-07-01,2.45,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2018-08-01,0.76,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2018-09-01,1.78,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2018-10-01,1.43,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2018-11-01,3.43,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2018-12-01,5.25,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2019-01-01,5.72,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2019-02-01,8.67,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2019-03-01,7.22,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2019-04-01,7.27,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2019-05-01,12.07,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2019-06-01,14.54,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2019-07-01,14.53,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2019-08-01,13.61,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2019-09-01,15.11,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2019-10-01,16.75,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2019-11-01,13.81,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2019-12-01,73.04,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2020-01-01,11.11,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2020-02-01,9.77,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2020-03-01,9.51,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2020-04-01,7.77,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2020-05-01,7.61,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2020-06-01,9.89,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2020-07-01,15.42,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2020-08-01,13.78,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2020-09-01,13.11,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2020-10-01,10.76,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2020-11-01,12.69,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2020-12-01,-23.89,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2021-01-01,26.69,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2021-02-01,16.37,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2021-03-01,21.96,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2021-04-01,14.78,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2021-05-01,14.69,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2021-06-01,7.09,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2021-07-01,-1.01,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2021-08-01,-0.98,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2021-09-01,-0.78,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2021-10-01,2.36,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2021-11-01,1.36,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Average Listing Price Year-Over-Year in Tulsa, OK (CBSA)",AVELISPRIYY46140,Monthly,Not Seasonally Adjusted
2017-07-01,-1.1,TX,"Wichita Falls, TX",Wichita Falls,"Housing Inventory: Average Listing Price Year-Over-Year in Wichita Falls, TX (CBSA)",AVELISPRIYY48660,Monthly,Not Seasonally Adjusted
2017-08-01,-1.73,TX,"Wichita Falls, TX",Wichita Falls,"Housing Inventory: Average Listing Price Year-Over-Year in Wichita Falls, TX (CBSA)",AVELISPRIYY48660,Monthly,Not Seasonally Adjusted
