date,Housing Inventory: Average Listing Price Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2017-07-01,5.41,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2017-08-01,5.39,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2017-09-01,5.12,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2017-10-01,3.86,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2017-11-01,1.64,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2017-12-01,2.37,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2018-01-01,3.95,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2018-02-01,5.48,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2018-03-01,6.46,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2018-04-01,5.29,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2018-05-01,4.87,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2018-06-01,3.57,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2018-07-01,0.68,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2018-08-01,-0.65,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2018-09-01,-0.31,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2018-10-01,1.43,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2018-11-01,2.04,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2018-12-01,1.35,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2019-01-01,2.4,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2019-02-01,2.33,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2019-03-01,5.51,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2019-04-01,8.16,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2019-05-01,8.02,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2019-06-01,8.1,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2019-07-01,8.42,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2019-08-01,9.36,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2019-09-01,8.6,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2019-10-01,10.54,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2019-11-01,11.64,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2019-12-01,12.44,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2020-01-01,14.75,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2020-02-01,15.59,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2020-03-01,13.3,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2020-04-01,6.48,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2020-05-01,7.8,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2020-06-01,17.08,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2020-07-01,20.91,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2020-08-01,23.46,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2020-09-01,23.26,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2020-10-01,18.29,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2020-11-01,15.59,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2020-12-01,14.78,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2021-01-01,12.16,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2021-02-01,8.27,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2021-03-01,8.39,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2021-04-01,15.05,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2021-05-01,14.56,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2021-06-01,4.98,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2021-07-01,2.34,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2021-08-01,3.04,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2021-09-01,6.43,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2021-10-01,10.74,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2021-11-01,15.06,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Average Listing Price Year-Over-Year in Albuquerque, NM (CBSA)",AVELISPRIYY10740,Monthly,Not Seasonally Adjusted
2017-07-01,5.51,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2017-08-01,8.43,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2017-09-01,8.17,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2017-10-01,8.54,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2017-11-01,7.98,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2017-12-01,8.52,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2018-01-01,8.38,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2018-02-01,8.08,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2018-03-01,6.26,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2018-04-01,9.23,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2018-05-01,8.26,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2018-06-01,7.61,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2018-07-01,7.81,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2018-08-01,6.51,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2018-09-01,4.08,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2018-10-01,3.49,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2018-11-01,4.31,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2018-12-01,3.5,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2019-01-01,1.45,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2019-02-01,0.44,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2019-03-01,-0.47,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2019-04-01,-3.94,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2019-05-01,-2.59,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2019-06-01,-2.17,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2019-07-01,-1.07,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2019-08-01,-2.13,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2019-09-01,-0.92,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2019-10-01,-0.67,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2019-11-01,-0.19,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2019-12-01,0.54,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2020-01-01,0.5,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2020-02-01,1.34,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2020-03-01,2.17,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2020-04-01,-1.35,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2020-05-01,0.62,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2020-06-01,5.54,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2020-07-01,11.39,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2020-08-01,16.55,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2020-09-01,19.91,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2020-10-01,20.34,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2020-11-01,17.87,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2020-12-01,18.17,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2021-01-01,18.7,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2021-02-01,20.2,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2021-03-01,17.97,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2021-04-01,23.57,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2021-05-01,22.78,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2021-06-01,18.01,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2021-07-01,15.15,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2021-08-01,9.49,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2021-09-01,6.78,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2021-10-01,5.59,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2021-11-01,6.69,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Average Listing Price Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",AVELISPRIYY12060,Monthly,Not Seasonally Adjusted
2017-07-01,-2.51,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2017-08-01,5.46,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2017-09-01,10.79,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2017-10-01,9.16,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2017-11-01,8.26,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2017-12-01,10.17,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2018-01-01,8.43,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2018-02-01,13.13,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2018-03-01,8.07,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2018-04-01,6.68,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2018-05-01,7.01,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2018-06-01,6.96,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2018-07-01,9.94,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2018-08-01,5.69,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
