date,Housing Inventory: Price Increased Count Month-Over-Month,state,msa,city,title,id,frequency,seasonal_adjustment
2017-07-01,-29.41,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2017-08-01,75.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2017-09-01,-28.57,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2017-10-01,-20.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2017-11-01,0.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2017-12-01,0.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2018-01-01,-25.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2018-02-01,188.89,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2018-03-01,26.92,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2018-04-01,-48.48,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2018-05-01,105.88,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2018-06-01,20.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2018-07-01,11.9,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2018-08-01,40.43,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2018-09-01,-31.82,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2018-10-01,-4.44,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2018-11-01,13.95,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2018-12-01,-22.45,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2019-01-01,-13.16,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2019-02-01,-9.09,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2019-03-01,-23.33,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2019-04-01,-47.83,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2019-05-01,25.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2019-06-01,-6.67,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2019-07-01,42.86,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2019-08-01,85.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2019-09-01,45.95,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2019-10-01,-79.63,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2019-11-01,-9.09,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2019-12-01,60.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2020-01-01,-43.75,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2020-02-01,88.89,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2020-03-01,-52.94,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2020-04-01,175.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2020-05-01,-45.45,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2020-06-01,33.33,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2020-07-01,0.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2020-08-01,50.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2020-09-01,12.5,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2020-10-01,-51.85,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2020-11-01,-7.69,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2020-12-01,58.33,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2021-01-01,5.26,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2021-02-01,-15.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2021-03-01,47.06,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2021-04-01,-20.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2021-05-01,-30.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2021-06-01,-42.86,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2021-07-01,12.5,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2021-08-01,55.56,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2021-09-01,-21.43,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2021-10-01,27.27,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2021-11-01,-14.29,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Price Increased Count Month-Over-Month in Albuquerque, NM (CBSA)",PRIINCCOUMM10740,Monthly,Not Seasonally Adjusted
2017-07-01,-9.67,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2017-08-01,21.78,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2017-09-01,-8.58,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2017-10-01,-4.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2017-11-01,-9.65,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2017-12-01,-1.85,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2018-01-01,-14.11,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2018-02-01,26.45,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2018-03-01,24.75,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2018-04-01,41.87,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2018-05-01,3.64,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2018-06-01,-6.34,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2018-07-01,-8.21,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2018-08-01,-5.97,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2018-09-01,-9.35,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2018-10-01,-0.92,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2018-11-01,-40.61,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2018-12-01,-2.66,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2019-01-01,-2.41,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2019-02-01,-3.29,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2019-03-01,-23.34,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2019-04-01,-20.44,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2019-05-01,18.16,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2019-06-01,13.95,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2019-07-01,-18.05,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2019-08-01,81.77,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2019-09-01,28.69,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2019-10-01,-52.06,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2019-11-01,-17.38,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2019-12-01,-5.46,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2020-01-01,30.35,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2020-02-01,-8.2,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2020-03-01,2.9,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2020-04-01,-22.3,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2020-05-01,19.34,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2020-06-01,23.04,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2020-07-01,0.82,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2020-08-01,12.04,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2020-09-01,21.49,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2020-10-01,-13.94,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2020-11-01,-22.82,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2020-12-01,-6.55,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2021-01-01,31.88,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2021-02-01,-7.14,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2021-03-01,-16.96,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2021-04-01,-15.2,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2021-05-01,-4.2,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2021-06-01,-23.39,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2021-07-01,-26.34,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2021-08-01,16.06,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2021-09-01,-19.64,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2021-10-01,19.44,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2021-11-01,-8.37,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count Month-Over-Month in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOUMM12060,Monthly,Not Seasonally Adjusted
2017-07-01,50.0,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Price Increased Count Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",PRIINCCOUMM13140,Monthly,Not Seasonally Adjusted
2017-08-01,-50.0,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Price Increased Count Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",PRIINCCOUMM13140,Monthly,Not Seasonally Adjusted
2017-09-01,100.0,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Price Increased Count Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",PRIINCCOUMM13140,Monthly,Not Seasonally Adjusted
2017-10-01,-33.33,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Price Increased Count Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",PRIINCCOUMM13140,Monthly,Not Seasonally Adjusted
2017-11-01,-50.0,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Price Increased Count Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",PRIINCCOUMM13140,Monthly,Not Seasonally Adjusted
2017-12-01,50.0,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Price Increased Count Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",PRIINCCOUMM13140,Monthly,Not Seasonally Adjusted
2018-01-01,-33.33,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Price Increased Count Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",PRIINCCOUMM13140,Monthly,Not Seasonally Adjusted
2018-02-01,50.0,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Price Increased Count Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",PRIINCCOUMM13140,Monthly,Not Seasonally Adjusted
2018-03-01,33.33,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Price Increased Count Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",PRIINCCOUMM13140,Monthly,Not Seasonally Adjusted
2018-04-01,25.0,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Price Increased Count Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",PRIINCCOUMM13140,Monthly,Not Seasonally Adjusted
2018-05-01,40.0,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Price Increased Count Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",PRIINCCOUMM13140,Monthly,Not Seasonally Adjusted
2018-06-01,-28.57,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Price Increased Count Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",PRIINCCOUMM13140,Monthly,Not Seasonally Adjusted
2018-07-01,20.0,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Price Increased Count Month-Over-Month in Beaumont-Port Arthur, TX (CBSA)",PRIINCCOUMM13140,Monthly,Not Seasonally Adjusted
