date,Housing Inventory: New Listing Count,state,msa,city,title,id,frequency,seasonal_adjustment
2019-12-01,664.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count in Albuquerque, NM (CBSA)",NEWLISCOU10740,Monthly,Not Seasonally Adjusted
2020-01-01,800.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count in Albuquerque, NM (CBSA)",NEWLISCOU10740,Monthly,Not Seasonally Adjusted
2020-02-01,840.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count in Albuquerque, NM (CBSA)",NEWLISCOU10740,Monthly,Not Seasonally Adjusted
2020-03-01,1004.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count in Albuquerque, NM (CBSA)",NEWLISCOU10740,Monthly,Not Seasonally Adjusted
2020-04-01,808.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count in Albuquerque, NM (CBSA)",NEWLISCOU10740,Monthly,Not Seasonally Adjusted
2020-05-01,888.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count in Albuquerque, NM (CBSA)",NEWLISCOU10740,Monthly,Not Seasonally Adjusted
2020-06-01,868.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count in Albuquerque, NM (CBSA)",NEWLISCOU10740,Monthly,Not Seasonally Adjusted
2020-07-01,904.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count in Albuquerque, NM (CBSA)",NEWLISCOU10740,Monthly,Not Seasonally Adjusted
2020-08-01,932.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count in Albuquerque, NM (CBSA)",NEWLISCOU10740,Monthly,Not Seasonally Adjusted
2020-09-01,884.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count in Albuquerque, NM (CBSA)",NEWLISCOU10740,Monthly,Not Seasonally Adjusted
2020-10-01,872.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count in Albuquerque, NM (CBSA)",NEWLISCOU10740,Monthly,Not Seasonally Adjusted
