date,Housing Inventory: Median Listing Price per Square Feet Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2020-03-01,2.05,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2020-04-01,0.55,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2020-05-01,2.12,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2020-06-01,3.88,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2020-07-01,5.55,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2020-08-01,7.52,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2020-09-01,10.18,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2020-10-01,11.04,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2020-11-01,12.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2020-12-01,13.77,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2021-01-01,14.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2021-02-01,16.47,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2021-03-01,17.51,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2021-04-01,19.81,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2021-05-01,18.44,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2021-06-01,19.68,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2021-07-01,19.14,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2021-08-01,18.98,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2021-09-01,17.51,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2021-10-01,16.45,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2021-11-01,16.28,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEYY19100,Monthly,Not Seasonally Adjusted
2017-07-01,11.95,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2017-08-01,9.75,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2017-09-01,10.45,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2017-10-01,10.25,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2017-11-01,9.41,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2017-12-01,11.6,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2018-01-01,12.01,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2018-02-01,10.78,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2018-03-01,7.8,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2018-04-01,7.63,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2018-05-01,10.25,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2018-06-01,8.48,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2018-07-01,6.38,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2018-08-01,8.84,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2018-09-01,7.64,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2018-10-01,8.13,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2018-11-01,6.37,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2018-12-01,4.83,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2019-01-01,3.58,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2019-02-01,6.81,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2019-03-01,10.17,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2019-04-01,14.77,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2019-05-01,12.33,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2019-06-01,9.96,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2019-07-01,11.52,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2019-08-01,11.44,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2019-09-01,10.51,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2019-10-01,9.91,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2019-11-01,10.91,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2019-12-01,11.63,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2020-01-01,12.0,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2020-02-01,13.74,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2020-03-01,9.9,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2020-04-01,5.88,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2020-05-01,8.36,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2020-06-01,11.84,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2020-07-01,9.28,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2020-08-01,8.77,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2020-09-01,7.84,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2020-10-01,7.28,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2020-11-01,9.4,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2020-12-01,14.49,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2021-01-01,18.37,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2021-02-01,18.59,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2021-03-01,12.21,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2021-04-01,8.26,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2021-05-01,3.9,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2021-06-01,4.99,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2021-07-01,3.07,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2021-08-01,8.65,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2021-09-01,9.89,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2021-10-01,14.24,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2021-11-01,15.16,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",MEDLISPRIPERSQUFEEYY23060,Monthly,Not Seasonally Adjusted
2017-07-01,3.37,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2017-08-01,1.93,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2017-09-01,2.44,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2017-10-01,3.02,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2017-11-01,1.72,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2017-12-01,0.85,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2018-01-01,-0.08,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2018-02-01,1.05,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2018-03-01,-1.89,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2018-04-01,-0.15,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2018-05-01,-0.25,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2018-06-01,-1.0,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2018-07-01,-3.53,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2018-08-01,-2.28,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2018-09-01,-2.84,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2018-10-01,-4.52,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2018-11-01,-6.74,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2018-12-01,-7.09,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2019-01-01,-8.67,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2019-02-01,-7.38,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2019-03-01,-3.29,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2019-04-01,-2.61,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2019-05-01,-4.51,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2019-06-01,-4.84,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2019-07-01,-4.84,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2019-08-01,-2.54,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2019-09-01,1.73,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2019-10-01,4.42,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2019-11-01,2.47,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2019-12-01,2.93,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2020-01-01,3.54,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2020-02-01,1.77,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2020-03-01,-0.87,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2020-04-01,-1.08,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2020-05-01,-0.14,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2020-06-01,1.82,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
2020-07-01,4.53,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Grand Forks, ND-MN (CBSA)",MEDLISPRIPERSQUFEEYY24220,Monthly,Not Seasonally Adjusted
