date,Housing Inventory: Median Listing Price per Square Feet Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2017-09-01,3.1,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2017-10-01,3.13,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2017-11-01,-8.1,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2017-12-01,3.15,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2018-01-01,3.98,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2018-02-01,6.15,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2018-03-01,7.53,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2018-04-01,6.04,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2018-05-01,6.51,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2018-06-01,-3.41,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2018-07-01,-2.31,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2018-08-01,-2.32,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2018-09-01,-2.05,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2018-10-01,-2.13,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2018-11-01,8.13,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2018-12-01,-1.46,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2019-01-01,-1.33,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2019-02-01,-3.56,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2019-03-01,-4.15,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2019-04-01,-2.48,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2019-05-01,-4.15,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2019-06-01,6.72,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2019-07-01,6.41,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2019-08-01,7.62,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2019-09-01,8.12,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2019-10-01,7.33,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2019-11-01,7.71,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2019-12-01,7.56,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2020-01-01,7.01,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2020-02-01,7.52,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2020-03-01,7.67,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2020-04-01,7.99,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2020-05-01,7.74,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2020-06-01,6.27,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2020-07-01,6.23,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2020-08-01,6.01,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2020-09-01,5.26,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2020-10-01,8.23,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2020-11-01,8.67,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2020-12-01,8.91,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2021-01-01,9.34,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2021-02-01,11.28,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2021-03-01,10.89,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2021-04-01,7.58,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2021-05-01,9.0,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2021-06-01,9.01,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2021-07-01,7.77,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2021-08-01,8.83,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2021-09-01,9.99,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2021-10-01,7.35,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2021-11-01,9.05,PA,"Lancaster, PA",Lancaster,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lancaster, PA (CBSA)",MEDLISPRIPERSQUFEEYY29540,Monthly,Not Seasonally Adjusted
2017-07-01,1.87,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2017-08-01,1.1,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2017-09-01,2.58,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2017-10-01,4.16,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2017-11-01,3.85,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2017-12-01,3.32,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2018-01-01,5.56,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2018-02-01,3.72,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2018-03-01,7.03,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2018-04-01,8.42,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2018-05-01,8.5,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2018-06-01,8.24,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2018-07-01,6.89,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2018-08-01,5.34,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2018-09-01,3.49,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2018-10-01,4.54,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2018-11-01,5.1,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2018-12-01,5.44,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2019-01-01,3.88,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2019-02-01,4.37,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2019-03-01,2.12,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2019-04-01,2.94,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2019-05-01,3.91,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2019-06-01,2.2,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2019-07-01,2.78,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2019-08-01,4.57,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2019-09-01,5.19,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2019-10-01,4.43,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2019-11-01,5.47,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2019-12-01,5.66,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2020-01-01,4.51,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2020-02-01,4.94,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2020-03-01,5.32,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2020-04-01,5.22,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2020-05-01,5.34,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2020-06-01,9.79,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2020-07-01,8.62,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2020-08-01,7.94,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2020-09-01,9.74,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2020-10-01,10.16,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2020-11-01,10.29,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2020-12-01,11.12,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2021-01-01,13.13,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2021-02-01,14.87,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2021-03-01,15.18,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2021-04-01,12.89,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2021-05-01,10.67,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2021-06-01,10.74,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2021-07-01,8.83,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2021-08-01,8.03,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2021-09-01,11.19,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2021-10-01,13.19,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2021-11-01,15.65,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Lynchburg, VA (CBSA)",MEDLISPRIPERSQUFEEYY31340,Monthly,Not Seasonally Adjusted
2017-07-01,6.64,WI,"Madison, WI",Madison,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Madison, WI (CBSA)",MEDLISPRIPERSQUFEEYY31540,Monthly,Not Seasonally Adjusted
2017-08-01,6.68,WI,"Madison, WI",Madison,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Madison, WI (CBSA)",MEDLISPRIPERSQUFEEYY31540,Monthly,Not Seasonally Adjusted
2017-09-01,6.22,WI,"Madison, WI",Madison,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Madison, WI (CBSA)",MEDLISPRIPERSQUFEEYY31540,Monthly,Not Seasonally Adjusted
2017-10-01,4.17,WI,"Madison, WI",Madison,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Madison, WI (CBSA)",MEDLISPRIPERSQUFEEYY31540,Monthly,Not Seasonally Adjusted
2017-11-01,3.48,WI,"Madison, WI",Madison,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Madison, WI (CBSA)",MEDLISPRIPERSQUFEEYY31540,Monthly,Not Seasonally Adjusted
2017-12-01,7.49,WI,"Madison, WI",Madison,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Madison, WI (CBSA)",MEDLISPRIPERSQUFEEYY31540,Monthly,Not Seasonally Adjusted
2018-01-01,8.18,WI,"Madison, WI",Madison,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Madison, WI (CBSA)",MEDLISPRIPERSQUFEEYY31540,Monthly,Not Seasonally Adjusted
2018-02-01,7.96,WI,"Madison, WI",Madison,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Madison, WI (CBSA)",MEDLISPRIPERSQUFEEYY31540,Monthly,Not Seasonally Adjusted
2018-03-01,7.77,WI,"Madison, WI",Madison,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Madison, WI (CBSA)",MEDLISPRIPERSQUFEEYY31540,Monthly,Not Seasonally Adjusted
2018-04-01,4.95,WI,"Madison, WI",Madison,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Madison, WI (CBSA)",MEDLISPRIPERSQUFEEYY31540,Monthly,Not Seasonally Adjusted
2018-05-01,6.32,WI,"Madison, WI",Madison,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Madison, WI (CBSA)",MEDLISPRIPERSQUFEEYY31540,Monthly,Not Seasonally Adjusted
2018-06-01,5.01,WI,"Madison, WI",Madison,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Madison, WI (CBSA)",MEDLISPRIPERSQUFEEYY31540,Monthly,Not Seasonally Adjusted
2018-07-01,4.72,WI,"Madison, WI",Madison,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Madison, WI (CBSA)",MEDLISPRIPERSQUFEEYY31540,Monthly,Not Seasonally Adjusted
2018-08-01,3.5,WI,"Madison, WI",Madison,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Madison, WI (CBSA)",MEDLISPRIPERSQUFEEYY31540,Monthly,Not Seasonally Adjusted
2018-09-01,5.52,WI,"Madison, WI",Madison,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Madison, WI (CBSA)",MEDLISPRIPERSQUFEEYY31540,Monthly,Not Seasonally Adjusted
2018-10-01,6.0,WI,"Madison, WI",Madison,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Madison, WI (CBSA)",MEDLISPRIPERSQUFEEYY31540,Monthly,Not Seasonally Adjusted
