date,All Employees: Government: Local Government,state,msa,city,title,id,frequency,seasonal_adjustment
1996-07-01,150.824817277999,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1996-08-01,147.916632068255,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1996-09-01,147.696261366555,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1996-10-01,150.293404371065,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1996-11-01,150.71956924984198,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1996-12-01,150.638033107233,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1997-01-01,152.272430042277,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1997-02-01,152.92408134805402,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1997-03-01,153.97509366653,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1997-04-01,153.907990009137,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1997-05-01,155.046724240558,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1997-06-01,154.15420803109302,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1997-07-01,154.790861862568,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1997-08-01,155.280528797192,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1997-09-01,155.53466143436,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1997-10-01,156.964118146955,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1997-11-01,157.65674406087402,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1997-12-01,158.69340658873801,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1998-01-01,158.74970362757,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1998-02-01,159.08241945459298,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1998-03-01,156.452453583211,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1998-04-01,160.76471488459802,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1998-05-01,160.347865480227,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1998-06-01,162.317160243127,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1998-07-01,162.084993852622,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1998-08-01,161.55364671138702,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1998-09-01,161.271496221435,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1998-10-01,162.589236013992,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1998-11-01,163.92597180097,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1998-12-01,163.801463770028,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1999-01-01,164.37992352468,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1999-02-01,164.73546216672898,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1999-03-01,162.052644927458,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1999-04-01,165.205096477359,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1999-05-01,166.709570031722,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1999-06-01,166.75795609889602,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1999-07-01,167.274723799956,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1999-08-01,165.962419808646,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1999-09-01,168.535345272216,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1999-10-01,168.326591805251,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1999-11-01,167.890689129556,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
1999-12-01,169.21950976500798,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2000-01-01,168.96762162654102,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2000-02-01,168.952150021173,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2000-03-01,169.330245276627,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2000-04-01,169.46259025072,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2000-05-01,169.386747989566,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2000-06-01,170.983099575691,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2000-07-01,171.588858825564,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2000-08-01,171.075420417514,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2000-09-01,171.168234176319,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2000-10-01,172.071637318626,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2000-11-01,172.139277721659,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2000-12-01,173.256164492885,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2001-01-01,174.01129610363,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2001-02-01,175.0903035391,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2001-03-01,175.646741248448,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2001-04-01,175.44093856834098,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2001-05-01,176.751928372198,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2001-06-01,178.697540979096,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2001-07-01,179.382214076282,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2001-08-01,182.954130117598,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2001-09-01,182.117860728526,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2001-10-01,182.692333466749,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2001-11-01,183.656426681954,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2001-12-01,183.68690157844003,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2002-01-01,182.642161325547,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2002-02-01,179.32891653688,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2002-03-01,182.663980306428,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2002-04-01,186.41480311536301,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2002-05-01,186.52903218114602,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2002-06-01,187.260050036559,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2002-07-01,186.791638826527,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2002-08-01,190.494245873388,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2002-09-01,190.515703185499,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2002-10-01,187.806117408413,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2002-11-01,188.28652160758,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2002-12-01,186.809850662638,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2003-01-01,188.278574112234,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2003-02-01,186.888616042515,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2003-03-01,188.33607149821603,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2003-04-01,188.264887437016,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2003-05-01,188.649670282914,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2003-06-01,185.998613206631,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2003-07-01,187.078381460303,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2003-08-01,188.099427787382,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2003-09-01,188.82004373315,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2003-10-01,190.07021232478698,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2003-11-01,189.828243642048,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2003-12-01,190.978857425743,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2004-01-01,192.28546144158798,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2004-02-01,194.35195705726102,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2004-03-01,194.014304177259,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2004-04-01,193.90625544135503,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2004-05-01,194.103355494509,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2004-06-01,190.288239100074,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2004-07-01,194.49751976232702,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2004-08-01,197.432635846498,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2004-09-01,197.040290195024,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2004-10-01,194.97602957256,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2004-11-01,196.004246514613,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2004-12-01,195.37150330344798,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2005-01-01,196.006159583987,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2005-02-01,196.444652889524,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2005-03-01,196.072844330694,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2005-04-01,197.58462719109102,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2005-05-01,197.94603779828498,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2005-06-01,194.71864699069698,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2005-07-01,198.858162747901,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2005-08-01,202.27759813924197,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2005-09-01,199.86616797862598,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2005-10-01,200.983943797709,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2005-11-01,201.193275417127,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2005-12-01,202.208422898042,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2006-01-01,202.42426490492198,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2006-02-01,202.568282597826,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2006-03-01,203.497069709067,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2006-04-01,203.613118712775,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
2006-05-01,203.77080865599098,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120609093000001SA,Monthly,Seasonally Adjusted
