date,Housing Inventory: New Listing Count Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2021-11-01,-14.29,VA,"Lynchburg, VA",Lynchburg,"Housing Inventory: New Listing Count Year-Over-Year in Lynchburg, VA (CBSA)",NEWLISCOUYY31340,Monthly,Not Seasonally Adjusted
2017-07-01,10.15,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2017-08-01,14.44,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2017-09-01,-1.7,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2017-10-01,-2.07,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2017-11-01,-28.46,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2017-12-01,8.33,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2018-01-01,-3.67,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2018-02-01,-11.8,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2018-03-01,0.47,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2018-04-01,-2.95,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2018-05-01,-12.69,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2018-06-01,-4.31,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2018-07-01,1.84,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2018-08-01,-10.28,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2018-09-01,0.58,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2018-10-01,11.97,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2018-11-01,44.32,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2018-12-01,1.28,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2019-01-01,14.29,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2019-02-01,-11.97,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2019-03-01,-25.23,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2019-04-01,-3.91,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2019-05-01,10.68,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2019-06-01,-5.74,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2019-07-01,-9.5,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2019-08-01,-5.21,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2019-09-01,-3.45,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2019-10-01,2.52,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2019-11-01,-11.02,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2019-12-01,-21.52,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2020-01-01,-6.67,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2020-02-01,28.0,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2020-03-01,26.25,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2020-04-01,-42.08,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2020-05-01,-37.07,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2020-06-01,-11.3,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2020-07-01,-7.5,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2020-08-01,1.1,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2020-09-01,5.36,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2020-10-01,-3.07,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2020-11-01,-3.54,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2020-12-01,-1.61,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2021-01-01,-21.43,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2021-02-01,-28.75,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2021-03-01,-23.76,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2021-04-01,49.22,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2021-05-01,17.18,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2021-06-01,17.16,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2021-07-01,14.59,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2021-08-01,5.43,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2021-09-01,3.39,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2021-10-01,-0.63,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2021-11-01,-0.92,WI,"Madison, WI",Madison,"Housing Inventory: New Listing Count Year-Over-Year in Madison, WI (CBSA)",NEWLISCOUYY31540,Monthly,Not Seasonally Adjusted
2017-07-01,-1.89,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2017-08-01,2.0,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2017-09-01,0.0,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2017-10-01,24.39,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2017-11-01,-9.76,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2017-12-01,3.23,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-01-01,-10.81,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-02-01,0.0,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-03-01,27.08,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-04-01,21.15,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-05-01,24.0,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-06-01,60.0,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-07-01,5.77,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-08-01,3.92,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-09-01,17.31,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-10-01,-11.76,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-11-01,24.32,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2018-12-01,-3.13,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-01-01,27.27,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-02-01,-20.41,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-03-01,-31.15,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-04-01,-9.52,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-05-01,1.61,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-06-01,-12.5,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-07-01,-3.64,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-08-01,-15.09,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-09-01,-16.39,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-10-01,2.22,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-11-01,-15.22,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2019-12-01,-9.68,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-01-01,-14.29,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-02-01,-5.13,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-03-01,14.29,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-04-01,-43.86,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-05-01,-46.03,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-06-01,-42.86,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-07-01,-9.43,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-08-01,0.0,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-09-01,-45.1,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-10-01,-15.22,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-11-01,-20.51,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2020-12-01,-14.29,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-01-01,-11.11,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-02-01,-37.84,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-03-01,-39.58,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-04-01,18.75,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-05-01,14.71,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-06-01,-3.13,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-07-01,-20.83,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-08-01,-8.89,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-09-01,100.0,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-10-01,10.26,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2021-11-01,32.26,TN,"Morristown, TN",Morristown,"Housing Inventory: New Listing Count Year-Over-Year in Morristown, TN (CBSA)",NEWLISCOUYY34100,Monthly,Not Seasonally Adjusted
2017-07-01,7.52,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2017-08-01,1.16,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2017-09-01,-5.14,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2017-10-01,11.75,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2017-11-01,23.02,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2017-12-01,13.2,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-01-01,1.62,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-02-01,1.18,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-03-01,13.68,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-04-01,7.18,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-05-01,5.04,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-06-01,10.64,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-07-01,-1.04,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-08-01,2.0,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-09-01,0.6,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-10-01,0.28,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-11-01,-10.82,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2018-12-01,-21.55,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-01-01,18.21,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-02-01,-1.16,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-03-01,-12.27,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-04-01,-0.24,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-05-01,-6.24,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-06-01,-3.8,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-07-01,-7.85,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-08-01,5.04,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-09-01,1.8,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-10-01,-7.08,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-11-01,-3.93,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2019-12-01,3.15,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2020-01-01,-13.78,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2020-02-01,-8.53,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
2020-03-01,12.14,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",NEWLISCOUYY35380,Monthly,Not Seasonally Adjusted
