date,Housing Inventory: New Listing Count Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2017-07-01,-1.11,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2017-08-01,11.28,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2017-09-01,-6.39,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2017-10-01,6.34,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2017-11-01,5.49,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2017-12-01,-2.08,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-01-01,-8.79,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-02-01,-3.87,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-03-01,-9.38,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-04-01,1.7,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-05-01,-2.23,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-06-01,-7.47,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-07-01,-2.53,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-08-01,-13.07,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-09-01,5.8,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-10-01,-4.3,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-11-01,-7.43,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-12-01,17.02,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-01-01,-8.43,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-02-01,-9.73,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-03-01,-11.65,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-04-01,-8.36,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-05-01,-19.8,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-06-01,-4.18,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-07-01,-8.65,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-08-01,-11.66,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-09-01,-19.03,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-10-01,-3.46,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-11-01,-22.09,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-12-01,-24.55,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-01-01,-12.28,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-02-01,-21.93,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-03-01,-8.06,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-04-01,-38.6,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-05-01,-29.75,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-06-01,-36.92,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-07-01,-28.71,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-08-01,-19.1,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-09-01,-11.95,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-10-01,-21.86,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-11-01,-7.22,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-12-01,-16.27,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-01-01,-27.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-02-01,-21.43,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-03-01,-27.89,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-04-01,-5.94,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-05-01,-1.35,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-06-01,11.98,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-07-01,11.5,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-08-01,2.58,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-09-01,0.45,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-10-01,-13.76,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-11-01,-19.44,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: New Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",NEWLISCOUYY10740,Monthly,Not Seasonally Adjusted
2017-07-01,-0.48,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2017-08-01,26.45,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2017-09-01,12.89,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2017-10-01,12.74,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2017-11-01,21.64,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2017-12-01,24.77,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-01-01,6.47,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-02-01,17.58,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-03-01,16.81,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-04-01,25.03,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-05-01,18.32,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-06-01,29.45,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-07-01,21.63,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-08-01,6.17,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-09-01,10.1,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-10-01,17.42,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-11-01,12.06,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-12-01,18.34,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-01-01,28.7,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-02-01,12.68,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-03-01,3.04,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-04-01,11.66,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-05-01,12.3,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-06-01,2.34,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-07-01,6.48,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-08-01,3.24,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-09-01,5.26,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-10-01,0.37,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-11-01,-2.35,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-12-01,-5.49,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-01-01,-4.85,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-02-01,-13.27,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-03-01,-1.54,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-04-01,-31.79,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-05-01,-22.9,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-06-01,-16.95,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-07-01,-19.63,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-08-01,-14.84,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-09-01,-17.54,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-10-01,-18.81,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-11-01,-18.59,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-12-01,-15.02,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-01-01,-28.3,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-02-01,-25.72,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-03-01,-26.11,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-04-01,2.73,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-05-01,-5.43,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-06-01,3.32,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-07-01,9.47,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-08-01,2.46,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-09-01,-0.77,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-10-01,5.39,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-11-01,8.85,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOUYY12060,Monthly,Not Seasonally Adjusted
2017-07-01,3.23,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2017-08-01,37.25,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2017-09-01,-12.12,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2017-10-01,14.71,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2017-11-01,69.12,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2017-12-01,29.58,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2018-01-01,-19.64,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2018-02-01,-4.46,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2018-03-01,6.96,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2018-04-01,-1.6,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2018-05-01,-7.8,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2018-06-01,4.55,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2018-07-01,14.84,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2018-08-01,9.29,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
