date,Housing Inventory: Pending Listing Count Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2021-04-01,-3.37,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Pending Listing Count Year-Over-Year in Colorado Springs, CO (CBSA)",PENLISCOUYY17820,Monthly,Not Seasonally Adjusted
2021-05-01,-24.41,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Pending Listing Count Year-Over-Year in Colorado Springs, CO (CBSA)",PENLISCOUYY17820,Monthly,Not Seasonally Adjusted
2021-06-01,-30.02,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Pending Listing Count Year-Over-Year in Colorado Springs, CO (CBSA)",PENLISCOUYY17820,Monthly,Not Seasonally Adjusted
2021-07-01,-26.03,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Pending Listing Count Year-Over-Year in Colorado Springs, CO (CBSA)",PENLISCOUYY17820,Monthly,Not Seasonally Adjusted
2021-08-01,-23.2,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Pending Listing Count Year-Over-Year in Colorado Springs, CO (CBSA)",PENLISCOUYY17820,Monthly,Not Seasonally Adjusted
2021-09-01,-21.55,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Pending Listing Count Year-Over-Year in Colorado Springs, CO (CBSA)",PENLISCOUYY17820,Monthly,Not Seasonally Adjusted
2021-10-01,-18.62,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Pending Listing Count Year-Over-Year in Colorado Springs, CO (CBSA)",PENLISCOUYY17820,Monthly,Not Seasonally Adjusted
2021-11-01,-5.39,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Pending Listing Count Year-Over-Year in Colorado Springs, CO (CBSA)",PENLISCOUYY17820,Monthly,Not Seasonally Adjusted
2017-07-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2017-08-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2017-09-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2017-10-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2017-11-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2017-12-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2018-01-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2018-02-01,100.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2018-03-01,100.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2018-04-01,-33.33,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2018-05-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2018-06-01,300.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2018-07-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2018-08-01,100.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2018-09-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2018-10-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2018-11-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2018-12-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2019-01-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2019-02-01,-50.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2019-03-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2019-04-01,-50.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2019-05-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2019-06-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2019-07-01,100.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2019-08-01,150.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2019-09-01,500.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2019-10-01,200.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2019-11-01,100.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2019-12-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2020-01-01,100.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2020-02-01,300.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2020-03-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2020-04-01,400.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2020-05-01,350.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2020-06-01,100.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2020-07-01,50.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2020-08-01,100.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2020-09-01,83.33,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2020-10-01,100.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2020-11-01,300.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2020-12-01,100.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2021-01-01,150.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2021-02-01,150.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2021-03-01,116.67,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2021-04-01,60.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2021-05-01,-22.22,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2021-06-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2021-07-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2021-08-01,0.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2021-09-01,-27.27,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2021-10-01,50.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2021-11-01,24475.0,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Pending Listing Count Year-Over-Year in Crestview-Fort Walton Beach-Destin, FL (CBSA)",PENLISCOUYY18880,Monthly,Not Seasonally Adjusted
2017-07-01,-2.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2017-08-01,-5.59,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2017-09-01,-6.84,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2017-10-01,-3.68,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2017-11-01,-4.42,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2017-12-01,2.88,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-01-01,-1.99,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-02-01,-2.65,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-03-01,-4.88,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-04-01,-4.24,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-05-01,-2.46,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-06-01,-3.54,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-07-01,-4.68,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-08-01,-7.93,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-09-01,-7.99,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-10-01,-11.52,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-11-01,-11.17,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-12-01,-13.54,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-01-01,-11.88,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-02-01,-6.06,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-03-01,1.66,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-04-01,-0.09,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-05-01,-2.24,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-06-01,-1.75,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-07-01,3.18,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-08-01,5.67,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-09-01,8.44,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-10-01,7.84,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-11-01,7.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-12-01,7.41,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-01-01,12.37,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-02-01,11.59,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-03-01,5.81,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-04-01,-17.44,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-05-01,-1.52,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-06-01,26.56,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-07-01,25.33,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-08-01,27.78,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-09-01,33.29,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-10-01,38.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-11-01,34.41,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-12-01,33.28,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-01-01,27.69,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-02-01,17.76,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-03-01,5.78,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-04-01,36.19,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-05-01,12.52,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-06-01,-12.04,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-07-01,-13.07,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-08-01,-7.37,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-09-01,-6.72,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-10-01,-6.11,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUYY19100,Monthly,Not Seasonally Adjusted
