date,Housing Inventory: Pending Listing Count Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2017-07-01,14.29,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2017-08-01,38.46,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2017-09-01,83.33,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2017-10-01,5.56,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2017-11-01,0.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2017-12-01,-44.44,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-01-01,-41.67,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-02-01,12569.23,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-03-01,483.33,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-04-01,392.86,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-05-01,18345.45,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-06-01,16091.67,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-07-01,11912.5,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-08-01,10055.56,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-09-01,7686.36,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-10-01,8273.68,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-11-01,8882.35,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2018-12-01,13560.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-01-01,17400.0,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-02-01,-8.14,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-03-01,2575.71,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-04-01,3060.87,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-05-01,15.23,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-06-01,32.32,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-07-01,16.34,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-08-01,16.63,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-09-01,6.36,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-10-01,8.61,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-11-01,6.35,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2019-12-01,3.15,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-01-01,12.08,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-02-01,14.81,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-03-01,1.92,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-04-01,-19.44,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-05-01,-17.19,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-06-01,-4.36,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-07-01,12.7,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-08-01,15.81,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-09-01,34.3,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-10-01,38.14,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-11-01,31.03,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2020-12-01,34.85,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-01-01,27.17,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-02-01,12.61,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-03-01,5.87,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-04-01,21.63,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-05-01,18.34,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-06-01,-6.18,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-07-01,-12.82,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-08-01,-9.15,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-09-01,-11.12,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-10-01,-12.44,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2021-11-01,-11.7,NM,"Albuquerque, NM",Albuquerque,"Housing Inventory: Pending Listing Count Year-Over-Year in Albuquerque, NM (CBSA)",PENLISCOUYY10740,Monthly,Not Seasonally Adjusted
2017-07-01,-11.55,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2017-08-01,-0.07,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2017-09-01,-3.24,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2017-10-01,-4.37,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2017-11-01,-1.52,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2017-12-01,1.44,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-01-01,4.64,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-02-01,1.92,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-03-01,-0.38,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-04-01,94.81,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-05-01,96.24,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-06-01,102.03,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-07-01,99.67,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-08-01,83.02,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-09-01,89.21,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-10-01,90.46,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-11-01,83.66,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2018-12-01,72.85,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-01-01,77.99,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-02-01,78.34,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-03-01,80.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-04-01,-1.4,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-05-01,-1.28,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-06-01,-0.05,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-07-01,1.53,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-08-01,6.02,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-09-01,5.8,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-10-01,7.11,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-11-01,6.44,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2019-12-01,4.7,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-01-01,5.12,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-02-01,11.26,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-03-01,2.24,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-04-01,-21.32,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-05-01,-15.29,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-06-01,6.43,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-07-01,16.43,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-08-01,21.76,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-09-01,25.16,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-10-01,26.22,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-11-01,27.25,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2020-12-01,33.45,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-01-01,29.95,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-02-01,22.78,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-03-01,16.25,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-04-01,40.81,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-05-01,27.98,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-06-01,2.44,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-07-01,-4.81,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-08-01,-8.42,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-09-01,-9.3,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-10-01,-6.11,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2021-11-01,-5.56,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Pending Listing Count Year-Over-Year in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PENLISCOUYY12060,Monthly,Not Seasonally Adjusted
2017-07-01,17.02,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Pending Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",PENLISCOUYY13140,Monthly,Not Seasonally Adjusted
2017-08-01,1.23,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Pending Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",PENLISCOUYY13140,Monthly,Not Seasonally Adjusted
2017-09-01,9.72,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Pending Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",PENLISCOUYY13140,Monthly,Not Seasonally Adjusted
2017-10-01,-5.88,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Pending Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",PENLISCOUYY13140,Monthly,Not Seasonally Adjusted
2017-11-01,20.47,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Pending Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",PENLISCOUYY13140,Monthly,Not Seasonally Adjusted
2017-12-01,13.33,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Pending Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",PENLISCOUYY13140,Monthly,Not Seasonally Adjusted
2018-01-01,2.68,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Pending Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",PENLISCOUYY13140,Monthly,Not Seasonally Adjusted
2018-02-01,5.56,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Pending Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",PENLISCOUYY13140,Monthly,Not Seasonally Adjusted
2018-03-01,6.25,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Pending Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",PENLISCOUYY13140,Monthly,Not Seasonally Adjusted
2018-04-01,-8.59,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Pending Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",PENLISCOUYY13140,Monthly,Not Seasonally Adjusted
2018-05-01,-35.71,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Pending Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",PENLISCOUYY13140,Monthly,Not Seasonally Adjusted
2018-06-01,-26.44,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Pending Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",PENLISCOUYY13140,Monthly,Not Seasonally Adjusted
2018-07-01,-10.3,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Pending Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",PENLISCOUYY13140,Monthly,Not Seasonally Adjusted
