date,Housing Inventory: Active Listing Count Year-Over-Year,state,msa,city
2021-10-01,-50.78,FL,"Punta Gorda, FL",Punta Gorda
2021-11-01,-51.26,FL,"Punta Gorda, FL",Punta Gorda
2017-07-01,-21.44,CO,"Pueblo, CO",Pueblo
2017-08-01,-15.27,CO,"Pueblo, CO",Pueblo
2017-09-01,-10.98,CO,"Pueblo, CO",Pueblo
2017-10-01,-10.41,CO,"Pueblo, CO",Pueblo
2017-11-01,-8.5,CO,"Pueblo, CO",Pueblo
2017-12-01,-8.21,CO,"Pueblo, CO",Pueblo
2018-01-01,-7.36,CO,"Pueblo, CO",Pueblo
2018-02-01,-7.08,CO,"Pueblo, CO",Pueblo
2018-03-01,3.07,CO,"Pueblo, CO",Pueblo
2018-04-01,11.42,CO,"Pueblo, CO",Pueblo
2018-05-01,12.75,CO,"Pueblo, CO",Pueblo
2018-06-01,16.29,CO,"Pueblo, CO",Pueblo
2018-07-01,7.25,CO,"Pueblo, CO",Pueblo
2018-08-01,9.54,CO,"Pueblo, CO",Pueblo
2018-09-01,11.82,CO,"Pueblo, CO",Pueblo
2018-10-01,13.56,CO,"Pueblo, CO",Pueblo
2018-11-01,15.06,CO,"Pueblo, CO",Pueblo
2018-12-01,13.32,CO,"Pueblo, CO",Pueblo
2019-01-01,16.56,CO,"Pueblo, CO",Pueblo
2019-02-01,21.43,CO,"Pueblo, CO",Pueblo
2019-03-01,10.98,CO,"Pueblo, CO",Pueblo
2019-04-01,2.73,CO,"Pueblo, CO",Pueblo
2019-05-01,-7.76,CO,"Pueblo, CO",Pueblo
2019-06-01,-16.34,CO,"Pueblo, CO",Pueblo
2019-07-01,-18.51,CO,"Pueblo, CO",Pueblo
2019-08-01,-24.68,CO,"Pueblo, CO",Pueblo
2019-09-01,-22.97,CO,"Pueblo, CO",Pueblo
2019-10-01,-16.59,CO,"Pueblo, CO",Pueblo
2019-11-01,-23.59,CO,"Pueblo, CO",Pueblo
2019-12-01,-27.19,CO,"Pueblo, CO",Pueblo
2020-01-01,-27.27,CO,"Pueblo, CO",Pueblo
2020-02-01,-34.12,CO,"Pueblo, CO",Pueblo
2020-03-01,-37.11,CO,"Pueblo, CO",Pueblo
2020-04-01,-27.27,CO,"Pueblo, CO",Pueblo
2020-05-01,-19.71,CO,"Pueblo, CO",Pueblo
2020-06-01,-27.44,CO,"Pueblo, CO",Pueblo
2020-07-01,-39.96,CO,"Pueblo, CO",Pueblo
2020-08-01,-43.04,CO,"Pueblo, CO",Pueblo
2020-09-01,-44.53,CO,"Pueblo, CO",Pueblo
2020-10-01,-51.12,CO,"Pueblo, CO",Pueblo
2020-11-01,-49.47,CO,"Pueblo, CO",Pueblo
2020-12-01,-47.71,CO,"Pueblo, CO",Pueblo
2021-01-01,-55.47,CO,"Pueblo, CO",Pueblo
2021-02-01,-47.02,CO,"Pueblo, CO",Pueblo
2021-03-01,-40.98,CO,"Pueblo, CO",Pueblo
2021-04-01,-37.2,CO,"Pueblo, CO",Pueblo
2021-05-01,-26.05,CO,"Pueblo, CO",Pueblo
2021-06-01,-8.33,CO,"Pueblo, CO",Pueblo
2021-07-01,25.82,CO,"Pueblo, CO",Pueblo
2021-08-01,71.8,CO,"Pueblo, CO",Pueblo
2021-09-01,58.78,CO,"Pueblo, CO",Pueblo
2021-10-01,69.58,CO,"Pueblo, CO",Pueblo
2021-11-01,108.37,CO,"Pueblo, CO",Pueblo
2017-07-01,2.61,WV,"Morgantown, WV",Morgantown
2017-08-01,2.2,WV,"Morgantown, WV",Morgantown
2017-09-01,-2.18,WV,"Morgantown, WV",Morgantown
2017-10-01,-2.71,WV,"Morgantown, WV",Morgantown
2017-11-01,3.23,WV,"Morgantown, WV",Morgantown
2017-12-01,-1.61,WV,"Morgantown, WV",Morgantown
2018-01-01,-1.75,WV,"Morgantown, WV",Morgantown
2018-02-01,-14.91,WV,"Morgantown, WV",Morgantown
2018-03-01,-28.39,WV,"Morgantown, WV",Morgantown
2018-04-01,-29.9,WV,"Morgantown, WV",Morgantown
2018-05-01,-27.94,WV,"Morgantown, WV",Morgantown
2018-06-01,-24.38,WV,"Morgantown, WV",Morgantown
2018-07-01,-22.3,WV,"Morgantown, WV",Morgantown
2018-08-01,-23.18,WV,"Morgantown, WV",Morgantown
2018-09-01,-17.74,WV,"Morgantown, WV",Morgantown
2018-10-01,-17.85,WV,"Morgantown, WV",Morgantown
2018-11-01,-20.08,WV,"Morgantown, WV",Morgantown
2018-12-01,-16.91,WV,"Morgantown, WV",Morgantown
2019-01-01,-18.77,WV,"Morgantown, WV",Morgantown
2019-02-01,-11.86,WV,"Morgantown, WV",Morgantown
2019-03-01,-5.03,WV,"Morgantown, WV",Morgantown
2019-04-01,-7.72,WV,"Morgantown, WV",Morgantown
2019-05-01,-6.46,WV,"Morgantown, WV",Morgantown
2019-06-01,-3.44,WV,"Morgantown, WV",Morgantown
2019-07-01,-4.37,WV,"Morgantown, WV",Morgantown
2019-08-01,-1.09,WV,"Morgantown, WV",Morgantown
2019-09-01,0.45,WV,"Morgantown, WV",Morgantown
2019-10-01,1.39,WV,"Morgantown, WV",Morgantown
2019-11-01,-0.49,WV,"Morgantown, WV",Morgantown
2019-12-01,3.93,WV,"Morgantown, WV",Morgantown
2020-01-01,-0.8,WV,"Morgantown, WV",Morgantown
2020-02-01,-3.61,WV,"Morgantown, WV",Morgantown
2020-03-01,-2.85,WV,"Morgantown, WV",Morgantown
2020-04-01,-5.18,WV,"Morgantown, WV",Morgantown
2020-05-01,-20.18,WV,"Morgantown, WV",Morgantown
2020-06-01,-32.03,WV,"Morgantown, WV",Morgantown
2020-07-01,-37.19,WV,"Morgantown, WV",Morgantown
2020-08-01,-40.41,WV,"Morgantown, WV",Morgantown
2020-09-01,-45.05,WV,"Morgantown, WV",Morgantown
2020-10-01,-44.53,WV,"Morgantown, WV",Morgantown
2020-11-01,-45.57,WV,"Morgantown, WV",Morgantown
2020-12-01,-47.94,WV,"Morgantown, WV",Morgantown
2021-01-01,-47.59,WV,"Morgantown, WV",Morgantown
2021-02-01,-50.42,WV,"Morgantown, WV",Morgantown
2021-03-01,-56.18,WV,"Morgantown, WV",Morgantown
2021-04-01,-57.77,WV,"Morgantown, WV",Morgantown
2021-05-01,-56.26,WV,"Morgantown, WV",Morgantown
2021-06-01,-49.38,WV,"Morgantown, WV",Morgantown
2021-07-01,-42.6,WV,"Morgantown, WV",Morgantown
2021-08-01,-41.16,WV,"Morgantown, WV",Morgantown
2021-09-01,-34.97,WV,"Morgantown, WV",Morgantown
2021-10-01,-36.44,WV,"Morgantown, WV",Morgantown
2021-11-01,-33.43,WV,"Morgantown, WV",Morgantown
2017-07-01,-10.5,CA,"Napa, CA",Napa
2017-08-01,-25.31,CA,"Napa, CA",Napa
2017-09-01,-6.54,CA,"Napa, CA",Napa
2017-10-01,-13.47,CA,"Napa, CA",Napa
2017-11-01,-7.76,CA,"Napa, CA",Napa
2017-12-01,-4.74,CA,"Napa, CA",Napa
2018-01-01,-14.23,CA,"Napa, CA",Napa
2018-02-01,-18.29,CA,"Napa, CA",Napa
2018-03-01,-2.77,CA,"Napa, CA",Napa
2018-04-01,-6.57,CA,"Napa, CA",Napa
2018-05-01,5.48,CA,"Napa, CA",Napa
2018-06-01,16.15,CA,"Napa, CA",Napa
2018-07-01,18.18,CA,"Napa, CA",Napa
2018-08-01,31.56,CA,"Napa, CA",Napa
2018-09-01,18.49,CA,"Napa, CA",Napa
2018-10-01,27.54,CA,"Napa, CA",Napa
2018-11-01,29.77,CA,"Napa, CA",Napa
2018-12-01,25.29,CA,"Napa, CA",Napa
2019-01-01,38.86,CA,"Napa, CA",Napa
2019-02-01,52.24,CA,"Napa, CA",Napa
2019-03-01,38.21,CA,"Napa, CA",Napa
2019-04-01,36.3,CA,"Napa, CA",Napa
2019-05-01,38.84,CA,"Napa, CA",Napa
2019-06-01,29.68,CA,"Napa, CA",Napa
2019-07-01,23.08,CA,"Napa, CA",Napa
2019-08-01,25.51,CA,"Napa, CA",Napa
2019-09-01,18.44,CA,"Napa, CA",Napa
2019-10-01,18.54,CA,"Napa, CA",Napa
2019-11-01,8.48,CA,"Napa, CA",Napa
2019-12-01,0.92,CA,"Napa, CA",Napa
2020-01-01,-13.99,CA,"Napa, CA",Napa
2020-02-01,-4.25,CA,"Napa, CA",Napa
2020-03-01,1.47,CA,"Napa, CA",Napa
2020-04-01,-14.13,CA,"Napa, CA",Napa
2020-05-01,-9.91,CA,"Napa, CA",Napa
2020-06-01,-18.97,CA,"Napa, CA",Napa
2020-07-01,-22.98,CA,"Napa, CA",Napa
2020-08-01,-34.41,CA,"Napa, CA",Napa
2020-09-01,-35.73,CA,"Napa, CA",Napa
2020-10-01,-37.43,CA,"Napa, CA",Napa
2020-11-01,-28.97,CA,"Napa, CA",Napa
2020-12-01,-25.45,CA,"Napa, CA",Napa
2021-01-01,-11.51,CA,"Napa, CA",Napa
2021-02-01,-27.99,CA,"Napa, CA",Napa
2021-03-01,-37.39,CA,"Napa, CA",Napa
2021-04-01,-29.75,CA,"Napa, CA",Napa
2021-05-01,-42.05,CA,"Napa, CA",Napa
2021-06-01,-29.52,CA,"Napa, CA",Napa
2021-07-01,-28.27,CA,"Napa, CA",Napa
2021-08-01,-15.64,CA,"Napa, CA",Napa
2021-09-01,-13.66,CA,"Napa, CA",Napa
2021-10-01,-12.97,CA,"Napa, CA",Napa
2021-11-01,-31.72,CA,"Napa, CA",Napa
2017-07-01,-12.72,ID,"Lewiston, ID-WA",Lewiston
2017-08-01,-1.47,ID,"Lewiston, ID-WA",Lewiston
2017-09-01,-4.27,ID,"Lewiston, ID-WA",Lewiston
2017-10-01,3.68,ID,"Lewiston, ID-WA",Lewiston
2017-11-01,3.36,ID,"Lewiston, ID-WA",Lewiston
2017-12-01,-2.63,ID,"Lewiston, ID-WA",Lewiston
2018-01-01,-1.33,ID,"Lewiston, ID-WA",Lewiston
2018-02-01,-5.88,ID,"Lewiston, ID-WA",Lewiston
2018-03-01,-4.69,ID,"Lewiston, ID-WA",Lewiston
2018-04-01,-2.53,ID,"Lewiston, ID-WA",Lewiston
2018-05-01,2.76,ID,"Lewiston, ID-WA",Lewiston
2018-06-01,2.43,ID,"Lewiston, ID-WA",Lewiston
2018-07-01,1.36,ID,"Lewiston, ID-WA",Lewiston
2018-08-01,-11.94,ID,"Lewiston, ID-WA",Lewiston
2018-09-01,-17.26,ID,"Lewiston, ID-WA",Lewiston
2018-10-01,-21.6,ID,"Lewiston, ID-WA",Lewiston
2018-11-01,-17.53,ID,"Lewiston, ID-WA",Lewiston
2018-12-01,-24.71,ID,"Lewiston, ID-WA",Lewiston
2019-01-01,-19.73,ID,"Lewiston, ID-WA",Lewiston
2019-02-01,-11.06,ID,"Lewiston, ID-WA",Lewiston
2019-03-01,1.64,ID,"Lewiston, ID-WA",Lewiston
2019-04-01,20.74,ID,"Lewiston, ID-WA",Lewiston
2019-05-01,-51.68,ID,"Lewiston, ID-WA",Lewiston
2019-06-01,-51.19,ID,"Lewiston, ID-WA",Lewiston
2019-07-01,-51.17,ID,"Lewiston, ID-WA",Lewiston
2019-08-01,-50.51,ID,"Lewiston, ID-WA",Lewiston
2019-09-01,-41.37,ID,"Lewiston, ID-WA",Lewiston
2019-10-01,-39.62,ID,"Lewiston, ID-WA",Lewiston
2019-11-01,-38.19,ID,"Lewiston, ID-WA",Lewiston
2019-12-01,-33.33,ID,"Lewiston, ID-WA",Lewiston
2020-01-01,-41.34,ID,"Lewiston, ID-WA",Lewiston
2020-02-01,-45.95,ID,"Lewiston, ID-WA",Lewiston
2020-03-01,-59.68,ID,"Lewiston, ID-WA",Lewiston
2020-04-01,-66.56,ID,"Lewiston, ID-WA",Lewiston
2020-05-01,-30.56,ID,"Lewiston, ID-WA",Lewiston
2020-06-01,-43.06,ID,"Lewiston, ID-WA",Lewiston
2020-07-01,-50.0,ID,"Lewiston, ID-WA",Lewiston
2020-08-01,-43.84,ID,"Lewiston, ID-WA",Lewiston
2020-09-01,-50.31,ID,"Lewiston, ID-WA",Lewiston
2020-10-01,-51.88,ID,"Lewiston, ID-WA",Lewiston
2020-11-01,-56.69,ID,"Lewiston, ID-WA",Lewiston
2020-12-01,-63.08,ID,"Lewiston, ID-WA",Lewiston
2021-01-01,-61.9,ID,"Lewiston, ID-WA",Lewiston
2021-02-01,-70.0,ID,"Lewiston, ID-WA",Lewiston
2021-03-01,-65.0,ID,"Lewiston, ID-WA",Lewiston
2021-04-01,-67.89,ID,"Lewiston, ID-WA",Lewiston
2021-05-01,-54.0,ID,"Lewiston, ID-WA",Lewiston
2021-06-01,-36.59,ID,"Lewiston, ID-WA",Lewiston
2021-07-01,-15.07,ID,"Lewiston, ID-WA",Lewiston
2021-08-01,13.41,ID,"Lewiston, ID-WA",Lewiston
2021-09-01,17.28,ID,"Lewiston, ID-WA",Lewiston
2021-10-01,27.27,ID,"Lewiston, ID-WA",Lewiston
2021-11-01,30.88,ID,"Lewiston, ID-WA",Lewiston
