date,Housing Inventory: New Listing Count Year-Over-Year,state,msa,city
2017-07-01,12.88,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-08-01,25.18,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-09-01,0.89,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-10-01,17.36,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-11-01,-1.04,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-12-01,8.26,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-01-01,4.55,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-02-01,5.98,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-03-01,-4.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-04-01,12.02,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-05-01,4.77,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-06-01,5.08,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-07-01,6.29,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-08-01,3.14,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-09-01,19.45,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-10-01,6.02,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-11-01,8.06,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-12-01,10.36,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-01-01,16.11,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-02-01,-4.32,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-03-01,6.85,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-04-01,1.63,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-05-01,6.34,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-06-01,4.52,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-07-01,-4.32,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-08-01,14.02,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-09-01,5.99,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-10-01,-6.28,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-11-01,-2.05,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-12-01,-19.32,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-01-01,-4.01,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-02-01,8.91,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-03-01,-16.75,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-04-01,-70.99,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-05-01,-40.92,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-06-01,-1.35,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-07-01,24.12,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-08-01,9.25,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-09-01,5.72,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-10-01,28.06,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-11-01,3.49,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-12-01,21.56,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-01-01,-9.63,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-02-01,-26.88,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-03-01,9.11,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-04-01,203.24,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-05-01,46.29,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-06-01,-1.07,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-07-01,-15.61,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-08-01,-9.78,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-09-01,-12.61,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-10-01,-18.43,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-11-01,-6.77,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-07-01,3.85,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-08-01,5.88,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-09-01,-3.91,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-10-01,2.29,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-11-01,4.97,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-12-01,7.83,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-01-01,-1.71,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-02-01,-11.72,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-03-01,1.47,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-04-01,6.35,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-05-01,8.04,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-06-01,5.07,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-07-01,7.61,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-08-01,6.35,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-09-01,15.58,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-10-01,12.95,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-11-01,6.21,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-12-01,8.09,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-01-01,5.41,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-02-01,7.34,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-03-01,-2.58,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-04-01,9.89,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-05-01,0.24,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-06-01,7.11,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-07-01,0.86,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-08-01,4.69,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-09-01,0.66,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-10-01,2.12,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-11-01,-7.57,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-12-01,-2.87,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-01-01,3.58,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-02-01,1.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-03-01,-10.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-04-01,-53.21,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-05-01,-30.47,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-06-01,-19.89,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-07-01,-10.72,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-08-01,-8.94,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-09-01,-7.38,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-10-01,-8.01,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-11-01,-2.16,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-12-01,-0.53,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-01-01,-22.29,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-02-01,-35.26,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-03-01,-22.49,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-04-01,46.84,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-05-01,8.4,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-06-01,3.12,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-07-01,0.14,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-08-01,-4.87,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-09-01,-7.24,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-10-01,-8.57,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-11-01,-6.91,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-07-01,4.97,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-08-01,7.29,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-09-01,4.84,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-10-01,1.06,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-11-01,5.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-12-01,24.96,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-01-01,2.48,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-02-01,-1.59,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-03-01,0.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-04-01,11.75,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-05-01,8.16,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-06-01,12.31,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-07-01,5.26,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-08-01,-3.31,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-09-01,5.55,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-10-01,1.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-11-01,9.07,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-12-01,4.91,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-01-01,18.28,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-02-01,7.16,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-03-01,7.38,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-04-01,5.79,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-05-01,1.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-06-01,-3.32,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-07-01,3.76,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-08-01,6.63,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-09-01,-2.42,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-10-01,8.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-11-01,-4.85,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-12-01,-6.11,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-01-01,-5.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-02-01,1.08,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-03-01,6.99,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-04-01,-35.45,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-05-01,-12.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-06-01,-15.16,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-07-01,-16.77,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-08-01,-11.53,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-09-01,-7.86,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-10-01,-16.23,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-11-01,-14.32,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-12-01,-10.66,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-01-01,-25.49,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-02-01,-35.88,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-03-01,-35.68,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-04-01,6.86,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-05-01,-15.94,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-06-01,-5.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-07-01,4.85,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-08-01,-0.79,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-09-01,-1.45,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-10-01,-3.53,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-11-01,-0.06,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-07-01,9.66,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-08-01,19.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-09-01,-8.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-10-01,8.54,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-11-01,0.61,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-12-01,4.55,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-01-01,-9.39,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-02-01,-9.18,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-03-01,-0.68,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-04-01,3.39,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-05-01,-0.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-06-01,-0.64,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-07-01,-1.81,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-08-01,-3.97,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-09-01,10.34,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-10-01,2.87,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-11-01,9.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-12-01,15.93,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-01-01,16.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-02-01,14.16,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-03-01,-4.09,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-04-01,-0.78,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-05-01,0.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-06-01,6.79,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-07-01,2.34,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-08-01,-1.86,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-09-01,0.26,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-10-01,2.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-11-01,-1.93,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-12-01,-2.87,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-01-01,6.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-02-01,1.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-03-01,5.76,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-04-01,-29.71,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-05-01,-19.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-06-01,-16.49,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-07-01,-8.53,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-08-01,-5.53,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-09-01,0.31,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-10-01,-7.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-11-01,-0.84,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-12-01,-3.75,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-01-01,-19.14,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-02-01,-24.47,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-03-01,-22.73,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-04-01,10.03,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-05-01,-2.87,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-06-01,7.54,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-07-01,3.68,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-08-01,4.34,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-09-01,-0.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-10-01,-2.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-11-01,-3.07,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-07-01,-2.41,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-08-01,7.18,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-09-01,-7.57,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-10-01,-0.44,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-11-01,-4.96,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-12-01,11.66,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-01-01,-10.22,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-02-01,-20.18,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-03-01,-5.73,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-04-01,5.34,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-05-01,0.05,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-06-01,3.79,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-07-01,8.56,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-08-01,0.89,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-09-01,7.37,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-10-01,12.47,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-11-01,16.28,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-12-01,6.1,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-01-01,17.99,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-02-01,14.2,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-03-01,5.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-04-01,8.96,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-05-01,2.03,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-06-01,7.55,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-07-01,-4.13,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-08-01,-9.28,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-09-01,-4.99,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-10-01,-3.38,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-11-01,-14.45,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-12-01,-10.53,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-01-01,-9.81,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-02-01,-4.56,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-03-01,-5.31,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-04-01,-75.4,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-05-01,-22.06,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-06-01,-24.16,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-07-01,-24.88,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-08-01,-16.09,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-09-01,-15.83,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-10-01,-21.72,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-11-01,-17.96,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-12-01,-14.05,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-01-01,-25.81,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-02-01,-32.41,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-03-01,-24.69,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-04-01,178.8,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-05-01,2.82,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-06-01,8.88,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-07-01,11.28,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-08-01,7.31,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-09-01,1.24,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-10-01,1.04,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-11-01,9.37,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-07-01,-5.9,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-08-01,-2.77,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-09-01,2.51,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-10-01,-6.03,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-11-01,-2.54,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-12-01,2.41,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-01-01,-21.52,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-02-01,-14.07,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-03-01,-11.11,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-04-01,-3.58,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-05-01,-3.82,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-06-01,-4.09,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-07-01,-1.23,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-08-01,1.17,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-09-01,0.14,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-10-01,4.66,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-11-01,7.13,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-12-01,14.1,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-01-01,4.74,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-02-01,-5.05,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-03-01,4.69,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-04-01,1.93,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-05-01,-4.87,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-06-01,-11.83,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-07-01,-12.7,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-08-01,-11.67,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-09-01,-15.47,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-10-01,-9.33,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-11-01,-13.31,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-12-01,-19.22,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-01-01,-9.65,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-02-01,-13.58,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-03-01,-20.9,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-04-01,-40.89,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-05-01,-32.21,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-06-01,-33.33,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-07-01,-28.53,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-08-01,-21.77,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-09-01,-13.32,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-10-01,-13.67,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-11-01,-22.28,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-12-01,-8.22,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-01-01,-26.8,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-02-01,-39.49,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-03-01,-25.47,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-04-01,-15.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-05-01,-7.16,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-06-01,8.51,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-07-01,14.97,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-08-01,13.91,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-09-01,-1.67,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-10-01,-11.03,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-11-01,6.51,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-07-01,4.29,SC,"Charleston-North Charleston, SC",Charleston
2017-08-01,-6.16,SC,"Charleston-North Charleston, SC",Charleston
2017-09-01,-2.78,SC,"Charleston-North Charleston, SC",Charleston
2017-10-01,22.46,SC,"Charleston-North Charleston, SC",Charleston
2017-11-01,5.28,SC,"Charleston-North Charleston, SC",Charleston
2017-12-01,0.49,SC,"Charleston-North Charleston, SC",Charleston
2018-01-01,-7.94,SC,"Charleston-North Charleston, SC",Charleston
2018-02-01,-1.09,SC,"Charleston-North Charleston, SC",Charleston
2018-03-01,-6.82,SC,"Charleston-North Charleston, SC",Charleston
2018-04-01,-8.21,SC,"Charleston-North Charleston, SC",Charleston
2018-05-01,2.87,SC,"Charleston-North Charleston, SC",Charleston
2018-06-01,-1.34,SC,"Charleston-North Charleston, SC",Charleston
2018-07-01,-7.67,SC,"Charleston-North Charleston, SC",Charleston
2018-08-01,4.69,SC,"Charleston-North Charleston, SC",Charleston
2018-09-01,4.76,SC,"Charleston-North Charleston, SC",Charleston
2018-10-01,-1.72,SC,"Charleston-North Charleston, SC",Charleston
2018-11-01,0.67,SC,"Charleston-North Charleston, SC",Charleston
2018-12-01,7.8,SC,"Charleston-North Charleston, SC",Charleston
2019-01-01,14.48,SC,"Charleston-North Charleston, SC",Charleston
2019-02-01,5.51,SC,"Charleston-North Charleston, SC",Charleston
2019-03-01,-11.95,SC,"Charleston-North Charleston, SC",Charleston
2019-04-01,4.07,SC,"Charleston-North Charleston, SC",Charleston
2019-05-01,4.06,SC,"Charleston-North Charleston, SC",Charleston
2019-06-01,0.54,SC,"Charleston-North Charleston, SC",Charleston
2019-07-01,2.37,SC,"Charleston-North Charleston, SC",Charleston
2019-08-01,-6.57,SC,"Charleston-North Charleston, SC",Charleston
2019-09-01,-7.27,SC,"Charleston-North Charleston, SC",Charleston
2019-10-01,-1.46,SC,"Charleston-North Charleston, SC",Charleston
2019-11-01,-4.32,SC,"Charleston-North Charleston, SC",Charleston
