date,Unemployment Rate,state,msa,city,title,id,frequency,seasonal_adjustment
1998-08-01,4.2,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
1998-09-01,3.8,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
1998-10-01,3.6,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
1998-11-01,4.0,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
1998-12-01,4.9,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
1999-01-01,8.0,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
1999-02-01,6.8,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
1999-03-01,6.0,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
1999-04-01,4.7,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
1999-05-01,4.0,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
1999-06-01,4.2,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
1999-07-01,4.0,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
1999-08-01,3.7,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
1999-09-01,3.2,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
1999-10-01,3.5,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
1999-11-01,3.9,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
1999-12-01,4.8,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
2000-01-01,6.3,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
2000-02-01,6.0,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
2000-03-01,5.2,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
2000-04-01,4.0,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
2000-05-01,4.5,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
2000-06-01,4.8,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
2000-07-01,5.0,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
2000-08-01,4.7,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
2000-09-01,4.0,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
2000-10-01,4.0,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
2000-11-01,5.0,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
2000-12-01,5.2,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
2001-01-01,7.4,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
2001-02-01,6.6,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
2001-03-01,6.2,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
2001-04-01,5.1,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
2001-05-01,5.0,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
2001-06-01,5.0,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
2001-07-01,5.1,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Unemployment Rate in Bloomsburg-Berwick, PA (MSA)",LAUMT421410000000003,Monthly,Not Seasonally Adjusted
