date,Per Capita Personal Income,state,msa,city
2008-01-01,39376,MI,"Detroit-Warren-Dearborn, MI",Detroit
2009-01-01,37174,MI,"Detroit-Warren-Dearborn, MI",Detroit
2010-01-01,38373,MI,"Detroit-Warren-Dearborn, MI",Detroit
2011-01-01,41000,MI,"Detroit-Warren-Dearborn, MI",Detroit
2012-01-01,42827,MI,"Detroit-Warren-Dearborn, MI",Detroit
2013-01-01,43106,MI,"Detroit-Warren-Dearborn, MI",Detroit
2014-01-01,45245,MI,"Detroit-Warren-Dearborn, MI",Detroit
2015-01-01,47946,MI,"Detroit-Warren-Dearborn, MI",Detroit
2016-01-01,49184,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-01-01,50425,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-01-01,52469,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-01-01,54213,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-01-01,58356,MI,"Detroit-Warren-Dearborn, MI",Detroit
1969-01-01,3874,OH,"Cincinnati, OH-KY-IN",Cincinnati
1970-01-01,4095,OH,"Cincinnati, OH-KY-IN",Cincinnati
1971-01-01,4263,OH,"Cincinnati, OH-KY-IN",Cincinnati
1972-01-01,4639,OH,"Cincinnati, OH-KY-IN",Cincinnati
1973-01-01,5111,OH,"Cincinnati, OH-KY-IN",Cincinnati
1974-01-01,5617,OH,"Cincinnati, OH-KY-IN",Cincinnati
1975-01-01,6058,OH,"Cincinnati, OH-KY-IN",Cincinnati
1976-01-01,6660,OH,"Cincinnati, OH-KY-IN",Cincinnati
1977-01-01,7359,OH,"Cincinnati, OH-KY-IN",Cincinnati
1978-01-01,8153,OH,"Cincinnati, OH-KY-IN",Cincinnati
1979-01-01,9035,OH,"Cincinnati, OH-KY-IN",Cincinnati
1980-01-01,9969,OH,"Cincinnati, OH-KY-IN",Cincinnati
1981-01-01,10931,OH,"Cincinnati, OH-KY-IN",Cincinnati
1982-01-01,11542,OH,"Cincinnati, OH-KY-IN",Cincinnati
1983-01-01,12260,OH,"Cincinnati, OH-KY-IN",Cincinnati
1984-01-01,13451,OH,"Cincinnati, OH-KY-IN",Cincinnati
1985-01-01,14305,OH,"Cincinnati, OH-KY-IN",Cincinnati
1986-01-01,15074,OH,"Cincinnati, OH-KY-IN",Cincinnati
1987-01-01,15878,OH,"Cincinnati, OH-KY-IN",Cincinnati
1988-01-01,16993,OH,"Cincinnati, OH-KY-IN",Cincinnati
1989-01-01,18313,OH,"Cincinnati, OH-KY-IN",Cincinnati
1990-01-01,19557,OH,"Cincinnati, OH-KY-IN",Cincinnati
1991-01-01,19898,OH,"Cincinnati, OH-KY-IN",Cincinnati
1992-01-01,21163,OH,"Cincinnati, OH-KY-IN",Cincinnati
1993-01-01,21855,OH,"Cincinnati, OH-KY-IN",Cincinnati
1994-01-01,22847,OH,"Cincinnati, OH-KY-IN",Cincinnati
1995-01-01,23913,OH,"Cincinnati, OH-KY-IN",Cincinnati
1996-01-01,25284,OH,"Cincinnati, OH-KY-IN",Cincinnati
1997-01-01,26789,OH,"Cincinnati, OH-KY-IN",Cincinnati
1998-01-01,28631,OH,"Cincinnati, OH-KY-IN",Cincinnati
1999-01-01,29568,OH,"Cincinnati, OH-KY-IN",Cincinnati
2000-01-01,31029,OH,"Cincinnati, OH-KY-IN",Cincinnati
2001-01-01,32177,OH,"Cincinnati, OH-KY-IN",Cincinnati
2002-01-01,32769,OH,"Cincinnati, OH-KY-IN",Cincinnati
2003-01-01,33610,OH,"Cincinnati, OH-KY-IN",Cincinnati
2004-01-01,35231,OH,"Cincinnati, OH-KY-IN",Cincinnati
2005-01-01,36509,OH,"Cincinnati, OH-KY-IN",Cincinnati
2006-01-01,38340,OH,"Cincinnati, OH-KY-IN",Cincinnati
2007-01-01,39340,OH,"Cincinnati, OH-KY-IN",Cincinnati
2008-01-01,40484,OH,"Cincinnati, OH-KY-IN",Cincinnati
2009-01-01,39103,OH,"Cincinnati, OH-KY-IN",Cincinnati
2010-01-01,40745,OH,"Cincinnati, OH-KY-IN",Cincinnati
2011-01-01,43611,OH,"Cincinnati, OH-KY-IN",Cincinnati
2012-01-01,45112,OH,"Cincinnati, OH-KY-IN",Cincinnati
2013-01-01,45415,OH,"Cincinnati, OH-KY-IN",Cincinnati
2014-01-01,46916,OH,"Cincinnati, OH-KY-IN",Cincinnati
2015-01-01,48908,OH,"Cincinnati, OH-KY-IN",Cincinnati
2016-01-01,50294,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-01-01,52118,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-01-01,54109,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-01-01,56402,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-01-01,59607,OH,"Cincinnati, OH-KY-IN",Cincinnati
1969-01-01,3377,SC,"Charleston-North Charleston, SC",Charleston
1970-01-01,3801,SC,"Charleston-North Charleston, SC",Charleston
1971-01-01,4011,SC,"Charleston-North Charleston, SC",Charleston
1972-01-01,4286,SC,"Charleston-North Charleston, SC",Charleston
1973-01-01,4634,SC,"Charleston-North Charleston, SC",Charleston
1974-01-01,5189,SC,"Charleston-North Charleston, SC",Charleston
1975-01-01,5691,SC,"Charleston-North Charleston, SC",Charleston
1976-01-01,6111,SC,"Charleston-North Charleston, SC",Charleston
1977-01-01,6511,SC,"Charleston-North Charleston, SC",Charleston
1978-01-01,7209,SC,"Charleston-North Charleston, SC",Charleston
1979-01-01,7933,SC,"Charleston-North Charleston, SC",Charleston
1980-01-01,8786,SC,"Charleston-North Charleston, SC",Charleston
1981-01-01,9715,SC,"Charleston-North Charleston, SC",Charleston
1982-01-01,10317,SC,"Charleston-North Charleston, SC",Charleston
1983-01-01,10934,SC,"Charleston-North Charleston, SC",Charleston
1984-01-01,11927,SC,"Charleston-North Charleston, SC",Charleston
1985-01-01,12645,SC,"Charleston-North Charleston, SC",Charleston
1986-01-01,13227,SC,"Charleston-North Charleston, SC",Charleston
1987-01-01,13862,SC,"Charleston-North Charleston, SC",Charleston
1988-01-01,14874,SC,"Charleston-North Charleston, SC",Charleston
1989-01-01,15824,SC,"Charleston-North Charleston, SC",Charleston
1990-01-01,17017,SC,"Charleston-North Charleston, SC",Charleston
1991-01-01,17246,SC,"Charleston-North Charleston, SC",Charleston
1992-01-01,17903,SC,"Charleston-North Charleston, SC",Charleston
1993-01-01,18537,SC,"Charleston-North Charleston, SC",Charleston
1994-01-01,19059,SC,"Charleston-North Charleston, SC",Charleston
1995-01-01,19745,SC,"Charleston-North Charleston, SC",Charleston
1996-01-01,20877,SC,"Charleston-North Charleston, SC",Charleston
1997-01-01,21910,SC,"Charleston-North Charleston, SC",Charleston
1998-01-01,23541,SC,"Charleston-North Charleston, SC",Charleston
1999-01-01,24695,SC,"Charleston-North Charleston, SC",Charleston
2000-01-01,26523,SC,"Charleston-North Charleston, SC",Charleston
2001-01-01,26898,SC,"Charleston-North Charleston, SC",Charleston
2002-01-01,27771,SC,"Charleston-North Charleston, SC",Charleston
2003-01-01,28753,SC,"Charleston-North Charleston, SC",Charleston
2004-01-01,30459,SC,"Charleston-North Charleston, SC",Charleston
2005-01-01,32678,SC,"Charleston-North Charleston, SC",Charleston
2006-01-01,34597,SC,"Charleston-North Charleston, SC",Charleston
2007-01-01,36646,SC,"Charleston-North Charleston, SC",Charleston
2008-01-01,36723,SC,"Charleston-North Charleston, SC",Charleston
2009-01-01,34994,SC,"Charleston-North Charleston, SC",Charleston
2010-01-01,37038,SC,"Charleston-North Charleston, SC",Charleston
2011-01-01,39385,SC,"Charleston-North Charleston, SC",Charleston
2012-01-01,42196,SC,"Charleston-North Charleston, SC",Charleston
2013-01-01,41155,SC,"Charleston-North Charleston, SC",Charleston
2014-01-01,43622,SC,"Charleston-North Charleston, SC",Charleston
2015-01-01,45721,SC,"Charleston-North Charleston, SC",Charleston
2016-01-01,47233,SC,"Charleston-North Charleston, SC",Charleston
2017-01-01,49043,SC,"Charleston-North Charleston, SC",Charleston
2018-01-01,50814,SC,"Charleston-North Charleston, SC",Charleston
2019-01-01,53279,SC,"Charleston-North Charleston, SC",Charleston
2020-01-01,55321,SC,"Charleston-North Charleston, SC",Charleston
1969-01-01,3444,UT,"Ogden-Clearfield, UT",Ogden
1970-01-01,3747,UT,"Ogden-Clearfield, UT",Ogden
1971-01-01,4165,UT,"Ogden-Clearfield, UT",Ogden
1972-01-01,4379,UT,"Ogden-Clearfield, UT",Ogden
1973-01-01,4675,UT,"Ogden-Clearfield, UT",Ogden
1974-01-01,5109,UT,"Ogden-Clearfield, UT",Ogden
1975-01-01,5487,UT,"Ogden-Clearfield, UT",Ogden
1976-01-01,6012,UT,"Ogden-Clearfield, UT",Ogden
1977-01-01,6489,UT,"Ogden-Clearfield, UT",Ogden
1978-01-01,7217,UT,"Ogden-Clearfield, UT",Ogden
1979-01-01,7866,UT,"Ogden-Clearfield, UT",Ogden
1980-01-01,8543,UT,"Ogden-Clearfield, UT",Ogden
1981-01-01,9342,UT,"Ogden-Clearfield, UT",Ogden
1982-01-01,9940,UT,"Ogden-Clearfield, UT",Ogden
1983-01-01,10511,UT,"Ogden-Clearfield, UT",Ogden
1984-01-01,11429,UT,"Ogden-Clearfield, UT",Ogden
1985-01-01,12272,UT,"Ogden-Clearfield, UT",Ogden
1986-01-01,12792,UT,"Ogden-Clearfield, UT",Ogden
1987-01-01,13093,UT,"Ogden-Clearfield, UT",Ogden
1988-01-01,13803,UT,"Ogden-Clearfield, UT",Ogden
1989-01-01,14635,UT,"Ogden-Clearfield, UT",Ogden
1990-01-01,15679,UT,"Ogden-Clearfield, UT",Ogden
1991-01-01,16257,UT,"Ogden-Clearfield, UT",Ogden
1992-01-01,17021,UT,"Ogden-Clearfield, UT",Ogden
1993-01-01,17675,UT,"Ogden-Clearfield, UT",Ogden
1994-01-01,18362,UT,"Ogden-Clearfield, UT",Ogden
1995-01-01,19428,UT,"Ogden-Clearfield, UT",Ogden
1996-01-01,20530,UT,"Ogden-Clearfield, UT",Ogden
1997-01-01,21643,UT,"Ogden-Clearfield, UT",Ogden
1998-01-01,22613,UT,"Ogden-Clearfield, UT",Ogden
1999-01-01,23222,UT,"Ogden-Clearfield, UT",Ogden
2000-01-01,24318,UT,"Ogden-Clearfield, UT",Ogden
2001-01-01,25556,UT,"Ogden-Clearfield, UT",Ogden
2002-01-01,25991,UT,"Ogden-Clearfield, UT",Ogden
2003-01-01,26754,UT,"Ogden-Clearfield, UT",Ogden
2004-01-01,27564,UT,"Ogden-Clearfield, UT",Ogden
2005-01-01,28989,UT,"Ogden-Clearfield, UT",Ogden
2006-01-01,31078,UT,"Ogden-Clearfield, UT",Ogden
2007-01-01,33097,UT,"Ogden-Clearfield, UT",Ogden
2008-01-01,33595,UT,"Ogden-Clearfield, UT",Ogden
2009-01-01,32104,UT,"Ogden-Clearfield, UT",Ogden
2010-01-01,32306,UT,"Ogden-Clearfield, UT",Ogden
2011-01-01,34137,UT,"Ogden-Clearfield, UT",Ogden
2012-01-01,35550,UT,"Ogden-Clearfield, UT",Ogden
2013-01-01,35650,UT,"Ogden-Clearfield, UT",Ogden
2014-01-01,37013,UT,"Ogden-Clearfield, UT",Ogden
2015-01-01,38768,UT,"Ogden-Clearfield, UT",Ogden
2016-01-01,40157,UT,"Ogden-Clearfield, UT",Ogden
2017-01-01,41573,UT,"Ogden-Clearfield, UT",Ogden
2018-01-01,43682,UT,"Ogden-Clearfield, UT",Ogden
2019-01-01,46201,UT,"Ogden-Clearfield, UT",Ogden
2020-01-01,49371,UT,"Ogden-Clearfield, UT",Ogden
1969-01-01,3881,KS,"Wichita, KS",Wichita
1970-01-01,4053,KS,"Wichita, KS",Wichita
1971-01-01,4324,KS,"Wichita, KS",Wichita
1972-01-01,4849,KS,"Wichita, KS",Wichita
1973-01-01,5402,KS,"Wichita, KS",Wichita
1974-01-01,5994,KS,"Wichita, KS",Wichita
1975-01-01,6694,KS,"Wichita, KS",Wichita
1976-01-01,7247,KS,"Wichita, KS",Wichita
1977-01-01,7776,KS,"Wichita, KS",Wichita
1978-01-01,8781,KS,"Wichita, KS",Wichita
1979-01-01,9965,KS,"Wichita, KS",Wichita
1980-01-01,11121,KS,"Wichita, KS",Wichita
1981-01-01,12410,KS,"Wichita, KS",Wichita
1982-01-01,13111,KS,"Wichita, KS",Wichita
1983-01-01,13460,KS,"Wichita, KS",Wichita
1984-01-01,14649,KS,"Wichita, KS",Wichita
1985-01-01,15142,KS,"Wichita, KS",Wichita
1986-01-01,16053,KS,"Wichita, KS",Wichita
1987-01-01,16591,KS,"Wichita, KS",Wichita
1988-01-01,17458,KS,"Wichita, KS",Wichita
1989-01-01,18355,KS,"Wichita, KS",Wichita
1990-01-01,19378,KS,"Wichita, KS",Wichita
1991-01-01,20129,KS,"Wichita, KS",Wichita
1992-01-01,21163,KS,"Wichita, KS",Wichita
1993-01-01,21721,KS,"Wichita, KS",Wichita
1994-01-01,22071,KS,"Wichita, KS",Wichita
1995-01-01,23289,KS,"Wichita, KS",Wichita
1996-01-01,24800,KS,"Wichita, KS",Wichita
1997-01-01,26594,KS,"Wichita, KS",Wichita
1998-01-01,27722,KS,"Wichita, KS",Wichita
1999-01-01,27764,KS,"Wichita, KS",Wichita
2000-01-01,28903,KS,"Wichita, KS",Wichita
2001-01-01,30649,KS,"Wichita, KS",Wichita
2002-01-01,30485,KS,"Wichita, KS",Wichita
2003-01-01,30554,KS,"Wichita, KS",Wichita
2004-01-01,31894,KS,"Wichita, KS",Wichita
2005-01-01,33189,KS,"Wichita, KS",Wichita
2006-01-01,37129,KS,"Wichita, KS",Wichita
2007-01-01,38705,KS,"Wichita, KS",Wichita
2008-01-01,42371,KS,"Wichita, KS",Wichita
2009-01-01,39484,KS,"Wichita, KS",Wichita
2010-01-01,39162,KS,"Wichita, KS",Wichita
2011-01-01,43669,KS,"Wichita, KS",Wichita
2012-01-01,45948,KS,"Wichita, KS",Wichita
2013-01-01,46555,KS,"Wichita, KS",Wichita
2014-01-01,48866,KS,"Wichita, KS",Wichita
2015-01-01,47410,KS,"Wichita, KS",Wichita
2016-01-01,46583,KS,"Wichita, KS",Wichita
2017-01-01,48780,KS,"Wichita, KS",Wichita
2018-01-01,50308,KS,"Wichita, KS",Wichita
2019-01-01,52706,KS,"Wichita, KS",Wichita
2020-01-01,55000,KS,"Wichita, KS",Wichita
1969-01-01,2674,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1970-01-01,2993,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1971-01-01,3312,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1972-01-01,3652,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1973-01-01,3977,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1974-01-01,4337,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1975-01-01,4743,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1976-01-01,5035,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1977-01-01,5532,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1978-01-01,6277,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1979-01-01,6798,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1980-01-01,7524,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1981-01-01,8415,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1982-01-01,9028,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1983-01-01,9926,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1984-01-01,10757,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1985-01-01,11420,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1986-01-01,11911,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1987-01-01,12638,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1988-01-01,13576,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1989-01-01,14744,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1990-01-01,15402,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1991-01-01,15846,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1992-01-01,16443,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1993-01-01,17197,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1994-01-01,18150,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1995-01-01,19350,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1996-01-01,20452,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1997-01-01,21574,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1998-01-01,22516,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1999-01-01,23315,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2000-01-01,24234,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2001-01-01,24699,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2002-01-01,24699,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2003-01-01,25634,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2004-01-01,27422,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2005-01-01,28799,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2006-01-01,30136,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2007-01-01,30917,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2008-01-01,31193,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2009-01-01,30469,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2010-01-01,30619,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2011-01-01,31472,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2012-01-01,32424,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2013-01-01,33020,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2014-01-01,34548,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2015-01-01,36238,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2016-01-01,37413,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2017-01-01,38530,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-01-01,39867,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-01-01,41213,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-01-01,43477,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1969-01-01,4475,NJ,"Trenton-Princeton, NJ",Trenton
1970-01-01,4924,NJ,"Trenton-Princeton, NJ",Trenton
1971-01-01,5351,NJ,"Trenton-Princeton, NJ",Trenton
1972-01-01,5842,NJ,"Trenton-Princeton, NJ",Trenton
1973-01-01,6440,NJ,"Trenton-Princeton, NJ",Trenton
1974-01-01,7011,NJ,"Trenton-Princeton, NJ",Trenton
1975-01-01,7550,NJ,"Trenton-Princeton, NJ",Trenton
1976-01-01,8298,NJ,"Trenton-Princeton, NJ",Trenton
1977-01-01,9074,NJ,"Trenton-Princeton, NJ",Trenton
1978-01-01,9923,NJ,"Trenton-Princeton, NJ",Trenton
1979-01-01,10899,NJ,"Trenton-Princeton, NJ",Trenton
1980-01-01,12173,NJ,"Trenton-Princeton, NJ",Trenton
1981-01-01,13512,NJ,"Trenton-Princeton, NJ",Trenton
1982-01-01,14658,NJ,"Trenton-Princeton, NJ",Trenton
1983-01-01,15513,NJ,"Trenton-Princeton, NJ",Trenton
1984-01-01,17187,NJ,"Trenton-Princeton, NJ",Trenton
1985-01-01,18342,NJ,"Trenton-Princeton, NJ",Trenton
1986-01-01,19483,NJ,"Trenton-Princeton, NJ",Trenton
1987-01-01,20880,NJ,"Trenton-Princeton, NJ",Trenton
1988-01-01,22958,NJ,"Trenton-Princeton, NJ",Trenton
1989-01-01,25000,NJ,"Trenton-Princeton, NJ",Trenton
1990-01-01,26639,NJ,"Trenton-Princeton, NJ",Trenton
1991-01-01,26982,NJ,"Trenton-Princeton, NJ",Trenton
1992-01-01,28783,NJ,"Trenton-Princeton, NJ",Trenton
1993-01-01,29085,NJ,"Trenton-Princeton, NJ",Trenton
1994-01-01,29906,NJ,"Trenton-Princeton, NJ",Trenton
1995-01-01,31126,NJ,"Trenton-Princeton, NJ",Trenton
1996-01-01,32569,NJ,"Trenton-Princeton, NJ",Trenton
1997-01-01,34190,NJ,"Trenton-Princeton, NJ",Trenton
1998-01-01,36199,NJ,"Trenton-Princeton, NJ",Trenton
1999-01-01,37467,NJ,"Trenton-Princeton, NJ",Trenton
2000-01-01,41045,NJ,"Trenton-Princeton, NJ",Trenton
2001-01-01,44777,NJ,"Trenton-Princeton, NJ",Trenton
2002-01-01,45923,NJ,"Trenton-Princeton, NJ",Trenton
2003-01-01,46913,NJ,"Trenton-Princeton, NJ",Trenton
2004-01-01,47256,NJ,"Trenton-Princeton, NJ",Trenton
2005-01-01,48377,NJ,"Trenton-Princeton, NJ",Trenton
2006-01-01,51706,NJ,"Trenton-Princeton, NJ",Trenton
2007-01-01,54355,NJ,"Trenton-Princeton, NJ",Trenton
2008-01-01,55770,NJ,"Trenton-Princeton, NJ",Trenton
2009-01-01,52079,NJ,"Trenton-Princeton, NJ",Trenton
2010-01-01,52934,NJ,"Trenton-Princeton, NJ",Trenton
2011-01-01,55947,NJ,"Trenton-Princeton, NJ",Trenton
2012-01-01,58702,NJ,"Trenton-Princeton, NJ",Trenton
2013-01-01,57503,NJ,"Trenton-Princeton, NJ",Trenton
2014-01-01,61500,NJ,"Trenton-Princeton, NJ",Trenton
2015-01-01,62788,NJ,"Trenton-Princeton, NJ",Trenton
2016-01-01,63905,NJ,"Trenton-Princeton, NJ",Trenton
2017-01-01,65247,NJ,"Trenton-Princeton, NJ",Trenton
2018-01-01,68052,NJ,"Trenton-Princeton, NJ",Trenton
2019-01-01,70675,NJ,"Trenton-Princeton, NJ",Trenton
2020-01-01,74218,NJ,"Trenton-Princeton, NJ",Trenton
1969-01-01,3888,NE,"Lincoln, NE",Lincoln
1970-01-01,4153,NE,"Lincoln, NE",Lincoln
1971-01-01,4446,NE,"Lincoln, NE",Lincoln
1972-01-01,4705,NE,"Lincoln, NE",Lincoln
1973-01-01,5280,NE,"Lincoln, NE",Lincoln
1974-01-01,5756,NE,"Lincoln, NE",Lincoln
1975-01-01,6552,NE,"Lincoln, NE",Lincoln
1976-01-01,7145,NE,"Lincoln, NE",Lincoln
1977-01-01,7743,NE,"Lincoln, NE",Lincoln
1978-01-01,8711,NE,"Lincoln, NE",Lincoln
1979-01-01,9453,NE,"Lincoln, NE",Lincoln
1980-01-01,10007,NE,"Lincoln, NE",Lincoln
1981-01-01,11185,NE,"Lincoln, NE",Lincoln
1982-01-01,12089,NE,"Lincoln, NE",Lincoln
1983-01-01,12546,NE,"Lincoln, NE",Lincoln
1984-01-01,13523,NE,"Lincoln, NE",Lincoln
1985-01-01,14351,NE,"Lincoln, NE",Lincoln
1986-01-01,14896,NE,"Lincoln, NE",Lincoln
1987-01-01,15660,NE,"Lincoln, NE",Lincoln
1988-01-01,16693,NE,"Lincoln, NE",Lincoln
1989-01-01,17630,NE,"Lincoln, NE",Lincoln
1990-01-01,18696,NE,"Lincoln, NE",Lincoln
1991-01-01,19337,NE,"Lincoln, NE",Lincoln
1992-01-01,20337,NE,"Lincoln, NE",Lincoln
1993-01-01,20931,NE,"Lincoln, NE",Lincoln
1994-01-01,22283,NE,"Lincoln, NE",Lincoln
1995-01-01,23473,NE,"Lincoln, NE",Lincoln
1996-01-01,24759,NE,"Lincoln, NE",Lincoln
1997-01-01,25547,NE,"Lincoln, NE",Lincoln
1998-01-01,27362,NE,"Lincoln, NE",Lincoln
1999-01-01,28543,NE,"Lincoln, NE",Lincoln
2000-01-01,30564,NE,"Lincoln, NE",Lincoln
2001-01-01,30911,NE,"Lincoln, NE",Lincoln
2002-01-01,31800,NE,"Lincoln, NE",Lincoln
2003-01-01,32672,NE,"Lincoln, NE",Lincoln
2004-01-01,33666,NE,"Lincoln, NE",Lincoln
2005-01-01,34560,NE,"Lincoln, NE",Lincoln
2006-01-01,36072,NE,"Lincoln, NE",Lincoln
2007-01-01,37662,NE,"Lincoln, NE",Lincoln
2008-01-01,39062,NE,"Lincoln, NE",Lincoln
2009-01-01,37963,NE,"Lincoln, NE",Lincoln
2010-01-01,38888,NE,"Lincoln, NE",Lincoln
2011-01-01,40598,NE,"Lincoln, NE",Lincoln
2012-01-01,42498,NE,"Lincoln, NE",Lincoln
2013-01-01,42246,NE,"Lincoln, NE",Lincoln
2014-01-01,43577,NE,"Lincoln, NE",Lincoln
2015-01-01,45373,NE,"Lincoln, NE",Lincoln
2016-01-01,45679,NE,"Lincoln, NE",Lincoln
2017-01-01,47432,NE,"Lincoln, NE",Lincoln
2018-01-01,49479,NE,"Lincoln, NE",Lincoln
2019-01-01,50565,NE,"Lincoln, NE",Lincoln
2020-01-01,53057,NE,"Lincoln, NE",Lincoln
1969-01-01,4124,IL,"Rockford, IL",Rockford
1970-01-01,4259,IL,"Rockford, IL",Rockford
1971-01-01,4510,IL,"Rockford, IL",Rockford
1972-01-01,4961,IL,"Rockford, IL",Rockford
1973-01-01,5535,IL,"Rockford, IL",Rockford
1974-01-01,5992,IL,"Rockford, IL",Rockford
1975-01-01,6443,IL,"Rockford, IL",Rockford
1976-01-01,7132,IL,"Rockford, IL",Rockford
1977-01-01,7831,IL,"Rockford, IL",Rockford
1978-01-01,8719,IL,"Rockford, IL",Rockford
1979-01-01,9629,IL,"Rockford, IL",Rockford
1980-01-01,10272,IL,"Rockford, IL",Rockford
1981-01-01,11385,IL,"Rockford, IL",Rockford
1982-01-01,11815,IL,"Rockford, IL",Rockford
1983-01-01,12289,IL,"Rockford, IL",Rockford
1984-01-01,13770,IL,"Rockford, IL",Rockford
1985-01-01,14478,IL,"Rockford, IL",Rockford
1986-01-01,15287,IL,"Rockford, IL",Rockford
1987-01-01,16056,IL,"Rockford, IL",Rockford
1988-01-01,17472,IL,"Rockford, IL",Rockford
1989-01-01,18568,IL,"Rockford, IL",Rockford
1990-01-01,18992,IL,"Rockford, IL",Rockford
1991-01-01,18964,IL,"Rockford, IL",Rockford
1992-01-01,20164,IL,"Rockford, IL",Rockford
1993-01-01,20664,IL,"Rockford, IL",Rockford
1994-01-01,21980,IL,"Rockford, IL",Rockford
1995-01-01,23246,IL,"Rockford, IL",Rockford
1996-01-01,24080,IL,"Rockford, IL",Rockford
