date,All Employees: Government: Federal Government,state,msa,city
1991-02-01,22.419281395585397,UT,"Ogden-Clearfield, UT",Ogden
1991-03-01,22.3626825964905,UT,"Ogden-Clearfield, UT",Ogden
1991-04-01,22.2187874854278,UT,"Ogden-Clearfield, UT",Ogden
1991-05-01,22.1855054648632,UT,"Ogden-Clearfield, UT",Ogden
1991-06-01,21.896835633017897,UT,"Ogden-Clearfield, UT",Ogden
1991-07-01,21.999209298353602,UT,"Ogden-Clearfield, UT",Ogden
1991-08-01,21.820918649516802,UT,"Ogden-Clearfield, UT",Ogden
1991-09-01,21.860859393196602,UT,"Ogden-Clearfield, UT",Ogden
1991-10-01,21.769140640413198,UT,"Ogden-Clearfield, UT",Ogden
1991-11-01,21.5254687435811,UT,"Ogden-Clearfield, UT",Ogden
1991-12-01,21.411266599365803,UT,"Ogden-Clearfield, UT",Ogden
1992-01-01,21.8854315616361,UT,"Ogden-Clearfield, UT",Ogden
1992-02-01,21.7869821480678,UT,"Ogden-Clearfield, UT",Ogden
1992-03-01,21.5350224736626,UT,"Ogden-Clearfield, UT",Ogden
1992-04-01,21.0885652006733,UT,"Ogden-Clearfield, UT",Ogden
1992-05-01,21.203379792220602,UT,"Ogden-Clearfield, UT",Ogden
1992-06-01,20.985635607122,UT,"Ogden-Clearfield, UT",Ogden
1992-07-01,20.6840862361327,UT,"Ogden-Clearfield, UT",Ogden
1992-08-01,20.885930658823302,UT,"Ogden-Clearfield, UT",Ogden
1992-09-01,21.0064075967843,UT,"Ogden-Clearfield, UT",Ogden
1992-10-01,20.817146255492602,UT,"Ogden-Clearfield, UT",Ogden
1992-11-01,20.9589652364306,UT,"Ogden-Clearfield, UT",Ogden
1992-12-01,21.038652586772102,UT,"Ogden-Clearfield, UT",Ogden
1993-01-01,20.8952503102187,UT,"Ogden-Clearfield, UT",Ogden
1993-02-01,20.7618792609262,UT,"Ogden-Clearfield, UT",Ogden
1993-03-01,20.7902113587889,UT,"Ogden-Clearfield, UT",Ogden
1993-04-01,20.7242393436459,UT,"Ogden-Clearfield, UT",Ogden
1993-05-01,20.728496503447,UT,"Ogden-Clearfield, UT",Ogden
1993-06-01,20.5580645256056,UT,"Ogden-Clearfield, UT",Ogden
1993-07-01,20.4516838225587,UT,"Ogden-Clearfield, UT",Ogden
1993-08-01,20.351999369281,UT,"Ogden-Clearfield, UT",Ogden
1993-09-01,19.9820707167488,UT,"Ogden-Clearfield, UT",Ogden
1993-10-01,20.065687393332,UT,"Ogden-Clearfield, UT",Ogden
1993-11-01,19.7119234011669,UT,"Ogden-Clearfield, UT",Ogden
1993-12-01,19.595369972919,UT,"Ogden-Clearfield, UT",Ogden
1994-01-01,19.6180853636587,UT,"Ogden-Clearfield, UT",Ogden
1994-02-01,19.5117299909484,UT,"Ogden-Clearfield, UT",Ogden
1994-03-01,19.3253807270351,UT,"Ogden-Clearfield, UT",Ogden
1994-04-01,19.122667672876197,UT,"Ogden-Clearfield, UT",Ogden
1994-05-01,18.9634564366363,UT,"Ogden-Clearfield, UT",Ogden
1994-06-01,19.1037668934796,UT,"Ogden-Clearfield, UT",Ogden
1994-07-01,18.932516329179897,UT,"Ogden-Clearfield, UT",Ogden
1994-08-01,18.9625964104378,UT,"Ogden-Clearfield, UT",Ogden
1994-09-01,18.9284610526708,UT,"Ogden-Clearfield, UT",Ogden
1994-10-01,18.8567504586775,UT,"Ogden-Clearfield, UT",Ogden
1994-11-01,18.8545407097998,UT,"Ogden-Clearfield, UT",Ogden
1994-12-01,18.7397861177145,UT,"Ogden-Clearfield, UT",Ogden
1995-01-01,18.5774697589619,UT,"Ogden-Clearfield, UT",Ogden
1995-02-01,18.355519026140698,UT,"Ogden-Clearfield, UT",Ogden
1995-03-01,18.2383319616165,UT,"Ogden-Clearfield, UT",Ogden
1995-04-01,18.390059625443897,UT,"Ogden-Clearfield, UT",Ogden
1995-05-01,18.1727080063735,UT,"Ogden-Clearfield, UT",Ogden
1995-06-01,17.969095266746898,UT,"Ogden-Clearfield, UT",Ogden
1995-07-01,18.104616405421897,UT,"Ogden-Clearfield, UT",Ogden
1995-08-01,18.0229792208643,UT,"Ogden-Clearfield, UT",Ogden
1995-09-01,17.867650996890102,UT,"Ogden-Clearfield, UT",Ogden
1995-10-01,18.1439341354952,UT,"Ogden-Clearfield, UT",Ogden
1995-11-01,17.8117884224507,UT,"Ogden-Clearfield, UT",Ogden
1995-12-01,17.689298769660898,UT,"Ogden-Clearfield, UT",Ogden
1996-01-01,17.3534069292412,UT,"Ogden-Clearfield, UT",Ogden
1996-02-01,17.554492002795598,UT,"Ogden-Clearfield, UT",Ogden
1996-03-01,17.5239587554751,UT,"Ogden-Clearfield, UT",Ogden
1996-04-01,17.3773611922012,UT,"Ogden-Clearfield, UT",Ogden
1996-05-01,17.1601446790514,UT,"Ogden-Clearfield, UT",Ogden
1996-06-01,17.125498969818,UT,"Ogden-Clearfield, UT",Ogden
1996-07-01,16.9302880072579,UT,"Ogden-Clearfield, UT",Ogden
1996-08-01,16.8273280083968,UT,"Ogden-Clearfield, UT",Ogden
1996-09-01,16.8716645107599,UT,"Ogden-Clearfield, UT",Ogden
1996-10-01,16.7422291604078,UT,"Ogden-Clearfield, UT",Ogden
1996-11-01,16.7432086528684,UT,"Ogden-Clearfield, UT",Ogden
1996-12-01,16.8043145139997,UT,"Ogden-Clearfield, UT",Ogden
1997-01-01,16.8326795804162,UT,"Ogden-Clearfield, UT",Ogden
1997-02-01,16.8386592994577,UT,"Ogden-Clearfield, UT",Ogden
1997-03-01,16.8339541190026,UT,"Ogden-Clearfield, UT",Ogden
1997-04-01,16.907118590913,UT,"Ogden-Clearfield, UT",Ogden
1997-05-01,16.8205325020348,UT,"Ogden-Clearfield, UT",Ogden
1997-06-01,16.8076165065727,UT,"Ogden-Clearfield, UT",Ogden
1997-07-01,16.8762931803778,UT,"Ogden-Clearfield, UT",Ogden
1997-08-01,16.722079899019,UT,"Ogden-Clearfield, UT",Ogden
1997-09-01,16.5904694578855,UT,"Ogden-Clearfield, UT",Ogden
1997-10-01,16.4623417738851,UT,"Ogden-Clearfield, UT",Ogden
1997-11-01,16.3596608292681,UT,"Ogden-Clearfield, UT",Ogden
1997-12-01,16.3125369109135,UT,"Ogden-Clearfield, UT",Ogden
1998-01-01,16.287221782239598,UT,"Ogden-Clearfield, UT",Ogden
1998-02-01,16.2354341156188,UT,"Ogden-Clearfield, UT",Ogden
1998-03-01,16.2913891946064,UT,"Ogden-Clearfield, UT",Ogden
1998-04-01,16.1149322880752,UT,"Ogden-Clearfield, UT",Ogden
1998-05-01,16.972132195185,UT,"Ogden-Clearfield, UT",Ogden
1998-06-01,15.9935586198259,UT,"Ogden-Clearfield, UT",Ogden
1998-07-01,15.840087699793598,UT,"Ogden-Clearfield, UT",Ogden
1998-08-01,15.884228377729,UT,"Ogden-Clearfield, UT",Ogden
1998-09-01,15.9884454141259,UT,"Ogden-Clearfield, UT",Ogden
1998-10-01,15.9377084324879,UT,"Ogden-Clearfield, UT",Ogden
1998-11-01,16.238430476357802,UT,"Ogden-Clearfield, UT",Ogden
1998-12-01,15.8772831669988,UT,"Ogden-Clearfield, UT",Ogden
1999-01-01,16.2163548431602,UT,"Ogden-Clearfield, UT",Ogden
1999-02-01,16.5842559463868,UT,"Ogden-Clearfield, UT",Ogden
1999-03-01,16.7414000666517,UT,"Ogden-Clearfield, UT",Ogden
1999-04-01,16.5666838171442,UT,"Ogden-Clearfield, UT",Ogden
1999-05-01,16.5625774265405,UT,"Ogden-Clearfield, UT",Ogden
1999-06-01,16.6262980862844,UT,"Ogden-Clearfield, UT",Ogden
1999-07-01,16.449785515778597,UT,"Ogden-Clearfield, UT",Ogden
1999-08-01,16.6590583273768,UT,"Ogden-Clearfield, UT",Ogden
1999-09-01,16.8862532889215,UT,"Ogden-Clearfield, UT",Ogden
1999-10-01,17.1656267951452,UT,"Ogden-Clearfield, UT",Ogden
1999-11-01,16.9837123024371,UT,"Ogden-Clearfield, UT",Ogden
1999-12-01,17.131630873422502,UT,"Ogden-Clearfield, UT",Ogden
2000-01-01,16.9750178051445,UT,"Ogden-Clearfield, UT",Ogden
2000-02-01,17.525648943742198,UT,"Ogden-Clearfield, UT",Ogden
2000-03-01,17.7566677014423,UT,"Ogden-Clearfield, UT",Ogden
2000-04-01,17.9929140911084,UT,"Ogden-Clearfield, UT",Ogden
2000-05-01,18.2670925750623,UT,"Ogden-Clearfield, UT",Ogden
2000-06-01,17.6019123036527,UT,"Ogden-Clearfield, UT",Ogden
2000-07-01,18.1103957294774,UT,"Ogden-Clearfield, UT",Ogden
2000-08-01,17.6710972979945,UT,"Ogden-Clearfield, UT",Ogden
2000-09-01,17.7684699177697,UT,"Ogden-Clearfield, UT",Ogden
2000-10-01,17.801991977336897,UT,"Ogden-Clearfield, UT",Ogden
2000-11-01,17.8753357916864,UT,"Ogden-Clearfield, UT",Ogden
2000-12-01,18.1381571655216,UT,"Ogden-Clearfield, UT",Ogden
2001-01-01,18.2033566156024,UT,"Ogden-Clearfield, UT",Ogden
2001-02-01,18.509255657574002,UT,"Ogden-Clearfield, UT",Ogden
2001-03-01,18.600473223445302,UT,"Ogden-Clearfield, UT",Ogden
2001-04-01,18.872152648662,UT,"Ogden-Clearfield, UT",Ogden
2001-05-01,18.7173354357171,UT,"Ogden-Clearfield, UT",Ogden
2001-06-01,19.0177703291622,UT,"Ogden-Clearfield, UT",Ogden
2001-07-01,19.5683898580825,UT,"Ogden-Clearfield, UT",Ogden
2001-08-01,19.4465785639517,UT,"Ogden-Clearfield, UT",Ogden
2001-09-01,19.3464504332114,UT,"Ogden-Clearfield, UT",Ogden
2001-10-01,19.2203619544586,UT,"Ogden-Clearfield, UT",Ogden
2001-11-01,19.504581295117397,UT,"Ogden-Clearfield, UT",Ogden
2001-12-01,19.4332428600712,UT,"Ogden-Clearfield, UT",Ogden
2002-01-01,19.690805647308,UT,"Ogden-Clearfield, UT",Ogden
2002-02-01,19.7468487347479,UT,"Ogden-Clearfield, UT",Ogden
2002-03-01,19.9191676164837,UT,"Ogden-Clearfield, UT",Ogden
2002-04-01,20.104977608204,UT,"Ogden-Clearfield, UT",Ogden
2002-05-01,20.554267451932002,UT,"Ogden-Clearfield, UT",Ogden
2002-06-01,20.643108511228,UT,"Ogden-Clearfield, UT",Ogden
2002-07-01,20.8550277735539,UT,"Ogden-Clearfield, UT",Ogden
2002-08-01,20.7834122951604,UT,"Ogden-Clearfield, UT",Ogden
2002-09-01,20.6907031019444,UT,"Ogden-Clearfield, UT",Ogden
2002-10-01,20.716227170556603,UT,"Ogden-Clearfield, UT",Ogden
2002-11-01,20.314397053526896,UT,"Ogden-Clearfield, UT",Ogden
2002-12-01,20.2981182498078,UT,"Ogden-Clearfield, UT",Ogden
2003-01-01,20.519332220138498,UT,"Ogden-Clearfield, UT",Ogden
2003-02-01,19.9810176987402,UT,"Ogden-Clearfield, UT",Ogden
2003-03-01,19.70359007208,UT,"Ogden-Clearfield, UT",Ogden
2003-04-01,19.4971421603841,UT,"Ogden-Clearfield, UT",Ogden
2003-05-01,19.5257350886085,UT,"Ogden-Clearfield, UT",Ogden
2003-06-01,19.0531149728681,UT,"Ogden-Clearfield, UT",Ogden
2003-07-01,19.3662749765767,UT,"Ogden-Clearfield, UT",Ogden
2003-08-01,19.444962815793602,UT,"Ogden-Clearfield, UT",Ogden
2003-09-01,19.3075341911122,UT,"Ogden-Clearfield, UT",Ogden
2003-10-01,19.7325161958707,UT,"Ogden-Clearfield, UT",Ogden
2003-11-01,19.5230344353463,UT,"Ogden-Clearfield, UT",Ogden
2003-12-01,19.499332294641,UT,"Ogden-Clearfield, UT",Ogden
2004-01-01,19.483820473672303,UT,"Ogden-Clearfield, UT",Ogden
2004-02-01,19.231028465687803,UT,"Ogden-Clearfield, UT",Ogden
2004-03-01,19.2609174152484,UT,"Ogden-Clearfield, UT",Ogden
2004-04-01,19.1198153583348,UT,"Ogden-Clearfield, UT",Ogden
2004-05-01,18.981700564580603,UT,"Ogden-Clearfield, UT",Ogden
2004-06-01,18.621999527322604,UT,"Ogden-Clearfield, UT",Ogden
2004-07-01,18.8490541636868,UT,"Ogden-Clearfield, UT",Ogden
2004-08-01,18.8437930706655,UT,"Ogden-Clearfield, UT",Ogden
2004-09-01,19.1027375912804,UT,"Ogden-Clearfield, UT",Ogden
2004-10-01,19.3737449879277,UT,"Ogden-Clearfield, UT",Ogden
2004-11-01,19.300680742535,UT,"Ogden-Clearfield, UT",Ogden
2004-12-01,19.2525301595322,UT,"Ogden-Clearfield, UT",Ogden
2005-01-01,19.2208898491988,UT,"Ogden-Clearfield, UT",Ogden
2005-02-01,19.2268434460073,UT,"Ogden-Clearfield, UT",Ogden
2005-03-01,19.3202825715159,UT,"Ogden-Clearfield, UT",Ogden
2005-04-01,19.3536840735221,UT,"Ogden-Clearfield, UT",Ogden
2005-05-01,19.418360097503,UT,"Ogden-Clearfield, UT",Ogden
2005-06-01,19.4443122743968,UT,"Ogden-Clearfield, UT",Ogden
2005-07-01,19.6089112799857,UT,"Ogden-Clearfield, UT",Ogden
2005-08-01,19.614860793984803,UT,"Ogden-Clearfield, UT",Ogden
2005-09-01,19.5402313615722,UT,"Ogden-Clearfield, UT",Ogden
2005-10-01,19.453352031164698,UT,"Ogden-Clearfield, UT",Ogden
2005-11-01,19.445264841358,UT,"Ogden-Clearfield, UT",Ogden
2005-12-01,19.4704961427002,UT,"Ogden-Clearfield, UT",Ogden
2006-01-01,19.4747727723555,UT,"Ogden-Clearfield, UT",Ogden
2006-02-01,19.4864885105944,UT,"Ogden-Clearfield, UT",Ogden
2006-03-01,19.5575760624006,UT,"Ogden-Clearfield, UT",Ogden
2006-04-01,19.630456462264,UT,"Ogden-Clearfield, UT",Ogden
2006-05-01,19.808181751476603,UT,"Ogden-Clearfield, UT",Ogden
2006-06-01,19.929068364399,UT,"Ogden-Clearfield, UT",Ogden
2006-07-01,20.0765966846875,UT,"Ogden-Clearfield, UT",Ogden
2006-08-01,20.3220025331539,UT,"Ogden-Clearfield, UT",Ogden
2006-09-01,19.5312272859971,UT,"Ogden-Clearfield, UT",Ogden
2006-10-01,19.5099356800436,UT,"Ogden-Clearfield, UT",Ogden
2006-11-01,19.546651980577,UT,"Ogden-Clearfield, UT",Ogden
2006-12-01,19.3134921554323,UT,"Ogden-Clearfield, UT",Ogden
2007-01-01,19.528694170529302,UT,"Ogden-Clearfield, UT",Ogden
2007-02-01,19.593306775364898,UT,"Ogden-Clearfield, UT",Ogden
2007-03-01,19.487374297738,UT,"Ogden-Clearfield, UT",Ogden
2007-04-01,19.2605543331398,UT,"Ogden-Clearfield, UT",Ogden
2007-05-01,19.477087902532002,UT,"Ogden-Clearfield, UT",Ogden
2007-06-01,19.503688763455898,UT,"Ogden-Clearfield, UT",Ogden
2007-07-01,19.3762280949902,UT,"Ogden-Clearfield, UT",Ogden
2007-08-01,19.3572601611263,UT,"Ogden-Clearfield, UT",Ogden
2007-09-01,19.2783221902723,UT,"Ogden-Clearfield, UT",Ogden
2007-10-01,19.1589975260063,UT,"Ogden-Clearfield, UT",Ogden
2007-11-01,19.1661266980383,UT,"Ogden-Clearfield, UT",Ogden
2007-12-01,19.1357170378245,UT,"Ogden-Clearfield, UT",Ogden
2008-01-01,19.1555802719482,UT,"Ogden-Clearfield, UT",Ogden
2008-02-01,19.0800651684525,UT,"Ogden-Clearfield, UT",Ogden
2008-03-01,19.196517488658603,UT,"Ogden-Clearfield, UT",Ogden
2008-04-01,19.079864680962,UT,"Ogden-Clearfield, UT",Ogden
2008-05-01,19.0377600464933,UT,"Ogden-Clearfield, UT",Ogden
2008-06-01,18.792425843092502,UT,"Ogden-Clearfield, UT",Ogden
2008-07-01,19.0133052711076,UT,"Ogden-Clearfield, UT",Ogden
2008-08-01,19.031879218178197,UT,"Ogden-Clearfield, UT",Ogden
2008-09-01,19.026733745605398,UT,"Ogden-Clearfield, UT",Ogden
2008-10-01,19.2007880681612,UT,"Ogden-Clearfield, UT",Ogden
2008-11-01,19.18035192505,UT,"Ogden-Clearfield, UT",Ogden
2008-12-01,19.1263809791506,UT,"Ogden-Clearfield, UT",Ogden
2009-01-01,19.156962057167302,UT,"Ogden-Clearfield, UT",Ogden
2009-02-01,19.1537069425361,UT,"Ogden-Clearfield, UT",Ogden
2009-03-01,19.0228386074333,UT,"Ogden-Clearfield, UT",Ogden
2009-04-01,19.316186577911,UT,"Ogden-Clearfield, UT",Ogden
2009-05-01,19.306285719877998,UT,"Ogden-Clearfield, UT",Ogden
2009-06-01,19.3954117739202,UT,"Ogden-Clearfield, UT",Ogden
2009-07-01,19.459914656585102,UT,"Ogden-Clearfield, UT",Ogden
2009-08-01,19.386583091086,UT,"Ogden-Clearfield, UT",Ogden
2009-09-01,19.4521799501235,UT,"Ogden-Clearfield, UT",Ogden
2009-10-01,19.5807418747764,UT,"Ogden-Clearfield, UT",Ogden
2009-11-01,19.5923519818108,UT,"Ogden-Clearfield, UT",Ogden
2009-12-01,19.6884477344627,UT,"Ogden-Clearfield, UT",Ogden
2010-01-01,19.644914271024398,UT,"Ogden-Clearfield, UT",Ogden
2010-02-01,19.828629567668198,UT,"Ogden-Clearfield, UT",Ogden
2010-03-01,19.727089849573602,UT,"Ogden-Clearfield, UT",Ogden
2010-04-01,19.80224512767,UT,"Ogden-Clearfield, UT",Ogden
2010-05-01,20.4941281812259,UT,"Ogden-Clearfield, UT",Ogden
2010-06-01,20.4163802011283,UT,"Ogden-Clearfield, UT",Ogden
2010-07-01,20.2107750736729,UT,"Ogden-Clearfield, UT",Ogden
2010-08-01,20.197356385493897,UT,"Ogden-Clearfield, UT",Ogden
2010-09-01,20.251476090474302,UT,"Ogden-Clearfield, UT",Ogden
2010-10-01,20.4864552486085,UT,"Ogden-Clearfield, UT",Ogden
2010-11-01,20.087242312700802,UT,"Ogden-Clearfield, UT",Ogden
2010-12-01,20.0371677871869,UT,"Ogden-Clearfield, UT",Ogden
2011-01-01,20.0228343259,UT,"Ogden-Clearfield, UT",Ogden
2011-02-01,19.827468514450103,UT,"Ogden-Clearfield, UT",Ogden
2011-03-01,19.8099736534632,UT,"Ogden-Clearfield, UT",Ogden
2011-04-01,19.844926995135502,UT,"Ogden-Clearfield, UT",Ogden
2011-05-01,19.820289427440397,UT,"Ogden-Clearfield, UT",Ogden
2011-06-01,19.728379632432603,UT,"Ogden-Clearfield, UT",Ogden
2011-07-01,19.531187678957,UT,"Ogden-Clearfield, UT",Ogden
2011-08-01,19.7741394151377,UT,"Ogden-Clearfield, UT",Ogden
2011-09-01,20.0483672525702,UT,"Ogden-Clearfield, UT",Ogden
2011-10-01,19.6172859738662,UT,"Ogden-Clearfield, UT",Ogden
2011-11-01,19.5551361318572,UT,"Ogden-Clearfield, UT",Ogden
2011-12-01,19.471517468128802,UT,"Ogden-Clearfield, UT",Ogden
2012-01-01,19.510749415528103,UT,"Ogden-Clearfield, UT",Ogden
2012-02-01,19.53554522359,UT,"Ogden-Clearfield, UT",Ogden
2012-03-01,19.5761215132577,UT,"Ogden-Clearfield, UT",Ogden
2012-04-01,19.4308917610918,UT,"Ogden-Clearfield, UT",Ogden
2012-05-01,19.0779708000672,UT,"Ogden-Clearfield, UT",Ogden
2012-06-01,19.1279311689077,UT,"Ogden-Clearfield, UT",Ogden
2012-07-01,19.142556797018102,UT,"Ogden-Clearfield, UT",Ogden
2012-08-01,19.1329865542479,UT,"Ogden-Clearfield, UT",Ogden
2012-09-01,19.046111729236102,UT,"Ogden-Clearfield, UT",Ogden
2012-10-01,19.039233301503998,UT,"Ogden-Clearfield, UT",Ogden
2012-11-01,18.909145263927396,UT,"Ogden-Clearfield, UT",Ogden
2012-12-01,18.8921259640662,UT,"Ogden-Clearfield, UT",Ogden
2013-01-01,18.7785748270584,UT,"Ogden-Clearfield, UT",Ogden
2013-02-01,18.8673803124309,UT,"Ogden-Clearfield, UT",Ogden
2013-03-01,18.871625620890697,UT,"Ogden-Clearfield, UT",Ogden
2013-04-01,18.746786409080396,UT,"Ogden-Clearfield, UT",Ogden
2013-05-01,18.8442818182871,UT,"Ogden-Clearfield, UT",Ogden
2013-06-01,19.0018729633252,UT,"Ogden-Clearfield, UT",Ogden
2013-07-01,18.843924540550603,UT,"Ogden-Clearfield, UT",Ogden
2013-08-01,18.6975543719972,UT,"Ogden-Clearfield, UT",Ogden
2013-09-01,18.7369327656583,UT,"Ogden-Clearfield, UT",Ogden
2013-10-01,18.5424708997823,UT,"Ogden-Clearfield, UT",Ogden
2013-11-01,18.761887886833,UT,"Ogden-Clearfield, UT",Ogden
2013-12-01,18.7203658567668,UT,"Ogden-Clearfield, UT",Ogden
2014-01-01,18.623475055036103,UT,"Ogden-Clearfield, UT",Ogden
2014-02-01,18.6092832519472,UT,"Ogden-Clearfield, UT",Ogden
2014-03-01,18.611542573944103,UT,"Ogden-Clearfield, UT",Ogden
2014-04-01,18.647843376654603,UT,"Ogden-Clearfield, UT",Ogden
2014-05-01,18.608044324997397,UT,"Ogden-Clearfield, UT",Ogden
2014-06-01,18.592219542314,UT,"Ogden-Clearfield, UT",Ogden
2014-07-01,18.345116062414398,UT,"Ogden-Clearfield, UT",Ogden
2014-08-01,18.6369216229528,UT,"Ogden-Clearfield, UT",Ogden
2014-09-01,18.513986502532898,UT,"Ogden-Clearfield, UT",Ogden
2014-10-01,18.4180027509057,UT,"Ogden-Clearfield, UT",Ogden
2014-11-01,18.4538843619473,UT,"Ogden-Clearfield, UT",Ogden
2014-12-01,18.464284829044498,UT,"Ogden-Clearfield, UT",Ogden
2015-01-01,18.5628160947175,UT,"Ogden-Clearfield, UT",Ogden
2015-02-01,18.4543059759953,UT,"Ogden-Clearfield, UT",Ogden
2015-03-01,18.4693710655477,UT,"Ogden-Clearfield, UT",Ogden
2015-04-01,18.4356458839914,UT,"Ogden-Clearfield, UT",Ogden
2015-05-01,18.451180821675102,UT,"Ogden-Clearfield, UT",Ogden
2015-06-01,18.488745478578,UT,"Ogden-Clearfield, UT",Ogden
2015-07-01,18.4276920215579,UT,"Ogden-Clearfield, UT",Ogden
2015-08-01,18.484093824472698,UT,"Ogden-Clearfield, UT",Ogden
2015-09-01,18.585073488849602,UT,"Ogden-Clearfield, UT",Ogden
2015-10-01,18.7743776988249,UT,"Ogden-Clearfield, UT",Ogden
2015-11-01,18.7781729843402,UT,"Ogden-Clearfield, UT",Ogden
2015-12-01,18.728117093415197,UT,"Ogden-Clearfield, UT",Ogden
2016-01-01,18.837054966875602,UT,"Ogden-Clearfield, UT",Ogden
2016-02-01,18.785437255513,UT,"Ogden-Clearfield, UT",Ogden
2016-03-01,18.830936260574802,UT,"Ogden-Clearfield, UT",Ogden
2016-04-01,18.8798714980173,UT,"Ogden-Clearfield, UT",Ogden
2016-05-01,18.9805494269413,UT,"Ogden-Clearfield, UT",Ogden
2016-06-01,19.0960375473254,UT,"Ogden-Clearfield, UT",Ogden
2016-07-01,19.4807820037037,UT,"Ogden-Clearfield, UT",Ogden
2016-08-01,19.4274520414407,UT,"Ogden-Clearfield, UT",Ogden
2016-09-01,19.961957499239197,UT,"Ogden-Clearfield, UT",Ogden
2016-10-01,19.4449293611537,UT,"Ogden-Clearfield, UT",Ogden
2016-11-01,19.4239273148106,UT,"Ogden-Clearfield, UT",Ogden
2016-12-01,19.5048152674473,UT,"Ogden-Clearfield, UT",Ogden
2017-01-01,19.4620317602313,UT,"Ogden-Clearfield, UT",Ogden
2017-02-01,19.5027651899196,UT,"Ogden-Clearfield, UT",Ogden
2017-03-01,19.4779521376975,UT,"Ogden-Clearfield, UT",Ogden
2017-04-01,19.396025240110898,UT,"Ogden-Clearfield, UT",Ogden
2017-05-01,19.3821772304766,UT,"Ogden-Clearfield, UT",Ogden
2017-06-01,19.2782023768665,UT,"Ogden-Clearfield, UT",Ogden
2017-07-01,19.2337432340396,UT,"Ogden-Clearfield, UT",Ogden
2017-08-01,19.2057450398632,UT,"Ogden-Clearfield, UT",Ogden
2017-09-01,19.136338974233,UT,"Ogden-Clearfield, UT",Ogden
2017-10-01,18.9202260180974,UT,"Ogden-Clearfield, UT",Ogden
2017-11-01,19.0565465432137,UT,"Ogden-Clearfield, UT",Ogden
2017-12-01,19.209202053686898,UT,"Ogden-Clearfield, UT",Ogden
2018-01-01,19.1974389873589,UT,"Ogden-Clearfield, UT",Ogden
2018-02-01,19.2390112556255,UT,"Ogden-Clearfield, UT",Ogden
2018-03-01,19.228991034626,UT,"Ogden-Clearfield, UT",Ogden
2018-04-01,19.2844853791717,UT,"Ogden-Clearfield, UT",Ogden
2018-05-01,19.273579798009,UT,"Ogden-Clearfield, UT",Ogden
2018-06-01,19.347779988427998,UT,"Ogden-Clearfield, UT",Ogden
2018-07-01,19.3875264856623,UT,"Ogden-Clearfield, UT",Ogden
2018-08-01,19.1834361824877,UT,"Ogden-Clearfield, UT",Ogden
2018-09-01,19.3025054823005,UT,"Ogden-Clearfield, UT",Ogden
2018-10-01,19.395366162182103,UT,"Ogden-Clearfield, UT",Ogden
2018-11-01,19.575656298423397,UT,"Ogden-Clearfield, UT",Ogden
2018-12-01,19.6412399630415,UT,"Ogden-Clearfield, UT",Ogden
2019-01-01,19.6367075780334,UT,"Ogden-Clearfield, UT",Ogden
2019-02-01,19.903716290638897,UT,"Ogden-Clearfield, UT",Ogden
2019-03-01,19.9746401031809,UT,"Ogden-Clearfield, UT",Ogden
2019-04-01,20.065937621470198,UT,"Ogden-Clearfield, UT",Ogden
2019-05-01,20.1484007084508,UT,"Ogden-Clearfield, UT",Ogden
2019-06-01,20.208263539470398,UT,"Ogden-Clearfield, UT",Ogden
2019-07-01,20.266602400031896,UT,"Ogden-Clearfield, UT",Ogden
2019-08-01,20.3553453999003,UT,"Ogden-Clearfield, UT",Ogden
2019-09-01,20.5551186521391,UT,"Ogden-Clearfield, UT",Ogden
2019-10-01,20.6557503963021,UT,"Ogden-Clearfield, UT",Ogden
2019-11-01,20.798314818526002,UT,"Ogden-Clearfield, UT",Ogden
2019-12-01,20.8858506044666,UT,"Ogden-Clearfield, UT",Ogden
2020-01-01,21.0571691022557,UT,"Ogden-Clearfield, UT",Ogden
2020-02-01,20.995606879958398,UT,"Ogden-Clearfield, UT",Ogden
2020-03-01,21.2184980664077,UT,"Ogden-Clearfield, UT",Ogden
2020-04-01,21.3432774205386,UT,"Ogden-Clearfield, UT",Ogden
2020-05-01,21.5269183677426,UT,"Ogden-Clearfield, UT",Ogden
2020-06-01,21.676277064905502,UT,"Ogden-Clearfield, UT",Ogden
2020-07-01,21.846321436768605,UT,"Ogden-Clearfield, UT",Ogden
2020-08-01,22.109800913322,UT,"Ogden-Clearfield, UT",Ogden
2020-09-01,22.1193176056814,UT,"Ogden-Clearfield, UT",Ogden
2020-10-01,22.2213828111549,UT,"Ogden-Clearfield, UT",Ogden
2020-11-01,22.224450416806302,UT,"Ogden-Clearfield, UT",Ogden
2020-12-01,22.1187980486663,UT,"Ogden-Clearfield, UT",Ogden
2021-01-01,22.1815494043137,UT,"Ogden-Clearfield, UT",Ogden
2021-02-01,22.4714983829851,UT,"Ogden-Clearfield, UT",Ogden
2021-03-01,22.744173237218103,UT,"Ogden-Clearfield, UT",Ogden
2021-04-01,23.0198636640059,UT,"Ogden-Clearfield, UT",Ogden
2021-05-01,23.1087642134382,UT,"Ogden-Clearfield, UT",Ogden
2021-06-01,23.255162543889497,UT,"Ogden-Clearfield, UT",Ogden
2021-07-01,23.338543083045803,UT,"Ogden-Clearfield, UT",Ogden
2021-08-01,23.470321185553104,UT,"Ogden-Clearfield, UT",Ogden
2021-09-01,23.5025193710685,UT,"Ogden-Clearfield, UT",Ogden
