date,All Employees: Government: Federal Government,state,msa,city
2012-12-01,27.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-01-01,27.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-02-01,27.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-03-01,27.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-04-01,27.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-05-01,27.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-06-01,27.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-07-01,27.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-08-01,27.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-09-01,27.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-10-01,27.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-11-01,27.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-12-01,27.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-01-01,27.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-02-01,27.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-03-01,27.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-04-01,27.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-05-01,27.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-06-01,27.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-07-01,27.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-08-01,27.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-09-01,27.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-10-01,27.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-11-01,27.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-12-01,28.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-01-01,27.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-02-01,27.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-03-01,27.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-04-01,27.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-05-01,27.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-06-01,27.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-07-01,28.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-08-01,27.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-09-01,27.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-10-01,27.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-11-01,27.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-12-01,28.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-01-01,27.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-02-01,28.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-03-01,28.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-04-01,28.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-05-01,28.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-06-01,28.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-07-01,28.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-08-01,28.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-09-01,28.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-10-01,28.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-11-01,28.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-12-01,29.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-01-01,28.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-02-01,28.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-03-01,28.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-04-01,28.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-05-01,28.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-06-01,28.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-07-01,28.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-08-01,28.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-09-01,28.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-10-01,29.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-11-01,29.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-12-01,29.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-01-01,29.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-02-01,29.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-03-01,28.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-04-01,28.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-05-01,28.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-06-01,28.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-07-01,29.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-08-01,29.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-09-01,29.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-10-01,29.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-11-01,29.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-12-01,29.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-01-01,29.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-02-01,29.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-03-01,29.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-04-01,29.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-05-01,29.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-06-01,29.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-07-01,30.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-08-01,30.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-09-01,30.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-10-01,30.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-11-01,30.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-12-01,30.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-01-01,30.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-02-01,30.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-03-01,30.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-04-01,30.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-05-01,30.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-06-01,30.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-07-01,31.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-08-01,35.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-09-01,36.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-10-01,32.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-11-01,31.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-12-01,31.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-01-01,30.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-02-01,30.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-03-01,30.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-04-01,30.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-05-01,30.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-06-01,30.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-07-01,30.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-08-01,31.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-09-01,31.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-10-01,31.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1990-01-01,27.164830934015,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1990-02-01,27.2079600893257,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1990-03-01,27.4715149797441,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1990-04-01,27.8093724742915,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1990-05-01,30.832152757065,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1990-06-01,29.4545272139896,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1990-07-01,29.4171041192571,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1990-08-01,27.657510376564698,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1990-09-01,27.443856621552897,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1990-10-01,27.434003344924804,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1990-11-01,27.534322651071,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1990-12-01,27.538222596378898,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-01-01,27.6676616921837,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-02-01,27.7033476294549,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-03-01,27.8629146856332,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-04-01,28.0038434455793,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-05-01,28.1447637223226,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-06-01,28.168022050089398,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-07-01,28.1391647388378,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-08-01,28.063905712266198,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-09-01,28.0409115849723,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-10-01,28.2515666689985,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-11-01,28.2429692603471,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-12-01,28.215625149114498,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-01-01,28.257511789596897,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-02-01,28.193113915155397,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-03-01,28.044674272994598,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-04-01,28.0038333875255,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-05-01,27.863144844183502,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-06-01,27.887209453959304,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-07-01,27.962495851580602,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-08-01,27.969596011900396,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-09-01,28.416961036973902,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-10-01,27.962533760928398,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-11-01,27.7470083092713,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-12-01,27.5061134085653,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-01-01,27.549830369903102,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-02-01,27.4789282094033,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-03-01,27.420198327547997,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-04-01,27.297244913105,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-05-01,27.286781788958397,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-06-01,27.3180418941625,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-07-01,27.403972087295298,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-08-01,27.368538191122102,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-09-01,27.472233247066303,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-10-01,27.373324415665003,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-11-01,27.347513040995103,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-12-01,27.378915860169602,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-01-01,27.2421080154003,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-02-01,27.2622528568441,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-03-01,27.190293906959,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-04-01,27.206952064617802,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-05-01,27.214066952124902,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-06-01,26.963373264036104,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-07-01,26.546994537274603,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-08-01,26.4654612715731,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-09-01,26.3239129114961,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-10-01,26.2663305045715,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-11-01,26.3411068421125,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-12-01,26.6481959766675,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-01-01,26.4450770099299,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-02-01,26.3420755098167,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-03-01,26.365521907901,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-04-01,26.3180365308497,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-05-01,26.4370439278397,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-06-01,26.412574672434303,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-07-01,26.502969337813898,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-08-01,26.4697442000111,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-09-01,26.3898534121078,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-10-01,26.2461705791113,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-11-01,26.231476397571303,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-12-01,26.1070639693481,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-01-01,26.143538073054,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-02-01,26.0259318248683,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-03-01,26.3562458619771,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-04-01,26.5362759527383,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-05-01,26.5587473230511,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-06-01,26.666201582741603,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-07-01,26.646413620530602,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-08-01,26.772035382544697,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-09-01,26.864354984432303,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-10-01,26.8050423058394,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-11-01,26.9247038093084,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-12-01,26.9545952591948,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-01-01,26.960352119121104,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-02-01,27.0264686102345,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-03-01,27.2476940547143,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-04-01,26.8363655191887,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-05-01,26.870701122729102,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-06-01,26.7976086334418,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-07-01,26.992984808137496,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-08-01,26.9702405952893,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-09-01,26.9462501637673,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-10-01,27.062060015259398,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-11-01,27.0223419914863,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-12-01,27.1377845508597,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-01-01,27.277040876923103,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-02-01,27.1312346999726,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-03-01,27.0512164001941,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-04-01,26.835448337109103,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-05-01,26.9684258233457,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-06-01,27.0069391921671,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-07-01,27.1068750953518,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-08-01,27.2554985902305,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-09-01,27.6392759156266,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-10-01,27.834702383000497,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-11-01,28.134726498177198,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-12-01,28.0429638099782,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-01-01,27.801231868023702,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-02-01,27.756074048583397,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-03-01,27.5486252091045,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-04-01,27.723386419966,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-05-01,27.548648409728102,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-06-01,27.481655781986,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-07-01,27.6089876138276,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-08-01,27.641054018962496,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-09-01,27.636899263175398,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-10-01,27.7264617490803,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-11-01,27.7339414929429,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-12-01,27.8088415480038,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-01-01,27.7109855961843,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-02-01,27.8819280476352,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-03-01,28.263442323968,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-04-01,29.1102467756748,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-05-01,35.2273279735532,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-06-01,31.0444515856685,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-07-01,30.5827857474654,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-08-01,27.9180833306671,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-09-01,27.635686798194605,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-10-01,27.4251510356737,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-11-01,27.423576388633197,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-12-01,27.5104678473179,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-01-01,27.517334158390103,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-02-01,27.5142559893783,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-03-01,27.377224679917397,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-04-01,27.2945433608499,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-05-01,27.4015506105017,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-06-01,27.2146202841183,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-07-01,27.9383975047224,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-08-01,27.796115552579302,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-09-01,27.6252079141686,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-10-01,27.4296041148171,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-11-01,27.3006600087548,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-12-01,26.9170982723031,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-01-01,27.1107078648316,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-02-01,26.9266963358702,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-03-01,26.997372867472,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-04-01,26.896580186299,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-05-01,26.9022201127946,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-06-01,27.204616085605302,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-07-01,26.992254124440603,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-08-01,26.9829737564962,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-09-01,27.006396456156,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-10-01,28.1161057222049,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-11-01,28.1650935381222,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-12-01,27.8885202714417,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-01-01,28.0005199960118,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-02-01,28.042822516130098,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-03-01,27.917964240335998,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-04-01,28.118329396791,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-05-01,28.0306772344458,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-06-01,27.812229960306603,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-07-01,27.753776218386896,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-08-01,27.681483396174002,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-09-01,27.673422603166898,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-10-01,27.783385935023603,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-11-01,27.7129005917741,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-12-01,27.5460735068575,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-01-01,27.781807841357697,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-02-01,27.7491926469195,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-03-01,27.549816765802397,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-04-01,27.742085084282998,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-05-01,27.659500376665896,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-06-01,27.744741919218303,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-07-01,27.7183662514432,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-08-01,27.7883717414534,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-09-01,27.740902580283603,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-10-01,27.644120945999102,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-11-01,27.670841726979898,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-12-01,27.684558206388502,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-01-01,27.662921990118104,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-02-01,27.75482442312,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-03-01,27.9702574468796,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-04-01,27.9678477144273,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-05-01,27.986092627238303,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-06-01,27.9712383251458,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-07-01,27.982212418084803,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-08-01,27.988392394194697,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-09-01,28.027350962682,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-10-01,28.0156800213023,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-11-01,28.0619480937045,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-12-01,28.020512418516603,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-01-01,27.9417061407405,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-02-01,27.9510988919646,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-03-01,27.8682373891887,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-04-01,27.875491313703105,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-05-01,27.8825308137963,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-06-01,28.1070780462135,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-07-01,28.1478428126271,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-08-01,28.197749598987304,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-09-01,28.332454033779804,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-10-01,28.397277955590702,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-11-01,28.4835228384816,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-12-01,28.4570758070927,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-01-01,28.415951823449397,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-02-01,28.2410923733839,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-03-01,28.151347862126897,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-04-01,28.2654031693862,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-05-01,28.3650550506467,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-06-01,28.336773398672598,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-07-01,28.2191720522249,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-08-01,28.711167994906898,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-09-01,28.654361278006302,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-10-01,28.5899941536942,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-11-01,28.7211150977005,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-12-01,28.6964857930023,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2008-01-01,28.793801592569498,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2008-02-01,28.929385757012,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2008-03-01,28.9308004076105,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2008-04-01,28.828440074021103,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
