date,Housing Inventory: Pending Listing Count,state,msa,city,title,id,frequency,seasonal_adjustment
2020-07-01,16437.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOU19100,Monthly,Not Seasonally Adjusted
2020-08-01,15695.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOU19100,Monthly,Not Seasonally Adjusted
2020-09-01,15322.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOU19100,Monthly,Not Seasonally Adjusted
2020-10-01,14624.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOU19100,Monthly,Not Seasonally Adjusted
2020-11-01,13679.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOU19100,Monthly,Not Seasonally Adjusted
2020-12-01,12310.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOU19100,Monthly,Not Seasonally Adjusted
2021-01-01,10639.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOU19100,Monthly,Not Seasonally Adjusted
2021-02-01,12844.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOU19100,Monthly,Not Seasonally Adjusted
2021-03-01,12848.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOU19100,Monthly,Not Seasonally Adjusted
2021-04-01,14397.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOU19100,Monthly,Not Seasonally Adjusted
2021-05-01,14756.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOU19100,Monthly,Not Seasonally Adjusted
2021-06-01,14505.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOU19100,Monthly,Not Seasonally Adjusted
2021-07-01,14289.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOU19100,Monthly,Not Seasonally Adjusted
2021-08-01,14538.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOU19100,Monthly,Not Seasonally Adjusted
2021-09-01,14292.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOU19100,Monthly,Not Seasonally Adjusted
2021-10-01,13731.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOU19100,Monthly,Not Seasonally Adjusted
2021-11-01,13808.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOU19100,Monthly,Not Seasonally Adjusted
2016-07-01,263.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2016-08-01,317.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2016-09-01,294.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2016-10-01,249.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2016-11-01,200.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2016-12-01,171.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2017-01-01,149.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2017-02-01,156.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2017-03-01,158.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2017-04-01,207.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2017-05-01,218.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2017-06-01,225.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2017-07-01,260.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2017-08-01,269.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2017-09-01,261.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2017-10-01,221.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2017-11-01,205.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2017-12-01,174.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2018-01-01,135.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2018-02-01,156.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2018-03-01,184.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2018-04-01,215.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2018-05-01,305.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2018-06-01,330.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2018-07-01,332.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2018-08-01,333.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2018-09-01,1758.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2018-10-01,1530.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2018-11-01,1430.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2018-12-01,1218.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2019-01-01,1064.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2019-02-01,1222.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2019-03-01,1355.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2019-04-01,1526.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2019-05-01,1666.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2019-06-01,1692.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2019-07-01,1680.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2019-08-01,2109.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2019-09-01,2247.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2019-10-01,1478.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2019-11-01,1379.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2019-12-01,1064.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2020-01-01,987.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2020-02-01,1106.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2020-03-01,1493.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2020-04-01,1167.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2020-05-01,1587.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2020-06-01,2792.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2020-07-01,3118.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2020-08-01,3179.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2020-09-01,3120.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2020-10-01,2910.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2020-11-01,2443.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2020-12-01,2026.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2021-01-01,1734.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2021-02-01,1748.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2021-03-01,1816.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2021-04-01,2049.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2021-05-01,2192.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2021-06-01,2428.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2021-07-01,2378.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2021-08-01,2468.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2021-09-01,2524.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2021-10-01,2369.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2021-11-01,2223.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOU19820,Monthly,Not Seasonally Adjusted
2016-07-01,434.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2016-08-01,394.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2016-09-01,359.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2016-10-01,363.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2016-11-01,327.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2016-12-01,320.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2017-01-01,275.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2017-02-01,359.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2017-03-01,400.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2017-04-01,369.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2017-05-01,447.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2017-06-01,426.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2017-07-01,389.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2017-08-01,401.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2017-09-01,381.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2017-10-01,351.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2017-11-01,327.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2017-12-01,329.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2018-01-01,295.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2018-02-01,322.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2018-03-01,421.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2018-04-01,821.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2018-05-01,880.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2018-06-01,828.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2018-07-01,736.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2018-08-01,668.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2018-09-01,669.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2018-10-01,589.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2018-11-01,619.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2018-12-01,494.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2019-01-01,512.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2019-02-01,625.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2019-03-01,750.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2019-04-01,808.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2019-05-01,868.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2019-06-01,844.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2019-07-01,862.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2019-08-01,859.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2019-09-01,844.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2019-10-01,767.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2019-11-01,614.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2019-12-01,496.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2020-01-01,494.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2020-02-01,711.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2020-03-01,798.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2020-04-01,687.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2020-05-01,806.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2020-06-01,980.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2020-07-01,977.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2020-08-01,1025.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2020-09-01,1019.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2020-10-01,1006.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2020-11-01,985.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
2020-12-01,865.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count in Gainesville, GA (CBSA)",PENLISCOU23580,Monthly,Not Seasonally Adjusted
