date,"All Employees: Professional, Scientific, and Technical Services",state,msa,city,title,id,frequency,seasonal_adjustment
2003-09-01,594.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2003-10-01,595.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2003-11-01,595.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2003-12-01,595.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2004-01-01,593.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2004-02-01,595.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2004-03-01,597.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2004-04-01,597.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2004-05-01,598.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2004-06-01,598.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2004-07-01,599.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2004-08-01,600.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2004-09-01,601.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2004-10-01,602.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2004-11-01,604.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2004-12-01,606.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2005-01-01,606.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2005-02-01,604.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2005-03-01,605.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2005-04-01,611.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2005-05-01,610.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2005-06-01,611.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2005-07-01,616.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2005-08-01,619.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2005-09-01,621.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2005-10-01,621.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2005-11-01,622.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2005-12-01,625.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2006-01-01,628,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2006-02-01,630.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2006-03-01,634.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2006-04-01,636.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2006-05-01,639.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2006-06-01,642.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2006-07-01,643.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2006-08-01,645,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2006-09-01,646.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2006-10-01,646.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2006-11-01,651.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2006-12-01,653.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2007-01-01,656.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2007-02-01,659,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2007-03-01,659.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2007-04-01,660.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2007-05-01,663.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2007-06-01,666,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2007-07-01,667.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2007-08-01,669.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2007-09-01,667.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2007-10-01,673.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2007-11-01,673.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2007-12-01,675.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2008-01-01,676.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2008-02-01,679,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2008-03-01,676.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2008-04-01,679.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2008-05-01,679.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2008-06-01,678.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2008-07-01,681.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2008-08-01,679.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2008-09-01,678.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2008-10-01,674.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2008-11-01,671.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2008-12-01,669.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2009-01-01,661.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2009-02-01,657.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2009-03-01,652.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2009-04-01,644.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2009-05-01,640.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2009-06-01,636.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2009-07-01,631.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2009-08-01,627.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2009-09-01,628.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2009-10-01,628.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2009-11-01,630.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2009-12-01,629.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2010-01-01,631.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2010-02-01,631.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2010-03-01,633.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2010-04-01,635.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2010-05-01,635.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2010-06-01,635.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2010-07-01,636.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2010-08-01,637.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2010-09-01,638.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2010-10-01,640.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2010-11-01,642.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2010-12-01,643.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2011-01-01,647.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2011-02-01,650.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2011-03-01,651.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2011-04-01,657.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2011-05-01,657.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2011-06-01,660.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2011-07-01,662.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2011-08-01,664.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2011-09-01,665.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2011-10-01,665.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2011-11-01,671.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2011-12-01,671.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2012-01-01,673.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2012-02-01,675.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2012-03-01,677.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
2012-04-01,678.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
