date,"All Employees: Professional, Scientific, and Technical Services",state,msa,city,title,id,frequency,seasonal_adjustment
1990-01-01,4.1,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
1991-01-01,4.0,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
1992-01-01,4.0,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
1993-01-01,4.0,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
1994-01-01,4.3,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
1995-01-01,4.5,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
1996-01-01,4.6,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
1997-01-01,4.9,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
1998-01-01,5.3,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
1999-01-01,5.9,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2000-01-01,6.3,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2001-01-01,6.3,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2002-01-01,6.3,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2003-01-01,6.2,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2004-01-01,6.2,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2005-01-01,6.2,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2006-01-01,6.4,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2007-01-01,6.6,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2008-01-01,6.7,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2009-01-01,6.7,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2010-01-01,7.2,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2011-01-01,7.5,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2012-01-01,7.7,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2013-01-01,7.7,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2014-01-01,7.7,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2015-01-01,8.1,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2016-01-01,8.3,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2017-01-01,8.3,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2018-01-01,8.4,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2019-01-01,8.7,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
2020-01-01,8.8,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Professional, Scientific, and Technical Services in Burlington-South Burlington, VT (NECTA)",SMU50724006054000001A,Annual,Not Seasonally Adjusted
1990-01-01,35.5,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
1991-01-01,35.7,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
1992-01-01,36.4,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
1993-01-01,36.6,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
1994-01-01,37.9,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
1995-01-01,40.1,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
1996-01-01,42.0,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
1997-01-01,44.4,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
1998-01-01,46.6,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
1999-01-01,48.5,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2000-01-01,50.9,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2001-01-01,50.7,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2002-01-01,49.9,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2003-01-01,51.0,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2004-01-01,50.8,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2005-01-01,52.5,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2006-01-01,53.4,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2007-01-01,54.7,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2008-01-01,55.6,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2009-01-01,53.3,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2010-01-01,53.4,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2011-01-01,55.6,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2012-01-01,57.2,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2013-01-01,58.0,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2014-01-01,59.5,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2015-01-01,61.2,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2016-01-01,62.3,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2017-01-01,63.2,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2018-01-01,64.1,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2019-01-01,64.6,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
2020-01-01,62.4,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Professional, Scientific, and Technical Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406054000001A,Annual,Not Seasonally Adjusted
1990-01-01,92.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
1991-01-01,92.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
1992-01-01,93.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
1993-01-01,99.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
1994-01-01,104.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
1995-01-01,111.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
1996-01-01,122.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
1997-01-01,135.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
1998-01-01,144.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
1999-01-01,154.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2000-01-01,166.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2001-01-01,168.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2002-01-01,156.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2003-01-01,153.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2004-01-01,159.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2005-01-01,168.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2006-01-01,177.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2007-01-01,189.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2008-01-01,197.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2009-01-01,190.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2010-01-01,190.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2011-01-01,197.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2012-01-01,207.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2013-01-01,212.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2014-01-01,223.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2015-01-01,238.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2016-01-01,251.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2017-01-01,258.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2018-01-01,270.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2019-01-01,287.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
2020-01-01,293.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Professional, Scientific, and Technical Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006054000001A,Annual,Not Seasonally Adjusted
1990-01-01,164.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
1991-01-01,162.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
1992-01-01,158.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
1993-01-01,158.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
1994-01-01,164.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
1995-01-01,172.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
1996-01-01,178.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
1997-01-01,179.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
1998-01-01,178.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
1999-01-01,178.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2000-01-01,184.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2001-01-01,180.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2002-01-01,178.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2003-01-01,174.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2004-01-01,174.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2005-01-01,176.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2006-01-01,174.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2007-01-01,171.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2008-01-01,170.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2009-01-01,152.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2010-01-01,156.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2011-01-01,166.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2012-01-01,176.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2013-01-01,182.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2014-01-01,189.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2015-01-01,193.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2016-01-01,199.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2017-01-01,205.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2018-01-01,207.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2019-01-01,205.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
2020-01-01,193.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Professional, Scientific, and Technical Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206054000001A,Annual,Not Seasonally Adjusted
1990-01-01,101.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
1991-01-01,108.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
