date,Housing Inventory: Price Reduced Count,state,msa,city
2016-07-01,15004.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-08-01,13944.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-09-01,15280.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-10-01,13812.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-11-01,11752.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-12-01,6852.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-01-01,8728.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-02-01,9028.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-03-01,10652.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-04-01,12324.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-05-01,14692.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-06-01,16020.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-07-01,14884.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-08-01,14964.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-09-01,14616.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-10-01,14868.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-11-01,11732.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-12-01,6972.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-01-01,8632.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-02-01,9204.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-03-01,9844.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-04-01,13588.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-05-01,15640.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-06-01,18928.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-07-01,18624.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-08-01,16540.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-09-01,18840.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-10-01,19748.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-11-01,15492.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-12-01,9492.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-01-01,11092.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-02-01,11152.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-03-01,13364.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-04-01,16328.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-05-01,19476.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-06-01,20972.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-07-01,19296.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-08-01,19864.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-09-01,20504.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-10-01,17372.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-11-01,15240.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-12-01,7120.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-01-01,10188.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-02-01,10280.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-03-01,9060.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-04-01,4208.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-05-01,6676.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-06-01,8772.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-07-01,12584.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-08-01,12780.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-09-01,13688.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-10-01,14500.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-11-01,11032.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-12-01,7920.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-01-01,6872.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-02-01,5184.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-03-01,6380.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-04-01,7424.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-05-01,7912.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-06-01,9520.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-07-01,9544.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-08-01,9064.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-09-01,9940.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-10-01,10272.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-11-01,7980.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-07-01,-7.09,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-08-01,0.54,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-09-01,-2.33,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-10-01,1.72,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-11-01,-21.09,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-12-01,-40.57,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-01-01,23.81,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-02-01,6.63,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-03-01,6.95,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-04-01,38.03,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-05-01,15.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-06-01,21.02,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-07-01,-1.61,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-08-01,-11.19,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-09-01,13.91,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-10-01,4.82,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-11-01,-21.55,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-12-01,-38.73,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-01-01,16.86,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-02-01,0.54,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-03-01,19.84,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-04-01,22.18,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-05-01,19.28,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-06-01,7.68,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-07-01,-7.99,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-08-01,2.94,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-09-01,3.22,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-10-01,-15.28,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-11-01,-12.27,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-12-01,-53.28,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-01-01,43.09,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-02-01,0.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-03-01,-11.87,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-04-01,-53.55,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-05-01,58.65,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-06-01,31.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-07-01,43.46,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-08-01,1.56,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-09-01,7.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-10-01,5.93,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-11-01,-23.92,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-12-01,-28.21,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-01-01,-13.23,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-02-01,-24.56,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-03-01,23.07,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-04-01,16.36,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-05-01,6.57,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-06-01,20.32,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-07-01,0.25,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-08-01,-5.03,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-09-01,9.66,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-10-01,3.34,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-11-01,-22.31,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-07-01,-0.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-08-01,7.31,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-09-01,-4.35,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-10-01,7.65,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-11-01,-0.17,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-12-01,1.75,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-01-01,-1.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-02-01,1.95,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-03-01,-7.59,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-04-01,10.26,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-05-01,6.45,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-06-01,18.15,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-07-01,25.13,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-08-01,10.53,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-09-01,28.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-10-01,32.82,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-11-01,32.05,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-12-01,36.14,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-01-01,28.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-02-01,21.16,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-03-01,35.76,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-04-01,20.16,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-05-01,24.53,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-06-01,10.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-07-01,3.61,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-08-01,20.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-09-01,8.83,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-10-01,-12.03,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-11-01,-1.63,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-12-01,-24.99,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-01-01,-8.15,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-02-01,-7.82,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-03-01,-32.21,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-04-01,-74.23,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-05-01,-65.72,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-06-01,-58.17,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-07-01,-34.78,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-08-01,-35.66,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-09-01,-33.24,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-10-01,-16.53,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-11-01,-27.61,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-12-01,11.24,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-01-01,-32.55,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-02-01,-49.57,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-03-01,-29.58,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-04-01,76.43,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-05-01,18.51,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-06-01,8.53,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-07-01,-24.16,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-08-01,-29.08,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-09-01,-27.38,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-10-01,-29.16,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-11-01,-27.66,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-07-01,22680.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2016-08-01,21532.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2016-09-01,21240.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2016-10-01,19000.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2016-11-01,16064.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2016-12-01,11412.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-01-01,10656.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-02-01,12124.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-03-01,14580.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-04-01,16300.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-05-01,19144.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-06-01,21144.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-07-01,21460.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-08-01,20600.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-09-01,19444.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-10-01,18016.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-11-01,15204.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-12-01,10220.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-01-01,9416.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-02-01,10564.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-03-01,13768.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-04-01,15692.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-05-01,18932.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-06-01,21336.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-07-01,21376.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-08-01,20928.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-09-01,20932.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-10-01,19516.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-11-01,15968.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-12-01,11416.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-01-01,9796.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-02-01,10768.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-03-01,11412.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-04-01,11352.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-05-01,12972.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-06-01,14700.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-07-01,15404.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-08-01,15004.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-09-01,14812.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-10-01,13996.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-11-01,9648.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-12-01,5408.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-01-01,6508.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-02-01,7548.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-03-01,7760.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-04-01,5872.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-05-01,7384.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-06-01,8568.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-07-01,9284.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-08-01,8708.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-09-01,8832.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-10-01,8492.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-11-01,6324.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-12-01,3660.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-01-01,3432.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-02-01,2788.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-03-01,3156.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-04-01,3624.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-05-01,4284.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-06-01,5708.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-07-01,6896.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-08-01,7864.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-09-01,7532.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-10-01,7164.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-11-01,5028.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-07-01,1.49,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-08-01,-4.01,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-09-01,-5.61,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-10-01,-7.34,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-11-01,-15.61,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-12-01,-32.78,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-01-01,-7.87,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-02-01,12.19,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-03-01,30.33,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-04-01,13.97,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-05-01,20.65,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-06-01,12.7,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-07-01,0.19,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-08-01,-2.1,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-09-01,0.02,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-10-01,-6.76,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-11-01,-18.18,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-12-01,-28.51,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-01-01,-14.19,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-02-01,9.92,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-03-01,5.98,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-04-01,-0.53,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-05-01,14.27,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-06-01,13.32,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-07-01,4.79,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-08-01,-2.6,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-09-01,-1.28,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-10-01,-5.51,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-11-01,-31.07,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-12-01,-43.95,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-01-01,20.34,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-02-01,15.98,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-03-01,2.81,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-04-01,-24.33,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-05-01,25.75,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-06-01,16.03,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-07-01,8.36,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-08-01,-6.2,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-09-01,1.42,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-10-01,-3.85,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-11-01,-25.53,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-12-01,-42.13,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-01-01,-6.23,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-02-01,-18.76,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-03-01,13.2,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-04-01,14.83,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-05-01,18.21,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-06-01,33.24,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-07-01,20.81,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-08-01,14.04,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-09-01,-4.22,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-10-01,-4.89,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-11-01,-29.82,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-07-01,-5.38,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-08-01,-4.33,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-09-01,-8.46,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-10-01,-5.18,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-11-01,-5.35,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-12-01,-10.45,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-01-01,-11.64,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-02-01,-12.87,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-03-01,-5.57,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-04-01,-3.73,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-05-01,-1.11,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-06-01,0.91,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-07-01,-0.39,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-08-01,1.59,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-09-01,7.65,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-10-01,8.33,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-11-01,5.02,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-12-01,11.7,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-01-01,4.04,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-02-01,1.93,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-03-01,-17.11,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-04-01,-27.66,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-05-01,-31.48,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-06-01,-31.1,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-07-01,-27.94,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-08-01,-28.31,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-09-01,-29.24,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-10-01,-28.28,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-11-01,-39.58,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-12-01,-52.63,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-01-01,-33.56,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-02-01,-29.9,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-03-01,-32.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-04-01,-48.27,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-05-01,-43.08,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
