date,Average Hourly Earnings of All Employees: Total Private,state,msa,city,title,id,frequency,seasonal_adjustment
2008-11-01,19.9040852842163,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2008-12-01,19.7965205017047,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2009-01-01,19.772583328800604,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2009-02-01,19.8537249578233,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2009-03-01,19.5676177708421,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2009-04-01,19.7258199382302,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2009-05-01,18.467623793701602,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2009-06-01,18.9274749530023,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2009-07-01,17.4663895720612,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2009-08-01,16.231138632834803,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2009-09-01,16.919309569282802,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2009-10-01,17.2424679395791,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2009-11-01,17.4400895508822,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2009-12-01,17.217145515430698,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2010-01-01,16.7346187605651,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2010-02-01,17.5791736822232,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2010-03-01,17.5074330006765,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2010-04-01,16.8054819493942,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2010-05-01,17.8189026436335,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2010-06-01,17.805926305805897,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2010-07-01,18.1473824955083,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2010-08-01,18.551451376846,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2010-09-01,18.6764911524935,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2010-10-01,18.554944013515502,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2010-11-01,18.7412301173775,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2010-12-01,18.8678022541545,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2011-01-01,19.0450855743785,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2011-02-01,18.5885101478788,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2011-03-01,19.1640069977057,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2011-04-01,19.020976412107,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2011-05-01,19.4765881168673,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2011-06-01,19.832209962689603,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2011-07-01,22.023062512818303,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2011-08-01,21.819030219910196,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2011-09-01,21.6475711863922,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2011-10-01,21.563276143141,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2011-11-01,22.0446045167872,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2011-12-01,21.798246517993,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2012-01-01,21.9247058435034,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2012-02-01,22.0459748457499,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2012-03-01,21.763255622634397,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2012-04-01,21.442068939168998,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2012-05-01,21.2962247044069,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2012-06-01,21.3516022402817,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2012-07-01,21.8846946376997,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2012-08-01,20.8122223738768,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2012-09-01,21.034765189692603,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2012-10-01,21.264681652329898,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2012-11-01,21.1509495706028,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2012-12-01,21.1998546041442,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2013-01-01,21.3789567248753,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2013-02-01,20.833362512988998,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2013-03-01,20.3115340353513,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2013-04-01,20.2872475675078,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2013-05-01,20.136906564598302,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2013-06-01,19.6086714822942,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2013-07-01,19.478184807269002,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2013-08-01,19.6731522840048,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2013-09-01,19.862068315505603,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2013-10-01,19.5479199891269,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2013-11-01,19.2525078500938,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2013-12-01,19.5558697416823,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2014-01-01,19.2625416621712,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2014-02-01,19.798823772148303,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2014-03-01,19.9099975335673,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2014-04-01,20.5736918282008,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2014-05-01,21.145179638400602,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2014-06-01,20.7543452070814,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2014-07-01,19.879344369913102,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2014-08-01,20.340768640924,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2014-09-01,20.206700993955,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2014-10-01,20.0367049459909,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2014-11-01,20.8591708401146,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2014-12-01,19.94323431761,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2015-01-01,20.0553077695358,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2015-02-01,19.8374229011705,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2015-03-01,20.3431674511205,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2015-04-01,19.8903107810995,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2015-05-01,20.135174044748197,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2015-06-01,19.9569380991735,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2015-07-01,20.2186469715098,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2015-08-01,20.274904751547002,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2015-09-01,20.293659107200998,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2015-10-01,20.6631705662088,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2015-11-01,20.5764699128043,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2015-12-01,21.0742104047614,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
2016-01-01,20.7601827880983,ID,"Lewiston, ID-WA",Lewiston,"Average Hourly Earnings of All Employees: Total Private in Lewiston, ID-WA (MSA)",SMU16303000500000003SA,Monthly,Seasonally Adjusted
