date,All Employees: Financial Activities: Insurance Carriers and Related Activities,state,msa,city
2021-09-01,69.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2021-10-01,69.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-01-01,96.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-01-01,91.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-01-01,88.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-01-01,85.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-01-01,84.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-01-01,82.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-01-01,81.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-01-01,82.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-01-01,82.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-01-01,84.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-01-01,83.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-01-01,85.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-01-01,85.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-01-01,89.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-01-01,90.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-01-01,88.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-01-01,87.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-01-01,85.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-01-01,81.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-01-01,76.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-01-01,71.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-01-01,71.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-01-01,72.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-01-01,72.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-01-01,72.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2015-01-01,74.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2016-01-01,75.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2017-01-01,75.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2018-01-01,75.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2019-01-01,74.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2020-01-01,71.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-01-01,96.96149064428741,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-02-01,97.19936182186599,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-03-01,96.97871491643579,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-04-01,97.1524849624942,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-05-01,96.7211854895351,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-06-01,96.3387300027981,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-07-01,96.0798275900264,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-08-01,96.04039243707349,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-09-01,95.6022065621499,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-10-01,96.38595219306808,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-11-01,95.94499219194141,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-12-01,94.29139875505459,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-01-01,93.4161195217638,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-02-01,92.88593104158251,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-03-01,92.2656406955607,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-04-01,91.7842185453266,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-05-01,91.4168825862448,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-06-01,91.26050108564459,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-07-01,91.4919989189087,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-08-01,90.771625922336,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-09-01,90.91305206664958,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-10-01,91.0919099037438,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-11-01,90.2103277676609,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-12-01,91.3556239795343,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-01-01,87.670631407188,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-02-01,87.96187020624072,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-03-01,88.52256330266029,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-04-01,87.7805353131263,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-05-01,87.65732615060409,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-06-01,87.8295350143589,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-07-01,88.5300665742313,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-08-01,88.42692006319592,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-09-01,88.15805780424009,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-10-01,88.33027353136059,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-11-01,88.3820448471011,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-12-01,87.7459663205972,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-01-01,87.4857039237318,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-02-01,86.1361296773843,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-03-01,85.9416264676869,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-04-01,86.33594742317041,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-05-01,86.3775065979961,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-06-01,86.1882637574236,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-07-01,85.6766064382245,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-08-01,85.7911054354623,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-09-01,85.83381994125759,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-10-01,84.8788696579396,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-11-01,85.1481186220627,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-12-01,85.1256258859553,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-01-01,85.89530557056631,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-02-01,85.8164562974641,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-03-01,85.78737890023051,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-04-01,84.76159631294009,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-05-01,84.2835896886184,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-06-01,83.9642138644966,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-07-01,83.2438416577457,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-08-01,83.2494746295528,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-09-01,83.0985081079892,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-10-01,82.6781947423127,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-11-01,82.62167928267341,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-12-01,82.7837675575232,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-01-01,82.289794749355,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-02-01,82.57368893111558,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-03-01,82.5338674467763,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-04-01,82.7224714019246,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-05-01,82.8789436702368,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-06-01,82.804710674642,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-07-01,82.35919106549741,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-08-01,82.2013141978813,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-09-01,82.0940110067889,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-10-01,82.4884617438245,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-11-01,82.7373990486882,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-12-01,82.2565840533197,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-01-01,81.7991074362747,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-02-01,81.75226081561509,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-03-01,81.9147784133546,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-04-01,82.3437855048334,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-05-01,82.25682527422171,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-06-01,82.0241993220675,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-07-01,83.6128207717714,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-08-01,81.1749892862742,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-09-01,80.90120938379941,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-10-01,79.79661585034721,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-11-01,79.9920399854115,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-12-01,79.5679492835668,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-01-01,80.5951233058872,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-02-01,80.648814730485,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-03-01,80.8192761556634,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-04-01,80.73724402207509,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-05-01,80.81311151556541,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-06-01,80.7889727949984,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-07-01,80.9168636317502,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-08-01,81.94412764958541,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-09-01,82.1906198499822,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-10-01,85.5872163210147,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-11-01,85.024503240729,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-12-01,85.4040180730102,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-01-01,81.65092473896479,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-02-01,81.9387115722692,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-03-01,81.8607637851401,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-04-01,81.272351394762,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-05-01,81.9942732034237,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-06-01,82.5290393360813,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-07-01,83.0853342050237,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-08-01,82.8981600611379,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-09-01,82.73232128010791,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-10-01,83.67990615543509,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-11-01,84.1625129246563,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-12-01,84.0255217662875,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-01-01,83.86838156764091,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-02-01,83.6871156844934,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-03-01,84.0170543287791,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-04-01,84.1487506525615,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-05-01,84.1801549366444,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-06-01,84.019888063479,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-07-01,84.8657752923681,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-08-01,84.4390188493997,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-09-01,84.7465940925645,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-10-01,85.3310551062257,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-11-01,86.01870638350971,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-12-01,85.56971486436841,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-01-01,84.66598434635391,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-02-01,84.4263732482371,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-03-01,84.37325727692809,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-04-01,84.41109937611292,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-05-01,84.32436955304671,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-06-01,84.00163295310179,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-07-01,83.12405392038441,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-08-01,83.5612289159022,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-09-01,83.43333669352859,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-10-01,81.8400247197877,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-11-01,82.2834778451285,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-12-01,82.41858858169029,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-01-01,86.0825048266553,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-02-01,86.17888971916729,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-03-01,86.61268524954859,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-04-01,84.8453468712613,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-05-01,85.03482552841659,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-06-01,85.272373117566,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-07-01,84.3668900316035,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-08-01,84.346254715793,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-09-01,84.1957694281048,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-10-01,84.61550795055021,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-11-01,84.4787628961288,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-12-01,84.2591659731568,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-01-01,84.81652562153629,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-02-01,84.8529677251276,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-03-01,84.5884839437206,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-04-01,84.6421424329901,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-05-01,85.14264490362271,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-06-01,85.48766832229691,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-07-01,85.7865456870855,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-08-01,86.10543141782391,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-09-01,86.7825476321838,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-10-01,85.8727673542703,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-11-01,86.78632483222201,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-12-01,87.2074511831109,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-01-01,87.69800668862351,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-02-01,87.92602698052781,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-03-01,88.2344046939079,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-04-01,88.9332702854382,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-05-01,89.44707082240281,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-06-01,89.54093149190729,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-07-01,89.940806278575,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-08-01,90.2835174367836,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-09-01,90.60963841765671,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-10-01,90.63179776136309,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-11-01,90.9890398008563,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-12-01,90.73025185796749,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-01-01,91.1031862027433,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-02-01,91.0322862690922,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-03-01,91.13703896606329,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-04-01,90.8881828593511,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-05-01,90.5268748769629,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-06-01,90.6502948757783,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-07-01,90.8492924488171,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-08-01,90.2020199085762,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-09-01,89.75499975933849,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-10-01,89.46195156836599,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-11-01,89.5933455931831,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-12-01,89.5467611365999,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-01-01,88.8239203779529,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-02-01,88.7694126553082,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-03-01,88.9361700757245,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-04-01,88.73858682105909,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-05-01,88.48768760333641,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-06-01,88.4292651411504,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-07-01,88.6525370930752,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-08-01,89.04787614273329,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-09-01,89.01626599406359,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-10-01,89.2968035909546,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-11-01,88.92314524260021,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-12-01,88.9435591404587,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-01-01,88.53880019616992,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-02-01,88.6805028389451,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-03-01,88.21571985139491,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-04-01,88.3105573163118,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-05-01,88.36874008814941,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-06-01,87.95340023418949,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-07-01,88.11139205503599,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-08-01,87.500099518793,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-09-01,87.3840092514324,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-10-01,87.07707326332,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-11-01,86.9493108445195,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-12-01,86.66313519245371,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-01-01,87.04006706876051,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-02-01,86.57130643641528,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-03-01,86.8550002680184,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-04-01,86.644115471961,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-05-01,85.4626322098089,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-06-01,84.3450711311897,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-07-01,84.4398818184179,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-08-01,84.22052213124691,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-09-01,84.2078696265949,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-10-01,83.8504522195843,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-11-01,83.6569046834972,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-12-01,83.6105699930741,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-01-01,83.11241730090299,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-02-01,82.7741927456417,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-03-01,82.96942659032409,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-04-01,83.0256024695528,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-05-01,82.7909185236014,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-06-01,82.53395411782991,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-07-01,82.1789827589398,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-08-01,81.5757950247138,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-09-01,81.06401176541951,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-10-01,80.3085301987792,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-11-01,80.3243543150924,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-12-01,79.94505408508691,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-01-01,80.2365708326502,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-02-01,79.42333924477079,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-03-01,78.95684484886591,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-04-01,77.9158163826621,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-05-01,77.1255570236718,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-06-01,76.4165815774893,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-07-01,75.18691437009379,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-08-01,74.6652754548813,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-09-01,73.9765093590888,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-10-01,73.58614303250259,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-11-01,73.07715590383799,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-12-01,72.6849734722084,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-01-01,72.37370271055009,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-02-01,72.1954888596949,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-03-01,71.8812165090312,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-04-01,71.59054405321571,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-05-01,71.55389841913559,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-06-01,71.61230477000159,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-07-01,71.81510834763829,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-08-01,71.7422021329896,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-09-01,71.6944081952953,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-10-01,71.6649889594874,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-11-01,71.62585564718191,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-12-01,71.4638182201921,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-01-01,71.7513340363058,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-02-01,71.5761714111464,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-03-01,71.40765215272451,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-04-01,71.3469274720489,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-05-01,71.3411209995946,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-06-01,71.3238787750695,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-07-01,72.1410023972386,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-08-01,72.45173916298359,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
