date,All Employees: Administrative and Support and Waste Management and Remediation Services,state,msa,city,title,id,frequency,seasonal_adjustment
2014-02-01,389.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2014-03-01,390.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2014-04-01,392.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2014-05-01,392.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2014-06-01,393.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2014-07-01,392.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2014-08-01,394.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2014-09-01,397.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2014-10-01,395.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2014-11-01,395.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2014-12-01,393.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1990-01-01,1.4,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
1991-01-01,1.3,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
1992-01-01,1.3,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
1993-01-01,1.4,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
1994-01-01,1.7,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
1995-01-01,1.9,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
1996-01-01,2.0,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
1997-01-01,2.3,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
1998-01-01,2.5,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
1999-01-01,2.8,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2000-01-01,2.4,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2001-01-01,2.7,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2002-01-01,3.3,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2003-01-01,3.2,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2004-01-01,3.4,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2005-01-01,3.3,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2006-01-01,3.5,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2007-01-01,3.5,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2008-01-01,3.6,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2009-01-01,3.4,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2010-01-01,3.1,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2011-01-01,3.1,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2012-01-01,3.5,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2013-01-01,3.7,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2014-01-01,3.8,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2015-01-01,4.0,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2016-01-01,4.0,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2017-01-01,4.1,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2018-01-01,4.3,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2019-01-01,4.2,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
2020-01-01,3.8,CA,"Napa, CA",Napa,"All Employees: Administrative and Support and Waste Management and Remediation Services in Napa, CA (MSA)",SMU06349006056000001A,Annual,Not Seasonally Adjusted
1990-01-01,397.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1990-02-01,396.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1990-03-01,395.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1990-04-01,393.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1990-05-01,393.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1990-06-01,392,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1990-07-01,388.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1990-08-01,388.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1990-09-01,387.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1990-10-01,380,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1990-11-01,379,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1990-12-01,377.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1991-01-01,367.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1991-02-01,365.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1991-03-01,364.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1991-04-01,356.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1991-05-01,354.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1991-06-01,353.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1991-07-01,350.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1991-08-01,349.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1991-09-01,349.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1991-10-01,348.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1991-11-01,349.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1991-12-01,348.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1992-01-01,349.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1992-02-01,348,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1992-03-01,347.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1992-04-01,349,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1992-05-01,349.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1992-06-01,347.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1992-07-01,349.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1992-08-01,350.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1992-09-01,349.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1992-10-01,350.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1992-11-01,349.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1992-12-01,350.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1993-01-01,354.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1993-02-01,357.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1993-03-01,356.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1993-04-01,362,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1993-05-01,362.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1993-06-01,365.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1993-07-01,365.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1993-08-01,366.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1993-09-01,368.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1993-10-01,368.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1993-11-01,369,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1993-12-01,370,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1994-01-01,368.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1994-02-01,369.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1994-03-01,370.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1994-04-01,370.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1994-05-01,372.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1994-06-01,370.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1994-07-01,375.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1994-08-01,377,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1994-09-01,377.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1994-10-01,379.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1994-11-01,380.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1994-12-01,379.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1995-01-01,379.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1995-02-01,380.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1995-03-01,381.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1995-04-01,378.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1995-05-01,382.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1995-06-01,383.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1995-07-01,380.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1995-08-01,383.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1995-09-01,386.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
