date,All Employees: Administrative and Support and Waste Management and Remediation Services,state,msa,city,title,id,frequency,seasonal_adjustment
1990-01-01,8.6,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
1991-01-01,9.1,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
1992-01-01,8.7,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
1993-01-01,8.6,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
1994-01-01,10.0,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
1995-01-01,11.1,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
1996-01-01,13.0,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
1997-01-01,15.2,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
1998-01-01,16.9,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
1999-01-01,17.5,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2000-01-01,18.9,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2001-01-01,18.7,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2002-01-01,18.8,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2003-01-01,17.4,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2004-01-01,18.8,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2005-01-01,18.8,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2006-01-01,20.0,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2007-01-01,22.6,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2008-01-01,21.9,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2009-01-01,19.4,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2010-01-01,20.7,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2011-01-01,22.8,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2012-01-01,23.4,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2013-01-01,23.3,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2014-01-01,25.1,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2015-01-01,25.7,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2016-01-01,26.0,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2017-01-01,27.2,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2018-01-01,28.3,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2019-01-01,27.0,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
2020-01-01,23.7,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Charleston-North Charleston, SC (MSA)",SMU45167006056000001A,Annual,Not Seasonally Adjusted
1990-01-01,35.8,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
1991-01-01,36.4,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
1992-01-01,37.6,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
1993-01-01,39.2,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
1994-01-01,43.3,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
1995-01-01,47.7,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
1996-01-01,50.2,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
1997-01-01,54.2,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
1998-01-01,56.4,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
1999-01-01,57.2,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2000-01-01,58.1,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2001-01-01,58.2,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2002-01-01,59.4,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2003-01-01,61.8,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2004-01-01,65.1,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2005-01-01,68.2,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2006-01-01,68.1,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2007-01-01,67.1,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2008-01-01,65.4,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2009-01-01,55.7,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2010-01-01,55.7,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2011-01-01,58.2,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2012-01-01,62.0,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2013-01-01,63.8,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2014-01-01,64.9,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2015-01-01,66.1,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2016-01-01,65.8,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2017-01-01,66.3,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2018-01-01,67.9,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2019-01-01,68.7,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
2020-01-01,63.9,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Administrative and Support and Waste Management and Remediation Services in Cincinnati, OH-KY-IN (MSA)",SMU39171406056000001A,Annual,Not Seasonally Adjusted
1990-01-01,103.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
1991-01-01,106.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
1992-01-01,113.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
1993-01-01,121.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
1994-01-01,137.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
1995-01-01,147.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
1996-01-01,162.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
1997-01-01,178.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
1998-01-01,195.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
1999-01-01,209.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2000-01-01,222.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2001-01-01,209.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2002-01-01,196.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2003-01-01,194.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2004-01-01,203.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2005-01-01,213.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2006-01-01,230.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2007-01-01,237.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2008-01-01,234.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2009-01-01,208.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2010-01-01,216.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2011-01-01,232.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2012-01-01,244.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2013-01-01,255.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2014-01-01,266.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2015-01-01,272.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2016-01-01,279.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2017-01-01,282.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2018-01-01,287.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2019-01-01,291.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
2020-01-01,275.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Administrative and Support and Waste Management and Remediation Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191006056000001A,Annual,Not Seasonally Adjusted
1990-01-01,99.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
1991-01-01,95.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
1992-01-01,103.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
1993-01-01,114.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
1994-01-01,131.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
1995-01-01,136.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
1996-01-01,145.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
1997-01-01,157.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
1998-01-01,174.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
1999-01-01,174.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
2000-01-01,182.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
2001-01-01,162.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
2002-01-01,150.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
2003-01-01,150.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
2004-01-01,150.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
2005-01-01,157.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
2006-01-01,151.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
2007-01-01,149.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
2008-01-01,140.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
2009-01-01,120.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
2010-01-01,123.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
2011-01-01,133.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
2012-01-01,140.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
2013-01-01,144.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
2014-01-01,142.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
2015-01-01,146.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
2016-01-01,144.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
2017-01-01,141.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
