date,All Employees: Education and Health Services: Health Care and Social Assistance,state,msa,city
2000-01-01,217.96790771742002,MI,"Detroit-Warren-Dearborn, MI",Detroit
2000-02-01,218.559636729094,MI,"Detroit-Warren-Dearborn, MI",Detroit
2000-03-01,219.249342316827,MI,"Detroit-Warren-Dearborn, MI",Detroit
2000-04-01,219.69874798160802,MI,"Detroit-Warren-Dearborn, MI",Detroit
2000-05-01,219.46383735720298,MI,"Detroit-Warren-Dearborn, MI",Detroit
2000-06-01,219.779708501762,MI,"Detroit-Warren-Dearborn, MI",Detroit
2000-07-01,220.96522811575,MI,"Detroit-Warren-Dearborn, MI",Detroit
2000-08-01,221.25815967211702,MI,"Detroit-Warren-Dearborn, MI",Detroit
2000-09-01,221.65932966479198,MI,"Detroit-Warren-Dearborn, MI",Detroit
2000-10-01,221.655427491236,MI,"Detroit-Warren-Dearborn, MI",Detroit
2000-11-01,222.55463343828202,MI,"Detroit-Warren-Dearborn, MI",Detroit
2000-12-01,222.09707852282298,MI,"Detroit-Warren-Dearborn, MI",Detroit
2001-01-01,220.54772799275798,MI,"Detroit-Warren-Dearborn, MI",Detroit
2001-02-01,220.82318554252998,MI,"Detroit-Warren-Dearborn, MI",Detroit
2001-03-01,221.780147690858,MI,"Detroit-Warren-Dearborn, MI",Detroit
2001-04-01,222.19294773735803,MI,"Detroit-Warren-Dearborn, MI",Detroit
2001-05-01,223.59346911624002,MI,"Detroit-Warren-Dearborn, MI",Detroit
2001-06-01,224.731871817099,MI,"Detroit-Warren-Dearborn, MI",Detroit
2001-07-01,224.299007112377,MI,"Detroit-Warren-Dearborn, MI",Detroit
2001-08-01,224.770445477051,MI,"Detroit-Warren-Dearborn, MI",Detroit
2001-09-01,224.80552959550099,MI,"Detroit-Warren-Dearborn, MI",Detroit
2001-10-01,224.202632404723,MI,"Detroit-Warren-Dearborn, MI",Detroit
2001-11-01,224.44064897793498,MI,"Detroit-Warren-Dearborn, MI",Detroit
2001-12-01,224.909131849029,MI,"Detroit-Warren-Dearborn, MI",Detroit
2002-01-01,224.95668152675202,MI,"Detroit-Warren-Dearborn, MI",Detroit
2002-02-01,225.100430907306,MI,"Detroit-Warren-Dearborn, MI",Detroit
2002-03-01,225.56038073084702,MI,"Detroit-Warren-Dearborn, MI",Detroit
2002-04-01,226.870786520307,MI,"Detroit-Warren-Dearborn, MI",Detroit
2002-05-01,227.64254908470798,MI,"Detroit-Warren-Dearborn, MI",Detroit
2002-06-01,227.729516606344,MI,"Detroit-Warren-Dearborn, MI",Detroit
2002-07-01,226.63331209143,MI,"Detroit-Warren-Dearborn, MI",Detroit
2002-08-01,227.172959811688,MI,"Detroit-Warren-Dearborn, MI",Detroit
2002-09-01,226.192608324427,MI,"Detroit-Warren-Dearborn, MI",Detroit
2002-10-01,226.211648605907,MI,"Detroit-Warren-Dearborn, MI",Detroit
2002-11-01,226.39351242223202,MI,"Detroit-Warren-Dearborn, MI",Detroit
2002-12-01,226.197851011357,MI,"Detroit-Warren-Dearborn, MI",Detroit
2003-01-01,226.43340619938598,MI,"Detroit-Warren-Dearborn, MI",Detroit
2003-02-01,227.06947929896,MI,"Detroit-Warren-Dearborn, MI",Detroit
2003-03-01,227.069649658393,MI,"Detroit-Warren-Dearborn, MI",Detroit
2003-04-01,224.711065708756,MI,"Detroit-Warren-Dearborn, MI",Detroit
2003-05-01,224.986262372761,MI,"Detroit-Warren-Dearborn, MI",Detroit
2003-06-01,224.92057380740798,MI,"Detroit-Warren-Dearborn, MI",Detroit
2003-07-01,225.358300562635,MI,"Detroit-Warren-Dearborn, MI",Detroit
2003-08-01,225.65959772904898,MI,"Detroit-Warren-Dearborn, MI",Detroit
2003-09-01,226.750653448644,MI,"Detroit-Warren-Dearborn, MI",Detroit
2003-10-01,226.821775494426,MI,"Detroit-Warren-Dearborn, MI",Detroit
2003-11-01,226.942578840322,MI,"Detroit-Warren-Dearborn, MI",Detroit
2003-12-01,226.743881283143,MI,"Detroit-Warren-Dearborn, MI",Detroit
2004-01-01,227.88117444638303,MI,"Detroit-Warren-Dearborn, MI",Detroit
2004-02-01,227.75358811017398,MI,"Detroit-Warren-Dearborn, MI",Detroit
2004-03-01,228.275533142739,MI,"Detroit-Warren-Dearborn, MI",Detroit
2004-04-01,228.905577584932,MI,"Detroit-Warren-Dearborn, MI",Detroit
2004-05-01,229.171432540295,MI,"Detroit-Warren-Dearborn, MI",Detroit
2004-06-01,228.89885470176102,MI,"Detroit-Warren-Dearborn, MI",Detroit
2004-07-01,230.98962600485,MI,"Detroit-Warren-Dearborn, MI",Detroit
2004-08-01,230.61806478887502,MI,"Detroit-Warren-Dearborn, MI",Detroit
2004-09-01,231.086572823877,MI,"Detroit-Warren-Dearborn, MI",Detroit
2004-10-01,231.816252952594,MI,"Detroit-Warren-Dearborn, MI",Detroit
2004-11-01,231.948292894982,MI,"Detroit-Warren-Dearborn, MI",Detroit
2004-12-01,232.873216708605,MI,"Detroit-Warren-Dearborn, MI",Detroit
2005-01-01,232.52338696829702,MI,"Detroit-Warren-Dearborn, MI",Detroit
2005-02-01,233.06913764533797,MI,"Detroit-Warren-Dearborn, MI",Detroit
2005-03-01,233.595634853882,MI,"Detroit-Warren-Dearborn, MI",Detroit
2005-04-01,234.75120251275902,MI,"Detroit-Warren-Dearborn, MI",Detroit
2005-05-01,234.841212054687,MI,"Detroit-Warren-Dearborn, MI",Detroit
2005-06-01,234.859797481797,MI,"Detroit-Warren-Dearborn, MI",Detroit
2005-07-01,235.691436186218,MI,"Detroit-Warren-Dearborn, MI",Detroit
2005-08-01,236.652258887482,MI,"Detroit-Warren-Dearborn, MI",Detroit
2005-09-01,237.318534762966,MI,"Detroit-Warren-Dearborn, MI",Detroit
2005-10-01,238.838310202365,MI,"Detroit-Warren-Dearborn, MI",Detroit
2005-11-01,239.32598992060397,MI,"Detroit-Warren-Dearborn, MI",Detroit
2005-12-01,239.958207561659,MI,"Detroit-Warren-Dearborn, MI",Detroit
2006-01-01,240.241021484922,MI,"Detroit-Warren-Dearborn, MI",Detroit
2006-02-01,240.43348132977502,MI,"Detroit-Warren-Dearborn, MI",Detroit
2006-03-01,241.727365873802,MI,"Detroit-Warren-Dearborn, MI",Detroit
2006-04-01,239.602142434345,MI,"Detroit-Warren-Dearborn, MI",Detroit
2006-05-01,240.314571918642,MI,"Detroit-Warren-Dearborn, MI",Detroit
2006-06-01,241.69542483354599,MI,"Detroit-Warren-Dearborn, MI",Detroit
2006-07-01,241.01725499053398,MI,"Detroit-Warren-Dearborn, MI",Detroit
2006-08-01,241.395043911827,MI,"Detroit-Warren-Dearborn, MI",Detroit
2006-09-01,242.219761276814,MI,"Detroit-Warren-Dearborn, MI",Detroit
2006-10-01,240.481963401417,MI,"Detroit-Warren-Dearborn, MI",Detroit
2006-11-01,240.312907734052,MI,"Detroit-Warren-Dearborn, MI",Detroit
2006-12-01,242.168489693984,MI,"Detroit-Warren-Dearborn, MI",Detroit
2007-01-01,243.099346704245,MI,"Detroit-Warren-Dearborn, MI",Detroit
2007-02-01,243.512461564655,MI,"Detroit-Warren-Dearborn, MI",Detroit
2007-03-01,244.354421179561,MI,"Detroit-Warren-Dearborn, MI",Detroit
2007-04-01,244.722615189429,MI,"Detroit-Warren-Dearborn, MI",Detroit
2007-05-01,245.14907073051103,MI,"Detroit-Warren-Dearborn, MI",Detroit
2007-06-01,245.92274056728002,MI,"Detroit-Warren-Dearborn, MI",Detroit
2007-07-01,245.728425621974,MI,"Detroit-Warren-Dearborn, MI",Detroit
2007-08-01,245.732329652627,MI,"Detroit-Warren-Dearborn, MI",Detroit
2007-09-01,246.737158246288,MI,"Detroit-Warren-Dearborn, MI",Detroit
2007-10-01,246.131703874106,MI,"Detroit-Warren-Dearborn, MI",Detroit
2007-11-01,246.96632265415198,MI,"Detroit-Warren-Dearborn, MI",Detroit
2007-12-01,247.102991209523,MI,"Detroit-Warren-Dearborn, MI",Detroit
2008-01-01,247.80759419257998,MI,"Detroit-Warren-Dearborn, MI",Detroit
2008-02-01,248.295316584958,MI,"Detroit-Warren-Dearborn, MI",Detroit
2008-03-01,248.043340441965,MI,"Detroit-Warren-Dearborn, MI",Detroit
2008-04-01,248.661289525796,MI,"Detroit-Warren-Dearborn, MI",Detroit
2008-05-01,249.506227335865,MI,"Detroit-Warren-Dearborn, MI",Detroit
2008-06-01,249.423460296551,MI,"Detroit-Warren-Dearborn, MI",Detroit
2008-07-01,250.010351880098,MI,"Detroit-Warren-Dearborn, MI",Detroit
2008-08-01,250.043398932596,MI,"Detroit-Warren-Dearborn, MI",Detroit
2008-09-01,250.491461723551,MI,"Detroit-Warren-Dearborn, MI",Detroit
2008-10-01,250.964916461474,MI,"Detroit-Warren-Dearborn, MI",Detroit
2008-11-01,250.932094276696,MI,"Detroit-Warren-Dearborn, MI",Detroit
2008-12-01,251.28140128266998,MI,"Detroit-Warren-Dearborn, MI",Detroit
2009-01-01,250.41195883760898,MI,"Detroit-Warren-Dearborn, MI",Detroit
2009-02-01,251.259946858149,MI,"Detroit-Warren-Dearborn, MI",Detroit
2009-03-01,251.73568974751998,MI,"Detroit-Warren-Dearborn, MI",Detroit
2009-04-01,251.74178217927897,MI,"Detroit-Warren-Dearborn, MI",Detroit
2009-05-01,252.72381250686,MI,"Detroit-Warren-Dearborn, MI",Detroit
2009-06-01,252.749282713566,MI,"Detroit-Warren-Dearborn, MI",Detroit
2009-07-01,252.379952022552,MI,"Detroit-Warren-Dearborn, MI",Detroit
2009-08-01,253.030696008404,MI,"Detroit-Warren-Dearborn, MI",Detroit
2009-09-01,252.367201532807,MI,"Detroit-Warren-Dearborn, MI",Detroit
2009-10-01,252.868005388733,MI,"Detroit-Warren-Dearborn, MI",Detroit
2009-11-01,253.329479068689,MI,"Detroit-Warren-Dearborn, MI",Detroit
2009-12-01,252.858175427871,MI,"Detroit-Warren-Dearborn, MI",Detroit
2010-01-01,252.241592530776,MI,"Detroit-Warren-Dearborn, MI",Detroit
2010-02-01,252.624128677518,MI,"Detroit-Warren-Dearborn, MI",Detroit
2010-03-01,253.032535721934,MI,"Detroit-Warren-Dearborn, MI",Detroit
2010-04-01,252.701586130593,MI,"Detroit-Warren-Dearborn, MI",Detroit
2010-05-01,252.997972365164,MI,"Detroit-Warren-Dearborn, MI",Detroit
2010-06-01,252.54101158061403,MI,"Detroit-Warren-Dearborn, MI",Detroit
2010-07-01,253.936675829804,MI,"Detroit-Warren-Dearborn, MI",Detroit
2010-08-01,254.604052824316,MI,"Detroit-Warren-Dearborn, MI",Detroit
2010-09-01,255.34128871533198,MI,"Detroit-Warren-Dearborn, MI",Detroit
2010-10-01,257.149843722741,MI,"Detroit-Warren-Dearborn, MI",Detroit
2010-11-01,257.139056104385,MI,"Detroit-Warren-Dearborn, MI",Detroit
2010-12-01,257.240334059479,MI,"Detroit-Warren-Dearborn, MI",Detroit
2011-01-01,258.132993154272,MI,"Detroit-Warren-Dearborn, MI",Detroit
2011-02-01,258.16498949981604,MI,"Detroit-Warren-Dearborn, MI",Detroit
2011-03-01,258.652559193832,MI,"Detroit-Warren-Dearborn, MI",Detroit
2011-04-01,262.714771168693,MI,"Detroit-Warren-Dearborn, MI",Detroit
2011-05-01,262.811590003578,MI,"Detroit-Warren-Dearborn, MI",Detroit
2011-06-01,262.398525430775,MI,"Detroit-Warren-Dearborn, MI",Detroit
2011-07-01,263.56312996100104,MI,"Detroit-Warren-Dearborn, MI",Detroit
2011-08-01,263.882075907016,MI,"Detroit-Warren-Dearborn, MI",Detroit
2011-09-01,264.723087679718,MI,"Detroit-Warren-Dearborn, MI",Detroit
2011-10-01,264.74067153411397,MI,"Detroit-Warren-Dearborn, MI",Detroit
2011-11-01,264.823335823325,MI,"Detroit-Warren-Dearborn, MI",Detroit
2011-12-01,265.451340742021,MI,"Detroit-Warren-Dearborn, MI",Detroit
2012-01-01,265.907232302943,MI,"Detroit-Warren-Dearborn, MI",Detroit
2012-02-01,266.34204584993097,MI,"Detroit-Warren-Dearborn, MI",Detroit
2012-03-01,266.738951604143,MI,"Detroit-Warren-Dearborn, MI",Detroit
2012-04-01,266.845378407497,MI,"Detroit-Warren-Dearborn, MI",Detroit
2012-05-01,266.713873989849,MI,"Detroit-Warren-Dearborn, MI",Detroit
2012-06-01,267.421709665861,MI,"Detroit-Warren-Dearborn, MI",Detroit
2012-07-01,268.37500831702596,MI,"Detroit-Warren-Dearborn, MI",Detroit
2012-08-01,268.488220317822,MI,"Detroit-Warren-Dearborn, MI",Detroit
2012-09-01,268.145891887864,MI,"Detroit-Warren-Dearborn, MI",Detroit
2012-10-01,268.346657491637,MI,"Detroit-Warren-Dearborn, MI",Detroit
2012-11-01,268.655512921548,MI,"Detroit-Warren-Dearborn, MI",Detroit
2012-12-01,269.21464799608503,MI,"Detroit-Warren-Dearborn, MI",Detroit
2013-01-01,269.358262554548,MI,"Detroit-Warren-Dearborn, MI",Detroit
2013-02-01,269.833778651881,MI,"Detroit-Warren-Dearborn, MI",Detroit
2013-03-01,270.01217171670896,MI,"Detroit-Warren-Dearborn, MI",Detroit
2013-04-01,270.15393679241004,MI,"Detroit-Warren-Dearborn, MI",Detroit
2013-05-01,270.046550389314,MI,"Detroit-Warren-Dearborn, MI",Detroit
2013-06-01,270.315038568631,MI,"Detroit-Warren-Dearborn, MI",Detroit
2013-07-01,270.220280140639,MI,"Detroit-Warren-Dearborn, MI",Detroit
2013-08-01,270.390871128725,MI,"Detroit-Warren-Dearborn, MI",Detroit
2013-09-01,270.811232545614,MI,"Detroit-Warren-Dearborn, MI",Detroit
2013-10-01,270.557596327487,MI,"Detroit-Warren-Dearborn, MI",Detroit
2013-11-01,270.497210023177,MI,"Detroit-Warren-Dearborn, MI",Detroit
2013-12-01,270.278625251884,MI,"Detroit-Warren-Dearborn, MI",Detroit
2014-01-01,270.29282085289395,MI,"Detroit-Warren-Dearborn, MI",Detroit
2014-02-01,271.20306484476004,MI,"Detroit-Warren-Dearborn, MI",Detroit
2014-03-01,271.751815096394,MI,"Detroit-Warren-Dearborn, MI",Detroit
2014-04-01,271.271834023257,MI,"Detroit-Warren-Dearborn, MI",Detroit
2014-05-01,270.928087114963,MI,"Detroit-Warren-Dearborn, MI",Detroit
2014-06-01,270.712641330199,MI,"Detroit-Warren-Dearborn, MI",Detroit
2014-07-01,270.146651773875,MI,"Detroit-Warren-Dearborn, MI",Detroit
2014-08-01,270.06261310350396,MI,"Detroit-Warren-Dearborn, MI",Detroit
2014-09-01,270.335713164637,MI,"Detroit-Warren-Dearborn, MI",Detroit
2014-10-01,270.954407715789,MI,"Detroit-Warren-Dearborn, MI",Detroit
2014-11-01,271.553701380849,MI,"Detroit-Warren-Dearborn, MI",Detroit
2014-12-01,272.260964602846,MI,"Detroit-Warren-Dearborn, MI",Detroit
2015-01-01,271.848179073689,MI,"Detroit-Warren-Dearborn, MI",Detroit
2015-02-01,271.798812065692,MI,"Detroit-Warren-Dearborn, MI",Detroit
2015-03-01,272.08600282488896,MI,"Detroit-Warren-Dearborn, MI",Detroit
2015-04-01,272.397383608164,MI,"Detroit-Warren-Dearborn, MI",Detroit
2015-05-01,273.30431126275,MI,"Detroit-Warren-Dearborn, MI",Detroit
2015-06-01,273.622970962958,MI,"Detroit-Warren-Dearborn, MI",Detroit
2015-07-01,273.751742904262,MI,"Detroit-Warren-Dearborn, MI",Detroit
2015-08-01,276.024829632369,MI,"Detroit-Warren-Dearborn, MI",Detroit
2015-09-01,273.943134521064,MI,"Detroit-Warren-Dearborn, MI",Detroit
2015-10-01,277.93842217959997,MI,"Detroit-Warren-Dearborn, MI",Detroit
2015-11-01,277.370354914802,MI,"Detroit-Warren-Dearborn, MI",Detroit
2015-12-01,278.172694937715,MI,"Detroit-Warren-Dearborn, MI",Detroit
2016-01-01,278.845149245407,MI,"Detroit-Warren-Dearborn, MI",Detroit
2016-02-01,279.039850466989,MI,"Detroit-Warren-Dearborn, MI",Detroit
2016-03-01,279.552923078462,MI,"Detroit-Warren-Dearborn, MI",Detroit
2016-04-01,280.152596506073,MI,"Detroit-Warren-Dearborn, MI",Detroit
2016-05-01,280.574968003202,MI,"Detroit-Warren-Dearborn, MI",Detroit
2016-06-01,279.928309487234,MI,"Detroit-Warren-Dearborn, MI",Detroit
2016-07-01,281.566075163142,MI,"Detroit-Warren-Dearborn, MI",Detroit
2016-08-01,281.269005011154,MI,"Detroit-Warren-Dearborn, MI",Detroit
2016-09-01,281.681835074303,MI,"Detroit-Warren-Dearborn, MI",Detroit
2016-10-01,281.411549992537,MI,"Detroit-Warren-Dearborn, MI",Detroit
2016-11-01,281.80740264581,MI,"Detroit-Warren-Dearborn, MI",Detroit
2016-12-01,282.396902284899,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-01-01,282.093439505767,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-02-01,282.367643879722,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-03-01,282.801330753238,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-04-01,283.33148935486,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-05-01,283.784197907494,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-06-01,284.553273169432,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-07-01,284.938044113394,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-08-01,284.959929710113,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-09-01,284.735241829149,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-10-01,285.461571119837,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-11-01,285.886482092179,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-12-01,286.11992370643503,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-01-01,286.409288468167,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-02-01,286.793712067424,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-03-01,287.431241185982,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-04-01,287.490349704219,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-05-01,287.241474310532,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-06-01,287.735577719699,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-07-01,287.06599421341,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-08-01,286.908711034109,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-09-01,285.36683534122,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-10-01,286.772204410717,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-11-01,286.515616213464,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-12-01,286.303633395764,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-01-01,287.737583108951,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-02-01,287.616242147818,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-03-01,288.48951623154096,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-04-01,289.810219777974,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-05-01,289.861372124511,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-06-01,289.644392586544,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-07-01,290.174188358995,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-08-01,290.935052797739,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-09-01,289.328585905244,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-10-01,290.53197742675997,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-11-01,290.691772411171,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-12-01,291.052699534682,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-01-01,290.437402138862,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-02-01,290.86807125369,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-03-01,289.73175313923804,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-04-01,240.055485710154,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-05-01,240.27660461745398,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-06-01,252.98046046346298,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-07-01,259.491603147634,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-08-01,262.999860898789,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-09-01,264.88049328649896,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-10-01,265.35307440162103,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-11-01,265.08885021575804,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-12-01,264.58018149137297,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-01-01,265.198823531695,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-02-01,265.38833962158697,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-03-01,265.16033088039904,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-04-01,264.474958602112,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-05-01,263.96555392422,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-06-01,265.328057403546,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-07-01,265.81110531593,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-08-01,265.336989642949,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-09-01,265.325716155071,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-10-01,265.56684638437304,MI,"Detroit-Warren-Dearborn, MI",Detroit
1990-01-01,83.4,OH,"Cincinnati, OH-KY-IN",Cincinnati
1990-02-01,84.2,OH,"Cincinnati, OH-KY-IN",Cincinnati
1990-03-01,84.6,OH,"Cincinnati, OH-KY-IN",Cincinnati
1990-04-01,84.7,OH,"Cincinnati, OH-KY-IN",Cincinnati
1990-05-01,85.5,OH,"Cincinnati, OH-KY-IN",Cincinnati
1990-06-01,86.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
1990-07-01,86.8,OH,"Cincinnati, OH-KY-IN",Cincinnati
1990-08-01,87.5,OH,"Cincinnati, OH-KY-IN",Cincinnati
1990-09-01,88.1,OH,"Cincinnati, OH-KY-IN",Cincinnati
1990-10-01,88.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
1990-11-01,88.9,OH,"Cincinnati, OH-KY-IN",Cincinnati
1990-12-01,89.1,OH,"Cincinnati, OH-KY-IN",Cincinnati
1991-01-01,87.2,OH,"Cincinnati, OH-KY-IN",Cincinnati
1991-02-01,88.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
1991-03-01,88.6,OH,"Cincinnati, OH-KY-IN",Cincinnati
1991-04-01,89.2,OH,"Cincinnati, OH-KY-IN",Cincinnati
1991-05-01,89.8,OH,"Cincinnati, OH-KY-IN",Cincinnati
1991-06-01,90.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
1991-07-01,90.1,OH,"Cincinnati, OH-KY-IN",Cincinnati
1991-08-01,90.7,OH,"Cincinnati, OH-KY-IN",Cincinnati
1991-09-01,91.1,OH,"Cincinnati, OH-KY-IN",Cincinnati
1991-10-01,91.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
1991-11-01,91.8,OH,"Cincinnati, OH-KY-IN",Cincinnati
1991-12-01,92.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
1992-01-01,90.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
1992-02-01,90.5,OH,"Cincinnati, OH-KY-IN",Cincinnati
1992-03-01,91.1,OH,"Cincinnati, OH-KY-IN",Cincinnati
1992-04-01,91.8,OH,"Cincinnati, OH-KY-IN",Cincinnati
1992-05-01,92.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
1992-06-01,92.8,OH,"Cincinnati, OH-KY-IN",Cincinnati
1992-07-01,92.1,OH,"Cincinnati, OH-KY-IN",Cincinnati
1992-08-01,92.6,OH,"Cincinnati, OH-KY-IN",Cincinnati
1992-09-01,92.5,OH,"Cincinnati, OH-KY-IN",Cincinnati
1992-10-01,93.9,OH,"Cincinnati, OH-KY-IN",Cincinnati
1992-11-01,94.2,OH,"Cincinnati, OH-KY-IN",Cincinnati
1992-12-01,94.9,OH,"Cincinnati, OH-KY-IN",Cincinnati
1993-01-01,91.9,OH,"Cincinnati, OH-KY-IN",Cincinnati
1993-02-01,92.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
1993-03-01,92.1,OH,"Cincinnati, OH-KY-IN",Cincinnati
1993-04-01,92.9,OH,"Cincinnati, OH-KY-IN",Cincinnati
1993-05-01,93.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
1993-06-01,93.4,OH,"Cincinnati, OH-KY-IN",Cincinnati
1993-07-01,94.4,OH,"Cincinnati, OH-KY-IN",Cincinnati
1993-08-01,94.4,OH,"Cincinnati, OH-KY-IN",Cincinnati
1993-09-01,94.7,OH,"Cincinnati, OH-KY-IN",Cincinnati
1993-10-01,95.2,OH,"Cincinnati, OH-KY-IN",Cincinnati
1993-11-01,95.5,OH,"Cincinnati, OH-KY-IN",Cincinnati
1993-12-01,96.1,OH,"Cincinnati, OH-KY-IN",Cincinnati
1994-01-01,94.5,OH,"Cincinnati, OH-KY-IN",Cincinnati
1994-02-01,95.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
1994-03-01,95.4,OH,"Cincinnati, OH-KY-IN",Cincinnati
1994-04-01,96.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
1994-05-01,96.2,OH,"Cincinnati, OH-KY-IN",Cincinnati
1994-06-01,96.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
1994-07-01,96.1,OH,"Cincinnati, OH-KY-IN",Cincinnati
1994-08-01,96.5,OH,"Cincinnati, OH-KY-IN",Cincinnati
1994-09-01,96.8,OH,"Cincinnati, OH-KY-IN",Cincinnati
1994-10-01,95.9,OH,"Cincinnati, OH-KY-IN",Cincinnati
1994-11-01,95.9,OH,"Cincinnati, OH-KY-IN",Cincinnati
1994-12-01,96.9,OH,"Cincinnati, OH-KY-IN",Cincinnati
1995-01-01,95.6,OH,"Cincinnati, OH-KY-IN",Cincinnati
1995-02-01,96.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
1995-03-01,96.8,OH,"Cincinnati, OH-KY-IN",Cincinnati
1995-04-01,97.6,OH,"Cincinnati, OH-KY-IN",Cincinnati
1995-05-01,98.1,OH,"Cincinnati, OH-KY-IN",Cincinnati
1995-06-01,98.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
1995-07-01,97.9,OH,"Cincinnati, OH-KY-IN",Cincinnati
1995-08-01,98.7,OH,"Cincinnati, OH-KY-IN",Cincinnati
1995-09-01,98.6,OH,"Cincinnati, OH-KY-IN",Cincinnati
1995-10-01,98.2,OH,"Cincinnati, OH-KY-IN",Cincinnati
1995-11-01,98.8,OH,"Cincinnati, OH-KY-IN",Cincinnati
1995-12-01,99.1,OH,"Cincinnati, OH-KY-IN",Cincinnati
1996-01-01,97.8,OH,"Cincinnati, OH-KY-IN",Cincinnati
1996-02-01,98.8,OH,"Cincinnati, OH-KY-IN",Cincinnati
1996-03-01,99.1,OH,"Cincinnati, OH-KY-IN",Cincinnati
1996-04-01,98.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
1996-05-01,98.5,OH,"Cincinnati, OH-KY-IN",Cincinnati
1996-06-01,99.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
1996-07-01,99.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
1996-08-01,99.8,OH,"Cincinnati, OH-KY-IN",Cincinnati
1996-09-01,99.8,OH,"Cincinnati, OH-KY-IN",Cincinnati
1996-10-01,99.8,OH,"Cincinnati, OH-KY-IN",Cincinnati
1996-11-01,100.6,OH,"Cincinnati, OH-KY-IN",Cincinnati
