date,All Employees: Education and Health Services: Health Care and Social Assistance,state,msa,city
1990-01-01,779.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-02-01,782.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-03-01,788.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-04-01,785.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-05-01,790.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-06-01,796.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-07-01,794.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-08-01,795.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-09-01,799.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-10-01,801.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-11-01,806.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-12-01,811.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-01-01,803.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-02-01,807.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-03-01,813.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-04-01,814.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-05-01,817.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-06-01,823.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-07-01,819.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-08-01,819.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-09-01,822.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-10-01,828.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-11-01,831.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-12-01,837.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-01-01,831.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-02-01,835.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-03-01,839.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-04-01,843.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-05-01,847.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-06-01,853.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-07-01,852.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-08-01,851.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-09-01,854.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-10-01,860.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-11-01,863.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-12-01,867.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-01-01,862.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-02-01,862.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-03-01,867.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-04-01,871.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-05-01,875.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-06-01,879.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-07-01,880.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-08-01,878.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-09-01,882.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-10-01,890.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-11-01,894.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-12-01,898.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-01-01,885.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-02-01,887.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-03-01,894.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-04-01,900.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-05-01,902.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-06-01,908.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-07-01,906.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-08-01,906.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-09-01,911.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-10-01,916.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-11-01,921.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-12-01,927.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-01-01,918.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-02-01,922.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-03-01,928.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-04-01,927.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-05-01,930.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-06-01,935.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-07-01,931.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-08-01,932.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-09-01,936.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-10-01,940.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-11-01,944.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-12-01,948.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-01-01,930.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-02-01,937.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-03-01,943.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-04-01,943.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-05-01,949.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-06-01,954.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-07-01,949.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-08-01,948.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-09-01,949.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-10-01,958.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-11-01,964.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-12-01,966.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-01-01,953.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-02-01,955.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-03-01,961.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-04-01,963.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-05-01,966.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-06-01,972.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-07-01,971.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-08-01,969.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-09-01,971.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-10-01,976.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-11-01,982.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-12-01,987.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-01-01,976.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-02-01,978.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-03-01,985.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-04-01,989.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-05-01,994.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-06-01,999.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-07-01,998.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-08-01,995.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-09-01,997.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-10-01,1007.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-11-01,1013.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-12-01,1017.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-01-01,1014.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-02-01,1014.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-03-01,1019.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-04-01,1024.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-05-01,1027.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-06-01,1030.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-07-01,1026.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-08-01,1023.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-09-01,1022.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-10-01,1028.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-11-01,1033.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-12-01,1039.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-01-01,1031.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-02-01,1033.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-03-01,1036.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-04-01,1038.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-05-01,1044.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-06-01,1050.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-07-01,1044.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-08-01,1044.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-09-01,1045.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-10-01,1049.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-11-01,1054.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-12-01,1062.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-01-01,1042.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-02-01,1045.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-03-01,1051.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-04-01,1052.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-05-01,1059.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-06-01,1065.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-07-01,1062.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-08-01,1061.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-09-01,1060.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-10-01,1072.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-11-01,1079.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-12-01,1087.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-01-01,1072.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-02-01,1077.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-03-01,1083.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-04-01,1088.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-05-01,1092.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-06-01,1097.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-07-01,1095.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-08-01,1092.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-09-01,1095.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-10-01,1105.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-11-01,1110.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-12-01,1115.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-01-01,1111.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-02-01,1108.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-03-01,1116.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-04-01,1116.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-05-01,1121.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-06-01,1127.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-07-01,1121.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-08-01,1115.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-09-01,1121.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-10-01,1129.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-11-01,1134.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-12-01,1139.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-01-01,1120.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-02-01,1122.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-03-01,1131.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-04-01,1130.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-05-01,1135.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-06-01,1141.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-07-01,1139.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-08-01,1134.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-09-01,1136.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-10-01,1148.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-11-01,1152.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-12-01,1159.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-01-01,1139.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-02-01,1143.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-03-01,1148.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-04-01,1152.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-05-01,1157.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-06-01,1163.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-07-01,1157.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-08-01,1154.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-09-01,1160.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-10-01,1165.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-11-01,1172.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-12-01,1177.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-01-01,1163.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-02-01,1165.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-03-01,1172.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-04-01,1172.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-05-01,1179.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-06-01,1187.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-07-01,1178.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-08-01,1174.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-09-01,1180.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-10-01,1189.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-11-01,1197.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-12-01,1206.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-01-01,1189.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-02-01,1190.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-03-01,1197.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-04-01,1195.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-05-01,1202.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-06-01,1209.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-07-01,1200.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-08-01,1196.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-09-01,1201.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-10-01,1213.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-11-01,1217.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-12-01,1224.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-01-01,1210.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-02-01,1213.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-03-01,1219.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-04-01,1219.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-05-01,1226.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-06-01,1229.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-07-01,1220.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-08-01,1216.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-09-01,1221.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-10-01,1231.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-11-01,1238.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-12-01,1244.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-01-01,1232.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-02-01,1236.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-03-01,1238.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-04-01,1240.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-05-01,1247.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-06-01,1253.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-07-01,1242.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-08-01,1240.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-09-01,1247.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-10-01,1259.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-11-01,1266.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-12-01,1272.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-01-01,1259.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-02-01,1259.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-03-01,1267.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-04-01,1270.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-05-01,1274.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-06-01,1275.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-07-01,1266.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-08-01,1263.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-09-01,1268.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-10-01,1279.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-11-01,1286.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-12-01,1292.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-01-01,1279.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-02-01,1282.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-03-01,1289.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-04-01,1290.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-05-01,1293.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-06-01,1295.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-07-01,1286.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-08-01,1283.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-09-01,1291.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-10-01,1296.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-11-01,1300.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-12-01,1309.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-01-01,1293.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-02-01,1297.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-03-01,1304.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-04-01,1307.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-05-01,1317.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-06-01,1322.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-07-01,1310.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-08-01,1307.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-09-01,1314.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-10-01,1319.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-11-01,1313.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-12-01,1327.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-01-01,1315.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-02-01,1318.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-03-01,1326.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-04-01,1335.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-05-01,1340.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-06-01,1343.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-07-01,1331.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-08-01,1328.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-09-01,1333.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-10-01,1349.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-11-01,1357.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-12-01,1362.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-01-01,1347.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-02-01,1346.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-03-01,1356.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-04-01,1359.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-05-01,1370.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-06-01,1374.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-07-01,1366.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-08-01,1367.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-09-01,1374.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-10-01,1386.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-11-01,1396.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-12-01,1404.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-01-01,1390.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-02-01,1390.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-03-01,1397.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-04-01,1404.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-05-01,1412.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-06-01,1416.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-07-01,1405.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-08-01,1402.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-09-01,1408.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-10-01,1428.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-11-01,1438.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-12-01,1447.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-01-01,1433.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-02-01,1436.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-03-01,1445.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-04-01,1450.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-05-01,1455.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-06-01,1461.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-07-01,1455.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-08-01,1450.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-09-01,1463.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-10-01,1474.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-11-01,1484.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-12-01,1494.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-01-01,1482.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-02-01,1488.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-03-01,1497.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-04-01,1495.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-05-01,1507.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-06-01,1515.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-07-01,1504.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-08-01,1500.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-09-01,1513.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-10-01,1528.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-11-01,1540.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
