date,All Employees: Government: State Government,state,msa,city,title,id,frequency,seasonal_adjustment
2010-08-01,60.1952969838663,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2010-09-01,59.381292419583595,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2010-10-01,60.2596918238801,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2010-11-01,60.329571427463705,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2010-12-01,60.4127605145147,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2011-01-01,60.6368233912082,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2011-02-01,61.057543462297296,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2011-03-01,60.9741679000785,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2011-04-01,61.03626324287,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2011-05-01,60.870175792136,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2011-06-01,60.7842329585521,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2011-07-01,60.65089821862121,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2011-08-01,60.6593156773622,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2011-09-01,60.8173685203199,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2011-10-01,60.5450710765132,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2011-11-01,60.451921551764094,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2011-12-01,60.278099332840604,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2012-01-01,60.0212859461794,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2012-02-01,59.879624099979296,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2012-03-01,59.555224920127706,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2012-04-01,59.9518825394154,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2012-05-01,60.398639476907206,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2012-06-01,60.531048488264204,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2012-07-01,60.729426140680104,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2012-08-01,60.675196204002106,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2012-09-01,60.563021053556994,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2012-10-01,60.6525957074453,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2012-11-01,60.538495971422996,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2012-12-01,60.5362814724516,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2013-01-01,60.37437246640471,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2013-02-01,60.2394370733137,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2013-03-01,60.3594089294355,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2013-04-01,60.3061268406928,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2013-05-01,59.5817737461557,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2013-06-01,59.5832192521665,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2013-07-01,60.3413431083813,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2013-08-01,60.3908943966747,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2013-09-01,59.742072977918504,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2013-10-01,60.7198852834553,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2013-11-01,60.6931564055824,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2013-12-01,60.7823352700551,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2014-01-01,61.114965220592296,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2014-02-01,60.98018166505221,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2014-03-01,61.059863136390604,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2014-04-01,61.1222055770559,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2014-05-01,60.8936245161053,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2014-06-01,61.1146538361125,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2014-07-01,61.1706093772892,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2014-08-01,61.2081075258038,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2014-09-01,61.463454705925706,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2014-10-01,61.747464186129704,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2014-11-01,61.8295206939614,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2014-12-01,61.903819806882105,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2015-01-01,61.6836513980045,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2015-02-01,61.871605809771005,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2015-03-01,62.0192840164089,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2015-04-01,61.152030280905294,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2015-05-01,61.0036888653341,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2015-06-01,61.494350483894394,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2015-07-01,61.39119691354261,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2015-08-01,61.2807630318136,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2015-09-01,61.6747427965963,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2015-10-01,61.6876885817856,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2015-11-01,61.881560159569396,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2015-12-01,62.218517894021,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2016-01-01,61.8442512486701,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2016-02-01,62.1128291677472,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2016-03-01,62.3630286379399,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2016-04-01,62.944082932681,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2016-05-01,63.23636296933721,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2016-06-01,62.8991302111798,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2016-07-01,63.3713605515514,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2016-08-01,63.8637589319969,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2016-09-01,64.4347325196435,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2016-10-01,63.1992070474557,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2016-11-01,63.4975919647916,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2016-12-01,64.5554244649008,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2017-01-01,65.7064354321352,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2017-02-01,66.2085450278869,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2017-03-01,66.31222604052141,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2017-04-01,67.3146489714274,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2017-05-01,67.05850608542829,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2017-06-01,66.96045790207971,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2017-07-01,66.9606324129574,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2017-08-01,67.3336019370232,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2017-09-01,67.42335628215771,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2017-10-01,67.5227725435355,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2017-11-01,67.88225339349471,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2017-12-01,67.7093589702732,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2018-01-01,66.3844167754179,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2018-02-01,68.1103035527785,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2018-03-01,68.7232523644599,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2018-04-01,68.1601902938387,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2018-05-01,68.41308949474261,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2018-06-01,69.0502410952608,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2018-07-01,69.47750732957721,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2018-08-01,69.1872538625529,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2018-09-01,69.844325317704,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2018-10-01,69.2059430634544,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2018-11-01,69.6201690388016,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2018-12-01,69.686181842934,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2019-01-01,69.8937874530249,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2019-02-01,69.8996531607447,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2019-03-01,70.482301171777,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2019-04-01,71.3811136712406,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2019-05-01,71.75615790254,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2019-06-01,71.73000611015179,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2019-07-01,71.96594323169501,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2019-08-01,72.5999601725863,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2019-09-01,72.8193269356987,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2019-10-01,73.65760486157829,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2019-11-01,73.8269112455077,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2019-12-01,74.42063024541879,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2020-01-01,74.2078588772795,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2020-02-01,74.16011041151171,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2020-03-01,74.32293230609409,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2020-04-01,73.6294473587624,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2020-05-01,70.6365086292241,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2020-06-01,72.1311889867293,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2020-07-01,72.9133980989118,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2020-08-01,74.4838938280749,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2020-09-01,73.5925296337209,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2020-10-01,70.8443472486359,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2020-11-01,71.2667344383759,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2020-12-01,71.6229411393927,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
2021-01-01,72.1270482304667,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Government: State Government in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191009092000001SA,Monthly,Seasonally Adjusted
