date,All Employees: Goods Producing,state,msa,city
1990-01-01,1220.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-02-01,1225.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-03-01,1238.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-04-01,1226.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-05-01,1237.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-06-01,1249.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-07-01,1225.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-08-01,1234.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-09-01,1230.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-10-01,1210.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-11-01,1191.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-12-01,1167.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-01-01,1080.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-02-01,1081.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-03-01,1088.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-04-01,1091.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-05-01,1101.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-06-01,1112.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-07-01,1087.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-08-01,1098.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-09-01,1105.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-10-01,1096.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-11-01,1087.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-12-01,1064.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-01-01,1000.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-02-01,999.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-03-01,1004.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-04-01,1013.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-05-01,1021.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-06-01,1031.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-07-01,1017.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-08-01,1023.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-09-01,1027.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-10-01,1023.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-11-01,1016.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-12-01,1001.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-01-01,949.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-02-01,954.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-03-01,964.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-04-01,976.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-05-01,990.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-06-01,998.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-07-01,982.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-08-01,995.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-09-01,1005.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-10-01,1001.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-11-01,995.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-12-01,981.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-01-01,915.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-02-01,917.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-03-01,937.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-04-01,960.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-05-01,975.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-06-01,989.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-07-01,978.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-08-01,995.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-09-01,1002.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-10-01,999.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-11-01,996.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-12-01,979.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-01-01,927.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-02-01,931.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-03-01,947.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-04-01,959.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-05-01,969.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-06-01,980.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-07-01,959.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-08-01,974.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-09-01,982.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-10-01,982.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-11-01,977.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-12-01,962.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-01-01,897.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-02-01,914.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-03-01,930.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-04-01,939.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-05-01,957.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-06-01,972.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-07-01,960.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-08-01,975.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-09-01,982.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-10-01,983.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-11-01,979.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-12-01,967.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-01-01,916.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-02-01,922.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-03-01,942.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-04-01,954.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-05-01,965.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-06-01,979.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-07-01,971.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-08-01,984.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-09-01,991.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-10-01,991.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-11-01,990.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-12-01,982.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-01-01,935.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-02-01,942.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-03-01,955.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-04-01,967.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-05-01,980.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-06-01,991.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-07-01,982.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-08-01,989.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-09-01,997.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-10-01,996.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-11-01,993.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-12-01,983.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-01-01,944.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-02-01,951.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-03-01,961.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-04-01,979.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-05-01,989.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-06-01,1002.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-07-01,989.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-08-01,998.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-09-01,1006.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-10-01,1007.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-11-01,1005.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-12-01,999.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-01-01,952.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-02-01,956.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-03-01,975.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-04-01,986.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-05-01,996.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-06-01,1008.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-07-01,991.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-08-01,1000.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-09-01,1007.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-10-01,1007.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-11-01,1007.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-12-01,1001.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-01-01,941.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-02-01,946.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-03-01,956.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-04-01,964.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-05-01,974.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-06-01,983.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-07-01,962.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-08-01,966.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-09-01,960.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-10-01,956.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-11-01,949.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-12-01,939.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-01-01,888.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-02-01,890.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-03-01,897.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-04-01,906.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-05-01,914.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-06-01,920.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-07-01,912.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-08-01,918.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-09-01,918.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-10-01,914.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-11-01,909.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-12-01,900.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-01-01,853.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-02-01,848.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-03-01,857.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-04-01,868.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-05-01,878.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-06-01,885.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-07-01,877.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-08-01,880.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-09-01,882.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-10-01,877.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-11-01,874.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-12-01,867.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-01-01,823.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-02-01,824.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-03-01,840.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-04-01,846.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-05-01,859.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-06-01,871.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-07-01,868.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-08-01,872.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-09-01,874.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-10-01,870.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-11-01,867.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-12-01,863.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-01-01,817.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-02-01,815.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-03-01,824.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-04-01,839.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-05-01,848.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-06-01,858.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-07-01,852.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-08-01,859.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-09-01,861.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-10-01,853.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-11-01,855.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-12-01,850.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-01-01,816.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-02-01,815.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-03-01,825.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-04-01,838.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-05-01,848.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-06-01,858.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-07-01,850.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-08-01,855.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-09-01,856.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-10-01,853.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-11-01,849.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-12-01,845.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-01-01,812.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-02-01,805.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-03-01,815.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-04-01,830.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-05-01,842.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-06-01,852.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-07-01,848.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-08-01,851.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-09-01,849.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-10-01,850.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-11-01,846.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-12-01,839.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-01-01,807.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-02-01,804.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-03-01,811.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-04-01,821.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-05-01,827.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-06-01,831.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-07-01,828.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-08-01,830.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-09-01,825.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-10-01,818.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-11-01,806.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-12-01,787.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-01-01,738.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-02-01,728.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-03-01,727.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-04-01,728.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-05-01,732.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-06-01,734.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-07-01,729.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-08-01,726.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-09-01,720.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-10-01,717.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-11-01,710.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-12-01,702.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-01-01,664.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-02-01,658.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-03-01,668.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-04-01,687.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-05-01,691.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-06-01,697.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-07-01,698.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-08-01,700.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-09-01,697.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-10-01,696.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-11-01,695.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-12-01,685.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-01-01,650.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-02-01,649.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-03-01,660.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-04-01,676.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-05-01,686.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-06-01,693.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-07-01,698.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-08-01,701.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-09-01,699.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-10-01,699.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-11-01,698.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-12-01,692.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-01-01,665.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-02-01,664.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-03-01,673.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-04-01,681.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-05-01,688.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-06-01,695.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-07-01,696.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-08-01,700.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-09-01,699.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-10-01,700.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-11-01,697.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-12-01,700.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-01-01,675.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-02-01,674.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-03-01,683.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-04-01,699.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-05-01,706.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-06-01,712.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-07-01,716.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-08-01,721.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-09-01,719.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-10-01,723.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-11-01,722.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-12-01,713.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-01-01,683.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-02-01,678.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-03-01,690.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-04-01,710.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-05-01,721.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-06-01,729.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-07-01,736.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-08-01,738.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-09-01,737.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-10-01,740.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-11-01,740.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-12-01,733.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-01-01,703.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-02-01,696.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-03-01,708.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-04-01,729.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-05-01,741.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-06-01,750.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-07-01,755.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-08-01,757.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-09-01,753.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-10-01,761.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-11-01,760.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-12-01,754.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-01-01,728.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-02-01,724.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-03-01,737.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-04-01,751.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-05-01,758.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-06-01,765.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-07-01,769.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-08-01,771.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-09-01,767.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-10-01,769.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-11-01,768.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-12-01,762.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-01-01,735.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-02-01,737.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-03-01,742.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-04-01,757.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-05-01,769.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-06-01,777.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-07-01,779.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-08-01,780.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-09-01,777.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-10-01,780.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-11-01,780.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-12-01,774.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-01-01,741.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-02-01,749.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-03-01,755.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
