date,Housing Inventory: Median Days on Market,state,msa,city
2018-05-01,-2.5641026,GA,"Gainesville, GA",Gainesville
2018-06-01,15.7894737,GA,"Gainesville, GA",Gainesville
2018-07-01,12.1212121,GA,"Gainesville, GA",Gainesville
2018-08-01,-0.6756757,GA,"Gainesville, GA",Gainesville
2018-09-01,-2.0408163,GA,"Gainesville, GA",Gainesville
2018-10-01,9.0277778,GA,"Gainesville, GA",Gainesville
2018-11-01,6.3694268,GA,"Gainesville, GA",Gainesville
2018-12-01,6.5868263,GA,"Gainesville, GA",Gainesville
2019-01-01,3.3707865,GA,"Gainesville, GA",Gainesville
2019-02-01,-15.2173913,GA,"Gainesville, GA",Gainesville
2019-03-01,0.0,GA,"Gainesville, GA",Gainesville
2019-04-01,-5.7692308,GA,"Gainesville, GA",Gainesville
2019-05-01,-5.4421769,GA,"Gainesville, GA",Gainesville
2019-06-01,0.7194245,GA,"Gainesville, GA",Gainesville
2019-07-01,7.8571429,GA,"Gainesville, GA",Gainesville
2019-08-01,4.6357616,GA,"Gainesville, GA",Gainesville
2019-09-01,0.0,GA,"Gainesville, GA",Gainesville
2019-10-01,-1.8987342,GA,"Gainesville, GA",Gainesville
2019-11-01,-8.3870968,GA,"Gainesville, GA",Gainesville
2019-12-01,2.8169014,GA,"Gainesville, GA",Gainesville
2020-01-01,2.739726,GA,"Gainesville, GA",Gainesville
2020-02-01,-5.3333333,GA,"Gainesville, GA",Gainesville
2020-03-01,-25.3521127,GA,"Gainesville, GA",Gainesville
2020-04-01,8.490566,GA,"Gainesville, GA",Gainesville
2020-05-01,21.7391304,GA,"Gainesville, GA",Gainesville
2020-06-01,10.0,GA,"Gainesville, GA",Gainesville
2020-07-01,-23.3766234,GA,"Gainesville, GA",Gainesville
2020-08-01,-3.3898305,GA,"Gainesville, GA",Gainesville
2020-09-01,-12.2807018,GA,"Gainesville, GA",Gainesville
2020-10-01,-12.0,GA,"Gainesville, GA",Gainesville
2020-11-01,12.5,GA,"Gainesville, GA",Gainesville
2020-12-01,22.2222222,GA,"Gainesville, GA",Gainesville
2021-01-01,9.0909091,GA,"Gainesville, GA",Gainesville
2021-02-01,-31.0606061,GA,"Gainesville, GA",Gainesville
2021-03-01,-28.5714286,GA,"Gainesville, GA",Gainesville
2021-04-01,16.9230769,GA,"Gainesville, GA",Gainesville
2021-05-01,-15.7894737,GA,"Gainesville, GA",Gainesville
2021-06-01,-6.25,GA,"Gainesville, GA",Gainesville
2021-07-01,5.0,GA,"Gainesville, GA",Gainesville
2021-08-01,12.6984127,GA,"Gainesville, GA",Gainesville
2021-09-01,16.9014085,GA,"Gainesville, GA",Gainesville
2021-10-01,3.6144578,GA,"Gainesville, GA",Gainesville
2021-11-01,6.9767442,GA,"Gainesville, GA",Gainesville
2017-07-01,-1.5384615,GA,"Gainesville, GA",Gainesville
2017-08-01,2.3076923,GA,"Gainesville, GA",Gainesville
2017-09-01,4.4117647,GA,"Gainesville, GA",Gainesville
2017-10-01,2.8169014,GA,"Gainesville, GA",Gainesville
2017-11-01,-8.5106383,GA,"Gainesville, GA",Gainesville
2017-12-01,-12.8205128,GA,"Gainesville, GA",Gainesville
2018-01-01,-0.621118,GA,"Gainesville, GA",Gainesville
2018-02-01,22.2222222,GA,"Gainesville, GA",Gainesville
2018-03-01,-4.1322314,GA,"Gainesville, GA",Gainesville
2018-04-01,-0.8474576,GA,"Gainesville, GA",Gainesville
2018-05-01,-1.7241379,GA,"Gainesville, GA",Gainesville
2018-06-01,12.8205128,GA,"Gainesville, GA",Gainesville
2018-07-01,15.625,GA,"Gainesville, GA",Gainesville
2018-08-01,10.5263158,GA,"Gainesville, GA",Gainesville
2018-09-01,1.4084507,GA,"Gainesville, GA",Gainesville
2018-10-01,7.5342466,GA,"Gainesville, GA",Gainesville
2018-11-01,29.4573643,GA,"Gainesville, GA",Gainesville
2018-12-01,30.8823529,GA,"Gainesville, GA",Gainesville
2019-01-01,15.0,GA,"Gainesville, GA",Gainesville
2019-02-01,1.2987013,GA,"Gainesville, GA",Gainesville
2019-03-01,34.4827586,GA,"Gainesville, GA",Gainesville
2019-04-01,25.6410256,GA,"Gainesville, GA",Gainesville
2019-05-01,21.9298246,GA,"Gainesville, GA",Gainesville
2019-06-01,6.0606061,GA,"Gainesville, GA",Gainesville
2019-07-01,2.027027,GA,"Gainesville, GA",Gainesville
2019-08-01,7.4829932,GA,"Gainesville, GA",Gainesville
2019-09-01,9.7222222,GA,"Gainesville, GA",Gainesville
2019-10-01,-1.2738854,GA,"Gainesville, GA",Gainesville
2019-11-01,-14.9700599,GA,"Gainesville, GA",Gainesville
2019-12-01,-17.9775281,GA,"Gainesville, GA",Gainesville
2020-01-01,-18.4782609,GA,"Gainesville, GA",Gainesville
2020-02-01,-8.974359,GA,"Gainesville, GA",Gainesville
2020-03-01,-32.0512821,GA,"Gainesville, GA",Gainesville
2020-04-01,-21.7687075,GA,"Gainesville, GA",Gainesville
2020-05-01,0.7194245,GA,"Gainesville, GA",Gainesville
2020-06-01,10.0,GA,"Gainesville, GA",Gainesville
2020-07-01,-21.8543046,GA,"Gainesville, GA",Gainesville
2020-08-01,-27.8481013,GA,"Gainesville, GA",Gainesville
2020-09-01,-36.7088608,GA,"Gainesville, GA",Gainesville
2020-10-01,-43.2258065,GA,"Gainesville, GA",Gainesville
2020-11-01,-30.2816901,GA,"Gainesville, GA",Gainesville
2020-12-01,-17.1232877,GA,"Gainesville, GA",Gainesville
2021-01-01,-12.0,GA,"Gainesville, GA",Gainesville
2021-02-01,-35.915493,GA,"Gainesville, GA",Gainesville
2021-03-01,-38.6792453,GA,"Gainesville, GA",Gainesville
2021-04-01,-33.9130435,GA,"Gainesville, GA",Gainesville
2021-05-01,-54.2857143,GA,"Gainesville, GA",Gainesville
2021-06-01,-61.038961,GA,"Gainesville, GA",Gainesville
2021-07-01,-46.6101695,GA,"Gainesville, GA",Gainesville
2021-08-01,-37.7192982,GA,"Gainesville, GA",Gainesville
2021-09-01,-17.0,GA,"Gainesville, GA",Gainesville
2021-10-01,-2.2727273,GA,"Gainesville, GA",Gainesville
2021-11-01,-7.0707071,GA,"Gainesville, GA",Gainesville
2016-07-01,95.0,FL,"Punta Gorda, FL",Punta Gorda
2016-08-01,93.0,FL,"Punta Gorda, FL",Punta Gorda
2016-09-01,89.0,FL,"Punta Gorda, FL",Punta Gorda
2016-10-01,85.0,FL,"Punta Gorda, FL",Punta Gorda
2016-11-01,77.0,FL,"Punta Gorda, FL",Punta Gorda
2016-12-01,74.0,FL,"Punta Gorda, FL",Punta Gorda
2017-01-01,80.0,FL,"Punta Gorda, FL",Punta Gorda
2017-02-01,81.0,FL,"Punta Gorda, FL",Punta Gorda
2017-03-01,74.0,FL,"Punta Gorda, FL",Punta Gorda
2017-04-01,82.0,FL,"Punta Gorda, FL",Punta Gorda
2017-05-01,85.5,FL,"Punta Gorda, FL",Punta Gorda
2017-06-01,92.5,FL,"Punta Gorda, FL",Punta Gorda
2017-07-01,94.0,FL,"Punta Gorda, FL",Punta Gorda
2017-08-01,97.5,FL,"Punta Gorda, FL",Punta Gorda
2017-09-01,98.0,FL,"Punta Gorda, FL",Punta Gorda
2017-10-01,89.5,FL,"Punta Gorda, FL",Punta Gorda
2017-11-01,79.5,FL,"Punta Gorda, FL",Punta Gorda
2017-12-01,68.0,FL,"Punta Gorda, FL",Punta Gorda
2018-01-01,74.5,FL,"Punta Gorda, FL",Punta Gorda
2018-02-01,73.5,FL,"Punta Gorda, FL",Punta Gorda
2018-03-01,71.0,FL,"Punta Gorda, FL",Punta Gorda
2018-04-01,75.0,FL,"Punta Gorda, FL",Punta Gorda
2018-05-01,79.0,FL,"Punta Gorda, FL",Punta Gorda
2018-06-01,93.0,FL,"Punta Gorda, FL",Punta Gorda
2018-07-01,95.5,FL,"Punta Gorda, FL",Punta Gorda
2018-08-01,94.5,FL,"Punta Gorda, FL",Punta Gorda
2018-09-01,93.0,FL,"Punta Gorda, FL",Punta Gorda
2018-10-01,90.5,FL,"Punta Gorda, FL",Punta Gorda
2018-11-01,73.0,FL,"Punta Gorda, FL",Punta Gorda
2018-12-01,74.0,FL,"Punta Gorda, FL",Punta Gorda
2019-01-01,79.5,FL,"Punta Gorda, FL",Punta Gorda
2019-02-01,78.0,FL,"Punta Gorda, FL",Punta Gorda
2019-03-01,74.0,FL,"Punta Gorda, FL",Punta Gorda
2019-04-01,77.5,FL,"Punta Gorda, FL",Punta Gorda
2019-05-01,84.0,FL,"Punta Gorda, FL",Punta Gorda
2019-06-01,91.0,FL,"Punta Gorda, FL",Punta Gorda
2019-07-01,97.5,FL,"Punta Gorda, FL",Punta Gorda
2019-08-01,103.0,FL,"Punta Gorda, FL",Punta Gorda
2019-09-01,96.5,FL,"Punta Gorda, FL",Punta Gorda
2019-10-01,86.5,FL,"Punta Gorda, FL",Punta Gorda
2019-11-01,75.0,FL,"Punta Gorda, FL",Punta Gorda
2019-12-01,78.0,FL,"Punta Gorda, FL",Punta Gorda
2020-01-01,83.0,FL,"Punta Gorda, FL",Punta Gorda
2020-02-01,80.0,FL,"Punta Gorda, FL",Punta Gorda
2020-03-01,70.5,FL,"Punta Gorda, FL",Punta Gorda
2020-04-01,71.5,FL,"Punta Gorda, FL",Punta Gorda
2020-05-01,83.0,FL,"Punta Gorda, FL",Punta Gorda
2020-06-01,94.0,FL,"Punta Gorda, FL",Punta Gorda
2020-07-01,96.0,FL,"Punta Gorda, FL",Punta Gorda
2020-08-01,81.0,FL,"Punta Gorda, FL",Punta Gorda
2020-09-01,78.0,FL,"Punta Gorda, FL",Punta Gorda
2020-10-01,67.0,FL,"Punta Gorda, FL",Punta Gorda
2020-11-01,67.5,FL,"Punta Gorda, FL",Punta Gorda
2020-12-01,71.5,FL,"Punta Gorda, FL",Punta Gorda
2021-01-01,76.0,FL,"Punta Gorda, FL",Punta Gorda
2021-02-01,68.5,FL,"Punta Gorda, FL",Punta Gorda
2021-03-01,50.5,FL,"Punta Gorda, FL",Punta Gorda
2021-04-01,48.0,FL,"Punta Gorda, FL",Punta Gorda
2021-05-01,44.0,FL,"Punta Gorda, FL",Punta Gorda
2021-06-01,44.0,FL,"Punta Gorda, FL",Punta Gorda
2021-07-01,42.0,FL,"Punta Gorda, FL",Punta Gorda
2021-08-01,43.0,FL,"Punta Gorda, FL",Punta Gorda
2021-09-01,46.0,FL,"Punta Gorda, FL",Punta Gorda
2021-10-01,50.0,FL,"Punta Gorda, FL",Punta Gorda
2021-11-01,44.5,FL,"Punta Gorda, FL",Punta Gorda
2017-07-01,1.6216216,FL,"Punta Gorda, FL",Punta Gorda
2017-08-01,3.7234043,FL,"Punta Gorda, FL",Punta Gorda
2017-09-01,0.5128205,FL,"Punta Gorda, FL",Punta Gorda
2017-10-01,-8.6734694,FL,"Punta Gorda, FL",Punta Gorda
2017-11-01,-11.1731844,FL,"Punta Gorda, FL",Punta Gorda
2017-12-01,-14.4654088,FL,"Punta Gorda, FL",Punta Gorda
2018-01-01,9.5588235,FL,"Punta Gorda, FL",Punta Gorda
2018-02-01,-1.3422819,FL,"Punta Gorda, FL",Punta Gorda
2018-03-01,-3.4013605,FL,"Punta Gorda, FL",Punta Gorda
2018-04-01,5.6338028,FL,"Punta Gorda, FL",Punta Gorda
2018-05-01,5.3333333,FL,"Punta Gorda, FL",Punta Gorda
2018-06-01,17.721519,FL,"Punta Gorda, FL",Punta Gorda
2018-07-01,2.688172,FL,"Punta Gorda, FL",Punta Gorda
2018-08-01,-1.0471204,FL,"Punta Gorda, FL",Punta Gorda
2018-09-01,-1.5873016,FL,"Punta Gorda, FL",Punta Gorda
2018-10-01,-2.688172,FL,"Punta Gorda, FL",Punta Gorda
2018-11-01,-19.3370166,FL,"Punta Gorda, FL",Punta Gorda
2018-12-01,1.369863,FL,"Punta Gorda, FL",Punta Gorda
2019-01-01,7.4324324,FL,"Punta Gorda, FL",Punta Gorda
2019-02-01,-1.8867925,FL,"Punta Gorda, FL",Punta Gorda
2019-03-01,-5.1282051,FL,"Punta Gorda, FL",Punta Gorda
2019-04-01,4.7297297,FL,"Punta Gorda, FL",Punta Gorda
2019-05-01,8.3870968,FL,"Punta Gorda, FL",Punta Gorda
2019-06-01,8.3333333,FL,"Punta Gorda, FL",Punta Gorda
2019-07-01,7.1428571,FL,"Punta Gorda, FL",Punta Gorda
2019-08-01,5.6410256,FL,"Punta Gorda, FL",Punta Gorda
2019-09-01,-6.3106796,FL,"Punta Gorda, FL",Punta Gorda
2019-10-01,-10.3626943,FL,"Punta Gorda, FL",Punta Gorda
2019-11-01,-13.2947977,FL,"Punta Gorda, FL",Punta Gorda
2019-12-01,4.0,FL,"Punta Gorda, FL",Punta Gorda
2020-01-01,6.4102564,FL,"Punta Gorda, FL",Punta Gorda
2020-02-01,-3.6144578,FL,"Punta Gorda, FL",Punta Gorda
2020-03-01,-11.875,FL,"Punta Gorda, FL",Punta Gorda
2020-04-01,1.4184397,FL,"Punta Gorda, FL",Punta Gorda
2020-05-01,16.0839161,FL,"Punta Gorda, FL",Punta Gorda
2020-06-01,13.253012,FL,"Punta Gorda, FL",Punta Gorda
2020-07-01,2.1276596,FL,"Punta Gorda, FL",Punta Gorda
2020-08-01,-15.625,FL,"Punta Gorda, FL",Punta Gorda
2020-09-01,-3.7037037,FL,"Punta Gorda, FL",Punta Gorda
2020-10-01,-14.1025641,FL,"Punta Gorda, FL",Punta Gorda
2020-11-01,0.7462687,FL,"Punta Gorda, FL",Punta Gorda
2020-12-01,5.9259259,FL,"Punta Gorda, FL",Punta Gorda
2021-01-01,6.2937063,FL,"Punta Gorda, FL",Punta Gorda
2021-02-01,-9.8684211,FL,"Punta Gorda, FL",Punta Gorda
2021-03-01,-26.2773723,FL,"Punta Gorda, FL",Punta Gorda
2021-04-01,-4.950495,FL,"Punta Gorda, FL",Punta Gorda
2021-05-01,-8.3333333,FL,"Punta Gorda, FL",Punta Gorda
2021-06-01,0.0,FL,"Punta Gorda, FL",Punta Gorda
2021-07-01,-4.5454545,FL,"Punta Gorda, FL",Punta Gorda
2021-08-01,2.3809524,FL,"Punta Gorda, FL",Punta Gorda
2021-09-01,6.9767442,FL,"Punta Gorda, FL",Punta Gorda
2021-10-01,8.6956522,FL,"Punta Gorda, FL",Punta Gorda
2021-11-01,-11.0,FL,"Punta Gorda, FL",Punta Gorda
2017-07-01,-1.0526316,FL,"Punta Gorda, FL",Punta Gorda
2017-08-01,4.8387097,FL,"Punta Gorda, FL",Punta Gorda
2017-09-01,10.1123596,FL,"Punta Gorda, FL",Punta Gorda
2017-10-01,5.2941176,FL,"Punta Gorda, FL",Punta Gorda
2017-11-01,3.2467532,FL,"Punta Gorda, FL",Punta Gorda
2017-12-01,-8.1081081,FL,"Punta Gorda, FL",Punta Gorda
2018-01-01,-6.875,FL,"Punta Gorda, FL",Punta Gorda
2018-02-01,-9.2592593,FL,"Punta Gorda, FL",Punta Gorda
2018-03-01,-4.0540541,FL,"Punta Gorda, FL",Punta Gorda
2018-04-01,-8.5365854,FL,"Punta Gorda, FL",Punta Gorda
2018-05-01,-7.6023392,FL,"Punta Gorda, FL",Punta Gorda
2018-06-01,0.5405405,FL,"Punta Gorda, FL",Punta Gorda
2018-07-01,1.5957447,FL,"Punta Gorda, FL",Punta Gorda
2018-08-01,-3.0769231,FL,"Punta Gorda, FL",Punta Gorda
2018-09-01,-5.1020408,FL,"Punta Gorda, FL",Punta Gorda
2018-10-01,1.1173184,FL,"Punta Gorda, FL",Punta Gorda
2018-11-01,-8.1761006,FL,"Punta Gorda, FL",Punta Gorda
2018-12-01,8.8235294,FL,"Punta Gorda, FL",Punta Gorda
2019-01-01,6.7114094,FL,"Punta Gorda, FL",Punta Gorda
2019-02-01,6.122449,FL,"Punta Gorda, FL",Punta Gorda
2019-03-01,4.2253521,FL,"Punta Gorda, FL",Punta Gorda
2019-04-01,3.3333333,FL,"Punta Gorda, FL",Punta Gorda
2019-05-01,6.3291139,FL,"Punta Gorda, FL",Punta Gorda
2019-06-01,-2.1505376,FL,"Punta Gorda, FL",Punta Gorda
2019-07-01,2.0942408,FL,"Punta Gorda, FL",Punta Gorda
2019-08-01,8.994709,FL,"Punta Gorda, FL",Punta Gorda
2019-09-01,3.7634409,FL,"Punta Gorda, FL",Punta Gorda
2019-10-01,-4.4198895,FL,"Punta Gorda, FL",Punta Gorda
2019-11-01,2.739726,FL,"Punta Gorda, FL",Punta Gorda
2019-12-01,5.4054054,FL,"Punta Gorda, FL",Punta Gorda
2020-01-01,4.4025157,FL,"Punta Gorda, FL",Punta Gorda
2020-02-01,2.5641026,FL,"Punta Gorda, FL",Punta Gorda
2020-03-01,-4.7297297,FL,"Punta Gorda, FL",Punta Gorda
2020-04-01,-7.7419355,FL,"Punta Gorda, FL",Punta Gorda
2020-05-01,-1.1904762,FL,"Punta Gorda, FL",Punta Gorda
2020-06-01,3.2967033,FL,"Punta Gorda, FL",Punta Gorda
2020-07-01,-1.5384615,FL,"Punta Gorda, FL",Punta Gorda
2020-08-01,-21.3592233,FL,"Punta Gorda, FL",Punta Gorda
2020-09-01,-19.1709845,FL,"Punta Gorda, FL",Punta Gorda
2020-10-01,-22.5433526,FL,"Punta Gorda, FL",Punta Gorda
2020-11-01,-10.0,FL,"Punta Gorda, FL",Punta Gorda
2020-12-01,-8.3333333,FL,"Punta Gorda, FL",Punta Gorda
2021-01-01,-8.4337349,FL,"Punta Gorda, FL",Punta Gorda
2021-02-01,-14.375,FL,"Punta Gorda, FL",Punta Gorda
2021-03-01,-28.3687943,FL,"Punta Gorda, FL",Punta Gorda
2021-04-01,-32.8671329,FL,"Punta Gorda, FL",Punta Gorda
2021-05-01,-46.9879518,FL,"Punta Gorda, FL",Punta Gorda
2021-06-01,-53.1914894,FL,"Punta Gorda, FL",Punta Gorda
2021-07-01,-56.25,FL,"Punta Gorda, FL",Punta Gorda
2021-08-01,-46.9135802,FL,"Punta Gorda, FL",Punta Gorda
2021-09-01,-41.025641,FL,"Punta Gorda, FL",Punta Gorda
2021-10-01,-25.3731343,FL,"Punta Gorda, FL",Punta Gorda
2021-11-01,-34.0740741,FL,"Punta Gorda, FL",Punta Gorda
2016-07-01,47.0,CO,"Pueblo, CO",Pueblo
2016-08-01,46.5,CO,"Pueblo, CO",Pueblo
2016-09-01,53.5,CO,"Pueblo, CO",Pueblo
2016-10-01,61.0,CO,"Pueblo, CO",Pueblo
2016-11-01,65.0,CO,"Pueblo, CO",Pueblo
2016-12-01,67.0,CO,"Pueblo, CO",Pueblo
2017-01-01,77.5,CO,"Pueblo, CO",Pueblo
2017-02-01,78.5,CO,"Pueblo, CO",Pueblo
2017-03-01,52.0,CO,"Pueblo, CO",Pueblo
2017-04-01,43.0,CO,"Pueblo, CO",Pueblo
2017-05-01,39.5,CO,"Pueblo, CO",Pueblo
2017-06-01,39.5,CO,"Pueblo, CO",Pueblo
2017-07-01,38.0,CO,"Pueblo, CO",Pueblo
2017-08-01,38.5,CO,"Pueblo, CO",Pueblo
2017-09-01,48.0,CO,"Pueblo, CO",Pueblo
2017-10-01,55.5,CO,"Pueblo, CO",Pueblo
2017-11-01,57.5,CO,"Pueblo, CO",Pueblo
2017-12-01,58.0,CO,"Pueblo, CO",Pueblo
2018-01-01,60.5,CO,"Pueblo, CO",Pueblo
2018-02-01,51.0,CO,"Pueblo, CO",Pueblo
2018-03-01,43.0,CO,"Pueblo, CO",Pueblo
2018-04-01,45.5,CO,"Pueblo, CO",Pueblo
2018-05-01,44.5,CO,"Pueblo, CO",Pueblo
2018-06-01,42.0,CO,"Pueblo, CO",Pueblo
2018-07-01,39.0,CO,"Pueblo, CO",Pueblo
2018-08-01,47.0,CO,"Pueblo, CO",Pueblo
2018-09-01,52.0,CO,"Pueblo, CO",Pueblo
2018-10-01,53.0,CO,"Pueblo, CO",Pueblo
2018-11-01,58.0,CO,"Pueblo, CO",Pueblo
2018-12-01,68.0,CO,"Pueblo, CO",Pueblo
2019-01-01,70.5,CO,"Pueblo, CO",Pueblo
2019-02-01,51.5,CO,"Pueblo, CO",Pueblo
2019-03-01,50.0,CO,"Pueblo, CO",Pueblo
2019-04-01,44.5,CO,"Pueblo, CO",Pueblo
2019-05-01,38.0,CO,"Pueblo, CO",Pueblo
2019-06-01,36.0,CO,"Pueblo, CO",Pueblo
2019-07-01,37.0,CO,"Pueblo, CO",Pueblo
2019-08-01,39.0,CO,"Pueblo, CO",Pueblo
2019-09-01,36.5,CO,"Pueblo, CO",Pueblo
2019-10-01,37.5,CO,"Pueblo, CO",Pueblo
2019-11-01,45.0,CO,"Pueblo, CO",Pueblo
2019-12-01,58.0,CO,"Pueblo, CO",Pueblo
2020-01-01,52.0,CO,"Pueblo, CO",Pueblo
2020-02-01,42.0,CO,"Pueblo, CO",Pueblo
2020-03-01,41.0,CO,"Pueblo, CO",Pueblo
2020-04-01,34.0,CO,"Pueblo, CO",Pueblo
2020-05-01,42.0,CO,"Pueblo, CO",Pueblo
2020-06-01,33.5,CO,"Pueblo, CO",Pueblo
2020-07-01,35.5,CO,"Pueblo, CO",Pueblo
2020-08-01,37.0,CO,"Pueblo, CO",Pueblo
2020-09-01,35.5,CO,"Pueblo, CO",Pueblo
2020-10-01,33.0,CO,"Pueblo, CO",Pueblo
2020-11-01,33.0,CO,"Pueblo, CO",Pueblo
2020-12-01,36.5,CO,"Pueblo, CO",Pueblo
2021-01-01,43.0,CO,"Pueblo, CO",Pueblo
2021-02-01,25.5,CO,"Pueblo, CO",Pueblo
2021-03-01,25.5,CO,"Pueblo, CO",Pueblo
2021-04-01,28.0,CO,"Pueblo, CO",Pueblo
2021-05-01,25.0,CO,"Pueblo, CO",Pueblo
2021-06-01,22.0,CO,"Pueblo, CO",Pueblo
2021-07-01,21.5,CO,"Pueblo, CO",Pueblo
2021-08-01,25.0,CO,"Pueblo, CO",Pueblo
2021-09-01,26.5,CO,"Pueblo, CO",Pueblo
2021-10-01,28.0,CO,"Pueblo, CO",Pueblo
2021-11-01,26.5,CO,"Pueblo, CO",Pueblo
2017-07-01,-3.7974684,CO,"Pueblo, CO",Pueblo
2017-08-01,1.3157895,CO,"Pueblo, CO",Pueblo
2017-09-01,24.6753247,CO,"Pueblo, CO",Pueblo
2017-10-01,15.625,CO,"Pueblo, CO",Pueblo
2017-11-01,3.6036036,CO,"Pueblo, CO",Pueblo
2017-12-01,0.8695652,CO,"Pueblo, CO",Pueblo
2018-01-01,4.3103448,CO,"Pueblo, CO",Pueblo
2018-02-01,-15.7024793,CO,"Pueblo, CO",Pueblo
2018-03-01,-15.6862745,CO,"Pueblo, CO",Pueblo
2018-04-01,5.8139535,CO,"Pueblo, CO",Pueblo
2018-05-01,-2.1978022,CO,"Pueblo, CO",Pueblo
2018-06-01,-5.6179775,CO,"Pueblo, CO",Pueblo
2018-07-01,-7.1428571,CO,"Pueblo, CO",Pueblo
2018-08-01,20.5128205,CO,"Pueblo, CO",Pueblo
2018-09-01,10.6382979,CO,"Pueblo, CO",Pueblo
2018-10-01,1.9230769,CO,"Pueblo, CO",Pueblo
2018-11-01,9.4339623,CO,"Pueblo, CO",Pueblo
2018-12-01,17.2413793,CO,"Pueblo, CO",Pueblo
2019-01-01,3.6764706,CO,"Pueblo, CO",Pueblo
2019-02-01,-26.9503546,CO,"Pueblo, CO",Pueblo
2019-03-01,-2.9126214,CO,"Pueblo, CO",Pueblo
2019-04-01,-11.0,CO,"Pueblo, CO",Pueblo
2019-05-01,-14.6067416,CO,"Pueblo, CO",Pueblo
2019-06-01,-5.2631579,CO,"Pueblo, CO",Pueblo
2019-07-01,2.7777778,CO,"Pueblo, CO",Pueblo
2019-08-01,5.4054054,CO,"Pueblo, CO",Pueblo
2019-09-01,-6.4102564,CO,"Pueblo, CO",Pueblo
2019-10-01,2.739726,CO,"Pueblo, CO",Pueblo
2019-11-01,20.0,CO,"Pueblo, CO",Pueblo
2019-12-01,28.8888889,CO,"Pueblo, CO",Pueblo
2020-01-01,-10.3448276,CO,"Pueblo, CO",Pueblo
2020-02-01,-19.2307692,CO,"Pueblo, CO",Pueblo
2020-03-01,-2.3809524,CO,"Pueblo, CO",Pueblo
2020-04-01,-17.0731707,CO,"Pueblo, CO",Pueblo
2020-05-01,23.5294118,CO,"Pueblo, CO",Pueblo
2020-06-01,-20.2380952,CO,"Pueblo, CO",Pueblo
2020-07-01,5.9701493,CO,"Pueblo, CO",Pueblo
2020-08-01,4.2253521,CO,"Pueblo, CO",Pueblo
2020-09-01,-4.0540541,CO,"Pueblo, CO",Pueblo
2020-10-01,-7.0422535,CO,"Pueblo, CO",Pueblo
2020-11-01,0.0,CO,"Pueblo, CO",Pueblo
2020-12-01,10.6060606,CO,"Pueblo, CO",Pueblo
2021-01-01,17.8082192,CO,"Pueblo, CO",Pueblo
2021-02-01,-40.6976744,CO,"Pueblo, CO",Pueblo
2021-03-01,0.0,CO,"Pueblo, CO",Pueblo
2021-04-01,9.8039216,CO,"Pueblo, CO",Pueblo
2021-05-01,-10.7142857,CO,"Pueblo, CO",Pueblo
2021-06-01,-12.0,CO,"Pueblo, CO",Pueblo
2021-07-01,-2.2727273,CO,"Pueblo, CO",Pueblo
2021-08-01,16.2790698,CO,"Pueblo, CO",Pueblo
2021-09-01,6.0,CO,"Pueblo, CO",Pueblo
2021-10-01,5.6603774,CO,"Pueblo, CO",Pueblo
2021-11-01,-5.3571429,CO,"Pueblo, CO",Pueblo
2017-07-01,-19.1489362,CO,"Pueblo, CO",Pueblo
2017-08-01,-17.2043011,CO,"Pueblo, CO",Pueblo
2017-09-01,-10.2803738,CO,"Pueblo, CO",Pueblo
2017-10-01,-9.0163934,CO,"Pueblo, CO",Pueblo
2017-11-01,-11.5384615,CO,"Pueblo, CO",Pueblo
2017-12-01,-13.4328358,CO,"Pueblo, CO",Pueblo
2018-01-01,-21.9354839,CO,"Pueblo, CO",Pueblo
2018-02-01,-35.0318471,CO,"Pueblo, CO",Pueblo
2018-03-01,-17.3076923,CO,"Pueblo, CO",Pueblo
2018-04-01,5.8139535,CO,"Pueblo, CO",Pueblo
2018-05-01,12.6582278,CO,"Pueblo, CO",Pueblo
2018-06-01,6.3291139,CO,"Pueblo, CO",Pueblo
2018-07-01,2.6315789,CO,"Pueblo, CO",Pueblo
2018-08-01,22.0779221,CO,"Pueblo, CO",Pueblo
2018-09-01,8.3333333,CO,"Pueblo, CO",Pueblo
2018-10-01,-4.5045045,CO,"Pueblo, CO",Pueblo
2018-11-01,0.8695652,CO,"Pueblo, CO",Pueblo
2018-12-01,17.2413793,CO,"Pueblo, CO",Pueblo
2019-01-01,16.5289256,CO,"Pueblo, CO",Pueblo
2019-02-01,0.9803922,CO,"Pueblo, CO",Pueblo
2019-03-01,16.2790698,CO,"Pueblo, CO",Pueblo
2019-04-01,-2.1978022,CO,"Pueblo, CO",Pueblo
2019-05-01,-14.6067416,CO,"Pueblo, CO",Pueblo
2019-06-01,-14.2857143,CO,"Pueblo, CO",Pueblo
2019-07-01,-5.1282051,CO,"Pueblo, CO",Pueblo
2019-08-01,-17.0212766,CO,"Pueblo, CO",Pueblo
2019-09-01,-29.8076923,CO,"Pueblo, CO",Pueblo
2019-10-01,-29.245283,CO,"Pueblo, CO",Pueblo
2019-11-01,-22.4137931,CO,"Pueblo, CO",Pueblo
2019-12-01,-14.7058824,CO,"Pueblo, CO",Pueblo
2020-01-01,-26.2411348,CO,"Pueblo, CO",Pueblo
2020-02-01,-18.4466019,CO,"Pueblo, CO",Pueblo
2020-03-01,-18.0,CO,"Pueblo, CO",Pueblo
2020-04-01,-23.5955056,CO,"Pueblo, CO",Pueblo
2020-05-01,10.5263158,CO,"Pueblo, CO",Pueblo
2020-06-01,-6.9444444,CO,"Pueblo, CO",Pueblo
