date,Housing Inventory: Median Days on Market,state,msa,city
2016-07-01,70.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-08-01,79.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-09-01,84.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-10-01,83.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-11-01,84.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-12-01,92.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-01-01,96.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-02-01,89.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-03-01,62.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-04-01,58.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-05-01,56.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-06-01,58.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-07-01,65.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-08-01,71.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-09-01,74.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-10-01,74.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-11-01,73.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-12-01,84.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-01-01,89.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-02-01,82.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-03-01,58.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-04-01,56.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-05-01,51.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-06-01,53.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-07-01,62.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-08-01,67.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-09-01,71.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-10-01,68.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-11-01,69.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-12-01,82.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-01-01,87.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-02-01,81.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-03-01,57.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-04-01,51.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-05-01,51.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-06-01,57.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-07-01,63.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-08-01,72.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-09-01,71.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-10-01,67.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-11-01,66.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-12-01,83.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-01-01,91.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-02-01,77.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-03-01,56.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-04-01,56.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-05-01,74.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-06-01,77.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-07-01,48.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-08-01,45.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-09-01,50.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-10-01,49.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-11-01,63.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-12-01,75.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-01-01,85.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-02-01,83.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-03-01,59.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-04-01,48.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-05-01,44.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-06-01,44.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-07-01,49.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-08-01,48.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-09-01,49.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-10-01,53.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-11-01,57.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-07-01,12.0689655,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-08-01,9.2307692,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-09-01,4.2253521,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-10-01,0.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-11-01,-0.6756757,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-12-01,14.2857143,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-01-01,6.547619,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-02-01,-8.3798883,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-03-01,-29.2682927,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-04-01,-3.4482759,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-05-01,-8.0357143,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-06-01,2.9126214,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-07-01,17.9245283,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-08-01,7.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-09-01,5.9701493,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-10-01,-3.5211268,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-11-01,1.459854,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-12-01,17.9856115,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-01-01,6.7073171,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-02-01,-6.8571429,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-03-01,-30.0613497,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-04-01,-9.6491228,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-05-01,0.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-06-01,10.6796117,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-07-01,11.4035088,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-08-01,13.3858268,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-09-01,-1.3888889,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-10-01,-5.6338028,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-11-01,-1.4925373,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-12-01,26.5151515,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-01-01,9.5808383,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-02-01,-15.8469945,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-03-01,-27.2727273,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-04-01,0.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-05-01,32.1428571,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-06-01,4.0540541,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-07-01,-37.012987,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-08-01,-7.2164948,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-09-01,11.1111111,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-10-01,-2.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-11-01,28.5714286,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-12-01,19.047619,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-01-01,13.3333333,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-02-01,-1.7647059,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-03-01,-28.742515,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-04-01,-18.487395,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-05-01,-9.2783505,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-06-01,1.1363636,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-07-01,11.2359551,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-08-01,-2.020202,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-09-01,1.0309278,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-10-01,8.1632653,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-11-01,7.5471698,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-07-01,-7.1428571,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-08-01,-10.6918239,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-09-01,-12.4260355,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-10-01,-10.8433735,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-11-01,-12.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-12-01,-8.6956522,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-01-01,-6.7708333,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-02-01,-8.3798883,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-03-01,-7.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-04-01,-3.4482759,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-05-01,-8.8495575,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-06-01,-8.6206897,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-07-01,-3.8461538,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-08-01,-5.6338028,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-09-01,-4.0540541,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-10-01,-7.4324324,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-11-01,-5.4421769,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-12-01,-2.3809524,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-01-01,-2.2346369,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-02-01,-0.6097561,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-03-01,-1.7241379,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-04-01,-8.0357143,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-05-01,0.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-06-01,7.5471698,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-07-01,1.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-08-01,7.4626866,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-09-01,0.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-10-01,-2.189781,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-11-01,-5.0359712,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-12-01,1.8292683,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-01-01,4.5714286,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-02-01,-5.5214724,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-03-01,-1.754386,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-04-01,8.7378641,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-05-01,43.6893204,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-06-01,35.0877193,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-07-01,-23.6220472,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-08-01,-37.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-09-01,-29.5774648,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-10-01,-26.8656716,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-11-01,-4.5454545,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-12-01,-10.1796407,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-01-01,-7.1038251,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-02-01,8.4415584,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-03-01,6.25,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-04-01,-13.3928571,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-05-01,-40.5405405,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-06-01,-42.2077922,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-07-01,2.0618557,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-08-01,7.7777778,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-09-01,-2.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-10-01,8.1632653,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-11-01,-9.5238095,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-07-01,54.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2016-08-01,57.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2016-09-01,59.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2016-10-01,61.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2016-11-01,67.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2016-12-01,79.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-01-01,83.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-02-01,62.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-03-01,45.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-04-01,46.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-05-01,46.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-06-01,46.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-07-01,48.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-08-01,51.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-09-01,52.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-10-01,53.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-11-01,60.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-12-01,71.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-01-01,75.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-02-01,55.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-03-01,43.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-04-01,40.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-05-01,40.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-06-01,42.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-07-01,44.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-08-01,47.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-09-01,49.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-10-01,50.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-11-01,56.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-12-01,68.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-01-01,72.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-02-01,56.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-03-01,43.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-04-01,39.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-05-01,41.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-06-01,43.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-07-01,44.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-08-01,47.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-09-01,49.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-10-01,49.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-11-01,56.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-12-01,68.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-01-01,72.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-02-01,45.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-03-01,42.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-04-01,51.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-05-01,60.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-06-01,45.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-07-01,42.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-08-01,42.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-09-01,42.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-10-01,43.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-11-01,50.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-12-01,59.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-01-01,64.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-02-01,47.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-03-01,43.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-04-01,36.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-05-01,36.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-06-01,33.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-07-01,35.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-08-01,35.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-09-01,38.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-10-01,41.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-11-01,45.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-07-01,4.3478261,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-08-01,6.25,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-09-01,1.9607843,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-10-01,2.8846154,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-11-01,12.1495327,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-12-01,18.3333333,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-01-01,5.6338028,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-02-01,-26.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-03-01,-22.5225225,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-04-01,-5.8139535,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-05-01,0.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-06-01,3.7037037,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-07-01,4.7619048,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-08-01,6.8181818,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-09-01,4.2553191,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-10-01,3.0612245,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-11-01,10.8910891,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-12-01,21.4285714,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-01-01,6.6176471,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-02-01,-22.7586207,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-03-01,-23.2142857,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-04-01,-9.3023256,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-05-01,5.1282051,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-06-01,4.8780488,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-07-01,2.3255814,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-08-01,6.8181818,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-09-01,4.2553191,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-10-01,0.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-11-01,14.2857143,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-12-01,21.4285714,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-01-01,6.6176471,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-02-01,-37.9310345,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-03-01,-5.5555556,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-04-01,21.1764706,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-05-01,16.5048544,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-06-01,-24.1666667,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-07-01,-7.6923077,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-08-01,0.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-09-01,0.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-10-01,2.3809524,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-11-01,16.2790698,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-12-01,18.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-01-01,8.4745763,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-02-01,-26.5625,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-03-01,-8.5106383,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-04-01,-16.2790698,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-05-01,0.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-06-01,-8.3333333,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-07-01,7.5757576,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-08-01,0.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-09-01,7.0422535,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-10-01,7.8947368,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-11-01,9.7560976,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-07-01,-11.1111111,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-08-01,-11.3043478,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-09-01,-11.8644068,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-10-01,-12.295082,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-11-01,-10.4477612,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-12-01,-10.1265823,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-01-01,-9.6385542,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-02-01,-11.2,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-03-01,-4.4444444,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-04-01,-11.9565217,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-05-01,-12.9032258,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-06-01,-8.6956522,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-07-01,-8.3333333,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-08-01,-7.8431373,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-09-01,-5.7692308,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-10-01,-5.6074766,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-11-01,-6.6666667,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-12-01,-4.2253521,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-01-01,-3.3333333,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-02-01,0.9009009,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-03-01,0.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-04-01,-3.7037037,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-05-01,1.2345679,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-06-01,2.3809524,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-07-01,0.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-08-01,0.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-09-01,0.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-10-01,-2.970297,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-11-01,0.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-12-01,0.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-01-01,0.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
