date,All Employees: Wholesale Trade,state,msa,city,title,id,frequency,seasonal_adjustment
1999-07-01,6.712058488858019,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
1999-08-01,6.779132813224031,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
1999-09-01,6.69706570120187,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
1999-10-01,6.7256861772195995,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
1999-11-01,6.8083625074965894,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
1999-12-01,6.87837573775001,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2000-01-01,7.16352506919865,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2000-02-01,7.127413568250169,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2000-03-01,7.07442334345613,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2000-04-01,7.1170282039579496,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2000-05-01,7.11314347727112,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2000-06-01,7.21888662144205,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2000-07-01,7.411816036750059,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2000-08-01,7.46332206744538,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2000-09-01,7.5769488674313,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2000-10-01,7.62894067199978,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2000-11-01,7.71657131005749,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2000-12-01,7.69202135658822,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2001-01-01,7.671667544862231,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2001-02-01,7.6219311753245105,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2001-03-01,7.76725353755471,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2001-04-01,7.713549634200111,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2001-05-01,7.708733792728911,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2001-06-01,7.73517603072558,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2001-07-01,7.71661375162467,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2001-08-01,7.75685552604946,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2001-09-01,7.76724964125311,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2001-10-01,7.72681198131622,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2001-11-01,7.613009259134509,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2001-12-01,7.699365812054089,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2002-01-01,7.7783406142421105,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2002-02-01,7.9258605301988805,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2002-03-01,8.05670695484404,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2002-04-01,7.911131723296161,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2002-05-01,7.89078791207944,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2002-06-01,8.050511796822692,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2002-07-01,8.13207261783649,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2002-08-01,8.15937639421925,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2002-09-01,8.2747192654398,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2002-10-01,8.21659911274413,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2002-11-01,8.19767270490721,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2002-12-01,8.301033088345969,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2003-01-01,7.88328622715137,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2003-02-01,7.82113250474663,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2003-03-01,7.85779588962904,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2003-04-01,7.910598357012759,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2003-05-01,7.872380588767119,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2003-06-01,7.863889187261161,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2003-07-01,7.74519035974031,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2003-08-01,7.772821811430121,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2003-09-01,7.79344403028185,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2003-10-01,7.798501456823041,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2003-11-01,7.774274020656709,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2003-12-01,7.898994464914121,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2004-01-01,7.77993461492691,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2004-02-01,7.81897355349692,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2004-03-01,7.8647315683837595,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2004-04-01,8.112209343118641,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2004-05-01,8.05805464088349,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2004-06-01,8.07600029699297,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2004-07-01,8.15862721529822,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2004-08-01,8.18124543284849,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2004-09-01,8.11734937394354,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2004-10-01,8.17905555116636,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2004-11-01,8.35165850230994,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2004-12-01,8.28822734638411,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2005-01-01,8.37070768372041,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2005-02-01,8.41545753569834,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2005-03-01,8.486667709834501,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2005-04-01,8.41831741379406,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2005-05-01,8.459670081958281,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2005-06-01,8.38347461196938,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2005-07-01,8.45631686977597,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2005-08-01,8.48349086551795,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2005-09-01,8.430444982396919,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2005-10-01,8.56902102513818,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2005-11-01,8.53134714876199,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2005-12-01,8.47106753145868,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2006-01-01,8.66747398439362,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2006-02-01,8.5246494930287,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2006-03-01,8.508155535199059,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2006-04-01,8.523896894430152,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2006-05-01,8.56740657459553,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2006-06-01,8.586313593754161,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2006-07-01,8.5460761412181,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2006-08-01,8.5686813707836,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2006-09-01,8.733146698337709,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2006-10-01,8.86550409341725,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2006-11-01,8.931459030555551,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2006-12-01,8.95679510758476,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2007-01-01,9.06801625493716,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2007-02-01,9.2403951600764,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2007-03-01,9.23411746776041,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2007-04-01,9.22528038953715,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2007-05-01,9.17295013807995,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2007-06-01,9.27068075246542,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2007-07-01,9.33285991364214,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2007-08-01,9.345912651192132,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2007-09-01,9.323016327884199,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2007-10-01,9.27785684864141,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2007-11-01,9.24994965789173,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2007-12-01,9.25022703136786,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2008-01-01,9.27589016983486,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2008-02-01,9.05979199553348,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2008-03-01,8.951540257199461,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2008-04-01,8.815615956543711,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2008-05-01,8.86942527006887,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2008-06-01,9.04888483023049,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2008-07-01,8.9191462377685,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2008-08-01,8.820302371908339,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2008-09-01,8.814631354386131,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2008-10-01,8.69702295031298,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2008-11-01,8.87938894946406,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2008-12-01,8.65288314456272,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2009-01-01,8.38592232472226,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2009-02-01,8.277189917878111,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2009-03-01,8.26471071201479,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2009-04-01,8.19793714343735,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2009-05-01,8.15848178057621,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2009-06-01,8.01495649490875,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2009-07-01,8.01157816674914,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2009-08-01,8.00570768978311,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2009-09-01,7.9137499798032,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2009-10-01,7.91671975980006,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2009-11-01,7.90015743340163,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2009-12-01,7.962242716485981,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2010-01-01,8.20424285510472,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2010-02-01,8.08497933382165,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2010-03-01,8.163957083294731,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2010-04-01,8.1796911896991,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2010-05-01,8.245886781633532,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2010-06-01,8.2876673620277,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2010-07-01,8.21063492615923,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2010-08-01,8.30384932865338,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2010-09-01,8.218462959272491,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2010-10-01,8.1214516126659,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2010-11-01,8.11694856449509,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2010-12-01,8.07581378565815,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
2011-01-01,8.11784773537838,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Wholesale Trade in Charleston-North Charleston, SC (MSA)",SMU45167004100000001SA,Monthly,Seasonally Adjusted
