date,Housing Inventory: Active Listing Count Month-Over-Month,state,msa,city,title,id,frequency,seasonal_adjustment
2018-06-01,1.94,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston-North Charleston, SC (CBSA)",ACTLISCOUMM16700,Monthly,Not Seasonally Adjusted
2018-07-01,0.91,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston-North Charleston, SC (CBSA)",ACTLISCOUMM16700,Monthly,Not Seasonally Adjusted
2018-08-01,-0.21,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston-North Charleston, SC (CBSA)",ACTLISCOUMM16700,Monthly,Not Seasonally Adjusted
2018-09-01,1.99,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston-North Charleston, SC (CBSA)",ACTLISCOUMM16700,Monthly,Not Seasonally Adjusted
2018-10-01,3.05,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston-North Charleston, SC (CBSA)",ACTLISCOUMM16700,Monthly,Not Seasonally Adjusted
2018-11-01,1.16,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston-North Charleston, SC (CBSA)",ACTLISCOUMM16700,Monthly,Not Seasonally Adjusted
2018-12-01,-5.55,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston-North Charleston, SC (CBSA)",ACTLISCOUMM16700,Monthly,Not Seasonally Adjusted
2019-01-01,-3.63,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston-North Charleston, SC (CBSA)",ACTLISCOUMM16700,Monthly,Not Seasonally Adjusted
2019-02-01,2.1,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston-North Charleston, SC (CBSA)",ACTLISCOUMM16700,Monthly,Not Seasonally Adjusted
2019-03-01,2.3,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston-North Charleston, SC (CBSA)",ACTLISCOUMM16700,Monthly,Not Seasonally Adjusted
2019-04-01,3.27,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston-North Charleston, SC (CBSA)",ACTLISCOUMM16700,Monthly,Not Seasonally Adjusted
2019-05-01,0.58,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston-North Charleston, SC (CBSA)",ACTLISCOUMM16700,Monthly,Not Seasonally Adjusted
2019-06-01,-0.35,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston-North Charleston, SC (CBSA)",ACTLISCOUMM16700,Monthly,Not Seasonally Adjusted
