date,All Employees: Accommodation and Food Services,state,msa,city
1994-05-01,346.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-06-01,348.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-07-01,347.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-08-01,348.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-09-01,349.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-10-01,344.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-11-01,344.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-12-01,347.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-01-01,337.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-02-01,341.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-03-01,344.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-04-01,347.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-05-01,351.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-06-01,355.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-07-01,355.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-08-01,357.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-09-01,357.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-10-01,352.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-11-01,354.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-12-01,358.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-01-01,349.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-02-01,354.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-03-01,357.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-04-01,359.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-05-01,363.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-06-01,361.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-07-01,363.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-08-01,364.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-09-01,362.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-10-01,365.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-11-01,365.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-12-01,368.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-01-01,358.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-02-01,362.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-03-01,366.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-04-01,370.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-05-01,374.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-06-01,377.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-07-01,374.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-08-01,376.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-09-01,375.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-10-01,372.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-11-01,370.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-12-01,373.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-01-01,364.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-02-01,368.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-03-01,371.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-04-01,375.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-05-01,381.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-06-01,382.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-07-01,384.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-08-01,386.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-09-01,385.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-10-01,380.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-11-01,381.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-12-01,383.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-01-01,374.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-02-01,380.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-03-01,382.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-04-01,383.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-05-01,387.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-06-01,388.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-07-01,389.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-08-01,389.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-09-01,388.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-10-01,386.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-11-01,386.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-12-01,388.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-01-01,378.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-02-01,384.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-03-01,387.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-04-01,390.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-05-01,393.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-06-01,396.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-07-01,399.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-08-01,401.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-09-01,401.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-10-01,394.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-11-01,394.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-12-01,397.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-01-01,391.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-02-01,396.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-03-01,399.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-04-01,402.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-05-01,406.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-06-01,408.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-07-01,407.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-08-01,407.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-09-01,404.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-10-01,403.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-11-01,402.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-12-01,401.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-01-01,394.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-02-01,397.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-03-01,400.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-04-01,406.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-05-01,412.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-06-01,414.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-07-01,411.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-08-01,413.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-09-01,412.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-10-01,409.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-11-01,409.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-12-01,411.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-01-01,403.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-02-01,407.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-03-01,411.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-04-01,415.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-05-01,419.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-06-01,423.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-07-01,423.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-08-01,424.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-09-01,424.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-10-01,422.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-11-01,423.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-12-01,426.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-01-01,419.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-02-01,424.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-03-01,427.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-04-01,427.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-05-01,432.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-06-01,434.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-07-01,437.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-08-01,437.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-09-01,436.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-10-01,435.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-11-01,434.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-12-01,437.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-01-01,425.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-02-01,429.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-03-01,435.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-04-01,440.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-05-01,441.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-06-01,446.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-07-01,445.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-08-01,445.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-09-01,445.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-10-01,442.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-11-01,442.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-12-01,446.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-01-01,437.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-02-01,442.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-03-01,447.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-04-01,450.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-05-01,454.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-06-01,458.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-07-01,456.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-08-01,458.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-09-01,457.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-10-01,456.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-11-01,456.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-12-01,458.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-01-01,447.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-02-01,450.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-03-01,456.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-04-01,461.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-05-01,463.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-06-01,467.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-07-01,467.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-08-01,468.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-09-01,468.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-10-01,466.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-11-01,466.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-12-01,466.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-01-01,458.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-02-01,461.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-03-01,466.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-04-01,471.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-05-01,473.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-06-01,476.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-07-01,475.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-08-01,474.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-09-01,470.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-10-01,466.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-11-01,462.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-12-01,460.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-01-01,448.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-02-01,447.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-03-01,448.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-04-01,449.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-05-01,454.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-06-01,454.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-07-01,453.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-08-01,451.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-09-01,450.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-10-01,449.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-11-01,445.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-12-01,444.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-01-01,435.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-02-01,437.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-03-01,440.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-04-01,449.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-05-01,452.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-06-01,455.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-07-01,456.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-08-01,457.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-09-01,456.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-10-01,453.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-11-01,451.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-12-01,453.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-01-01,448.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-02-01,451.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-03-01,454.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-04-01,460.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-05-01,464.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-06-01,465.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-07-01,467.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-08-01,469.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-09-01,471.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-10-01,467.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-11-01,469.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-12-01,468.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-01-01,464.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-02-01,467.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-03-01,472.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-04-01,481.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-05-01,488.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-06-01,492.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-07-01,490.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-08-01,494.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-09-01,493.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-10-01,491.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-11-01,494.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-12-01,495.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-01-01,489.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-02-01,494.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-03-01,499.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-04-01,506.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-05-01,513.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-06-01,517.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-07-01,518.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-08-01,518.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-09-01,516.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-10-01,515.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-11-01,514.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-12-01,516.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-01-01,507.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-02-01,510.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-03-01,512.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-04-01,518.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-05-01,525.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-06-01,529.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-07-01,528.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-08-01,529.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-09-01,529.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-10-01,528.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-11-01,530.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-12-01,529.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-01-01,348.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-01-01,347.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-01-01,342.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-01-01,341.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-01-01,344.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-01-01,351.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-01-01,361.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-01-01,370.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-01-01,378.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-01-01,385.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-01-01,393.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-01-01,402.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-01-01,407.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-01-01,418.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-01-01,432.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-01-01,440.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-01-01,452.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-01-01,462.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-01-01,468.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-01-01,449.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-01-01,449.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-01-01,463.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-01-01,485.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-01-01,510.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-01-01,350.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-02-01,351,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-03-01,349.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-04-01,348.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-05-01,347.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-06-01,348,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-07-01,348.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-08-01,347.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-09-01,347.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-10-01,347.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-11-01,347.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-12-01,345.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-01-01,348.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-02-01,347.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-03-01,345,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-04-01,349.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-05-01,349.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-06-01,348.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-07-01,347.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-08-01,347.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-09-01,347.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-10-01,346.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-11-01,346.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-12-01,347,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-01-01,341.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-02-01,342,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-03-01,339.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-04-01,342.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-05-01,340.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-06-01,338.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-07-01,342.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-08-01,342.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-09-01,342.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-10-01,345,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-11-01,344.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-12-01,344.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-01-01,342.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-02-01,343,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-03-01,341.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-04-01,340.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-05-01,340.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-06-01,341.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-07-01,340.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-08-01,341.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-09-01,341.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
