date,All Employees: Accommodation and Food Services,state,msa,city
1991-04-01,377.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-05-01,374.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-06-01,376,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-07-01,375,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-08-01,374.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-09-01,373.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-10-01,373.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-11-01,374.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-12-01,373.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-01-01,372.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-02-01,372.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-03-01,370.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-04-01,373,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-05-01,370.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-06-01,368.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-07-01,370.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-08-01,368.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-09-01,368.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-10-01,369.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-11-01,369.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-12-01,367.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-01-01,373.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-02-01,374.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-03-01,367.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-04-01,370.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-05-01,372.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-06-01,370.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-07-01,369.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-08-01,372.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-09-01,373.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-10-01,374.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-11-01,374.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-12-01,376.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-01-01,378.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-02-01,373.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-03-01,377.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-04-01,382.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-05-01,381.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-06-01,383.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-07-01,386.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-08-01,385,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-09-01,386.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-10-01,388.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-11-01,388.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-12-01,389.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-01-01,391.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-02-01,392.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-03-01,393.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-04-01,393.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-05-01,392.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-06-01,395.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-07-01,393.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-08-01,393.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-09-01,395.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-10-01,395.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-11-01,398.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-12-01,398.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-01-01,395.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-02-01,397.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-03-01,398.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-04-01,398.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-05-01,401.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-06-01,401.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-07-01,401.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-08-01,402.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-09-01,402.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-10-01,403.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-11-01,402.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-12-01,404,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-01-01,406.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-02-01,407.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-03-01,409.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-04-01,409.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-05-01,410.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-06-01,411.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-07-01,412.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-08-01,414.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-09-01,416.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-10-01,414.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-11-01,416.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-12-01,416.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-01-01,419.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-02-01,420.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-03-01,421.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-04-01,417.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-05-01,422.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-06-01,422.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-07-01,423.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-08-01,422.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-09-01,425.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-10-01,426.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-11-01,427.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-12-01,431.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-01-01,430.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-02-01,430.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-03-01,431.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-04-01,432.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-05-01,430.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-06-01,431.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-07-01,432.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-08-01,433.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-09-01,431.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-10-01,435.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-11-01,438.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-12-01,439.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-01-01,439,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-02-01,440.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-03-01,440.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-04-01,444.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-05-01,442.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-06-01,444.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-07-01,445.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-08-01,446.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-09-01,447.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-10-01,450.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-11-01,452.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-12-01,453.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-01-01,454.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-02-01,454.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-03-01,454.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-04-01,452.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-05-01,455,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-06-01,454.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-07-01,454.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-08-01,457.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-09-01,455.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-10-01,443.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-11-01,446.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-12-01,447.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-01-01,444.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-02-01,447.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-03-01,449.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-04-01,452.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-05-01,452.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-06-01,452.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-07-01,450.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-08-01,452.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-09-01,452.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-10-01,455.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-11-01,457.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-12-01,457.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-01-01,465.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-02-01,464.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-03-01,462.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-04-01,463.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-05-01,463.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-06-01,463.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-07-01,467.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-08-01,466.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-09-01,470.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-10-01,470.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-11-01,472.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-12-01,471.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-01-01,473,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-02-01,472.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-03-01,473.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-04-01,473.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-05-01,475.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-06-01,477.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-07-01,482.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-08-01,482.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-09-01,481.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-10-01,481.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-11-01,482.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-12-01,483.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-01-01,483.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-02-01,484.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-03-01,485.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-04-01,488.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-05-01,487.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-06-01,488.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-07-01,488.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-08-01,489.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-09-01,490.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-10-01,485.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-11-01,488.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-12-01,489.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-01-01,492.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-02-01,493.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-03-01,498.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-04-01,493.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-05-01,497.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-06-01,499.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-07-01,500.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-08-01,501.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-09-01,502.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-10-01,501.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-11-01,507,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-12-01,509.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-01-01,509.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-02-01,511.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-03-01,512,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-04-01,512.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-05-01,514.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-06-01,516.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-07-01,516.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-08-01,517.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-09-01,516.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-10-01,519.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-11-01,522.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-12-01,523.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-01-01,524.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-02-01,526.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-03-01,527.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-04-01,528.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-05-01,526.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-06-01,526.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-07-01,525,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-08-01,523.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-09-01,524.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-10-01,524.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-11-01,523.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-12-01,522.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-01-01,522.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-02-01,521.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-03-01,520.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-04-01,517.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-05-01,523.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-06-01,521.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-07-01,522.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-08-01,521.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-09-01,527.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-10-01,527,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-11-01,527.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-12-01,529.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-01-01,531.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-02-01,531,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-03-01,533.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-04-01,542.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-05-01,540.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-06-01,540.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-07-01,542.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-08-01,545.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-09-01,546.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-10-01,551.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-11-01,554.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-12-01,558.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-01-01,558.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-02-01,561.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-03-01,563.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-04-01,570.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-05-01,569.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-06-01,569.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-07-01,571.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-08-01,573.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-09-01,576.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-10-01,578.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-11-01,582.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-12-01,585.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-01-01,588.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-02-01,594.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-03-01,598.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-04-01,595.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-05-01,599.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-06-01,601.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-07-01,603.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-08-01,608.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-09-01,609.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-10-01,611.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-11-01,600.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-12-01,610.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-01-01,613.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-02-01,616.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-03-01,619.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-04-01,623.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-05-01,624.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-06-01,629.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-07-01,628.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-08-01,628.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-09-01,631.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-10-01,632.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-11-01,636.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-12-01,634.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-01-01,636.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-02-01,635.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-03-01,632.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-04-01,638.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-05-01,640.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-06-01,646.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-07-01,646.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-08-01,647.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-09-01,643.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-10-01,642.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-11-01,644.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-12-01,648.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-01-01,340.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-02-01,341.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-03-01,344.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-04-01,346.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-05-01,348.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-06-01,351.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-07-01,354.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-08-01,352.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-09-01,352.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-10-01,348.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-11-01,349.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-12-01,347.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-01-01,337.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-02-01,338.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-03-01,339.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-04-01,347.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-05-01,350.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-06-01,352.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-07-01,353.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-08-01,352.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-09-01,351.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-10-01,347.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-11-01,349.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-12-01,349.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-01-01,330.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-02-01,333.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-03-01,334.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-04-01,341.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-05-01,342.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-06-01,343.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-07-01,347.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-08-01,347.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-09-01,346.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-10-01,346.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-11-01,345.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-12-01,346.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-01-01,332.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-02-01,335.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-03-01,337.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-04-01,339.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-05-01,342.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-06-01,345.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-07-01,345.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-08-01,345.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-09-01,346.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-10-01,341.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-11-01,340.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-12-01,344.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-01-01,333.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-02-01,336.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-03-01,340.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-04-01,343.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
