date,All Employees: Financial Activities: Finance and Insurance,state,msa,city
1990-01-01,683.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-02-01,683.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-03-01,683.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-04-01,677.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-05-01,676.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-06-01,680.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-07-01,676.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-08-01,675.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-09-01,670.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-10-01,664.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-11-01,663.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-12-01,665.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-01-01,649.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-02-01,647.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-03-01,647.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-04-01,644.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-05-01,644.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-06-01,647.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-07-01,643.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-08-01,641.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-09-01,636.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-10-01,631.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-11-01,632.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-12-01,635.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-01-01,619.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-02-01,620.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-03-01,621.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-04-01,618.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-05-01,619.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-06-01,623.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-07-01,622.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-08-01,620.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-09-01,615.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-10-01,613.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-11-01,611.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-12-01,613.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-01-01,605.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-02-01,607.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-03-01,607.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-04-01,599.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-05-01,600.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-06-01,605.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-07-01,605.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-08-01,608.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-09-01,605.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-10-01,605.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-11-01,607.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-12-01,611.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-01-01,605.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-02-01,606.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-03-01,608.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-04-01,609.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-05-01,609.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-06-01,616.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-07-01,615.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-08-01,615.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-09-01,612.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-10-01,605.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-11-01,607.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-12-01,610.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-01-01,603.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-02-01,604.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-03-01,604.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-04-01,599.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-05-01,598.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-06-01,603.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-07-01,600.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-08-01,601.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-09-01,599.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-10-01,597.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-11-01,599.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-12-01,603.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-01-01,593.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-02-01,596.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-03-01,597.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-04-01,594.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-05-01,596.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-06-01,601.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-07-01,600.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-08-01,601.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-09-01,597.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-10-01,594.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-11-01,596.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-12-01,600.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-01-01,591.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-02-01,592.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-03-01,595.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-04-01,593.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-05-01,596.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-06-01,602.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-07-01,607.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-08-01,609.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-09-01,604.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-10-01,606.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-11-01,608.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-12-01,612.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-01-01,610.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-02-01,609.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-03-01,609.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-04-01,608.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-05-01,610.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-06-01,617.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-07-01,623.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-08-01,624.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-09-01,616.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-10-01,615.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-11-01,616.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-12-01,618.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-01-01,621.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-02-01,620.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-03-01,618.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-04-01,616.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-05-01,617.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-06-01,622.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-07-01,624.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-08-01,625.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-09-01,616.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-10-01,619.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-11-01,621.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-12-01,624.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-01-01,625.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-02-01,626.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-03-01,627.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-04-01,625.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-05-01,625.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-06-01,635.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-07-01,633.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-08-01,634.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-09-01,629.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-10-01,627.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-11-01,627.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-12-01,631.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-01-01,621.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-02-01,621.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-03-01,622.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-04-01,617.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-05-01,617.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-06-01,624.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-07-01,624.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-08-01,621.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-09-01,613.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-10-01,586.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-11-01,588.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-12-01,590.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-01-01,594.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-02-01,592.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-03-01,590.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-04-01,585.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-05-01,584.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-06-01,588.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-07-01,589.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-08-01,588.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-09-01,581.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-10-01,580.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-11-01,580.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-12-01,582.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-01-01,580.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-02-01,578.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-03-01,577.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-04-01,574.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-05-01,575.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-06-01,580.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-07-01,583.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-08-01,582.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-09-01,576.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-10-01,574.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-11-01,575.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-12-01,578.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-01-01,573.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-02-01,574.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-03-01,575.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-04-01,574.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-05-01,574.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-06-01,580.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-07-01,587.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-08-01,586.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-09-01,578.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-10-01,581.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-11-01,583.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-12-01,587.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-01-01,579.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-02-01,579.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-03-01,580.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-04-01,582.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-05-01,581.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-06-01,588.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-07-01,596.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-08-01,596.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-09-01,589.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-10-01,588.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-11-01,591.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-12-01,593.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-01-01,587.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-02-01,588.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-03-01,590.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-04-01,590.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-05-01,591.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-06-01,599.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-07-01,604.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-08-01,605.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-09-01,597.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-10-01,597.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-11-01,599.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-12-01,602.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-01-01,596.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-02-01,597.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-03-01,598.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-04-01,597.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-05-01,596.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-06-01,604.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-07-01,609.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-08-01,607.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-09-01,598.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-10-01,600.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-11-01,601.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-12-01,602.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-01-01,596.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-02-01,596.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-03-01,595.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-04-01,591.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-05-01,589.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-06-01,593.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-07-01,596.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-08-01,595.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-09-01,582.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-10-01,578.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-11-01,576.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-12-01,574.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-01-01,565.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-02-01,560.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-03-01,557.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-04-01,552.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-05-01,549.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-06-01,548.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-07-01,548.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-08-01,545.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-09-01,539.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-10-01,539.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-11-01,538.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-12-01,540.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-01-01,535.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-02-01,536.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-03-01,537.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-04-01,536.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-05-01,537.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-06-01,544.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-07-01,547.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-08-01,548.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-09-01,543.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-10-01,543.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-11-01,546.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-12-01,549.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-01-01,544.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-02-01,546.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-03-01,547.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-04-01,546.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-05-01,546.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-06-01,554.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-07-01,559.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-08-01,560.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-09-01,552.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-10-01,550.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-11-01,551.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-12-01,553.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-01-01,547.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-02-01,550.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-03-01,549.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-04-01,546.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-05-01,546.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-06-01,553.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-07-01,555.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-08-01,554.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-09-01,546.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-10-01,546.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-11-01,547.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-12-01,550.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-01-01,543.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-02-01,545.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-03-01,544.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-04-01,544.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-05-01,543.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-06-01,550.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-07-01,554.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-08-01,555.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-09-01,546.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-10-01,547.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-11-01,547.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-12-01,549.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-01-01,544.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-02-01,543.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-03-01,541.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-04-01,542.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-05-01,541.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-06-01,548.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-07-01,552.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-08-01,553.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-09-01,549.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-10-01,548.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-11-01,548.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-12-01,547.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-01-01,675.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-01-01,641.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-01-01,618.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-01-01,605.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-01-01,610.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-01-01,601.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-01-01,597.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-01-01,601.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-01-01,614.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-01-01,620.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-01-01,629.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-01-01,612.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-01-01,586.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-01-01,578.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-01-01,579.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-01-01,587.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-01-01,596.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-01-01,600.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-01-01,588.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-01-01,548.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-01-01,542.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-01-01,551.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-01-01,549.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-01-01,547.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-01-01,690.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-02-01,688.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-03-01,685.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-04-01,681.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-05-01,678.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-06-01,676.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-07-01,673.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-08-01,671,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-09-01,669.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-10-01,665.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-11-01,662.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-12-01,660.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-01-01,655.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-02-01,651,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-03-01,649.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-04-01,648.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
