date,All Employees: Financial Activities: Finance and Insurance,state,msa,city
1991-01-01,74.4568852975001,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-02-01,74.3977079335438,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-03-01,74.3994163918841,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-04-01,74.29423914293841,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-05-01,74.4158526728661,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-06-01,74.56939258803341,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-07-01,73.2804642663992,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-08-01,73.3439601420465,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-09-01,73.0253849000257,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-10-01,72.49142203579001,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-11-01,71.8262814977478,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1991-12-01,72.2028117872505,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-01-01,72.3070918059453,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-02-01,72.3354199413696,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-03-01,72.4292676315207,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-04-01,72.28177344894179,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-05-01,71.99501575834559,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-06-01,71.357686122737,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-07-01,71.5814283786725,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-08-01,71.7599449873096,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-09-01,71.9660261031859,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-10-01,72.46786657164199,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-11-01,72.3621755443245,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1992-12-01,71.8859482602322,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-01-01,72.4231422048056,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-02-01,72.46259102289491,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-03-01,72.3741653514508,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-04-01,72.0637459164056,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-05-01,71.7732523860731,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-06-01,72.3639843477069,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-07-01,72.28243049007291,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-08-01,72.2693455915939,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-09-01,72.3172427241405,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-10-01,72.5420618296388,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-11-01,72.4885142124426,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1993-12-01,72.57055009129981,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-01-01,72.322432256952,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-02-01,72.1745682002234,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-03-01,72.3363350346782,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-04-01,72.8656482943079,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-05-01,72.5568514849535,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-06-01,72.48052249778709,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-07-01,72.5760212474959,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-08-01,72.3762745986396,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-09-01,72.1456737520641,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-10-01,72.32981361533109,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-11-01,71.9996629824973,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1994-12-01,72.0544169578183,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-01-01,71.833852803583,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-02-01,71.6724179463049,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-03-01,71.6971693155311,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-04-01,72.0729828306686,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-05-01,72.16065644216592,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-06-01,72.1403248837318,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-07-01,71.84708548044641,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-08-01,71.8639240142295,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-09-01,71.8506526592426,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-10-01,71.5185285277812,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-11-01,71.69979894046159,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1995-12-01,71.82597396552741,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-01-01,72.5920408578766,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-02-01,72.9599061920401,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-03-01,73.4415822255142,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-04-01,72.59920468452209,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-05-01,72.6535597028715,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-06-01,72.9235093464069,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-07-01,73.12877815872079,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-08-01,73.44562094408991,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-09-01,73.51060996858979,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-10-01,73.8147208006688,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-11-01,74.1971631339715,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1996-12-01,74.2223165419465,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-01-01,74.5736167893472,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-02-01,74.6330555998733,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-03-01,74.849951127534,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-04-01,75.32843308798729,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-05-01,75.6532673123928,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-06-01,76.0301554298902,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-07-01,76.41708121711929,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-08-01,76.7145037111002,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-09-01,76.8622468912595,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-10-01,78.3951981203604,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-11-01,78.4944223494235,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1997-12-01,79.4205492498847,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-01-01,79.20253677494429,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-02-01,79.6170257308478,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-03-01,80.2389872131237,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-04-01,80.8534404812322,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-05-01,81.42553472196441,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-06-01,82.30023860989141,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-07-01,83.22526848023021,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-08-01,83.69105846708379,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-09-01,84.1157052562347,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-10-01,84.4747744636428,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-11-01,84.7007762862252,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1998-12-01,85.4369274696756,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-01-01,85.2495194669485,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-02-01,85.8172670356585,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-03-01,86.9208959333842,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-04-01,85.8672038099245,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-05-01,85.9975546209869,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-06-01,85.4169855770477,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-07-01,85.3181145661598,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-08-01,85.3602142434717,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-09-01,85.50192915762341,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-10-01,85.6545105239024,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-11-01,85.6251924619928,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
1999-12-01,85.4373973423082,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-01-01,85.8301875267842,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-02-01,85.74659960305391,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-03-01,85.707725229789,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-04-01,85.86072097302208,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-05-01,85.5525557217363,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-06-01,85.96762946323808,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-07-01,86.8368808956003,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-08-01,86.7288790142999,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-09-01,87.0067064245563,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-10-01,86.7369143799198,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-11-01,87.1464115934151,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2000-12-01,87.2610166954729,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-01-01,87.27907074803291,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-02-01,87.37595532755181,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-03-01,87.51096714413241,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-04-01,87.4612437213175,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-05-01,87.4480659720423,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-06-01,87.2899654468433,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-07-01,86.94188447673291,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-08-01,86.7991479434484,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-09-01,86.51982681329159,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-10-01,86.2054564922884,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-11-01,86.15652358360519,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2001-12-01,86.16122579357841,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-01-01,86.923009873575,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-02-01,86.6211447765119,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-03-01,86.5151665764497,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-04-01,86.4655461490453,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-05-01,86.6869806447373,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-06-01,86.8143827905665,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-07-01,86.7511227506929,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-08-01,86.5781792203,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-09-01,86.5152265529443,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-10-01,86.7671913997488,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-11-01,86.940296923267,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2002-12-01,87.05979174187021,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-01-01,86.8413007118345,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-02-01,86.9551469058041,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-03-01,87.00728359378891,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-04-01,87.90427695158371,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-05-01,88.36409999136819,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-06-01,88.4724940944755,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-07-01,88.34693075202169,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-08-01,88.9655651004697,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-09-01,88.9885081305651,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-10-01,89.3191019469758,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-11-01,89.42727559555479,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2003-12-01,89.5434701591276,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-01-01,89.6666147817552,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-02-01,89.6694668418211,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-03-01,89.5659268216872,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-04-01,89.84721994625559,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-05-01,89.9519488956744,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-06-01,89.9719508524985,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-07-01,90.05245707774749,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-08-01,89.95175193015119,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-09-01,90.15918052850371,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-10-01,90.38138033970729,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-11-01,90.2073166176734,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2004-12-01,90.45737149792342,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-01-01,90.5691318088332,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-02-01,90.64899573573221,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-03-01,90.8022147630243,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-04-01,90.996324407489,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-05-01,90.9115914199996,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-06-01,90.71008744717791,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-07-01,91.85812349476791,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-08-01,92.14737578969739,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-09-01,92.53709729472959,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-10-01,92.46559704599301,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-11-01,92.80003513302601,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2005-12-01,92.67030689466091,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-01-01,92.57930584636671,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-02-01,92.41057432349008,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-03-01,92.5281273977178,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-04-01,92.21409584618509,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-05-01,92.3377781232308,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-06-01,92.2546988990959,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-07-01,92.16248957658571,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-08-01,92.35472094907591,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-09-01,92.5456023673896,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-10-01,92.59139803859439,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-11-01,92.386846372962,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2006-12-01,92.6829192400368,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-01-01,93.0850969793072,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-02-01,93.4630123819209,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-03-01,93.66854192397379,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-04-01,93.2097018016972,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-05-01,93.50979728734279,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-06-01,93.7920726166818,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-07-01,93.87535524711929,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-08-01,93.77731035560271,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-09-01,93.5937615127507,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-10-01,93.6215077325424,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-11-01,93.5747680297979,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2007-12-01,93.4807982999333,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2008-01-01,93.4899720254199,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2008-02-01,93.9262027394065,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2008-03-01,93.5469680683745,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2008-04-01,93.1638521664027,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2008-05-01,93.16409345766941,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2008-06-01,92.9214988752361,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2008-07-01,92.7871158524807,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2008-08-01,92.80096449928111,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2008-09-01,92.5676968571998,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2008-10-01,92.0394079386944,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2008-11-01,92.0524768070787,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2008-12-01,91.8765815297411,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2009-01-01,91.27679445678551,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2009-02-01,91.01242140013541,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2009-03-01,90.6735462812247,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2009-04-01,90.51113918440201,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2009-05-01,90.30445807586621,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2009-06-01,89.94708571355841,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2009-07-01,89.6973303308482,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2009-08-01,89.22080206660931,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2009-09-01,89.140315270215,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2009-10-01,88.92474008655641,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2009-11-01,88.92579698259571,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2009-12-01,88.96497535822719,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2010-01-01,88.8574098011387,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2010-02-01,88.8184619615193,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2010-03-01,88.74604905031521,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2010-04-01,88.8700620461318,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2010-05-01,88.76868244152641,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2010-06-01,88.86249393282841,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2010-07-01,88.8815283490173,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2010-08-01,89.0279437746847,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2010-09-01,89.080248594652,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2010-10-01,89.30352076942872,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2010-11-01,89.5875621062126,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2010-12-01,89.76395579657628,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2011-01-01,90.23410815039009,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2011-02-01,90.1522398254822,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2011-03-01,90.33781730161958,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2011-04-01,90.34959289351829,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2011-05-01,90.4519747190601,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2011-06-01,90.3588189044335,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2011-07-01,90.450289441487,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2011-08-01,90.4027742396845,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2011-09-01,91.2096143187616,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2011-10-01,90.8862282285189,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2011-11-01,90.75699464645571,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2011-12-01,90.7734651825801,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2012-01-01,91.0153942163324,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2012-02-01,91.0877618566127,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2012-03-01,91.2157668557991,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2012-04-01,91.45540100910941,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2012-05-01,91.5472494399517,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2012-06-01,91.8466268010635,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2012-07-01,91.5972564306465,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2012-08-01,91.56032731636721,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2012-09-01,91.6274024999102,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2012-10-01,91.9943727455215,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2012-11-01,92.04552471189659,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2012-12-01,92.4909620748783,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-01-01,92.00152307209841,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-02-01,92.31368077416491,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-03-01,92.25796746652279,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-04-01,92.3635655514113,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-05-01,92.5535724391301,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-06-01,92.83243688182341,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-07-01,93.0385082463187,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-08-01,93.2162924241363,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-09-01,93.4598212658811,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-10-01,93.3305216876763,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-11-01,93.3467003032654,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-12-01,93.19029411266571,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-01-01,93.19334586716299,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-02-01,93.10853243196631,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-03-01,93.15674832618471,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-04-01,93.4943282282512,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-05-01,93.56389120467242,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-06-01,93.8211782124653,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-07-01,93.99186912429559,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-08-01,94.2027043274355,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-09-01,94.1801741071497,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-10-01,94.3741457398878,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-11-01,94.65707535388,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-12-01,94.87712773691891,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-01-01,95.092201288344,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-02-01,95.17468674212358,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-03-01,95.52317260808469,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-04-01,95.71558589660391,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-05-01,96.09388205021799,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-06-01,96.1141332173478,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-07-01,96.3783588785736,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-08-01,96.60891751251629,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-09-01,96.81994841957459,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-10-01,96.98807147406842,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-11-01,97.1612453442953,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-12-01,97.5510860440777,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-01-01,98.6877039830442,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-02-01,98.72778541529091,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-03-01,99.06304368066941,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-04-01,99.4551408313192,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-05-01,99.52815061290609,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-06-01,99.3252935071429,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-07-01,100.198296291564,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-08-01,100.33804083529199,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-09-01,100.429576763973,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-10-01,100.47098760777901,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-11-01,100.76434642572599,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-12-01,101.01810408272101,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-01-01,101.29058690755,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-02-01,101.380441031418,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-03-01,101.396462548545,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-04-01,101.281421511257,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-05-01,101.580916671226,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-06-01,101.74704635152099,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
