date,Regional Price Parities,state,msa,city,title,id,frequency,seasonal_adjustment
2008-01-01,116.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2009-01-01,116.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2010-01-01,118.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2011-01-01,118.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2012-01-01,118.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2013-01-01,117.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2014-01-01,117.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2015-01-01,116.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2016-01-01,116.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2017-01-01,117.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2018-01-01,118.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2019-01-01,118.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2008-01-01,85.2,WV,"Morgantown, WV",Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2009-01-01,86.3,WV,"Morgantown, WV",Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2010-01-01,88.1,WV,"Morgantown, WV",Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2011-01-01,88.8,WV,"Morgantown, WV",Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2012-01-01,88.5,WV,"Morgantown, WV",Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2013-01-01,88.4,WV,"Morgantown, WV",Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2014-01-01,88.5,WV,"Morgantown, WV",Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2015-01-01,91.1,WV,"Morgantown, WV",Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2016-01-01,92.1,WV,"Morgantown, WV",Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2017-01-01,91.5,WV,"Morgantown, WV",Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2018-01-01,90.2,WV,"Morgantown, WV",Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2019-01-01,89.8,WV,"Morgantown, WV",Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2008-01-01,94.6,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2009-01-01,94.6,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2010-01-01,92.8,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2011-01-01,92.9,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2012-01-01,92.5,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2013-01-01,92.4,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2014-01-01,91.1,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2015-01-01,90.8,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2016-01-01,91.5,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2017-01-01,92.1,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2018-01-01,91.8,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2019-01-01,92.2,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2008-01-01,120.4,CA,"Napa, CA",Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2009-01-01,118.7,CA,"Napa, CA",Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2010-01-01,118.3,CA,"Napa, CA",Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2011-01-01,118.5,CA,"Napa, CA",Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2012-01-01,118.6,CA,"Napa, CA",Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2013-01-01,119.5,CA,"Napa, CA",Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2014-01-01,121.0,CA,"Napa, CA",Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2015-01-01,123.6,CA,"Napa, CA",Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2016-01-01,122.7,CA,"Napa, CA",Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2017-01-01,121.3,CA,"Napa, CA",Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2018-01-01,120.8,CA,"Napa, CA",Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2019-01-01,120.8,CA,"Napa, CA",Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2008-01-01,120.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2009-01-01,121.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2010-01-01,122.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2011-01-01,122.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2012-01-01,122.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2013-01-01,121.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2014-01-01,121.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2015-01-01,122.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2016-01-01,123.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2017-01-01,124.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2018-01-01,125.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2019-01-01,125.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2008-01-01,94.5,UT,"Ogden-Clearfield, UT",Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2009-01-01,95.3,UT,"Ogden-Clearfield, UT",Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2010-01-01,96.3,UT,"Ogden-Clearfield, UT",Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2011-01-01,96.9,UT,"Ogden-Clearfield, UT",Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2012-01-01,96.4,UT,"Ogden-Clearfield, UT",Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2013-01-01,96.2,UT,"Ogden-Clearfield, UT",Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2014-01-01,95.6,UT,"Ogden-Clearfield, UT",Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2015-01-01,94.8,UT,"Ogden-Clearfield, UT",Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2016-01-01,93.6,UT,"Ogden-Clearfield, UT",Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2017-01-01,92.8,UT,"Ogden-Clearfield, UT",Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2018-01-01,93.6,UT,"Ogden-Clearfield, UT",Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2019-01-01,94.3,UT,"Ogden-Clearfield, UT",Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2008-01-01,91.6,CO,"Pueblo, CO",Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2009-01-01,92.6,CO,"Pueblo, CO",Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2010-01-01,93.1,CO,"Pueblo, CO",Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2011-01-01,93.9,CO,"Pueblo, CO",Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2012-01-01,93.2,CO,"Pueblo, CO",Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2013-01-01,93.6,CO,"Pueblo, CO",Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2014-01-01,91.8,CO,"Pueblo, CO",Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2015-01-01,91.2,CO,"Pueblo, CO",Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2016-01-01,90.2,CO,"Pueblo, CO",Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2017-01-01,89.7,CO,"Pueblo, CO",Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2018-01-01,89.5,CO,"Pueblo, CO",Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2019-01-01,89.5,CO,"Pueblo, CO",Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2008-01-01,100.0,FL,"Punta Gorda, FL",Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2009-01-01,97.8,FL,"Punta Gorda, FL",Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2010-01-01,95.8,FL,"Punta Gorda, FL",Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2011-01-01,95.6,FL,"Punta Gorda, FL",Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2012-01-01,95.4,FL,"Punta Gorda, FL",Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2013-01-01,95.0,FL,"Punta Gorda, FL",Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2014-01-01,94.7,FL,"Punta Gorda, FL",Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2015-01-01,94.7,FL,"Punta Gorda, FL",Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2016-01-01,94.8,FL,"Punta Gorda, FL",Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2017-01-01,95.5,FL,"Punta Gorda, FL",Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2018-01-01,96.2,FL,"Punta Gorda, FL",Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2019-01-01,96.1,FL,"Punta Gorda, FL",Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2008-01-01,92.2,IL,"Rockford, IL",Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2009-01-01,92.6,IL,"Rockford, IL",Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2010-01-01,91.9,IL,"Rockford, IL",Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2011-01-01,92.4,IL,"Rockford, IL",Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2012-01-01,91.9,IL,"Rockford, IL",Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2013-01-01,91.6,IL,"Rockford, IL",Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2014-01-01,90.8,IL,"Rockford, IL",Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2015-01-01,89.5,IL,"Rockford, IL",Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2016-01-01,88.8,IL,"Rockford, IL",Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2017-01-01,87.9,IL,"Rockford, IL",Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2018-01-01,87.3,IL,"Rockford, IL",Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2019-01-01,86.9,IL,"Rockford, IL",Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2008-01-01,110.9,NJ,"Trenton-Princeton, NJ",Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2009-01-01,111.5,NJ,"Trenton-Princeton, NJ",Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2010-01-01,112.2,NJ,"Trenton-Princeton, NJ",Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2011-01-01,113.0,NJ,"Trenton-Princeton, NJ",Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2012-01-01,112.3,NJ,"Trenton-Princeton, NJ",Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2013-01-01,111.5,NJ,"Trenton-Princeton, NJ",Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2014-01-01,111.5,NJ,"Trenton-Princeton, NJ",Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2015-01-01,112.1,NJ,"Trenton-Princeton, NJ",Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2016-01-01,109.2,NJ,"Trenton-Princeton, NJ",Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2017-01-01,107.0,NJ,"Trenton-Princeton, NJ",Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2018-01-01,106.5,NJ,"Trenton-Princeton, NJ",Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2019-01-01,106.2,NJ,"Trenton-Princeton, NJ",Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2008-01-01,95.7,NY,"Watertown-Fort Drum, NY",Watertown,"Regional Price Parities: All Items for Watertown-Fort Drum, NY (MSA)",RPPALL48060,Annual,Not Seasonally Adjusted
2009-01-01,96.3,NY,"Watertown-Fort Drum, NY",Watertown,"Regional Price Parities: All Items for Watertown-Fort Drum, NY (MSA)",RPPALL48060,Annual,Not Seasonally Adjusted
2010-01-01,97.1,NY,"Watertown-Fort Drum, NY",Watertown,"Regional Price Parities: All Items for Watertown-Fort Drum, NY (MSA)",RPPALL48060,Annual,Not Seasonally Adjusted
2011-01-01,98.1,NY,"Watertown-Fort Drum, NY",Watertown,"Regional Price Parities: All Items for Watertown-Fort Drum, NY (MSA)",RPPALL48060,Annual,Not Seasonally Adjusted
2012-01-01,98.5,NY,"Watertown-Fort Drum, NY",Watertown,"Regional Price Parities: All Items for Watertown-Fort Drum, NY (MSA)",RPPALL48060,Annual,Not Seasonally Adjusted
2013-01-01,99.1,NY,"Watertown-Fort Drum, NY",Watertown,"Regional Price Parities: All Items for Watertown-Fort Drum, NY (MSA)",RPPALL48060,Annual,Not Seasonally Adjusted
2014-01-01,99.2,NY,"Watertown-Fort Drum, NY",Watertown,"Regional Price Parities: All Items for Watertown-Fort Drum, NY (MSA)",RPPALL48060,Annual,Not Seasonally Adjusted
2015-01-01,99.3,NY,"Watertown-Fort Drum, NY",Watertown,"Regional Price Parities: All Items for Watertown-Fort Drum, NY (MSA)",RPPALL48060,Annual,Not Seasonally Adjusted
2016-01-01,98.6,NY,"Watertown-Fort Drum, NY",Watertown,"Regional Price Parities: All Items for Watertown-Fort Drum, NY (MSA)",RPPALL48060,Annual,Not Seasonally Adjusted
2017-01-01,98.0,NY,"Watertown-Fort Drum, NY",Watertown,"Regional Price Parities: All Items for Watertown-Fort Drum, NY (MSA)",RPPALL48060,Annual,Not Seasonally Adjusted
2018-01-01,97.6,NY,"Watertown-Fort Drum, NY",Watertown,"Regional Price Parities: All Items for Watertown-Fort Drum, NY (MSA)",RPPALL48060,Annual,Not Seasonally Adjusted
2019-01-01,96.9,NY,"Watertown-Fort Drum, NY",Watertown,"Regional Price Parities: All Items for Watertown-Fort Drum, NY (MSA)",RPPALL48060,Annual,Not Seasonally Adjusted
2008-01-01,91.3,KS,"Wichita, KS",Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2009-01-01,91.1,KS,"Wichita, KS",Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2010-01-01,91.0,KS,"Wichita, KS",Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2011-01-01,91.3,KS,"Wichita, KS",Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2012-01-01,91.2,KS,"Wichita, KS",Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2013-01-01,90.9,KS,"Wichita, KS",Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2014-01-01,90.3,KS,"Wichita, KS",Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2015-01-01,89.6,KS,"Wichita, KS",Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2016-01-01,89.1,KS,"Wichita, KS",Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2017-01-01,88.8,KS,"Wichita, KS",Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2018-01-01,88.4,KS,"Wichita, KS",Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2019-01-01,87.9,KS,"Wichita, KS",Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
