date,Average Weekly Earnings of All Employees: Total Private,state,msa,city,title,id,frequency,seasonal_adjustment
2010-09-01,714.929595859319,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2010-10-01,720.56269161703,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2010-11-01,718.981052585654,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2010-12-01,724.744759773277,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2011-01-01,736.049875857873,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2011-02-01,742.1159805423281,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2011-03-01,739.7227559681129,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2011-04-01,745.1080362160651,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2011-05-01,754.271035903728,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2011-06-01,741.254140274537,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2011-07-01,750.319356625576,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2011-08-01,743.615696425187,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2011-09-01,743.1783150918429,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2011-10-01,771.4743821005819,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2011-11-01,748.0557348377589,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2011-12-01,735.478502818858,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2012-01-01,749.4224034774519,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2012-02-01,740.5858478194119,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2012-03-01,742.846406305276,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2012-04-01,768.610439111158,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2012-05-01,754.272903455153,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2012-06-01,757.552768050925,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2012-07-01,765.8925543437019,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2012-08-01,767.0489779499491,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2012-09-01,773.0407506547509,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2012-10-01,762.5982287034429,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2012-11-01,762.0586184121271,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2012-12-01,781.711775530218,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2013-01-01,769.136481707791,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2013-02-01,775.6790635144071,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2013-03-01,769.5141693201241,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2013-04-01,774.2054141545061,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2013-05-01,773.325632262464,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2013-06-01,792.220986434781,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2013-07-01,777.7541675614431,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2013-08-01,780.0821910259571,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2013-09-01,796.906395661454,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2013-10-01,787.184957729832,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2013-11-01,791.8525641308031,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2013-12-01,801.89321634918,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2014-01-01,795.268874678563,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2014-02-01,812.570645888172,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2014-03-01,815.855535940815,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2014-04-01,812.9525363477279,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2014-05-01,814.5367353774781,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2014-06-01,828.565305323873,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2014-07-01,820.500269932751,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2014-08-01,837.637738239385,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2014-09-01,838.1523414612981,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2014-10-01,838.177284329422,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2014-11-01,854.938748460849,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2014-12-01,840.0297493746029,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2015-01-01,845.2599326653959,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2015-02-01,839.1792802872991,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2015-03-01,843.311541311129,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2015-04-01,833.248761263243,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2015-05-01,836.648370969764,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2015-06-01,832.601965094681,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2015-07-01,832.61950198222,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2015-08-01,855.085290653943,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2015-09-01,834.372195043511,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2015-10-01,841.420345575976,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2015-11-01,852.0938407513311,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2015-12-01,845.1197961908721,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2016-01-01,855.728534633515,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2016-02-01,854.206459383474,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2016-03-01,867.401071824708,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2016-04-01,876.293563811909,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2016-05-01,896.836270992949,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2016-06-01,882.322053099116,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2016-07-01,897.2252521651379,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2016-08-01,888.2500935458979,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2016-09-01,884.4041960627859,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2016-10-01,897.201103385364,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2016-11-01,886.654040425836,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2016-12-01,886.8556808806441,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2017-01-01,910.9911609145211,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2017-02-01,891.8067268298211,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2017-03-01,890.151429049888,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2017-04-01,892.676844696362,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2017-05-01,886.9369906143351,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2017-06-01,898.656273511369,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2017-07-01,897.351929020733,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2017-08-01,890.50604081883,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2017-09-01,894.724777392132,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2017-10-01,905.606486180506,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2017-11-01,898.571132225569,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2017-12-01,912.0094869052699,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2018-01-01,903.2065198517571,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2018-02-01,909.7337586535159,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2018-03-01,912.676335061373,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2018-04-01,928.298843100876,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2018-05-01,916.094522175061,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2018-06-01,918.426782000613,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2018-07-01,919.9325245085699,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2018-08-01,917.514137367381,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2018-09-01,936.107909521338,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2018-10-01,918.2104415458631,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2018-11-01,931.220919846497,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2018-12-01,941.787479423165,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2019-01-01,922.381626381622,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2019-02-01,920.9492992714529,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2019-03-01,920.869138490975,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2019-04-01,905.189038490368,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2019-05-01,903.499367518844,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2019-06-01,902.433897578264,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2019-07-01,904.411780731457,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2019-08-01,910.577472152028,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2019-09-01,921.635077876194,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2019-10-01,908.508225003269,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2019-11-01,905.714453661848,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2019-12-01,922.343174513874,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2020-01-01,927.587969932306,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2020-02-01,938.855793401263,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2020-03-01,930.322851948445,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2020-04-01,947.0555320190269,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2020-05-01,956.498170446765,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2020-06-01,946.1570068217289,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2020-07-01,954.8635835275729,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2020-08-01,964.5116612398599,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2020-09-01,954.213959166951,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2020-10-01,970.6717031851609,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2020-11-01,974.3884805301311,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
2020-12-01,949.069632986192,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Average Weekly Earnings of All Employees: Total Private in Cincinnati, OH-KY-IN (MSA)",SMU39171400500000011SA,Monthly,Seasonally Adjusted
