date,Average Weekly Earnings of All Employees: Total Private,state,msa,city,title,id,frequency,seasonal_adjustment
2018-06-01,742.9714563662669,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2018-07-01,755.87315014713,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2018-08-01,744.230494077235,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2018-09-01,772.241031555426,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2018-10-01,752.092828548289,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2018-11-01,755.570486011928,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2018-12-01,785.882461753681,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2019-01-01,783.949734528922,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2019-02-01,793.824712465975,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2019-03-01,793.717496541828,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2019-04-01,795.3656140896519,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2019-05-01,788.88616908119,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2019-06-01,823.4286381905721,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2019-07-01,811.4218073953971,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2019-08-01,813.7335449435781,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2019-09-01,822.551057567279,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2019-10-01,821.957586788483,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2019-11-01,828.024025901389,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2019-12-01,819.7986897845391,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2020-01-01,808.764751446917,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2020-02-01,814.8976242680569,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2020-03-01,816.385298620333,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2020-04-01,812.592948625066,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2020-05-01,829.025275104491,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2020-06-01,826.1704487797391,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2020-07-01,821.211961088217,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2020-08-01,843.582067980409,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2020-09-01,808.0503210932179,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2020-10-01,820.708829923837,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2020-11-01,831.1929663432969,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2020-12-01,822.862410617984,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2021-01-01,823.672445285004,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2021-02-01,816.2548448913699,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2021-03-01,818.8900444248061,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2021-04-01,825.384359474406,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2021-05-01,832.6575091588401,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2021-06-01,819.507984127677,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2021-07-01,821.7824243741541,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2021-08-01,836.077295925627,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2021-09-01,823.9162531842841,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2021-10-01,831.851038142036,NE,"Lincoln, NE",Lincoln,"Average Weekly Earnings of All Employees: Total Private in Lincoln, NE (MSA)",SMU31307000500000011SA,Monthly,Seasonally Adjusted
2007-01-01,837.913420385317,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2007-02-01,834.889959780313,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2007-03-01,832.9952945316589,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2007-04-01,860.2377667330729,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2007-05-01,848.900142441584,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2007-06-01,847.8715655856571,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2007-07-01,844.718274024823,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2007-08-01,828.0331563242529,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2007-09-01,855.469170380827,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2007-10-01,820.6057591303439,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2007-11-01,817.7763947095731,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2007-12-01,821.816878261624,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2008-01-01,804.009227288772,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2008-02-01,803.170454477209,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2008-03-01,820.1853413835,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2008-04-01,816.248002797848,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2008-05-01,811.702064162874,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2008-06-01,828.7857892904531,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2008-07-01,817.263857768598,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2008-08-01,822.256496708585,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2008-09-01,830.882660793729,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2008-10-01,833.9322673057179,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2008-11-01,840.725040294636,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2008-12-01,844.5328429233459,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2009-01-01,833.907844599343,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2009-02-01,848.610407239006,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2009-03-01,851.3232676838691,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2009-04-01,830.6418555695441,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2009-05-01,831.515031882331,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2009-06-01,828.200390151144,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2009-07-01,839.400681833866,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2009-08-01,843.142984122572,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2009-09-01,830.525397116518,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2009-10-01,838.325441373783,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2009-11-01,854.9318964278391,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2009-12-01,844.5037354789321,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2010-01-01,856.8539332705991,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2010-02-01,863.09594692802,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2010-03-01,856.684213501823,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2010-04-01,864.057971717372,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2010-05-01,904.9645994625549,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2010-06-01,873.884574026633,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2010-07-01,874.0793624927139,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2010-08-01,903.216170760375,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2010-09-01,878.874610352672,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2010-10-01,892.222700452547,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2010-11-01,880.294358845525,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2010-12-01,885.1759276684289,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2011-01-01,912.362463329302,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2011-02-01,886.796085276285,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2011-03-01,882.857231639278,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2011-04-01,886.0921684899139,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2011-05-01,905.8364814991969,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2011-06-01,878.3886415103349,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2011-07-01,882.480739133612,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2011-08-01,878.348179644586,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2011-09-01,876.2930870413879,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2011-10-01,901.5281775104601,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2011-11-01,871.486975459766,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2011-12-01,861.396597024344,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2012-01-01,891.225772154691,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2012-02-01,870.68509046298,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2012-03-01,869.1868591786059,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2012-04-01,890.690185069446,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2012-05-01,874.6829624637959,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2012-06-01,871.218702550062,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2012-07-01,891.166901574443,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2012-08-01,868.918353439613,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2012-09-01,889.9259629402001,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2012-10-01,872.327407302244,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2012-11-01,874.091162019325,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2012-12-01,890.163220718694,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2013-01-01,869.7882675535319,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2013-02-01,869.192122113097,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2013-03-01,875.19887548324,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2013-04-01,884.161959980139,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2013-05-01,887.028471843636,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2013-06-01,913.974748178932,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2013-07-01,891.457378011112,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
2013-08-01,903.36315670149,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Anaheim, CA (MSA)",SMU06310800500000011SA,Monthly,Seasonally Adjusted
