date,New Private Housing Units Authorized by Building Permits,state,msa,city,title,id,frequency,seasonal_adjustment
2020-06-01,597.398741028949,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",CHIC917BP1FHSA,Monthly,Seasonally Adjusted
2020-07-01,755.7764197311619,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",CHIC917BP1FHSA,Monthly,Seasonally Adjusted
2020-08-01,640.284564813437,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",CHIC917BP1FHSA,Monthly,Seasonally Adjusted
2020-09-01,781.9734776208369,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",CHIC917BP1FHSA,Monthly,Seasonally Adjusted
2020-10-01,794.351452951199,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",CHIC917BP1FHSA,Monthly,Seasonally Adjusted
2020-11-01,754.2305985376511,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",CHIC917BP1FHSA,Monthly,Seasonally Adjusted
2020-12-01,936.108164563604,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",CHIC917BP1FHSA,Monthly,Seasonally Adjusted
2021-01-01,948.310505735236,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",CHIC917BP1FHSA,Monthly,Seasonally Adjusted
2021-02-01,883.9538411257261,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",CHIC917BP1FHSA,Monthly,Seasonally Adjusted
2021-03-01,893.0604771835119,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",CHIC917BP1FHSA,Monthly,Seasonally Adjusted
2021-04-01,937.099946370507,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",CHIC917BP1FHSA,Monthly,Seasonally Adjusted
2021-05-01,790.225980266202,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",CHIC917BP1FHSA,Monthly,Seasonally Adjusted
2021-06-01,819.8355548558831,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",CHIC917BP1FHSA,Monthly,Seasonally Adjusted
2021-07-01,723.643856427623,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",CHIC917BP1FHSA,Monthly,Seasonally Adjusted
2021-08-01,845.5294233538581,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",CHIC917BP1FHSA,Monthly,Seasonally Adjusted
2021-09-01,758.15962844211,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",CHIC917BP1FHSA,Monthly,Seasonally Adjusted
2021-10-01,632.451210063183,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",CHIC917BP1FHSA,Monthly,Seasonally Adjusted
1988-01-01,504.11445985136805,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1988-02-01,543.5064906933831,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1988-03-01,575.354921743623,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1988-04-01,571.53867426407,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1988-05-01,585.044682313025,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1988-06-01,597.410267852365,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1988-07-01,584.998008479011,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1988-08-01,661.781364978154,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1988-09-01,617.375801813197,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1988-10-01,537.951148647552,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1988-11-01,601.844219729854,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1988-12-01,659.408753509509,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1989-01-01,565.4473263690139,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1989-02-01,543.096106238148,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1989-03-01,546.619562275051,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1989-04-01,544.354095542848,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1989-05-01,501.595286205296,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1989-06-01,522.7201530848159,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1989-07-01,496.315281042638,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1989-08-01,555.966717467851,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1989-09-01,550.867154506465,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1989-10-01,628.445309682322,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1989-11-01,607.578760461638,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1989-12-01,483.96090533125704,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1990-01-01,684.653690636378,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1990-02-01,591.943085313129,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1990-03-01,585.993813822578,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1990-04-01,531.979572523152,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1990-05-01,573.02266051744,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1990-06-01,550.459405830355,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1990-07-01,486.27107694537,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1990-08-01,508.05179379060996,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1990-09-01,483.08262320501603,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1990-10-01,465.080190463222,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1990-11-01,439.183342479601,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1990-12-01,372.830276578065,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1991-01-01,420.507842280626,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1991-02-01,427.64290617646895,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1991-03-01,453.71327964477797,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1991-04-01,587.963281969049,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1991-05-01,571.481872634796,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1991-06-01,550.383912208683,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1991-07-01,624.881579497032,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1991-08-01,556.405049109255,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1991-09-01,526.99273243814,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1991-10-01,621.2185701366581,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1991-11-01,537.772466526147,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1991-12-01,576.238396225196,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1992-01-01,646.228101295139,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1992-02-01,744.300662196137,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1992-03-01,682.250136338687,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1992-04-01,658.376509720743,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1992-05-01,647.866116139298,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1992-06-01,574.6934918488939,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1992-07-01,712.5966182803239,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1992-08-01,624.792339360527,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1992-09-01,728.648307852007,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1992-10-01,624.743275915557,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1992-11-01,692.372840438698,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1992-12-01,888.3110553002609,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1993-01-01,875.245079298837,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1993-02-01,710.9876880955409,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1993-03-01,681.456381156353,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1993-04-01,734.405757719558,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1993-05-01,619.892127502976,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1993-06-01,757.6562264827029,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1993-07-01,691.298317465044,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1993-08-01,712.237118548094,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1993-09-01,784.734671993045,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1993-10-01,719.181828405454,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1993-11-01,913.604048348433,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1993-12-01,835.828167131542,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1994-01-01,769.422388843215,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1994-02-01,880.3947150698731,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1994-03-01,826.986738971292,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1994-04-01,754.047159915691,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1994-05-01,781.315644458326,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1994-06-01,825.277723381604,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1994-07-01,768.740618506023,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1994-08-01,726.0514038300901,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1994-09-01,731.1911629986889,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1994-10-01,715.45801250026,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1994-11-01,761.9655050326351,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1994-12-01,686.751039728269,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1995-01-01,650.645565752632,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1995-02-01,557.354445594225,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1995-03-01,654.429205079541,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1995-04-01,565.789168136546,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1995-05-01,645.618010860947,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1995-06-01,687.989813806927,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1995-07-01,628.091460262678,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1995-08-01,774.2361485969859,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1995-09-01,725.430829408046,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1995-10-01,826.831674458956,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1995-11-01,730.55173115556,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
1995-12-01,616.75136141121,OH,"Cincinnati, OH-KY-IN",Cincinnati,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Cincinnati, OH-KY-IN (MSA)",CINC139BP1FHSA,Monthly,Seasonally Adjusted
