date,All Employees: Accommodation and Food Services,state,msa,city,title,id,frequency,seasonal_adjustment
1993-05-01,340.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1993-06-01,341.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1993-07-01,340.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1993-08-01,341.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1993-09-01,341.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1993-10-01,340.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1993-11-01,340.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1993-12-01,342.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1994-01-01,342.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1994-02-01,343.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1994-03-01,344.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1994-04-01,344.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1994-05-01,344.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1994-06-01,343.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1994-07-01,343.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1994-08-01,344.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1994-09-01,344.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1994-10-01,344.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1994-11-01,345.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1994-12-01,345.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1995-01-01,346.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1995-02-01,347.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1995-03-01,347.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1995-04-01,348.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1995-05-01,348.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1995-06-01,350.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1995-07-01,352,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1995-08-01,352.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1995-09-01,353.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1995-10-01,352.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1995-11-01,355.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1995-12-01,356.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1996-01-01,358.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1996-02-01,359.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1996-03-01,360.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1996-04-01,360,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1996-05-01,360.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1996-06-01,357.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1996-07-01,359.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1996-08-01,360.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1996-09-01,359.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1996-10-01,365.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1996-11-01,366.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1996-12-01,367.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1997-01-01,367.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1997-02-01,367.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1997-03-01,369.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1997-04-01,370.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1997-05-01,371.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1997-06-01,373.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1997-07-01,370.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1997-08-01,372.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1997-09-01,371.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1997-10-01,372.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1997-11-01,371.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1997-12-01,372.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1998-01-01,374.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1998-02-01,373.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1998-03-01,374.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1998-04-01,376,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1998-05-01,378.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1998-06-01,378.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1998-07-01,380.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1998-08-01,381.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1998-09-01,381.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1998-10-01,381.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1998-11-01,382.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1998-12-01,383.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1999-01-01,383.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1999-02-01,385.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1999-03-01,385.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1999-04-01,384.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1999-05-01,384.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1999-06-01,384.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1999-07-01,385.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1999-08-01,384.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1999-09-01,386,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1999-10-01,387.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1999-11-01,388.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1999-12-01,388.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2000-01-01,388.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2000-02-01,389.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2000-03-01,389.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2000-04-01,390.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2000-05-01,390.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2000-06-01,391.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2000-07-01,394.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2000-08-01,396.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2000-09-01,398.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2000-10-01,394.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2000-11-01,396.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2000-12-01,398,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2001-01-01,400.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2001-02-01,401.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2001-03-01,402.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2001-04-01,402.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2001-05-01,403.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2001-06-01,403.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2001-07-01,403,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2001-08-01,402.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2001-09-01,401.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2001-10-01,403.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2001-11-01,404.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2001-12-01,402.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2002-01-01,403.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2002-02-01,403.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2002-03-01,403,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2002-04-01,406.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2002-05-01,409.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2002-06-01,408.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
