date,All Employees: Accommodation and Food Services,state,msa,city,title,id,frequency,seasonal_adjustment
1990-01-01,7.9,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
1991-01-01,7.4,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
1992-01-01,7.9,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
1993-01-01,8.1,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
1994-01-01,8.0,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
1995-01-01,8.2,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
1996-01-01,8.3,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
1997-01-01,8.1,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
1998-01-01,8.0,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
1999-01-01,8.2,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2000-01-01,8.4,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2001-01-01,8.4,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2002-01-01,8.5,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2003-01-01,8.6,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2004-01-01,8.9,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2005-01-01,8.9,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2006-01-01,9.1,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2007-01-01,9.1,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2008-01-01,9.0,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2009-01-01,8.9,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2010-01-01,9.3,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2011-01-01,9.5,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2012-01-01,9.9,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2013-01-01,10.2,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2014-01-01,10.3,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2015-01-01,10.7,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2016-01-01,10.7,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2017-01-01,10.9,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2018-01-01,11.1,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2019-01-01,11.3,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
2020-01-01,7.7,VT,"Burlington-South Burlington, VT",Burlington,"All Employees: Accommodation and Food Services in Burlington-South Burlington, VT (NECTA)",SMU50724007072000001A,Annual,Not Seasonally Adjusted
1990-01-01,19.6,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
1991-01-01,19.4,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
1992-01-01,20.2,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
1993-01-01,20.9,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
1994-01-01,21.0,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
1995-01-01,21.8,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
1996-01-01,22.4,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
1997-01-01,23.1,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
1998-01-01,24.8,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
1999-01-01,26.6,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2000-01-01,27.4,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2001-01-01,26.7,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2002-01-01,27.9,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2003-01-01,29.4,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2004-01-01,30.3,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2005-01-01,30.6,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2006-01-01,31.0,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2007-01-01,32.6,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2008-01-01,33.0,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2009-01-01,31.3,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2010-01-01,31.4,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2011-01-01,32.6,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2012-01-01,34.2,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2013-01-01,35.4,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2014-01-01,37.2,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2015-01-01,39.1,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2016-01-01,41.6,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2017-01-01,42.7,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2018-01-01,43.9,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2019-01-01,45.0,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
2020-01-01,36.2,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Accommodation and Food Services in Charleston-North Charleston, SC (MSA)",SMU45167007072000001A,Annual,Not Seasonally Adjusted
1990-01-01,64.1,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
1991-01-01,63.4,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
1992-01-01,64.0,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
1993-01-01,65.3,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
1994-01-01,67.6,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
1995-01-01,70.0,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
1996-01-01,70.8,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
1997-01-01,71.7,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
1998-01-01,72.6,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
1999-01-01,74.8,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2000-01-01,76.8,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2001-01-01,78.0,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2002-01-01,79.8,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2003-01-01,81.1,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2004-01-01,83.9,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2005-01-01,85.7,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2006-01-01,86.9,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2007-01-01,87.3,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2008-01-01,86.5,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2009-01-01,83.6,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2010-01-01,83.3,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2011-01-01,84.5,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2012-01-01,87.2,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2013-01-01,89.8,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2014-01-01,91.3,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2015-01-01,94.5,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2016-01-01,97.1,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2017-01-01,99.4,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2018-01-01,101.3,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2019-01-01,102.2,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
2020-01-01,83.4,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Accommodation and Food Services in Cincinnati, OH-KY-IN (MSA)",SMU39171407072000001A,Annual,Not Seasonally Adjusted
1990-01-01,141.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
1991-01-01,144.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
1992-01-01,147.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
1993-01-01,157.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
1994-01-01,163.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
1995-01-01,172.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
1996-01-01,177.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
1997-01-01,188.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
1998-01-01,195.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
1999-01-01,204.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2000-01-01,212.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2001-01-01,218.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2002-01-01,216.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2003-01-01,217.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2004-01-01,223.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2005-01-01,228.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2006-01-01,234.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2007-01-01,245.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2008-01-01,251.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2009-01-01,247.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2010-01-01,246.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2011-01-01,255.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2012-01-01,267.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2013-01-01,279.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2014-01-01,290.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2015-01-01,304.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2016-01-01,319.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2017-01-01,326.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2018-01-01,335.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2019-01-01,345.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
2020-01-01,291.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Accommodation and Food Services in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191007072000001A,Annual,Not Seasonally Adjusted
1990-01-01,132.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Accommodation and Food Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198207072000001A,Annual,Not Seasonally Adjusted
1991-01-01,129.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Accommodation and Food Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198207072000001A,Annual,Not Seasonally Adjusted
1992-01-01,130.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Accommodation and Food Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198207072000001A,Annual,Not Seasonally Adjusted
1993-01-01,132.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Accommodation and Food Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198207072000001A,Annual,Not Seasonally Adjusted
1994-01-01,134.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Accommodation and Food Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198207072000001A,Annual,Not Seasonally Adjusted
1995-01-01,140.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Accommodation and Food Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198207072000001A,Annual,Not Seasonally Adjusted
1996-01-01,141.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Accommodation and Food Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198207072000001A,Annual,Not Seasonally Adjusted
1997-01-01,140.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Accommodation and Food Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198207072000001A,Annual,Not Seasonally Adjusted
1998-01-01,140.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Accommodation and Food Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198207072000001A,Annual,Not Seasonally Adjusted
1999-01-01,141.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Accommodation and Food Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198207072000001A,Annual,Not Seasonally Adjusted
2000-01-01,152.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Accommodation and Food Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198207072000001A,Annual,Not Seasonally Adjusted
