date,All Employees: Information,state,msa,city,title,id,frequency,seasonal_adjustment
2012-08-01,13.677122729361301,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2012-09-01,13.823970140236401,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2012-10-01,14.0845728054741,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2012-11-01,14.0692866912561,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2012-12-01,14.142066591415698,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2013-01-01,14.148712057737901,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2013-02-01,14.2261724143522,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2013-03-01,14.136379938827,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2013-04-01,14.1597764748778,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2013-05-01,14.1015451804708,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2013-06-01,14.0109706613495,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2013-07-01,13.9079858254107,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2013-08-01,13.780532557446598,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2013-09-01,13.734566125256801,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2013-10-01,13.579340229426599,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2013-11-01,13.494727411531802,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2013-12-01,13.4353492096519,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2014-01-01,13.3589303460276,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2014-02-01,13.316255657406499,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2014-03-01,13.421793902467199,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2014-04-01,13.6408196884201,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2014-05-01,13.6987842871067,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2014-06-01,13.4126382795985,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2014-07-01,13.507638488119,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2014-08-01,13.593879147412698,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2014-09-01,13.5287321331546,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2014-10-01,13.378843366617401,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2014-11-01,13.512761057448799,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2014-12-01,13.640426256586,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2015-01-01,13.5719142204933,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2015-02-01,13.5111030065171,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2015-03-01,13.6119685585356,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2015-04-01,13.6343381482616,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2015-05-01,13.4903484994351,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2015-06-01,13.6068538870612,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2015-07-01,13.4027112835652,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2015-08-01,13.699788858173099,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2015-09-01,13.6235140262309,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2015-10-01,13.9827903063348,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2015-11-01,14.0196584110429,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2015-12-01,14.1525631303191,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2016-01-01,14.189118553343198,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2016-02-01,14.207118318540001,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2016-03-01,14.215387149539001,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2016-04-01,14.1293333938009,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2016-05-01,14.178959843090198,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2016-06-01,14.0928184733779,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2016-07-01,14.1961174471727,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2016-08-01,14.105171225658099,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2016-09-01,14.121683051882,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2016-10-01,14.080368383938199,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2016-11-01,14.0118332367044,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2016-12-01,13.975463854985302,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2017-01-01,13.991688055774699,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2017-02-01,14.102172677912801,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2017-03-01,13.9258402338543,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2017-04-01,13.933145250090401,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2017-05-01,13.9653885788537,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2017-06-01,13.9891569413834,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2017-07-01,14.097919226434698,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2017-08-01,13.911778025469802,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2017-09-01,13.916459072337402,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2017-10-01,13.666007983252301,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2017-11-01,13.802104981862199,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2017-12-01,13.693157395023999,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2018-01-01,13.7882802867065,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2018-02-01,13.897405071382199,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2018-03-01,13.9430132746874,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2018-04-01,13.9355187142766,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2018-05-01,13.9598644472921,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2018-06-01,13.9904393618173,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2018-07-01,13.9036720099499,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2018-08-01,13.9173276980764,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2018-09-01,13.8035635440885,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2018-10-01,13.757111613480802,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2018-11-01,13.7936972586521,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2018-12-01,13.700353790562101,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2019-01-01,13.577745610316699,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2019-02-01,13.5007620428333,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2019-03-01,13.550820182148302,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2019-04-01,13.6388986708102,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2019-05-01,13.664610281955301,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2019-06-01,13.703747777009099,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2019-07-01,13.513110531989998,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2019-08-01,13.417738445235699,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2019-09-01,13.4873597159671,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2019-10-01,13.6480621803604,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2019-11-01,13.6905867808441,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2019-12-01,13.892763642184,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2020-01-01,13.768617628102401,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2020-02-01,13.7121745280706,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2020-03-01,13.6546897294359,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2020-04-01,12.534655547955001,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2020-05-01,12.579977777891,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2020-06-01,12.624365462601599,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2020-07-01,12.7231502652619,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2020-08-01,12.821754677427199,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2020-09-01,13.0715528653389,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2020-10-01,13.0372198461511,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2020-11-01,12.890765182588401,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2020-12-01,12.981941518587101,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2021-01-01,13.0533692715645,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2021-02-01,13.1206455829844,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2021-03-01,13.152676184551199,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2021-04-01,13.139921557890199,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2021-05-01,13.0923832876311,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2021-06-01,13.1371008190403,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2021-07-01,13.2212825091482,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2021-08-01,13.2187316331652,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2021-09-01,13.2601510939148,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
2021-10-01,13.1278901235141,OH,"Cincinnati, OH-KY-IN",Cincinnati,"All Employees: Information in Cincinnati, OH-KY-IN (MSA)",CINC139INFO,Monthly,Seasonally Adjusted
1990-01-01,72.4660065411292,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1990-02-01,72.37088015042141,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1990-03-01,72.8468370444677,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1990-04-01,72.7353186125032,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1990-05-01,72.7981906800549,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1990-06-01,73.0982851163076,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1990-07-01,75.3220053157317,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1990-08-01,75.55987325019521,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1990-09-01,75.49005053289271,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1990-10-01,75.513829667167,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1990-11-01,75.6523762038661,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1990-12-01,75.3840156333657,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1991-01-01,74.2754343084469,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1991-02-01,73.26216346258441,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1991-03-01,73.33240806918091,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1991-04-01,74.91236812776691,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1991-05-01,75.0059507479388,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1991-06-01,73.5998027622084,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1991-07-01,74.8144012617654,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1991-08-01,74.6451779351414,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1991-09-01,74.6512657634667,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1991-10-01,75.0486225272094,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1991-11-01,75.9978581630542,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1991-12-01,75.9278367537021,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1992-01-01,72.883816049555,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1992-02-01,73.2054420224789,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1992-03-01,73.09998565575201,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1992-04-01,73.2798864025622,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1992-05-01,73.4134698944508,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1992-06-01,73.12292467040041,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1992-07-01,73.0298284994484,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
1992-08-01,73.10487512296021,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148INFO,Monthly,Seasonally Adjusted
