date,Housing Inventory: Median Listing Price per Square Feet Month-Over-Month,state,msa,city,title,id,frequency,seasonal_adjustment
2018-12-01,0.07,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2019-01-01,0.12,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2019-02-01,1.15,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2019-03-01,1.16,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2019-04-01,1.06,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2019-05-01,0.33,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2019-06-01,-0.36,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2019-07-01,-0.17,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2019-08-01,-0.59,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2019-09-01,-0.16,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2019-10-01,0.17,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2019-11-01,0.22,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2019-12-01,-0.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2020-01-01,0.12,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2020-02-01,1.19,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2020-03-01,0.54,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2020-04-01,-0.42,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2020-05-01,1.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2020-06-01,1.35,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2020-07-01,1.44,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2020-08-01,1.26,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2020-09-01,2.31,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2020-10-01,0.95,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2020-11-01,1.72,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2020-12-01,0.64,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2021-01-01,0.94,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2021-02-01,2.75,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2021-03-01,1.44,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2021-04-01,1.53,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2021-05-01,0.73,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2021-06-01,2.42,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2021-07-01,0.98,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2021-08-01,1.13,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2021-09-01,1.04,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2021-10-01,0.04,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2021-11-01,1.57,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDLISPRIPERSQUFEEMM19100,Monthly,Not Seasonally Adjusted
2017-07-01,-0.26,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2017-08-01,-1.31,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2017-09-01,-0.58,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2017-10-01,-1.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2017-11-01,-0.91,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2017-12-01,-0.97,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2018-01-01,-0.77,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2018-02-01,1.24,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2018-03-01,3.53,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2018-04-01,4.07,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2018-05-01,1.97,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2018-06-01,1.29,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2018-07-01,-0.51,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2018-08-01,-0.73,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2018-09-01,-0.35,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2018-10-01,-1.23,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2018-11-01,-0.91,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2018-12-01,-0.85,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2019-01-01,-0.38,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2019-02-01,0.48,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2019-03-01,2.82,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2019-04-01,2.99,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2019-05-01,1.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2019-06-01,0.58,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2019-07-01,-0.97,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2019-08-01,-1.17,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2019-09-01,-1.65,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2019-10-01,-0.07,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2019-11-01,-0.61,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2019-12-01,-1.19,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2020-01-01,-0.23,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2020-02-01,0.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2020-03-01,2.97,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2020-04-01,1.71,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2020-05-01,2.53,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2020-06-01,2.51,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2020-07-01,1.63,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2020-08-01,0.74,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2020-09-01,0.52,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2020-10-01,-0.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2020-11-01,-0.01,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2020-12-01,0.09,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2021-01-01,0.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2021-02-01,2.88,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2021-03-01,2.62,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2021-04-01,1.27,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2021-05-01,1.53,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2021-06-01,0.37,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2021-07-01,0.93,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2021-08-01,-0.99,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2021-09-01,-2.27,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2021-10-01,-0.73,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2021-11-01,-1.53,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIPERSQUFEEMM19820,Monthly,Not Seasonally Adjusted
2017-07-01,-0.69,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Gainesville, GA (CBSA)",MEDLISPRIPERSQUFEEMM23580,Monthly,Not Seasonally Adjusted
2017-08-01,1.38,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Gainesville, GA (CBSA)",MEDLISPRIPERSQUFEEMM23580,Monthly,Not Seasonally Adjusted
2017-09-01,0.14,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Gainesville, GA (CBSA)",MEDLISPRIPERSQUFEEMM23580,Monthly,Not Seasonally Adjusted
2017-10-01,1.56,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Gainesville, GA (CBSA)",MEDLISPRIPERSQUFEEMM23580,Monthly,Not Seasonally Adjusted
2017-11-01,0.68,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Gainesville, GA (CBSA)",MEDLISPRIPERSQUFEEMM23580,Monthly,Not Seasonally Adjusted
2017-12-01,-0.64,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Gainesville, GA (CBSA)",MEDLISPRIPERSQUFEEMM23580,Monthly,Not Seasonally Adjusted
2018-01-01,2.7,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Gainesville, GA (CBSA)",MEDLISPRIPERSQUFEEMM23580,Monthly,Not Seasonally Adjusted
2018-02-01,0.86,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Gainesville, GA (CBSA)",MEDLISPRIPERSQUFEEMM23580,Monthly,Not Seasonally Adjusted
2018-03-01,0.69,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Gainesville, GA (CBSA)",MEDLISPRIPERSQUFEEMM23580,Monthly,Not Seasonally Adjusted
2018-04-01,0.24,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Gainesville, GA (CBSA)",MEDLISPRIPERSQUFEEMM23580,Monthly,Not Seasonally Adjusted
2018-05-01,0.86,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Gainesville, GA (CBSA)",MEDLISPRIPERSQUFEEMM23580,Monthly,Not Seasonally Adjusted
2018-06-01,0.17,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Gainesville, GA (CBSA)",MEDLISPRIPERSQUFEEMM23580,Monthly,Not Seasonally Adjusted
2018-07-01,-0.81,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Gainesville, GA (CBSA)",MEDLISPRIPERSQUFEEMM23580,Monthly,Not Seasonally Adjusted
2018-08-01,-0.69,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Gainesville, GA (CBSA)",MEDLISPRIPERSQUFEEMM23580,Monthly,Not Seasonally Adjusted
2018-09-01,0.5,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Gainesville, GA (CBSA)",MEDLISPRIPERSQUFEEMM23580,Monthly,Not Seasonally Adjusted
2018-10-01,0.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Gainesville, GA (CBSA)",MEDLISPRIPERSQUFEEMM23580,Monthly,Not Seasonally Adjusted
2018-11-01,0.14,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Gainesville, GA (CBSA)",MEDLISPRIPERSQUFEEMM23580,Monthly,Not Seasonally Adjusted
