date,Housing Inventory: Price Reduced Count Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2020-01-01,-20.0,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2020-02-01,0.0,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2020-03-01,66.67,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2020-04-01,14.29,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2020-05-01,0.0,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2020-06-01,-70.0,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2020-07-01,-50.0,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2020-08-01,-66.67,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2020-09-01,-66.67,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2020-10-01,-63.64,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2020-11-01,-77.78,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2020-12-01,-25.0,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2021-01-01,-50.0,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2021-02-01,-60.0,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2021-03-01,-80.0,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2021-04-01,-87.5,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2021-05-01,-71.43,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2021-06-01,66.67,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2021-07-01,20.0,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2021-08-01,75.0,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2021-09-01,150.0,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2021-10-01,75.0,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2021-11-01,50.0,ID,"Lewiston, ID-WA",Lewiston,"Housing Inventory: Price Reduced Count Year-Over-Year in Lewiston, ID-WA (CBSA)",PRIREDCOUYY30300,Monthly,Not Seasonally Adjusted
2017-07-01,-13.33,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2017-08-01,-4.17,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2017-09-01,27.66,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2017-10-01,1.82,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2017-11-01,-30.77,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2017-12-01,-17.86,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2018-01-01,-25.0,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2018-02-01,0.0,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2018-03-01,-3.85,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2018-04-01,-17.86,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2018-05-01,0.0,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2018-06-01,20.59,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2018-07-01,25.64,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2018-08-01,30.43,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2018-09-01,-8.33,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2018-10-01,8.93,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2018-11-01,41.67,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2018-12-01,65.22,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2019-01-01,94.44,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2019-02-01,8.0,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2019-03-01,72.0,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2019-04-01,152.17,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2019-05-01,62.07,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2019-06-01,26.83,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2019-07-01,16.33,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2019-08-01,-18.33,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2019-09-01,5.45,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2019-10-01,3.28,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2019-11-01,-3.92,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2019-12-01,-26.32,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2020-01-01,-51.43,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2020-02-01,-25.93,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2020-03-01,-27.91,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2020-04-01,-56.9,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2020-05-01,-51.06,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2020-06-01,-53.85,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2020-07-01,-56.14,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2020-08-01,-44.9,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2020-09-01,-65.52,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2020-10-01,-66.67,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2020-11-01,-57.14,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2020-12-01,-57.14,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2021-01-01,-64.71,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2021-02-01,-60.0,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2021-03-01,-83.87,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2021-04-01,-88.0,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2021-05-01,-65.22,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2021-06-01,-41.67,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2021-07-01,-12.0,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2021-08-01,-3.7,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2021-09-01,15.0,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2021-10-01,28.57,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2021-11-01,-4.76,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Price Reduced Count Year-Over-Year in Lincoln, NE (CBSA)",PRIREDCOUYY30700,Monthly,Not Seasonally Adjusted
2017-07-01,24.24,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2017-08-01,-11.9,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2017-09-01,-7.89,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2017-10-01,-3.03,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2017-11-01,8.7,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2017-12-01,10.0,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2018-01-01,-36.84,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2018-02-01,4.55,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2018-03-01,-12.0,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2018-04-01,20.69,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2018-05-01,-2.44,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2018-06-01,5.71,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2018-07-01,7.32,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2018-08-01,48.65,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2018-09-01,22.86,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2018-10-01,18.75,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2018-11-01,36.0,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2018-12-01,118.18,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2019-01-01,100.0,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2019-02-01,-8.7,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2019-03-01,22.73,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2019-04-01,-17.14,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2019-05-01,-15.0,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2019-06-01,-16.22,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2019-07-01,-20.45,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2019-08-01,-18.18,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2019-09-01,-6.98,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2019-10-01,7.89,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2019-11-01,-20.59,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2019-12-01,-37.5,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2020-01-01,-12.5,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2020-02-01,4.76,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2020-03-01,-18.52,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2020-04-01,-48.28,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2020-05-01,-38.24,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2020-06-01,-9.68,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2020-07-01,-40.0,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2020-08-01,-31.11,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2020-09-01,-32.5,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2020-10-01,-41.46,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2020-11-01,-40.74,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2020-12-01,-20.0,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2021-01-01,-66.67,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2021-02-01,-59.09,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2021-03-01,-63.64,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2021-04-01,-20.0,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2021-05-01,-57.14,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2021-06-01,-67.86,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2021-07-01,-19.05,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2021-08-01,-58.06,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2021-09-01,-48.15,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2021-10-01,-45.83,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2021-11-01,-37.5,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Price Reduced Count Year-Over-Year in Morgantown, WV (CBSA)",PRIREDCOUYY34060,Monthly,Not Seasonally Adjusted
2017-07-01,2.4,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Price Reduced Count Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",PRIREDCOUYY34820,Monthly,Not Seasonally Adjusted
2017-08-01,-8.82,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Price Reduced Count Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",PRIREDCOUYY34820,Monthly,Not Seasonally Adjusted
2017-09-01,24.44,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Price Reduced Count Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",PRIREDCOUYY34820,Monthly,Not Seasonally Adjusted
