date,Average Weekly Hours of All Employees: Total Private,state,msa,city,title,id,frequency,seasonal_adjustment
2012-11-01,34.3287496432442,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Average Weekly Hours of All Employees: Total Private in Bloomsburg-Berwick, PA (MSA)",SMU42141000500000002SA,Monthly,Seasonally Adjusted
2012-12-01,33.6291395363092,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Average Weekly Hours of All Employees: Total Private in Bloomsburg-Berwick, PA (MSA)",SMU42141000500000002SA,Monthly,Seasonally Adjusted
2013-01-01,33.0041106002771,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Average Weekly Hours of All Employees: Total Private in Bloomsburg-Berwick, PA (MSA)",SMU42141000500000002SA,Monthly,Seasonally Adjusted
2013-02-01,32.7411393843279,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Average Weekly Hours of All Employees: Total Private in Bloomsburg-Berwick, PA (MSA)",SMU42141000500000002SA,Monthly,Seasonally Adjusted
2013-03-01,31.9228360633181,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Average Weekly Hours of All Employees: Total Private in Bloomsburg-Berwick, PA (MSA)",SMU42141000500000002SA,Monthly,Seasonally Adjusted
2013-04-01,31.223885227239197,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Average Weekly Hours of All Employees: Total Private in Bloomsburg-Berwick, PA (MSA)",SMU42141000500000002SA,Monthly,Seasonally Adjusted
2013-05-01,30.500680181911697,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Average Weekly Hours of All Employees: Total Private in Bloomsburg-Berwick, PA (MSA)",SMU42141000500000002SA,Monthly,Seasonally Adjusted
2013-06-01,31.1165378202531,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Average Weekly Hours of All Employees: Total Private in Bloomsburg-Berwick, PA (MSA)",SMU42141000500000002SA,Monthly,Seasonally Adjusted
2013-07-01,31.3200216337639,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Average Weekly Hours of All Employees: Total Private in Bloomsburg-Berwick, PA (MSA)",SMU42141000500000002SA,Monthly,Seasonally Adjusted
2013-08-01,31.497577048927802,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Average Weekly Hours of All Employees: Total Private in Bloomsburg-Berwick, PA (MSA)",SMU42141000500000002SA,Monthly,Seasonally Adjusted
2013-09-01,31.931049820707198,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Average Weekly Hours of All Employees: Total Private in Bloomsburg-Berwick, PA (MSA)",SMU42141000500000002SA,Monthly,Seasonally Adjusted
2013-10-01,31.3520729542593,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Average Weekly Hours of All Employees: Total Private in Bloomsburg-Berwick, PA (MSA)",SMU42141000500000002SA,Monthly,Seasonally Adjusted
2013-11-01,30.8496232844484,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Average Weekly Hours of All Employees: Total Private in Bloomsburg-Berwick, PA (MSA)",SMU42141000500000002SA,Monthly,Seasonally Adjusted
2013-12-01,31.498769659542397,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Average Weekly Hours of All Employees: Total Private in Bloomsburg-Berwick, PA (MSA)",SMU42141000500000002SA,Monthly,Seasonally Adjusted
2014-01-01,31.013449442342896,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Average Weekly Hours of All Employees: Total Private in Bloomsburg-Berwick, PA (MSA)",SMU42141000500000002SA,Monthly,Seasonally Adjusted
2014-02-01,29.1766618449548,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"Average Weekly Hours of All Employees: Total Private in Bloomsburg-Berwick, PA (MSA)",SMU42141000500000002SA,Monthly,Seasonally Adjusted
