date,Housing Inventory: Median Listing Price Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2017-11-01,11.67,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2017-12-01,7.06,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2018-01-01,7.77,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2018-02-01,3.88,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2018-03-01,3.72,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2018-04-01,3.48,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2018-05-01,4.08,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2018-06-01,4.75,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2018-07-01,8.14,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2018-08-01,9.96,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2018-09-01,10.42,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2018-10-01,10.62,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2018-11-01,9.55,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2018-12-01,8.94,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2019-01-01,7.81,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2019-02-01,4.71,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2019-03-01,4.59,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2019-04-01,5.92,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2019-05-01,3.75,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2019-06-01,3.12,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2019-07-01,2.32,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2019-08-01,-0.77,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2019-09-01,-2.6,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2019-10-01,-1.52,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2019-11-01,-1.22,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2019-12-01,1.46,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2020-01-01,2.64,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2020-02-01,3.79,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2020-03-01,1.71,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2020-04-01,-3.94,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2020-05-01,5.12,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2020-06-01,13.24,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2020-07-01,15.24,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2020-08-01,16.66,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2020-09-01,20.07,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2020-10-01,23.55,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2020-11-01,25.54,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2020-12-01,21.08,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2021-01-01,21.57,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2021-02-01,17.91,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2021-03-01,13.5,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2021-04-01,20.11,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2021-05-01,21.46,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2021-06-01,10.01,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2021-07-01,7.27,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2021-08-01,13.36,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2021-09-01,14.43,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2021-10-01,10.33,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2021-11-01,7.15,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Median Listing Price Year-Over-Year in Ogden-Clearfield, UT (CBSA)",MEDLISPRIYY36260,Monthly,Not Seasonally Adjusted
2017-07-01,17.76,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2017-08-01,16.28,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2017-09-01,16.03,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2017-10-01,20.04,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2017-11-01,17.81,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2017-12-01,9.1,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2018-01-01,13.62,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2018-02-01,19.55,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2018-03-01,22.16,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2018-04-01,20.91,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2018-05-01,14.77,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2018-06-01,13.43,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2018-07-01,18.06,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2018-08-01,16.13,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2018-09-01,10.69,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2018-10-01,7.29,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2018-11-01,6.29,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2018-12-01,4.18,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2019-01-01,3.52,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2019-02-01,4.92,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2019-03-01,3.29,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2019-04-01,5.08,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2019-05-01,7.52,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2019-06-01,-1.85,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2019-07-01,-7.29,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2019-08-01,-3.9,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2019-09-01,0.94,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2019-10-01,-2.52,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2019-11-01,-2.0,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2019-12-01,3.01,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2020-01-01,7.62,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2020-02-01,8.91,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2020-03-01,7.96,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2020-04-01,4.8,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2020-05-01,7.35,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2020-06-01,9.44,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2020-07-01,19.86,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2020-08-01,26.82,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2020-09-01,19.22,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2020-10-01,23.53,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2020-11-01,23.21,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2020-12-01,16.49,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2021-01-01,17.06,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2021-02-01,21.44,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2021-03-01,16.19,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2021-04-01,18.59,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2021-05-01,13.0,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2021-06-01,19.87,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2021-07-01,13.81,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2021-08-01,5.61,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2021-09-01,11.6,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2021-10-01,9.52,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2021-11-01,13.64,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Median Listing Price Year-Over-Year in Pueblo, CO (CBSA)",MEDLISPRIYY39380,Monthly,Not Seasonally Adjusted
2017-07-01,-0.34,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2017-08-01,0.55,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2017-09-01,1.92,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2017-10-01,0.93,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2017-11-01,0.71,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2017-12-01,0.33,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2018-01-01,0.2,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2018-02-01,2.51,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2018-03-01,2.72,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2018-04-01,1.89,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2018-05-01,3.83,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2018-06-01,5.73,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2018-07-01,4.05,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2018-08-01,3.46,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2018-09-01,1.89,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2018-10-01,3.94,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2018-11-01,3.56,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2018-12-01,3.71,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2019-01-01,3.67,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2019-02-01,2.27,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2019-03-01,2.1,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2019-04-01,1.89,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2019-05-01,1.87,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2019-06-01,0.0,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2019-07-01,0.11,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2019-08-01,1.48,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2019-09-01,1.89,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2019-10-01,0.9,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
2019-11-01,0.18,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Median Listing Price Year-Over-Year in Punta Gorda, FL (CBSA)",MEDLISPRIYY39460,Monthly,Not Seasonally Adjusted
