date,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors",state,msa,city,title,id,frequency,seasonal_adjustment
1993-03-01,48.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1993-04-01,48.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1993-05-01,49.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1993-06-01,50.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1993-07-01,51.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1993-08-01,51.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1993-09-01,51.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1993-10-01,53.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1993-11-01,52.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1993-12-01,54.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1994-01-01,53.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1994-02-01,53.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1994-03-01,54.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1994-04-01,56.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1994-05-01,56.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1994-06-01,57.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1994-07-01,57.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1994-08-01,58.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1994-09-01,59.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1994-10-01,59.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1994-11-01,60.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1994-12-01,61.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1995-01-01,60.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1995-02-01,61.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1995-03-01,62.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1995-04-01,62.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1995-05-01,62.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1995-06-01,63.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1995-07-01,64.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1995-08-01,65.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1995-09-01,66.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1995-10-01,67.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1995-11-01,68.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1995-12-01,69.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1996-01-01,70.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1996-02-01,70.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1996-03-01,71.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1996-04-01,71.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1996-05-01,72.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1996-06-01,73.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1996-07-01,73.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1996-08-01,73.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1996-09-01,73.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1996-10-01,74.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1996-11-01,75.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1996-12-01,76.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1997-01-01,77.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1997-02-01,79.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1997-03-01,80.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1997-04-01,80.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1997-05-01,81.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1997-06-01,81.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1997-07-01,81.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1997-08-01,82.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1997-09-01,82.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1997-10-01,82.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1997-11-01,83.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1997-12-01,83.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1998-01-01,83.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1998-02-01,84.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1998-03-01,85.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1998-04-01,86.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1998-05-01,87.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1998-06-01,88.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1998-07-01,89.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1998-08-01,90.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1998-09-01,90.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1998-10-01,92.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1998-11-01,92.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1998-12-01,93.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1999-01-01,93.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1999-02-01,94.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1999-03-01,94.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1999-04-01,96.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1999-05-01,95.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1999-06-01,95.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1999-07-01,95.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1999-08-01,96.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1999-09-01,97.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1999-10-01,98.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1999-11-01,99.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
1999-12-01,99.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2000-01-01,99.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2000-02-01,101.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2000-03-01,103.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2000-04-01,103.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2000-05-01,104.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2000-06-01,106.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2000-07-01,106.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2000-08-01,107.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2000-09-01,107.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2000-10-01,107.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2000-11-01,107.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2000-12-01,107.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2001-01-01,108.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2001-02-01,108.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2001-03-01,108.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2001-04-01,107.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2001-05-01,107.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2001-06-01,107.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2001-07-01,105.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2001-08-01,105.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2001-09-01,104.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2001-10-01,102.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2001-11-01,102.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2001-12-01,101.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2002-01-01,100.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2002-02-01,100.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2002-03-01,99.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2002-04-01,99.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2002-05-01,99.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
2002-06-01,99.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191001523800001SA,Monthly,Seasonally Adjusted
