date,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors",state,msa,city,title,id,frequency,seasonal_adjustment
1994-12-01,46.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1995-01-01,47.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1995-02-01,47.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1995-03-01,48,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1995-04-01,47.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1995-05-01,48.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1995-06-01,48.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1995-07-01,47.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1995-08-01,48.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1995-09-01,49.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1995-10-01,49.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1995-11-01,50.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1995-12-01,51.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1996-01-01,51.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1996-02-01,51.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1996-03-01,51.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1996-04-01,52.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1996-05-01,53.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1996-06-01,53.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1996-07-01,53.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1996-08-01,54.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1996-09-01,54.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1996-10-01,55.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1996-11-01,55.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1996-12-01,55.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1997-01-01,55.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1997-02-01,56.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1997-03-01,57.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1997-04-01,57.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1997-05-01,57,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1997-06-01,57.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1997-07-01,59.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1997-08-01,59.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1997-09-01,60.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1997-10-01,57.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1997-11-01,57.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1997-12-01,58.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1998-01-01,61.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1998-02-01,62,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1998-03-01,60.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1998-04-01,61.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1998-05-01,60.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1998-06-01,61,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1998-07-01,60,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1998-08-01,59.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1998-09-01,59.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1998-10-01,59.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1998-11-01,59.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1998-12-01,60.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1999-01-01,59.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1999-02-01,59.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1999-03-01,59.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1999-04-01,62.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1999-05-01,62.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1999-06-01,62,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1999-07-01,62,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1999-08-01,62.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1999-09-01,62.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1999-10-01,65.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1999-11-01,65.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
1999-12-01,67.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2000-01-01,66.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2000-02-01,67.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2000-03-01,68.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2000-04-01,69,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2000-05-01,67.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2000-06-01,67.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2000-07-01,68.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2000-08-01,67.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2000-09-01,68,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2000-10-01,67.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2000-11-01,67.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2000-12-01,66.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2001-01-01,67.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2001-02-01,67.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2001-03-01,67.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2001-04-01,66.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2001-05-01,66,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2001-06-01,65.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2001-07-01,65.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2001-08-01,65.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2001-09-01,65.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2001-10-01,64.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2001-11-01,64.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2001-12-01,65.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2002-01-01,65.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2002-02-01,65.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2002-03-01,65,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2002-04-01,64.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2002-05-01,63.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2002-06-01,63.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2002-07-01,63.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2002-08-01,63.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2002-09-01,62.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2002-10-01,62,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2002-11-01,61.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2002-12-01,61.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2003-01-01,60.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2003-02-01,60.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2003-03-01,59.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2003-04-01,59.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2003-05-01,60.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2003-06-01,61.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2003-07-01,61.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2003-08-01,60.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2003-09-01,61,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2003-10-01,60.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2003-11-01,60.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2003-12-01,60.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2004-01-01,59.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2004-02-01,60.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2004-03-01,60.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2004-04-01,61.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2004-05-01,60.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2004-06-01,60.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
2004-07-01,60.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Detroit-Warren-Dearborn, MI (MSA)",SMU26198201523800001SA,Monthly,Seasonally Adjusted
