date,All Employees: Retail Trade: General Merchandise Stores,state,msa,city,title,id,frequency,seasonal_adjustment
2003-01-01,5.9826058673052795,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2003-02-01,6.08785473056437,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2003-03-01,6.056606326316791,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2003-04-01,6.01619283243268,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2003-05-01,6.044083338935669,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2003-06-01,6.0625553643451,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2003-07-01,6.182149429325321,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2003-08-01,6.24101193277072,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2003-09-01,6.30474910910398,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2003-10-01,6.3081377049171605,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2003-11-01,6.2663786968154005,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2003-12-01,6.323877962978231,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2004-01-01,6.3834435711784,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2004-02-01,6.50340302042615,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2004-03-01,6.56466575934976,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2004-04-01,6.62203540709067,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2004-05-01,6.54542601190634,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2004-06-01,6.672741341176599,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2004-07-01,6.69325346226413,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2004-08-01,6.65272341006949,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2004-09-01,6.608202780418369,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2004-10-01,6.70604736785287,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2004-11-01,6.83376536346609,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2004-12-01,6.8753389730650305,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2005-01-01,6.87594773923369,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2005-02-01,6.717942731557,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2005-03-01,6.6747091825722,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2005-04-01,6.920485533576911,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2005-05-01,7.15319223599566,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2005-06-01,7.1746363356656095,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2005-07-01,7.207949356646591,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2005-08-01,7.370519592848639,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2005-09-01,7.4200643537656905,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2005-10-01,7.50778255632381,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2005-11-01,7.49449655890224,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2005-12-01,7.4238016736674,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2006-01-01,7.45581630679042,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2006-02-01,7.4446502497861,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2006-03-01,7.50448072644188,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2006-04-01,7.52685324440725,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2006-05-01,7.562115346675,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2006-06-01,7.37401945463506,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2006-07-01,7.31430394610157,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2006-08-01,7.2823209405331095,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2006-09-01,7.20235126259297,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2006-10-01,7.225607969190789,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2006-11-01,7.20759198988201,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2006-12-01,7.33293124475415,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2007-01-01,7.4269525463573896,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2007-02-01,7.43708902900308,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2007-03-01,7.52290296951397,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2007-04-01,7.625068425316111,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2007-05-01,7.67765260935565,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2007-06-01,7.67337518460507,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2007-07-01,7.9165851290814295,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2007-08-01,7.9944057725454005,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2007-09-01,8.40230407557611,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2007-10-01,8.34011414178354,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2007-11-01,8.445921145755191,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2007-12-01,8.45602935611888,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2008-01-01,8.30774880228873,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2008-02-01,8.24109622980642,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2008-03-01,8.35665688642074,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2008-04-01,8.03679829828097,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2008-05-01,7.90465493425159,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2008-06-01,7.98121227618757,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2008-07-01,7.7947249608249605,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2008-08-01,7.79395543430991,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2008-09-01,7.67018638270888,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2008-10-01,7.5581836974302,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2008-11-01,7.49453764284187,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2008-12-01,7.3596364387148,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2009-01-01,7.5783100693973395,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2009-02-01,7.60329265601547,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2009-03-01,7.5554832806602,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2009-04-01,7.745753758978981,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2009-05-01,7.7328685011647496,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2009-06-01,7.6813964468269305,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2009-07-01,7.669115840853309,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2009-08-01,7.577346722624429,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2009-09-01,7.65196334998289,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2009-10-01,7.56952086474342,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2009-11-01,7.5804530395256995,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2009-12-01,7.564450073574291,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2010-01-01,7.5577981893499695,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2010-02-01,7.69944392859374,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2010-03-01,7.78255983514089,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2010-04-01,7.66652288168794,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2010-05-01,7.65013053487211,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2010-06-01,7.6893698713906,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2010-07-01,7.743060873401309,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2010-08-01,7.7597217392398,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2010-09-01,7.535968337289879,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2010-10-01,7.667735966727509,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2010-11-01,7.659658846511769,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2010-12-01,7.672062095577049,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2011-01-01,7.7557458504098795,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2011-02-01,7.70911703044512,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2011-03-01,7.6955687436133395,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2011-04-01,7.6884280773715306,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2011-05-01,7.66343174047379,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2011-06-01,7.69609298526362,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2011-07-01,7.7201307727969,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2011-08-01,7.630563504712581,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2011-09-01,7.73110610441092,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2011-10-01,7.861592481706659,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2011-11-01,7.83743823307307,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2011-12-01,7.76887978033178,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2012-01-01,7.8542205125218,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2012-02-01,7.83396765852813,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2012-03-01,7.8183614540752995,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2012-04-01,7.80826932809521,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2012-05-01,7.8783418317423095,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2012-06-01,7.79931318496763,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2012-07-01,7.79431853864293,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2012-08-01,7.9099992050288295,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2012-09-01,7.93220598738715,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2012-10-01,7.84730585558975,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2012-11-01,7.92280807924803,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2012-12-01,8.04837953091656,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2013-01-01,7.6625370360007405,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2013-02-01,7.75605659416885,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2013-03-01,7.730375023526231,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2013-04-01,7.71331039080957,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2013-05-01,7.780529318904329,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2013-06-01,7.78992138797792,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2013-07-01,7.88190611823845,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
2013-08-01,7.89075496505703,SC,"Charleston-North Charleston, SC",Charleston,"All Employees: Retail Trade: General Merchandise Stores in Charleston-North Charleston, SC (MSA)",SMU45167004245200001SA,Monthly,Seasonally Adjusted
