date,All Employees: Retail Trade: General Merchandise Stores,state,msa,city,title,id,frequency,seasonal_adjustment
2013-08-01,73.9779081546546,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2013-09-01,74.35218416483009,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2013-10-01,75.12709288485391,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2013-11-01,75.8596228740058,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2013-12-01,75.8887736009914,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2014-01-01,75.6615112394588,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2014-02-01,75.83332627825891,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2014-03-01,76.3101791606685,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2014-04-01,75.922905988567,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2014-05-01,76.00064073703791,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2014-06-01,76.465847546107,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2014-07-01,76.2707277925867,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2014-08-01,76.2567775157671,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2014-09-01,76.6679169436615,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2014-10-01,76.521204748478,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2014-11-01,76.98111529529321,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2014-12-01,78.0058114382815,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2015-01-01,77.77964515972499,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2015-02-01,77.9851193382343,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2015-03-01,78.60038326016371,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2015-04-01,79.3944177624896,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2015-05-01,79.87056851326459,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2015-06-01,80.1883577143727,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2015-07-01,80.4809734323002,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2015-08-01,80.41339818880729,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2015-09-01,80.6171183048589,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2015-10-01,81.0923815777077,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2015-11-01,80.8889120713919,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2015-12-01,82.1539394507756,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2016-01-01,80.2302101769862,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2016-02-01,80.9913963907974,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2016-03-01,81.617710267596,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2016-04-01,81.8380582475353,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2016-05-01,82.1687640755108,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2016-06-01,82.34767038480821,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2016-07-01,82.4694516854942,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2016-08-01,83.1160547073229,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2016-09-01,82.51312892399159,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2016-10-01,82.6934632033882,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2016-11-01,82.72592119815799,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2016-12-01,82.3661413713162,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2017-01-01,82.09847079295741,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2017-02-01,81.7689907200167,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2017-03-01,81.2249956237099,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2017-04-01,81.5249735075027,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2017-05-01,80.95937006521409,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2017-06-01,81.2546960102735,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2017-07-01,81.045174490896,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2017-08-01,81.0529211063609,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2017-09-01,80.9455334401258,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2017-10-01,81.243621547239,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2017-11-01,81.50598191332409,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2017-12-01,80.73129837312379,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2018-01-01,81.8404537622924,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2018-02-01,82.2641015205167,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2018-03-01,81.86408565846699,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2018-04-01,81.9774707955204,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2018-05-01,82.54614202107442,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2018-06-01,82.2679239619976,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2018-07-01,83.6129820925903,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2018-08-01,83.72615749590399,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2018-09-01,83.432750858659,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2018-10-01,81.3286267394695,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2018-11-01,81.26794231956,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2018-12-01,81.1947888817228,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2019-01-01,81.57721176517309,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2019-02-01,80.5100650095922,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2019-03-01,79.92184816895929,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2019-04-01,79.5122196968527,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2019-05-01,79.6131957171817,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2019-06-01,78.81830585312458,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2019-07-01,78.7630971056119,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2019-08-01,78.4812770426704,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2019-09-01,78.8055446482898,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2019-10-01,79.0488100389049,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2019-11-01,79.99976911956759,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2019-12-01,80.6427139368797,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2020-01-01,79.2476799575002,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2020-02-01,79.63435310726359,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2020-03-01,81.0571898005102,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2020-04-01,76.0402491685822,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2020-05-01,78.90212208512871,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2020-06-01,80.4296890637206,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2020-07-01,80.0351387938826,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2020-08-01,79.92739834999041,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2020-09-01,79.6797195329022,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2020-10-01,79.9151275712203,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2020-11-01,80.0359401570783,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2020-12-01,78.207625666281,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2021-01-01,80.1449261701499,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2021-02-01,81.09029592071909,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2021-03-01,80.99810524267271,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2021-04-01,80.6112680952453,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2021-05-01,80.5400349457757,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2021-06-01,81.0600426491694,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2021-07-01,80.8237178733161,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2021-08-01,80.4910424511975,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2021-09-01,82.9133466322944,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
2021-10-01,83.6738856364708,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: General Merchandise Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004245200001SA,Monthly,Seasonally Adjusted
1990-01-01,55.703731362119896,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Retail Trade: General Merchandise Stores in Detroit-Warren-Dearborn, MI (MSA)",SMU26198204245200001SA,Monthly,Seasonally Adjusted
1990-02-01,55.681846702316705,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Retail Trade: General Merchandise Stores in Detroit-Warren-Dearborn, MI (MSA)",SMU26198204245200001SA,Monthly,Seasonally Adjusted
1990-03-01,55.51967205919661,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Retail Trade: General Merchandise Stores in Detroit-Warren-Dearborn, MI (MSA)",SMU26198204245200001SA,Monthly,Seasonally Adjusted
1990-04-01,55.0487877917107,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Retail Trade: General Merchandise Stores in Detroit-Warren-Dearborn, MI (MSA)",SMU26198204245200001SA,Monthly,Seasonally Adjusted
1990-05-01,54.842948353265804,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Retail Trade: General Merchandise Stores in Detroit-Warren-Dearborn, MI (MSA)",SMU26198204245200001SA,Monthly,Seasonally Adjusted
1990-06-01,54.8567288368695,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Retail Trade: General Merchandise Stores in Detroit-Warren-Dearborn, MI (MSA)",SMU26198204245200001SA,Monthly,Seasonally Adjusted
1990-07-01,55.2980958293939,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Retail Trade: General Merchandise Stores in Detroit-Warren-Dearborn, MI (MSA)",SMU26198204245200001SA,Monthly,Seasonally Adjusted
1990-08-01,54.839799111353294,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Retail Trade: General Merchandise Stores in Detroit-Warren-Dearborn, MI (MSA)",SMU26198204245200001SA,Monthly,Seasonally Adjusted
1990-09-01,54.0547026276772,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Retail Trade: General Merchandise Stores in Detroit-Warren-Dearborn, MI (MSA)",SMU26198204245200001SA,Monthly,Seasonally Adjusted
1990-10-01,54.022243393972595,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Retail Trade: General Merchandise Stores in Detroit-Warren-Dearborn, MI (MSA)",SMU26198204245200001SA,Monthly,Seasonally Adjusted
1990-11-01,53.730708703278,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Retail Trade: General Merchandise Stores in Detroit-Warren-Dearborn, MI (MSA)",SMU26198204245200001SA,Monthly,Seasonally Adjusted
1990-12-01,53.6696485747084,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Retail Trade: General Merchandise Stores in Detroit-Warren-Dearborn, MI (MSA)",SMU26198204245200001SA,Monthly,Seasonally Adjusted
1991-01-01,53.89962778203589,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Retail Trade: General Merchandise Stores in Detroit-Warren-Dearborn, MI (MSA)",SMU26198204245200001SA,Monthly,Seasonally Adjusted
1991-02-01,53.2851718305587,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Retail Trade: General Merchandise Stores in Detroit-Warren-Dearborn, MI (MSA)",SMU26198204245200001SA,Monthly,Seasonally Adjusted
1991-03-01,53.1226041872309,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Retail Trade: General Merchandise Stores in Detroit-Warren-Dearborn, MI (MSA)",SMU26198204245200001SA,Monthly,Seasonally Adjusted
1991-04-01,52.3727553223698,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Retail Trade: General Merchandise Stores in Detroit-Warren-Dearborn, MI (MSA)",SMU26198204245200001SA,Monthly,Seasonally Adjusted
1991-05-01,52.373954694876296,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Retail Trade: General Merchandise Stores in Detroit-Warren-Dearborn, MI (MSA)",SMU26198204245200001SA,Monthly,Seasonally Adjusted
