date,All Employees: Service-Providing,state,msa,city,title,id,frequency,seasonal_adjustment
1997-03-01,1659.62333339156,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1997-04-01,1655.97882421629,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1997-05-01,1658.01508071126,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1997-06-01,1658.28548497435,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1997-07-01,1663.35124187987,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1997-08-01,1661.24092898677,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1997-09-01,1663.2218646912802,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1997-10-01,1663.0784762117,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1997-11-01,1660.90431948577,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1997-12-01,1661.11260960264,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1998-01-01,1681.67206044919,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1998-02-01,1683.6372071785902,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1998-03-01,1684.0060583578302,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1998-04-01,1687.4666330784,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1998-05-01,1687.44460344359,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1998-06-01,1691.27786125613,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1998-07-01,1682.5927947365199,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1998-08-01,1681.25395130554,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1998-09-01,1678.60225264447,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1998-10-01,1680.9089315837302,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1998-11-01,1680.8945770644198,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1998-12-01,1680.8797027569199,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1999-01-01,1669.30236048482,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1999-02-01,1669.4125031528501,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1999-03-01,1666.5645874913598,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1999-04-01,1683.2218997549498,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1999-05-01,1680.9951715256302,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1999-06-01,1680.2874322635598,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1999-07-01,1677.94055035953,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1999-08-01,1676.0733735664498,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1999-09-01,1673.89774197681,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1999-10-01,1708.5594343987802,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1999-11-01,1710.36935103228,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
1999-12-01,1717.0376992339902,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2000-01-01,1720.12478736121,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2000-02-01,1717.33506638017,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2000-03-01,1716.31721695736,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2000-04-01,1725.8968254007,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2000-05-01,1726.93134418194,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2000-06-01,1728.8842286246,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2000-07-01,1727.39858553994,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2000-08-01,1728.6575383291902,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2000-09-01,1729.2126752881302,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2000-10-01,1732.7516994641599,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2000-11-01,1733.43055492836,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2000-12-01,1729.8912305518,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2001-01-01,1710.6251571835999,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2001-02-01,1712.59156557553,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2001-03-01,1710.4811088959,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2001-04-01,1704.8591034946699,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2001-05-01,1701.42251575323,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2001-06-01,1699.93521692795,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2001-07-01,1692.11714876826,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2001-08-01,1689.7464438805898,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2001-09-01,1685.3526571498,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2001-10-01,1680.1264353238198,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2001-11-01,1676.63607828318,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2001-12-01,1673.8050922982502,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2002-01-01,1671.25792189327,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2002-02-01,1671.01468076409,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2002-03-01,1671.83809419133,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2002-04-01,1672.67619433548,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2002-05-01,1674.4394924102698,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2002-06-01,1672.72816332863,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2002-07-01,1677.55265970647,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2002-08-01,1679.72134377663,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2002-09-01,1679.40466072457,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2002-10-01,1677.91087849099,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2002-11-01,1677.4130517732801,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2002-12-01,1675.0124495938,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2003-01-01,1684.36267887344,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2003-02-01,1683.29081447145,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2003-03-01,1682.6972764218801,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2003-04-01,1679.8794572634101,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2003-05-01,1679.00232178416,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2003-06-01,1679.03756912087,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2003-07-01,1676.84814088551,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2003-08-01,1674.10251650491,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2003-09-01,1671.4285759692903,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2003-10-01,1675.90222500665,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2003-11-01,1671.10587462759,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2003-12-01,1669.1976846342902,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2004-01-01,1667.35840676273,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2004-02-01,1665.6519609202699,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2004-03-01,1666.10276234134,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2004-04-01,1671.50932122809,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2004-05-01,1670.4030288590802,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2004-06-01,1670.5461625558899,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2004-07-01,1672.41006310205,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2004-08-01,1672.85884105797,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2004-09-01,1677.70358150017,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2004-10-01,1679.17504145513,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2004-11-01,1679.13172966597,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2004-12-01,1678.4065499607098,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2005-01-01,1677.44051391901,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2005-02-01,1681.93763413266,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2005-03-01,1681.6821614037601,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2005-04-01,1690.61979816363,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2005-05-01,1684.97629280913,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2005-06-01,1681.9740038581601,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2005-07-01,1684.8357405629401,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2005-08-01,1685.4972133503602,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2005-09-01,1692.07638347572,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2005-10-01,1684.4343292064002,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2005-11-01,1684.2310199261701,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2005-12-01,1682.14768272052,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2006-01-01,1678.7491525653302,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2006-02-01,1677.18099661633,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2006-03-01,1676.2144569153302,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2006-04-01,1671.10495157079,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2006-05-01,1663.4161060703,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2006-06-01,1666.5417071581799,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2006-07-01,1663.4073506642999,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2006-08-01,1659.6925860508402,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2006-09-01,1660.8701808684802,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2006-10-01,1654.8623781222,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2006-11-01,1653.92385992958,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2006-12-01,1654.47650893587,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2007-01-01,1653.77268930439,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2007-02-01,1651.0532735510199,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2007-03-01,1649.5524404728,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2007-04-01,1649.33135462033,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2007-05-01,1649.82254598375,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2007-06-01,1648.5710715809698,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2007-07-01,1645.1584636820098,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2007-08-01,1645.88111026997,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2007-09-01,1641.7160481184399,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2007-10-01,1639.69473586623,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2007-11-01,1641.3603406144198,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2007-12-01,1637.7419069525101,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
2008-01-01,1635.5112716657097,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Service-Providing in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200700000001SA,Monthly,Seasonally Adjusted
