date,All Employees: Service-Providing,state,msa,city,title,id,frequency,seasonal_adjustment
1997-03-01,60.9092074978035,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1997-04-01,60.9351191871233,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1997-05-01,61.0518892155754,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1997-06-01,61.4768967211559,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1997-07-01,61.354952736917895,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1997-08-01,61.5312519248141,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1997-09-01,61.5723457177421,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1997-10-01,61.80503343322739,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1997-11-01,62.01374643149779,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1997-12-01,61.8873418868114,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1998-01-01,61.7473426196879,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1998-02-01,61.818157971400396,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1998-03-01,61.937194610920706,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1998-04-01,61.9833725733336,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1998-05-01,61.8285159846251,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1998-06-01,61.749445142621695,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1998-07-01,61.877647638488,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1998-08-01,61.9384227817047,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1998-09-01,61.9791093642716,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1998-10-01,62.1616785921933,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1998-11-01,62.3332623957959,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1998-12-01,62.99257205317921,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1999-01-01,64.0287294867389,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1999-02-01,63.8192164618671,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1999-03-01,64.09655484357481,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1999-04-01,64.2546862091695,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1999-05-01,64.38157072764089,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1999-06-01,64.3924051798546,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1999-07-01,65.2829356769206,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1999-08-01,64.6684346434217,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1999-09-01,65.0446119492923,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1999-10-01,65.90691220466151,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1999-11-01,65.8514478584985,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
1999-12-01,65.9057597327347,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2000-01-01,65.2524306058825,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2000-02-01,65.4880936615847,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2000-03-01,65.4606482129779,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2000-04-01,65.9402050611446,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2000-05-01,66.27230634618459,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2000-06-01,67.038395969902,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2000-07-01,65.82249107619191,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2000-08-01,66.82982321347629,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2000-09-01,66.8516007398655,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2000-10-01,66.9440414466696,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2000-11-01,67.2461648524809,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2000-12-01,67.29718726722611,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2001-01-01,68.0390363637396,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2001-02-01,68.2037575477342,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2001-03-01,68.4503094108753,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2001-04-01,68.3519584006324,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2001-05-01,68.57291978238909,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2001-06-01,68.7826761544586,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2001-07-01,68.6393764182391,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2001-08-01,69.1770225105363,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2001-09-01,69.3307380618867,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2001-10-01,69.76703386170071,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2001-11-01,70.04450007867389,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2001-12-01,70.3944099688998,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2002-01-01,71.1185517172493,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2002-02-01,70.86143370023791,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2002-03-01,70.91203352160521,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2002-04-01,71.2819475000865,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2002-05-01,71.4789700100571,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2002-06-01,71.78970523503679,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2002-07-01,72.26100158163591,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2002-08-01,72.1113812303981,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2002-09-01,72.72106849555199,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2002-10-01,72.466237711254,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2002-11-01,72.7213294636112,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2002-12-01,73.079261404836,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2003-01-01,74.1222278839379,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2003-02-01,73.96687893479641,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2003-03-01,73.988904306201,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2003-04-01,74.20465665701309,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2003-05-01,74.2834449776981,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2003-06-01,74.1873623865125,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2003-07-01,74.47191933468491,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2003-08-01,74.3214817773721,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2003-09-01,74.72290751507279,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2003-10-01,74.67460280556242,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2003-11-01,74.707327693902,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2003-12-01,74.787313729942,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2004-01-01,74.4702711918505,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2004-02-01,74.2577539419802,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2004-03-01,74.9498092614808,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2004-04-01,75.0216201464282,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2004-05-01,75.1863316063657,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2004-06-01,75.795837124134,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2004-07-01,75.8768962827786,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2004-08-01,76.63250580734109,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2004-09-01,76.63841821938941,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2004-10-01,77.1659661777053,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2004-11-01,77.17610491650079,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2004-12-01,77.3125216970476,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2005-01-01,76.4747148469742,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2005-02-01,76.9963888572357,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2005-03-01,77.33700389849571,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2005-04-01,76.920804765076,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2005-05-01,76.8727220338144,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2005-06-01,76.4861259569591,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2005-07-01,76.5794998068182,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2005-08-01,76.31586346176991,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2005-09-01,76.0505809606773,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2005-10-01,75.5704280289877,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2005-11-01,75.9781879040512,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2005-12-01,76.4960002027621,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2006-01-01,76.0151890537482,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2006-02-01,75.9829111828764,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2006-03-01,75.7226110966789,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2006-04-01,75.82386449830359,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2006-05-01,75.95867467525491,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2006-06-01,75.9877782676726,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2006-07-01,75.8752224839145,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2006-08-01,76.1070747819452,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2006-09-01,76.05930743454441,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2006-10-01,76.2563691686729,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2006-11-01,76.78887581229209,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2006-12-01,77.00837379923809,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2007-01-01,77.3825335604312,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2007-02-01,77.5891074281298,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2007-03-01,78.0502896888961,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2007-04-01,78.296597166536,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2007-05-01,78.5051416191136,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2007-06-01,78.9358879598284,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2007-07-01,78.4475219359353,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2007-08-01,79.0102897357717,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2007-09-01,79.5707202834621,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2007-10-01,79.7332280822626,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2007-11-01,80.0066171068084,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2007-12-01,80.2263119463159,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2008-01-01,80.4822961413453,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2008-02-01,80.9135632375391,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2008-03-01,81.2797003027409,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2008-04-01,81.4456924017942,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2008-05-01,81.5417070755555,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2008-06-01,81.8115473549014,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2008-07-01,82.20824544401641,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2008-08-01,82.4384005997029,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2008-09-01,82.6610091130401,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2008-10-01,82.50968329469141,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2008-11-01,82.22689626680659,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2008-12-01,82.4103134973022,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2009-01-01,82.60021454766,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
2009-02-01,82.6218785947492,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Service-Providing in Kennewick-Richland, WA (MSA)",SMU53284200700000001SA,Monthly,Seasonally Adjusted
