date,All Employees: Local Government,state,msa,city,title,id,frequency,seasonal_adjustment
1995-02-01,88.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1995-03-01,88.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1995-04-01,88.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1995-05-01,88.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1995-06-01,87.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1995-07-01,88.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1995-08-01,88.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1995-09-01,89.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1995-10-01,87.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1995-11-01,87.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1995-12-01,87.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1996-01-01,88.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1996-02-01,88.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1996-03-01,87.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1996-04-01,89.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1996-05-01,89.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1996-06-01,89.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1996-07-01,90,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1996-08-01,91,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1996-09-01,89.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1996-10-01,90.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1996-11-01,90.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1996-12-01,90.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1997-01-01,90.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1997-02-01,90.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1997-03-01,91.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1997-04-01,91.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1997-05-01,91.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1997-06-01,91.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1997-07-01,92.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1997-08-01,95.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1997-09-01,92.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1997-10-01,88.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1997-11-01,89.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1997-12-01,89.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1998-01-01,93.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1998-02-01,93.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1998-03-01,93.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1998-04-01,93.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1998-05-01,93.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1998-06-01,93.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1998-07-01,92.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1998-08-01,93.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1998-09-01,93.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1998-10-01,93.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1998-11-01,94.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1998-12-01,94.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1999-01-01,93.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1999-02-01,93.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1999-03-01,94,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1999-04-01,93.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1999-05-01,94.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1999-06-01,95.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1999-07-01,95.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1999-08-01,95.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1999-09-01,102.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1999-10-01,93.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1999-11-01,94.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
1999-12-01,95.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2000-01-01,97.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2000-02-01,96.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2000-03-01,96.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2000-04-01,97.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2000-05-01,96.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2000-06-01,97,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2000-07-01,96.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2000-08-01,96.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2000-09-01,97.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2000-10-01,97.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2000-11-01,97.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2000-12-01,97.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2001-01-01,98.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2001-02-01,98.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2001-03-01,99.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2001-04-01,99.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2001-05-01,99.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2001-06-01,98.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2001-07-01,99.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2001-08-01,99.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2001-09-01,98.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2001-10-01,99.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2001-11-01,99.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2001-12-01,100.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2002-01-01,100.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2002-02-01,101.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2002-03-01,101.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2002-04-01,101.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2002-05-01,102.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2002-06-01,101.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2002-07-01,100.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2002-08-01,100.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2002-09-01,100.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2002-10-01,101.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2002-11-01,101.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2002-12-01,101.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2003-01-01,102.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2003-02-01,102.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2003-03-01,102.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2003-04-01,103.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2003-05-01,103.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2003-06-01,105.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2003-07-01,106.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2003-08-01,106.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2003-09-01,99.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2003-10-01,107.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2003-11-01,106.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2003-12-01,106.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2004-01-01,105.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2004-02-01,105.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2004-03-01,105.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2004-04-01,104.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2004-05-01,104.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2004-06-01,103.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2004-07-01,103.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2004-08-01,102.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2004-09-01,105.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2004-10-01,102.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2004-11-01,102.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2004-12-01,102.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2005-01-01,102.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2005-02-01,102.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2005-03-01,102.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2005-04-01,101.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2005-05-01,101.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
2005-06-01,100.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Local Government Elementary and Secondary Education in Detroit-Warren-Dearborn, MI (MSA)",SMU26198209093611101SA,Monthly,Seasonally Adjusted
