date,Housing Inventory: Price Increased Count Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2018-08-01,-22.45,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2018-09-01,-33.33,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2018-10-01,-24.53,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2018-11-01,28.57,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2018-12-01,-33.33,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2019-01-01,-49.37,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2019-02-01,15.79,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2019-03-01,21.82,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2019-04-01,-4.92,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2019-05-01,-44.93,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2019-06-01,30.77,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2019-07-01,-4.65,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2019-08-01,76.32,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2019-09-01,196.88,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2019-10-01,2.5,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2019-11-01,-27.78,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2019-12-01,-29.41,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2020-01-01,25.0,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2020-02-01,-15.15,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2020-03-01,-38.81,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2020-04-01,-56.9,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
2020-05-01,-7.89,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Price Increased Count Year-Over-Year in Charleston-North Charleston, SC (CBSA)",PRIINCCOUYY16700,Monthly,Not Seasonally Adjusted
