date,All Employees: Transportation and Warehousing,state,msa,city,title,id,frequency,seasonal_adjustment
1994-03-01,160.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1994-04-01,160.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1994-05-01,161.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1994-06-01,160.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1994-07-01,163.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1994-08-01,163.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1994-09-01,163,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1994-10-01,163,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1994-11-01,163.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1994-12-01,163.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1995-01-01,163.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1995-02-01,165,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1995-03-01,165.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1995-04-01,166.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1995-05-01,166.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1995-06-01,166.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1995-07-01,167.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1995-08-01,167.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1995-09-01,168.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1995-10-01,167.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1995-11-01,168.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1995-12-01,169.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1996-01-01,165.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1996-02-01,167.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1996-03-01,167.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1996-04-01,167.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1996-05-01,168.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1996-06-01,169.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1996-07-01,168.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1996-08-01,169.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1996-09-01,169.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1996-10-01,170.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1996-11-01,170.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1996-12-01,171.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1997-01-01,172.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1997-02-01,172.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1997-03-01,173.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1997-04-01,174,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1997-05-01,174,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1997-06-01,173.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1997-07-01,172.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1997-08-01,170.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1997-09-01,172.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1997-10-01,174.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1997-11-01,175.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1997-12-01,176.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1998-01-01,178.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1998-02-01,178.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1998-03-01,179.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1998-04-01,177,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1998-05-01,178.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1998-06-01,179.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1998-07-01,180.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1998-08-01,180.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1998-09-01,180.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1998-10-01,178.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1998-11-01,179.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1998-12-01,179.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1999-01-01,181.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1999-02-01,182.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1999-03-01,181.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1999-04-01,182.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1999-05-01,183.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1999-06-01,184.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1999-07-01,185.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1999-08-01,185.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1999-09-01,185.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1999-10-01,189.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1999-11-01,189.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
1999-12-01,189.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2000-01-01,187.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2000-02-01,187.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2000-03-01,187.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2000-04-01,188.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2000-05-01,188.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2000-06-01,188.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2000-07-01,188.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2000-08-01,189.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2000-09-01,189,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2000-10-01,190.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2000-11-01,191.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2000-12-01,192,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2001-01-01,193.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2001-02-01,192.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2001-03-01,194.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2001-04-01,194.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2001-05-01,192.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2001-06-01,191.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2001-07-01,191.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2001-08-01,190.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2001-09-01,190,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2001-10-01,187.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2001-11-01,184.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2001-12-01,183,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2002-01-01,180.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2002-02-01,181.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2002-03-01,178.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2002-04-01,180.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2002-05-01,181.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2002-06-01,181.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2002-07-01,180.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2002-08-01,181.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2002-09-01,180.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2002-10-01,179.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2002-11-01,179.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2002-12-01,179.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2003-01-01,178.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2003-02-01,178.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2003-03-01,177,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
2003-04-01,175.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Transportation and Warehousing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311004340008901SA,Monthly,Seasonally Adjusted
