date,Housing Inventory: Active Listing Count,state,msa,city,title,id,frequency,seasonal_adjustment
2021-04-01,474.0,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Active Listing Count in Charlottesville, VA (CBSA)",ACTLISCOU16820,Monthly,Not Seasonally Adjusted
2021-05-01,503.0,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Active Listing Count in Charlottesville, VA (CBSA)",ACTLISCOU16820,Monthly,Not Seasonally Adjusted
2021-06-01,515.0,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Active Listing Count in Charlottesville, VA (CBSA)",ACTLISCOU16820,Monthly,Not Seasonally Adjusted
2021-07-01,536.0,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Active Listing Count in Charlottesville, VA (CBSA)",ACTLISCOU16820,Monthly,Not Seasonally Adjusted
2021-08-01,538.0,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Active Listing Count in Charlottesville, VA (CBSA)",ACTLISCOU16820,Monthly,Not Seasonally Adjusted
2021-09-01,550.0,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Active Listing Count in Charlottesville, VA (CBSA)",ACTLISCOU16820,Monthly,Not Seasonally Adjusted
2021-10-01,492.0,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Active Listing Count in Charlottesville, VA (CBSA)",ACTLISCOU16820,Monthly,Not Seasonally Adjusted
2021-11-01,428.0,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Active Listing Count in Charlottesville, VA (CBSA)",ACTLISCOU16820,Monthly,Not Seasonally Adjusted
2016-07-01,42786.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Active Listing Count in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",ACTLISCOU16980,Monthly,Not Seasonally Adjusted
2016-08-01,42503.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Active Listing Count in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",ACTLISCOU16980,Monthly,Not Seasonally Adjusted
2016-09-01,42500.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Active Listing Count in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",ACTLISCOU16980,Monthly,Not Seasonally Adjusted
2016-10-01,41581.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Active Listing Count in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",ACTLISCOU16980,Monthly,Not Seasonally Adjusted
2016-11-01,38297.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Active Listing Count in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",ACTLISCOU16980,Monthly,Not Seasonally Adjusted
2016-12-01,33366.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Active Listing Count in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",ACTLISCOU16980,Monthly,Not Seasonally Adjusted
2017-01-01,30439.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Active Listing Count in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",ACTLISCOU16980,Monthly,Not Seasonally Adjusted
2017-02-01,31314.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Active Listing Count in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",ACTLISCOU16980,Monthly,Not Seasonally Adjusted
