date,"All Employees: Mining, Logging, and Construction",state,msa,city,title,id,frequency,seasonal_adjustment
1995-06-01,0.994257192277593,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1995-07-01,0.9820281861939301,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1995-08-01,1.01370513967226,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1995-09-01,1.0159257677497902,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1995-10-01,0.9384740719784901,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1995-11-01,0.960283895633208,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1995-12-01,0.9247508341097459,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1996-01-01,0.9360320790694829,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1996-02-01,0.9623552784566021,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1996-03-01,0.926601235531441,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
