   state,    year,  income, taxsngl,  taxjnt,  taxfam,   tax65,mtr_wage, mtr_int,mtr_amt , mtr_lcg,mtr_gift, mtr_fed, mtr_ptx,mtr_pt65,abrev 
1,1977,1,94.37,12.17,0,102.84,0,0,0,0,0,0,0,0,al
1,1978,1,103.29,20.41,0,111.43,0,0,0,0,0,0,0,0,al
1,1979,1,116.03,29.41,9.04,125.56,1.5,1.5,0.6,0,-1.5,0,0,0,al
1,1980,1,126.3,45.67,19.72,135.41,1.5,1.5,0.6,0,-1.5,0,0,0,al
1,1981,1,136.09,65.36,31.2,145.9,3,3,1.2,0,-3,0,0,0,al
1,1982,1,174.68,69.83,31.34,184.79,1.6,1.6,0.64,0,0,0,0,0,al
1,1983,1,179.4,77.86,38.03,188.74,3.2,3.2,1.28,0,0,0,0,0,al
1,1984,1,183.65,84.89,47.73,194.39,3.2,3.2,1.28,0,0,0,0,0,al
1,1985,1,190.49,92.76,56.18,201.15,3.2,3.2,1.28,0,0,0,0,0,al
1,1986,1,189.55,98.7,61.43,200.05,3.2,3.2,1.28,0,0,0,0,-5,al
1,1987,1,198.95,104.81,67.92,206.11,3.2,3.2,3.2,0,0,0,0,-5,al
1,1988,1,202.48,112.09,76.45,210.83,3.2,3.2,3.2,0,0,0,0,-5,al
1,1989,1,209.27,119.91,85.6,217.31,3.2,3.2,3.2,0,0,0,0,-5,al
1,1990,1,215.38,127.07,94,223.65,3.2,3.2,3.2,0,0,0,0,-5,al
1,1991,1,221.9,133.31,101.31,230.4,3.2,3.2,3.2,0,0,0,0,-5,al
1,1992,1,227.95,137.47,106.18,236.75,3.2,3.2,3.2,0,0,0,0,-5,al
1,1993,1,231.98,141.71,111.14,240.58,3.2,3.2,3.2,0,0,0,0,-5,al
1,1994,1,240.77,145.41,115.48,244.98,3.2,3.2,3.2,0,0,-1,0,-5,al
1,1995,1,244.59,149,119.69,248.3,3.2,3.2,3.2,0,0,-0.73,0,-5,al
1,1996,1,248.19,152.07,123.28,251.74,3.2,3.2,3.2,0,0,-0.37,0,-5,al
1,1997,1,252.5,154.9,126.59,255.44,3.2,3.2,3.2,0,0,0,0,-5,al
1,1998,1,255.54,156.68,128.68,263.09,3.2,3.2,3.2,0,0,0,0,-5,al
1,1999,1,257.88,159.14,131.57,265.39,3.2,3.2,3.2,0,0,0,0,-5,al
1,2000,1,254.38,162.72,135.76,268.71,3.2,3.2,3.2,0,0,0,0,-5,al
1,2001,1,262.89,166.23,139.87,271.97,3.2,3.2,3.2,0,0,0,0,-5,al
1,2002,1,265.78,168.56,142.6,274.13,3.2,3.2,3.2,0,0,0,0,-5,al
1,2003,1,268.24,171.51,146.06,276.88,3.2,3.2,3.2,0,0,0,0,-5,al
1,2004,1,272.61,175.49,150.71,280.57,3.2,3.2,3.2,0,0,0,0,-5,al
1,2005,1,276.77,180,156,284.76,3.2,3.2,3.2,0,0,0,0,-5,al
1,2006,1,280.64,184.18,160.89,288.64,3.2,3.2,3.2,0,0,0,0,-5,al
1,2007,1,265.55,1.55,0,273.2,0,0,0,0,0,0,0,0,al
1,2008,1,272.55,5.41,0,277.61,0,0,0,0,0,0,0,0,al
1,2009,1,279.3,6.88,0,279.3,0,0,0,0,0,0,0,0,al
1,2010,1,282.19,9.42,0,282.19,0,0,0,0,0,0,0,0,al
1,2011,1,286.62,13.29,0,286.62,0,0,0,0,0,0,0,0,al
1,2012,1,290.48,16.67,0,290.48,0,0,0,0,0,0,0,0,al
1,2013,1,293.83,22.02,0,293.83,0,0,0,0,0,0,0,0,al
1,2014,1,297.14,28.09,0,297.14,0,0,0,0,0,0,0,0,al
1,2015,1,299.11,31.71,0.74,299.11,2.1,2.1,2.1,0,0,0,0,0,al
1,2016,1,302.45,37.83,4.22,302.45,2.1,2.1,2.1,0,0,0,0,0,al
1,2017,1,306.13,44.58,8.06,306.13,2.1,2.1,2.1,0,0,0,0,0,al
1,2018,1,310.96,53.43,13.08,310.96,2.1,2.1,2.1,0,0,0,0,0,al
1,1977,2,543.57,412.81,373.6,566.12,3.73,3.73,1.87,0,-4.5,-4.5,0,0,al
1,1978,2,563.63,442.96,403.93,585.68,3.28,3.28,1.31,0,0,-4.5,0,0,al
1,1979,2,607.32,492.54,464.14,631.08,3.7,3.7,1.48,0,0,-5,0,0,al
1,1980,2,632.25,530.02,505.12,654.5,3.6,3.6,1.44,0,0,-5,0,0,al
1,1981,2,655.32,566.48,543.28,677.81,3.61,3.61,1.44,0,0,-5,0,0,al
1,1982,2,682.95,480.67,455.65,702.61,3.2,3.2,1.28,0,0,-5,0,-5,al
1,1983,2,704.16,499.71,474.63,721.38,3.25,3.25,1.3,0,0,-5,0,-5,al
1,1984,2,708.13,516.36,491.26,724.71,3.3,3.3,1.32,0,0,-5,0,-5,al
1,1985,2,706.48,530.51,506.76,722.79,3.3,3.3,1.32,0,0.35,-5,0,-5,al
1,1986,2,698,542.14,519.03,713.84,3.3,3.3,1.32,0,0.7,-5,0,-5,al
1,1987,2,712.12,555.35,553.04,720.77,3.25,3.25,3.25,0,0,-5,0,-5,al
1,1988,2,713.16,570.07,581.93,721.51,2.75,2.75,2.75,0,0,-5,0,-5,al
1,1989,2,719.95,582.4,595.62,727.99,2.75,2.75,2.75,0,0,-5,0,-5,al
1,1990,2,725.09,594.26,609.89,733.36,2.75,2.75,2.75,0,0,-5,0,-5,al
1,1991,2,731.62,605.82,629.37,740.12,2.63,2.63,2.63,0,0,-5,0,-5,al
1,1992,2,737.66,616.28,649.55,746.46,2.59,2.59,2.59,0,0,-5,0,-5,al
1,1993,2,741.69,623.7,660.7,750.29,2.55,2.55,2.55,0,0,-5,0,-5,al
1,1994,2,745.81,631.49,639.91,754.69,4.25,4.25,4.25,0,0,-5,0,-5,al
1,1995,2,749.31,643.1,652.26,758.02,4.25,4.25,4.25,0,0,-5,0,-5,al
1,1996,2,752.46,652.87,662.77,761.46,4.25,4.25,4.25,0,0,-5,0,-5,al
1,1997,2,756.31,663.31,674.81,765.15,4.25,4.25,4.5,0,0,-5,0,-5,al
1,1998,2,758.62,670.23,682.48,767.81,4.25,4.25,4.5,0,0,-5,0,-5,al
1,1999,2,760.86,677.89,690.81,769.91,4.25,4.25,4.5,0,0,-5,0,-5,al
1,2000,2,764.09,688.54,702.03,773.36,4.25,4.25,4.5,0,0,0,0,-5,al
1,2001,2,784.54,726.31,725.21,793.6,4.5,4.5,4.5,0,0,0,0,-5,al
1,2002,2,787.55,734.77,734.77,796.88,4.5,4.5,4.5,0,0,0,0,-5,al
1,2003,2,794.71,751.66,752.19,803.86,4.5,4.5,4.5,0,0,0,0,-5,al
1,2004,2,800.31,765.72,766.75,809.6,4.5,4.5,4.75,0,0,0,0,-5,al
1,2005,2,804.25,779.52,781.52,813.63,4.5,4.5,4.75,0,0,0,0,-5,al
1,2006,2,808.18,792.33,795.24,817.28,4.5,4.5,4.75,0,0,0,0,-5,al
1,2007,2,812.16,742.15,728.55,821.37,6.37,6.37,6.62,0,0,0,0,-5,al
1,2008,2,820.82,765.93,753.65,830.21,6.37,6.37,6.87,0,0,0,0.5,-5,al
1,2009,2,843,806.9,762.57,852.65,6.87,6.87,6.87,0,0,0,0,-5,al
1,2010,2,839.83,818.75,775.09,849.36,6.87,6.87,6.87,0,0,0,0,-5,al
1,2011,2,846.68,801.36,791.61,856.35,6.37,6.37,6.87,0,0,0,0,-5,al
1,2012,2,849.36,817.83,809.24,858.85,6.37,6.37,6.87,0,0,0,0,-5,al
1,2013,2,828.94,832.33,824.84,838.61,6.37,6.37,6.87,0,0,0,0,-5,al
1,2014,2,830.66,845.78,838.92,840.49,6.37,6.37,6.87,0,0,0,0,-5,al
1,2015,2,832.17,854.28,847.97,841.9,6.37,6.37,6.87,0,0,0,0,-5,al
1,2016,2,833,861.28,855.59,842.57,4.53,4.53,5.03,0,0,0,0,-5,al
1,2017,2,833.85,866.69,861.23,843.24,4.53,4.53,5.03,0,0,0,0,-5,al
1,2018,2,854.84,885.85,874.23,862.4,5.03,5.03,5.03,0,0,0,0,-5,al
1,1977,3,1351.66,1266.52,1237.02,1382.2,3.25,3.25,1.62,0,0,-5,0,1.55,al
1,1978,3,1363.67,1294.97,1267.4,1394.91,3.75,3.75,1.5,0,0,-5,0,1.7,al
1,1979,3,1408.69,1374.55,1360.97,1447.15,3.8,3.8,1.52,0,0,-5,0,1.7,al
1,1980,3,1422.68,1402.8,1397.37,1457.96,3.8,3.8,1.52,0,-5,-5,0,1.7,al
1,1981,3,1437.54,1430.09,1425.63,1474.09,3.62,3.62,1.45,0,-5,-5,0,1.93,al
1,1982,3,1350.62,1340.97,1336.15,1381.9,3.75,3.75,1.5,0,0,-5,0,-3.25,al
1,1983,3,1400.19,1395.97,1389.09,1427.7,3.7,3.7,1.48,0,0,-5,0,-3.4,al
1,1984,3,1419.35,1431.21,1422.91,1444.26,3.75,3.75,1.5,0,0,-5,0,-3.5,al
1,1985,3,1426.23,1460.98,1454.54,1451.32,3.75,3.75,1.5,0,0.62,-5,0,-3.5,al
1,1986,3,1431.69,1486.62,1481.63,1457.23,3.9,3.9,1.56,0,1.1,-5,0,-3.5,al
1,1987,3,1476.03,1560.41,1558.1,1476.03,4.25,4.25,4.25,0,0,-5,0,-3.25,al
1,1988,3,1473.26,1585.53,1584.42,1475,4.25,4.25,4.25,0,0,-5,0,-5,al
1,1989,3,1480.08,1609.02,1609.02,1481.13,4.25,4.25,4.25,0,0,-5,0,-5,al
1,1990,3,1484.62,1631.15,1632.18,1486.97,4.25,4.25,4.25,0,0,-5,0,-5,al
1,1991,3,1492.76,1648.25,1651.25,1496.51,4.25,4.25,4.25,0,-5,-5,-5,-5,al
1,1992,3,1503.46,1659.16,1665.03,1510.13,4.25,4.25,4.25,0,-5,-5,-5,-5,al
1,1993,3,1508.63,1667.04,1673.72,1515.29,4.25,4.25,4.25,0,-5,-5,-5,-5,al
1,1994,3,1514.3,1674.63,1683.05,1521.99,4.25,4.25,4.25,0,-5,-5,-5,-5,al
1,1995,3,1518.47,1681.5,1690.66,1526.28,4.25,4.25,4.25,0,-5,-5,-5,-5,al
1,1996,3,1523.05,1687.22,1697.12,1531.97,4.25,4.25,4.25,0,-5,-5,-5,-5,al
1,1997,3,1528.35,1693.92,1705.42,1538.42,4.25,4.25,4.5,0,-5,-5,-5,-5,al
1,1998,3,1533.57,1698.5,1710.75,1545.23,4.25,4.25,4.5,0,-5,-5,-5,-5,al
1,1999,3,1536,1702.89,1715.81,1547.24,4.25,4.25,4.5,0,-5,-5,-5,-5,al
1,2000,3,1538.4,1708.82,1722.3,1550.18,4.25,4.25,4.5,0,-5,0,-5,-5,al
1,2001,3,1562.96,1749.19,1764.02,1575,4.25,4.25,4.25,0,-5,0,-5,-5,al
1,2002,3,1571.7,1754.74,1770.97,1585.25,4.25,4.25,4.25,0,-5,0,-5,-5,al
1,2003,3,1592.23,1781.34,1798.04,1603.97,4.25,4.25,4.5,0,-5,0,-5,-5,al
1,2004,3,1599.62,1792.1,1809.13,1611.31,4.25,4.25,4.75,0,-5,0,-5,-5,al
1,2005,3,1602.06,1799.5,1817.5,1613.93,4.25,4.25,4.75,0,-5,0,-5,-5,al
1,2006,3,1606.08,1806.91,1825.83,1617.56,4.25,4.25,4.75,0,-5,0,-5,-5,al
1,2007,3,1611.39,1814.49,1823.21,1623.9,4.28,4.28,4.78,0,-5,0,-5,-5,al
1,2008,3,1617.45,1831.54,1841.72,1633.09,4.28,4.28,5.03,0,-5,0,-5,-5,al
1,2009,3,1646.43,1875.78,1888.05,1662.52,4.28,4.28,5.03,0,-5,0,-5,-5,al
1,2010,3,1639.82,1869.27,1881.55,1654.46,4.28,4.28,5.03,0,-5,0,-5,-5,al
1,2011,3,1668.7,1836.69,1849.63,1683.44,4.28,4.28,5.03,0,-5,0,-5,-5,al
1,2012,3,1672.11,1841.8,1856.05,1687.08,4.28,4.28,5.03,0,-5,0,-5,-5,al
1,2013,3,1629.86,1846.76,1862.27,1645.74,4.28,4.28,5.03,0,-5,0,-5,-5,al
1,2014,3,1631.71,1849.99,1866.08,1647.92,4.28,4.28,5.03,0,-5,0,-5,-5,al
1,2015,3,1634.05,1852.89,1869.58,1650.27,4.28,4.28,5.03,0,-5,0,-5,-5,al
1,2016,3,1633.35,1854.33,1871.57,1648.54,4.28,4.28,5.03,0,-5,0,-5,-5,al
1,2017,3,1632.58,1855.81,1872.95,1646.82,4.28,4.28,5.03,0,-5,0,-5,-5,al
1,2018,3,1692.54,1897.47,1906.04,1706.4,4.42,4.42,5.03,0,-5,0,-5,-5,al
1,1977,4,2083.02,2078.07,2062.34,2122.35,3.4,3.4,1.7,0,-5,-5,0,2,al
1,1978,4,2081.69,2088.05,2080.7,2120.89,3.2,3.2,1.28,0,-3.2,-5,1.8,2,al
1,1979,4,2123.22,2150.96,2161.32,2173,3.4,3.4,1.36,0,-3.4,-5,1.6,2.2,al
1,1980,4,2114.68,2162.81,2177.33,2160.34,3.15,3.15,1.26,0,-3.15,-5,1.85,2.2,al
1,1981,4,2108.22,2177.27,2195.67,2154.13,3.17,3.17,1.27,0,-3.17,-5,1.83,2.42,al
1,1982,4,1981.57,2161.82,2177.91,2020.88,3.05,3.05,1.22,0,-3.05,-5,-3.05,-2.8,al
1,1983,4,2053.77,2235.06,2243.66,2088.16,3.25,3.25,1.3,0,-3.25,-5,-3.25,-3,al
1,1984,4,2080.91,2273.25,2278.23,2112.63,3.35,3.35,1.34,0,-3.35,-5,-3.35,-3.1,al
1,1985,4,2085.66,2288.58,2295.53,2117.45,3.35,3.35,1.34,0,-3.35,-5,-3.35,-3.1,al
1,1986,4,2084.78,2303.42,2312.31,2117.13,3.35,3.35,1.34,0,-3.35,-5,-3.35,-3.1,al
1,1987,4,2131.01,2430.58,2466.24,2131.01,3.6,3.6,3.6,0,-3.6,-5,-3.6,-3.25,al
1,1988,4,2204.85,2440.62,2477.16,2204.85,3.6,3.6,3.6,0,-3.6,-5,-3.6,-3.35,al
1,1989,4,2205.17,2453.55,2490.72,2205.17,3.6,3.6,3.6,0,-3.6,-5,-3.6,-3.35,al
1,1990,4,2206.65,2467.94,2505.7,2206.65,3.6,3.6,3.6,0,-3.6,-5,-3.6,-3.6,al
1,1991,4,2214.79,2483.81,2524.09,2214.79,3.6,3.6,3.6,0,-3.6,-5,-3.6,-3.6,al
1,1992,4,2225.49,2503.21,2548.06,2225.49,3.6,3.6,3.6,0,-3.6,-5,-3.6,-3.6,al
1,1993,4,2230.65,2512.73,2558.32,2230.65,3.6,3.6,3.6,0,-5,-5,-5,-3.6,al
1,1994,4,2236.32,2523.85,2571.99,2236.32,3.6,3.6,3.6,0,-5,-5,-5,-3.6,al
1,1995,4,2240.5,2532.83,2581.69,2240.5,3.6,3.6,3.6,0,-5,-5,-5,-3.6,al
1,1996,4,2245.07,2541.88,2591.54,2245.07,3.6,3.6,3.6,0,-5,-5,-5,-3.6,al
1,1997,4,2250.37,2553.26,2605.39,2250.37,3.6,3.6,4,0,-5,-5,-5,-3.6,al
1,1998,4,2255.59,2564.42,2617.62,2255.59,3.6,3.6,4,0,-5,-5,-5,-3.6,al
1,1999,4,2258.03,2569.25,2623.25,2258.03,3.6,3.6,4,0,-5,-5,-5,-3.6,al
1,2000,4,2260.42,2573.59,2627.97,2260.42,3.6,3.6,4,0,-5,0,-5,-3.6,al
1,2001,4,2290.61,2620.21,2674.85,2290.61,3.62,3.62,4,0,-5,0,-5,-3.62,al
1,2002,4,2304.98,2635.24,2690.41,2304.98,3.65,3.65,4,0,-5,0,-5,-3.65,al
1,2003,4,2350.52,2721.35,2738.06,2350.52,4.25,4.25,4.5,0,-5,0,-5,-3.75,al
1,2004,4,2360.42,2734.63,2751.66,2360.42,4.25,4.25,4.75,0,-5,0,-5,-3.75,al
1,2005,4,2362.86,2742.03,2760.03,2362.86,4.25,4.25,4.75,0,-5,0,-5,-3.75,al
1,2006,4,2366.88,2749.43,2768.35,2366.88,4.25,4.25,4.75,0,-5,0,-5,-3.75,al
1,2007,4,2372.19,2757.01,2771.98,2372.19,4.28,4.28,4.78,0,-5,0,-5,-3.75,al
1,2008,4,2375.31,2776.58,2793.01,2375.31,4.28,4.28,5.03,0,-5,0,-5,-3.75,al
1,2009,4,2395.88,2820.82,2839.34,2395.88,4.28,4.28,5.03,0,-5,0,-5,-3.75,al
1,2010,4,2393.69,2814.31,2832.83,2393.69,4.28,4.28,5.03,0,-5,0,-5,-3.75,al
1,2011,4,2452.5,2781.73,2800.92,2452.5,4.28,4.28,5.03,0,-5,0,-5,-3.75,al
1,2012,4,2455.91,2786.84,2807.33,2455.91,4.28,4.28,5.03,0,-5,0,-5,-3.75,al
1,2013,4,2390.66,2791.8,2813.55,2390.66,4.28,4.28,5.03,0,-5,0,-5,-3.75,al
1,2014,4,2392.51,2795.03,2817.37,2392.51,4.28,4.28,5.03,0,-5,0,-5,-3.75,al
1,2015,4,2394.58,2797.93,2820.87,2394.58,4.28,4.28,5.03,0,-5,0,-5,-3.75,al
1,2016,4,2394.15,2799.37,2822.85,2394.15,4.28,4.28,5.03,0,-5,0,-5,-3.75,al
1,2017,4,2393.38,2800.85,2824.24,2393.38,4.28,4.28,5.03,0,-5,0,-5,-3.75,al
1,2018,4,2458.08,2878.5,2893.32,2471.95,4.42,4.42,5.03,0,-5,0,-5,-5,al
1,1977,5,2728.27,2804.45,2803.77,2777.43,3.05,3.05,1.52,0,-3.05,-5,1.95,2.5,al
1,1978,5,2703.51,2798.27,2801.95,2749.45,2.9,2.9,1.16,0,-2.9,-5,2.1,2.5,al
1,1979,5,2740.46,2846.18,2875.6,2795.89,2.85,2.85,1.14,0,-2.85,-5,2.15,2.45,al
1,1980,5,2699.7,2840.1,2867.08,2756.77,2.85,2.85,1.14,0,-2.85,-5,2.15,2.75,al
1,1981,5,2688.48,2836.52,2871.42,2736.24,2.58,2.58,1.03,0,-2.58,-5,2.42,2.52,al
1,1982,5,2559.24,2823.68,2848.7,2603.92,2.8,2.8,1.12,0,-2.8,-5,-2.8,-2.5,al
1,1983,5,2678.3,2934.32,2951.52,2716.98,3,3,1.2,0,-3,-5,-3,-2.75,al
1,1984,5,2733.41,2988.37,3001.65,2768.27,3.1,3.1,1.24,0,-3.1,-5,-3.1,-2.9,al
1,1985,5,2738.97,3005.06,3020.37,2774.11,3.1,3.1,1.24,0,-3.1,-5,-3.1,-2.9,al
1,1986,5,2740.46,3023.17,3040.58,2776.22,3.1,3.1,1.24,0,-3.1,-5,-3.1,-2.9,al
1,1987,5,2855.95,3189.75,3245.86,2855.95,3.25,3.25,3.6,0,-3.25,-5,-3.25,-3.08,al
1,1988,5,2958.6,3250.62,3287.16,2958.6,3.6,3.6,3.6,0,-3.6,-5,-3.6,-3.35,al
1,1989,5,2958.92,3263.55,3300.72,2958.92,3.6,3.6,3.6,0,-3.6,-5,-3.6,-3.35,al
1,1990,5,2955.45,3277.94,3315.7,2955.45,3.6,3.6,3.6,0,-3.6,-5,-3.6,-3.35,al
1,1991,5,2984.86,3293.81,3334.09,2984.86,3.6,3.6,3.6,0,-3.6,-5,-3.6,-3.45,al
1,1992,5,2994.19,3313.21,3358.06,2994.19,3.6,3.6,3.6,0,-3.6,-5,-3.6,-3.45,al
1,1993,5,2996.26,3322.53,3368.13,2996.26,3.6,3.6,3.6,0,-3.6,-5,-3.6,-3.45,al
1,1994,5,2994.4,3333.23,3381.36,2994.4,3.6,3.6,3.6,0,-3.6,-5,-3.6,-3.45,al
1,1995,5,3002.24,3340.96,3389.81,3002.24,3.6,3.6,3.6,0,-3.6,-5,-3.6,-3.45,al
1,1996,5,3006.08,3349.4,3399.06,3006.08,3.6,3.6,3.6,0,-3.6,-5,-3.6,-3.45,al
1,1997,5,3005.2,3359.3,3411.42,3005.2,3.6,3.6,4,0,-3.6,-5,-3.6,-3.45,al
1,1998,5,3001.99,3368.36,3421.56,3001.99,3.6,3.6,4,0,-3.6,-5,-3.6,-3.45,al
1,1999,5,2990.78,3373.26,3427.26,2990.78,3.6,3.6,4,0,-3.6,-5,-3.6,-3.45,al
1,2000,5,2984.22,3377.71,3432.08,2984.22,3.6,3.6,4,0,-3.6,0,-3.6,-3.45,al
1,2001,5,3010.65,3428.71,3483.35,3010.65,3.62,3.62,4,0,-3.62,0,-3.62,-3.47,al
1,2002,5,3019.07,3447.48,3502.65,3019.07,3.65,3.65,4,0,-3.65,0,-3.65,-3.5,al
1,2003,5,3094.62,3548.34,3597.39,3094.62,3.75,3.75,4,0,-3.75,0,-3.75,-3.6,al
1,2004,5,3111.29,3562.79,3611.82,3111.29,3.75,3.75,4.25,0,-3.75,0,-3.75,-3.6,al
1,2005,5,3115.51,3567.31,3617.31,3115.51,3.75,3.75,4.25,0,-3.75,0,-3.75,-3.6,al
1,2006,5,3114.27,3575.02,3625.95,3114.27,3.75,3.75,4.25,0,-3.75,0,-3.75,-3.6,al
1,2007,5,3118.56,3585.36,3637.33,3118.56,3.75,3.75,4.25,0,-3.75,0,-3.75,-3.6,al
1,2008,5,3122.02,3600.75,3654.03,3122.02,3.75,3.75,4.25,0,-5,0,-5,-3.6,al
1,2009,5,3134.25,3658.59,3714.92,3134.25,3.75,3.75,4.25,0,-5,0,-5,-3.6,al
1,2010,5,3131.85,3642.72,3698.31,3131.85,3.75,3.75,4.25,0,-5,0,-5,-3.6,al
1,2011,5,3224.15,3607.92,3663.49,3224.15,3.75,3.75,4.25,0,-5,0,-5,-3.6,al
1,2012,5,3228.26,3615.56,3672.3,3228.26,3.75,3.75,4.25,0,-5,0,-5,-3.6,al
1,2013,5,3141.1,3624.1,3682.08,3141.1,3.75,3.75,4.25,0,-5,0,-5,-3.6,al
1,2014,5,3143.01,3627.71,3685.82,3143.01,3.75,3.75,4.25,0,-5,0,-5,-3.6,al
1,2015,5,3145.75,3632.6,3691.19,3145.75,3.75,3.75,4.25,0,-5,0,-5,-3.6,al
1,2016,5,3143.9,3629.46,3688.11,3143.9,3.75,3.75,4.25,0,-5,0,-5,-3.6,al
1,2017,5,3141.84,3626.39,3683.95,3141.84,3.75,3.75,4.25,0,-5,0,-5,-3.6,al
1,2018,5,3211.49,3748.83,3764.59,3217.2,3.9,3.9,4.25,0,-5,0,-5,-5,al
2,1977,1,119.09,32.57,32.57,119.09,3,3,1.5,2.4,0,0,0,0,ak
2,1978,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1979,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1981,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1983,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1985,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1986,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1987,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1977,2,712.51,510.56,510.56,712.51,3.5,3.5,1.75,2.4,0,0,0,0,ak
2,1978,2,502.68,44.37,44.37,502.68,3.5,3.5,1.4,2.4,0,0,0,0,ak
2,1979,2,296.91,0,0,296.91,0,0,0,0,0,0,0,0,ak
2,1980,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1981,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1982,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1983,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1984,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1985,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1986,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1987,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1988,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1989,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1991,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1992,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1993,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1994,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1995,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1996,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1997,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1998,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,1999,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2000,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2001,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2002,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2003,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2004,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2005,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2006,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2007,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2008,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2010,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2011,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2013,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
2,2014,2,0,0,0,0,0,0,0,0,0,0,0,0,ak
