date,Per Capita Personal Income,state,msa,city,title,id,frequency,seasonal_adjustment
1995-01-01,21820,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
1996-01-01,22806,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
1997-01-01,23814,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
1998-01-01,25073,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
1999-01-01,26384,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2000-01-01,27502,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2001-01-01,28721,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2002-01-01,30117,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2003-01-01,32590,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2004-01-01,34471,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2005-01-01,36574,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2006-01-01,38629,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2007-01-01,39704,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2008-01-01,39861,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2009-01-01,38533,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2010-01-01,40805,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2011-01-01,41805,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2012-01-01,43605,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2013-01-01,43347,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2014-01-01,45174,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2015-01-01,46801,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2016-01-01,48286,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2017-01-01,50459,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2018-01-01,52807,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2019-01-01,55156,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
2020-01-01,58663,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Per Capita Personal Income in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012PCPI,Annual,Not Seasonally Adjusted
1969-01-01,4164,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1970-01-01,4335,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1971-01-01,4552,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1972-01-01,5012,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1973-01-01,5501,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1974-01-01,6056,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1975-01-01,6634,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1976-01-01,7220,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1977-01-01,7928,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1978-01-01,8995,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1979-01-01,10137,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1980-01-01,11352,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1981-01-01,12742,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1982-01-01,13690,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1983-01-01,14684,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1984-01-01,16174,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1985-01-01,17263,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1986-01-01,17601,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1987-01-01,17823,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1988-01-01,18629,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1989-01-01,19561,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1990-01-01,20667,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1991-01-01,20911,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1992-01-01,22021,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1993-01-01,22888,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1994-01-01,23841,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1995-01-01,25026,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1996-01-01,26533,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1997-01-01,28222,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1998-01-01,30400,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1999-01-01,31503,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2000-01-01,34022,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2001-01-01,34598,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2002-01-01,34237,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2003-01-01,34429,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2004-01-01,35286,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2005-01-01,37700,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2006-01-01,40367,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2007-01-01,41729,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2008-01-01,44110,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2009-01-01,40279,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2010-01-01,41795,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2011-01-01,45700,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2012-01-01,47410,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2013-01-01,48008,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2014-01-01,50766,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2015-01-01,51459,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2016-01-01,52106,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2017-01-01,54525,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2018-01-01,57562,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2019-01-01,59409,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
2020-01-01,61554,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",DALL148PCPI,Annual,Not Seasonally Adjusted
1969-01-01,3967,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1970-01-01,4106,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1971-01-01,4387,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1972-01-01,4806,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1973-01-01,5360,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1974-01-01,5810,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1975-01-01,6096,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1976-01-01,6844,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1977-01-01,7691,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1978-01-01,8489,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1979-01-01,9386,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1980-01-01,9986,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1981-01-01,10982,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1982-01-01,11295,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1983-01-01,11793,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1984-01-01,13119,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1985-01-01,14042,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1986-01-01,15161,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1987-01-01,16060,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1988-01-01,17518,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1989-01-01,19025,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1990-01-01,19779,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1991-01-01,19763,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1992-01-01,21312,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1993-01-01,21924,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1994-01-01,23062,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1995-01-01,24194,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1996-01-01,25088,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1997-01-01,26052,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1998-01-01,27791,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1999-01-01,28543,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2000-01-01,29717,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2001-01-01,29471,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2002-01-01,29880,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2003-01-01,29730,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2004-01-01,30914,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2005-01-01,31770,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2006-01-01,33849,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2007-01-01,34878,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2008-01-01,35425,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2009-01-01,33748,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2010-01-01,34660,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2011-01-01,36724,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2012-01-01,38515,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2013-01-01,38447,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2014-01-01,40551,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2015-01-01,42433,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2016-01-01,43207,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2017-01-01,44307,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2018-01-01,46551,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2019-01-01,47762,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
2020-01-01,50238,IN,"Fort Wayne, IN",Fort Wayne,"Per Capita Personal Income in Fort Wayne, IN (MSA)",FORT018PCPI,Annual,Not Seasonally Adjusted
1969-01-01,3282,ND,"Grand Forks, ND-MN",Grand Forks,"Per Capita Personal Income in Grand Forks, ND-MN (MSA)",GRAN238PCPI,Annual,Not Seasonally Adjusted
1970-01-01,3738,ND,"Grand Forks, ND-MN",Grand Forks,"Per Capita Personal Income in Grand Forks, ND-MN (MSA)",GRAN238PCPI,Annual,Not Seasonally Adjusted
1971-01-01,4010,ND,"Grand Forks, ND-MN",Grand Forks,"Per Capita Personal Income in Grand Forks, ND-MN (MSA)",GRAN238PCPI,Annual,Not Seasonally Adjusted
1972-01-01,4490,ND,"Grand Forks, ND-MN",Grand Forks,"Per Capita Personal Income in Grand Forks, ND-MN (MSA)",GRAN238PCPI,Annual,Not Seasonally Adjusted
1973-01-01,5818,ND,"Grand Forks, ND-MN",Grand Forks,"Per Capita Personal Income in Grand Forks, ND-MN (MSA)",GRAN238PCPI,Annual,Not Seasonally Adjusted
1974-01-01,6035,ND,"Grand Forks, ND-MN",Grand Forks,"Per Capita Personal Income in Grand Forks, ND-MN (MSA)",GRAN238PCPI,Annual,Not Seasonally Adjusted
1975-01-01,6561,ND,"Grand Forks, ND-MN",Grand Forks,"Per Capita Personal Income in Grand Forks, ND-MN (MSA)",GRAN238PCPI,Annual,Not Seasonally Adjusted
1976-01-01,6797,ND,"Grand Forks, ND-MN",Grand Forks,"Per Capita Personal Income in Grand Forks, ND-MN (MSA)",GRAN238PCPI,Annual,Not Seasonally Adjusted
1977-01-01,6661,ND,"Grand Forks, ND-MN",Grand Forks,"Per Capita Personal Income in Grand Forks, ND-MN (MSA)",GRAN238PCPI,Annual,Not Seasonally Adjusted
1978-01-01,8093,ND,"Grand Forks, ND-MN",Grand Forks,"Per Capita Personal Income in Grand Forks, ND-MN (MSA)",GRAN238PCPI,Annual,Not Seasonally Adjusted
1979-01-01,8401,ND,"Grand Forks, ND-MN",Grand Forks,"Per Capita Personal Income in Grand Forks, ND-MN (MSA)",GRAN238PCPI,Annual,Not Seasonally Adjusted
1980-01-01,8764,ND,"Grand Forks, ND-MN",Grand Forks,"Per Capita Personal Income in Grand Forks, ND-MN (MSA)",GRAN238PCPI,Annual,Not Seasonally Adjusted
1981-01-01,9887,ND,"Grand Forks, ND-MN",Grand Forks,"Per Capita Personal Income in Grand Forks, ND-MN (MSA)",GRAN238PCPI,Annual,Not Seasonally Adjusted
1982-01-01,10760,ND,"Grand Forks, ND-MN",Grand Forks,"Per Capita Personal Income in Grand Forks, ND-MN (MSA)",GRAN238PCPI,Annual,Not Seasonally Adjusted
1983-01-01,11335,ND,"Grand Forks, ND-MN",Grand Forks,"Per Capita Personal Income in Grand Forks, ND-MN (MSA)",GRAN238PCPI,Annual,Not Seasonally Adjusted
