date,Housing Inventory: Active Listing Count Month-Over-Month,state,msa,city,title,id,frequency,seasonal_adjustment
2019-10-01,-2.88,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2019-11-01,-3.33,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2019-12-01,-4.28,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2020-01-01,-5.64,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2020-02-01,-4.12,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2020-03-01,-3.65,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2020-04-01,-6.24,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2020-05-01,-10.34,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2020-06-01,-1.72,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2020-07-01,-2.02,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2020-08-01,-4.55,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2020-09-01,-2.74,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2020-10-01,-1.04,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2020-11-01,-20.54,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2020-12-01,-6.23,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2021-01-01,-9.26,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2021-02-01,-9.09,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2021-03-01,-10.24,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2021-04-01,-13.86,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2021-05-01,4.73,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2021-06-01,2.71,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2021-07-01,0.0,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2021-08-01,8.5,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2021-09-01,5.95,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2021-10-01,11.99,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2021-11-01,-9.11,WV,"Charleston, WV",Charleston,"Housing Inventory: Active Listing Count Month-Over-Month in Charleston, WV (CBSA)",ACTLISCOUMM16620,Monthly,Not Seasonally Adjusted
2017-07-01,14.96,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2017-08-01,4.03,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2017-09-01,-6.7,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2017-10-01,-6.61,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2017-11-01,-8.14,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2017-12-01,-19.48,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2018-01-01,-14.68,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2018-02-01,-5.87,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2018-03-01,7.62,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2018-04-01,14.03,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2018-05-01,11.46,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2018-06-01,22.03,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2018-07-01,14.19,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2018-08-01,5.81,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2018-09-01,0.21,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2018-10-01,-1.68,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2018-11-01,-3.62,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2018-12-01,-17.9,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2019-01-01,-15.9,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2019-02-01,-7.07,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2019-03-01,0.0,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2019-04-01,4.28,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2019-05-01,6.86,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2019-06-01,16.69,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2019-07-01,11.75,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2019-08-01,0.04,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2019-09-01,-2.4,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2019-10-01,-5.8,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2019-11-01,-15.01,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2019-12-01,-17.57,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2020-01-01,-18.24,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2020-02-01,-11.27,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2020-03-01,7.05,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2020-04-01,12.56,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2020-05-01,15.91,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2020-06-01,1.9,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2020-07-01,-5.13,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2020-08-01,-7.07,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2020-09-01,-12.7,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2020-10-01,-15.15,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2020-11-01,-21.96,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2020-12-01,-17.73,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2021-01-01,-21.0,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2021-02-01,-4.4,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2021-03-01,11.05,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2021-04-01,12.44,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2021-05-01,11.95,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2021-06-01,21.61,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2021-07-01,19.5,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2021-08-01,10.15,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2021-09-01,1.56,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2021-10-01,1.94,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2021-11-01,-15.26,CO,"Colorado Springs, CO",Colorado Springs,"Housing Inventory: Active Listing Count Month-Over-Month in Colorado Springs, CO (CBSA)",ACTLISCOUMM17820,Monthly,Not Seasonally Adjusted
2017-07-01,-1.67,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2017-08-01,-4.93,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2017-09-01,-1.67,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2017-10-01,-0.83,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2017-11-01,-1.99,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2017-12-01,-2.98,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2018-01-01,-2.06,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2018-02-01,1.5,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2018-03-01,2.89,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2018-04-01,1.79,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2018-05-01,-0.13,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2018-06-01,1.73,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2018-07-01,0.43,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2018-08-01,-1.26,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2018-09-01,0.65,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2018-10-01,-1.58,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2018-11-01,-0.82,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2018-12-01,-3.39,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2019-01-01,-4.33,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2019-02-01,-0.51,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2019-03-01,1.76,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2019-04-01,1.73,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2019-05-01,-1.27,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2019-06-01,-0.94,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2019-07-01,-1.5,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2019-08-01,-1.8,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2019-09-01,-1.27,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2019-10-01,-0.25,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2019-11-01,-0.97,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2019-12-01,-4.51,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2020-01-01,-5.71,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2020-02-01,-2.77,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2020-03-01,7.05,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2020-04-01,8.05,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2020-05-01,-0.75,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2020-06-01,-11.89,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2020-07-01,-9.46,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2020-08-01,-9.05,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2020-09-01,-7.13,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2020-10-01,-6.34,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2020-11-01,-2.79,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2020-12-01,-7.38,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2021-01-01,-13.65,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
2021-02-01,-18.67,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"Housing Inventory: Active Listing Count Month-Over-Month in Crestview-Fort Walton Beach-Destin, FL (CBSA)",ACTLISCOUMM18880,Monthly,Not Seasonally Adjusted
